Action,Cap,Game,Opponent,Opponent name,Period,Player,RUS,Score,Seconds,Team,Time
Action shot - Saved,7.0,7,4,AUS,1.0,GILCHRIST J,2,2 - 4,174,AUS,2:54
Centre shot - Goal,4.0,7,4,AUS,1.0,DEREVIANKIN N,3,3 - 4,150,RUS,2:30
Centre shot - Post,4.0,7,4,AUS,1.0,KAYES J,3,3 - 4,130,AUS,2:10
20 sec. exclusion in centre,5.0,7,4,AUS,1.0,POWER N,3,3 - 4,109,AUS,1:49
Time-Out,,7,4,AUS,1.0,,3,3 - 4,109,RUS,1:49
Extra player shot - Saved,11.0,7,4,AUS,1.0,LISUNOV S,3,3 - 4,83,RUS,1:23
5m shot - Saved,8.0,7,4,AUS,1.0,YOUNGER A,3,3 - 4,59,AUS,0:59
Turnover foul,9.0,7,4,AUS,1.0,FORD A,3,3 - 4,53,AUS,0:53
Steal,6.0,7,4,AUS,1.0,ASHAEV A,3,3 - 4,53,RUS,0:53
20 sec. exclusion in field,10.0,7,4,AUS,1.0,FANNON J,3,3 - 4,53,AUS,0:53
Extra player shot - Saved,10.0,7,4,AUS,1.0,KHOLOD D,3,3 - 4,33,RUS,0:33
20 sec. exclusion in centre,8.0,7,4,AUS,1.0,YOUNGER A,3,3 - 4,19,AUS,0:19
Extra player shot - Post,2.0,7,4,AUS,1.0,LAZAREV N,3,3 - 4,12,RUS,0:12
Time-Out,,7,4,AUS,1.0,,3,3 - 4,12,AUS,0:12
Turnover foul,9.0,7,4,AUS,1.0,FORD A,3,3 - 4,2,AUS,0:02
Steal,9.0,7,4,AUS,1.0,SUCHKOV I,3,3 - 4,2,RUS,0:02
5m shot - Saved,1.0,7,4,AUS,1.0,KORNEEV K,3,3 - 4,1,RUS,0:01
Starting goalkeeper,1.0,7,4,AUS,2.0,KORNEEV K,3,3 - 4,480,RUS,8:00
Starting goalkeeper,13.0,7,4,AUS,2.0,HRYSANTHOS A,3,3 - 4,480,AUS,8:00
Sprint won possession,10.0,7,4,AUS,2.0,KHOLOD D,3,3 - 4,480,RUS,8:00
5m shot - Saved,2.0,7,4,AUS,2.0,LAZAREV N,3,3 - 4,451,RUS,7:31
5m shot - Blocked,11.0,7,4,AUS,2.0,HOLLIS L,3,3 - 4,423,AUS,7:03
Action shot - Saved,2.0,7,4,AUS,2.0,LAZAREV N,3,3 - 4,405,RUS,6:45
20 sec. exclusion in field,7.0,7,4,AUS,2.0,GILCHRIST J,3,3 - 4,397,AUS,6:37
5m shot - Goal,10.0,7,4,AUS,2.0,KHOLOD D,4,4 - 4,373,RUS,6:13
Centre shot - Goal,6.0,7,5,AUS,2.0,EDWARDS L,4,4 - 5,346,AUS,5:46
Turnover foul,4.0,7,5,AUS,2.0,DEREVIANKIN N,4,4 - 5,334,RUS,5:34
Action shot - Saved,7.0,7,5,AUS,2.0,GILCHRIST J,4,4 - 5,317,AUS,5:17
5m shot - Saved,10.0,7,5,AUS,2.0,KHOLOD D,4,4 - 5,296,RUS,4:56
Action shot - Saved,8.0,7,5,AUS,2.0,YOUNGER A,4,4 - 5,274,AUS,4:34
Turnover foul,8.0,7,5,AUS,2.0,NAGAEV I,4,4 - 5,251,RUS,4:11
Steal,13.0,7,5,AUS,2.0,HRYSANTHOS A,4,4 - 5,251,AUS,4:11
Action shot - Post,7.0,7,5,AUS,2.0,GILCHRIST J,4,4 - 5,221,AUS,3:41
5m shot - Goal,7.0,7,5,AUS,2.0,MERKULOV D,5,5 - 5,200,RUS,3:20
Action shot - Saved,8.0,7,5,AUS,2.0,YOUNGER A,5,5 - 5,174,AUS,2:54
20 sec. exclusion in field,3.0,7,5,AUS,2.0,FORD G,5,5 - 5,156,AUS,2:36
Time-Out,,7,5,AUS,2.0,,5,5 - 5,156,RUS,2:36
Extra player shot - Missed,11.0,7,5,AUS,2.0,LISUNOV S,5,5 - 5,140,RUS,2:20
5m shot - Saved,11.0,7,5,AUS,2.0,HOLLIS L,5,5 - 5,117,AUS,1:57
20 sec. exclusion in centre,7.0,7,5,AUS,2.0,MERKULOV D,5,5 - 5,106,RUS,1:46
Time-Out,,7,5,AUS,2.0,,5,5 - 5,106,AUS,1:46
Extra player shot - Goal,4.0,7,6,AUS,2.0,KAYES J,5,5 - 6,89,AUS,1:29
Action shot - Saved,8.0,7,6,AUS,2.0,NAGAEV I,5,5 - 6,70,RUS,1:10
Turnover foul,5.0,7,6,AUS,4.0,POWER N,5,5 - 6,1,AUS,0:01
Centre shot - Saved,6.0,7,6,AUS,2.0,EDWARDS L,5,5 - 6,38,AUS,0:38
Turnover foul,6.0,7,6,AUS,2.0,ASHAEV A,5,5 - 6,9,RUS,0:09
Steal,13.0,7,6,AUS,2.0,HRYSANTHOS A,5,5 - 6,9,AUS,0:09
5m shot - Saved,7.0,7,6,AUS,2.0,GILCHRIST J,5,5 - 6,1,AUS,0:01
Starting goalkeeper,1.0,7,6,AUS,3.0,KORNEEV K,5,5 - 6,480,RUS,8:00
Starting goalkeeper,13.0,7,6,AUS,3.0,HRYSANTHOS A,5,5 - 6,480,AUS,8:00
Sprint won possession,12.0,7,6,AUS,3.0,SHEPELEV R,5,5 - 6,480,RUS,8:00
5m shot - Post,8.0,7,6,AUS,3.0,NAGAEV I,5,5 - 6,451,RUS,7:31
5m shot - Missed,7.0,7,6,AUS,3.0,GILCHRIST J,5,5 - 6,422,AUS,7:02
Centre shot - Missed,4.0,7,6,AUS,3.0,DEREVIANKIN N,5,5 - 6,398,RUS,6:38
5m shot - Goal,2.0,7,7,AUS,3.0,PUTT T,5,5 - 7,373,AUS,6:13
20 sec. exclusion in centre,3.0,7,7,AUS,3.0,FORD G,5,5 - 7,357,AUS,5:57
Extra player shot - Blocked,6.0,7,7,AUS,3.0,ASHAEV A,5,5 - 7,344,RUS,5:44
Turnover foul,8.0,7,7,AUS,3.0,YOUNGER A,5,5 - 7,323,AUS,5:23
Steal,1.0,7,7,AUS,3.0,KORNEEV K,5,5 - 7,323,RUS,5:23
Turnover foul,7.0,7,7,AUS,3.0,MERKULOV D,5,5 - 7,303,RUS,5:03
Steal,10.0,7,7,AUS,3.0,FANNON J,5,5 - 7,303,AUS,5:03
Action shot - Saved,10.0,7,7,AUS,3.0,FANNON J,5,5 - 7,274,AUS,4:34
Action shot - Goal,8.0,7,8,AUS,3.0,YOUNGER A,5,5 - 8,260,AUS,4:20
Turnover foul,8.0,7,8,AUS,3.0,NAGAEV I,5,5 - 8,237,RUS,3:57
Steal,6.0,7,8,AUS,3.0,EDWARDS L,5,5 - 8,237,AUS,3:57
5m shot - Post,8.0,7,8,AUS,3.0,YOUNGER A,5,5 - 8,211,AUS,3:31
Centre shot - Missed,11.0,7,8,AUS,3.0,LISUNOV S,5,5 - 8,186,RUS,3:06
Action shot - Goal,7.0,7,8,AUS,3.0,MERKULOV D,6,6 - 8,135,RUS,2:15
20 sec. exclusion in centre,7.0,7,8,AUS,3.0,MERKULOV D,6,6 - 8,110,RUS,1:50
Time-Out,,7,8,AUS,3.0,,6,6 - 8,110,AUS,1:50
20 sec. exclusion in centre,10.0,7,8,AUS,3.0,KHOLOD D,6,6 - 8,97,RUS,1:37
Extra player shot - Missed,11.0,7,8,AUS,3.0,HOLLIS L,6,6 - 8,91,AUS,1:31
Time-Out,,7,8,AUS,3.0,,6,6 - 8,85,RUS,1:25
Centre shot - Post,4.0,7,8,AUS,3.0,DEREVIANKIN N,6,6 - 8,66,RUS,1:06
Action shot - Goal,8.0,7,9,AUS,3.0,YOUNGER A,6,6 - 9,48,AUS,0:48
Turnover foul,4.0,7,9,AUS,3.0,DEREVIANKIN N,6,6 - 9,29,RUS,0:29
20 sec. exclusion in centre,4.0,7,9,AUS,3.0,DEREVIANKIN N,6,6 - 9,9,RUS,0:09
Extra player shot - Saved,11.0,7,9,AUS,3.0,HOLLIS L,6,6 - 9,2,AUS,0:02
Starting goalkeeper,1.0,7,9,AUS,4.0,KORNEEV K,6,6 - 9,480,RUS,8:00
Starting goalkeeper,13.0,7,9,AUS,4.0,HRYSANTHOS A,6,6 - 9,480,AUS,8:00
Sprint won possession,12.0,7,9,AUS,4.0,SHEPELEV R,6,6 - 9,480,RUS,8:00
20 sec. exclusion in field,8.0,7,9,AUS,4.0,NAGAEV I,6,6 - 9,432,RUS,7:12
Extra player shot - Goal,9.0,7,10,AUS,4.0,FORD A,6,6 - 10,427,AUS,7:07
20 sec. exclusion in field,6.0,7,10,AUS,4.0,EDWARDS L,6,6 - 10,414,AUS,6:54
Action shot - Goal,10.0,7,10,AUS,4.0,KHOLOD D,7,7 - 10,393,RUS,6:33
Turnover foul,4.0,7,10,AUS,4.0,KAYES J,7,7 - 10,370,AUS,6:10
Turnover foul,8.0,7,10,AUS,4.0,NAGAEV I,7,7 - 10,349,RUS,5:49
Steal,9.0,7,10,AUS,4.0,FORD A,7,7 - 10,349,AUS,5:49
Turnover foul,8.0,7,10,AUS,4.0,YOUNGER A,7,7 - 10,321,AUS,5:21
Steal,1.0,7,10,AUS,4.0,KORNEEV K,7,7 - 10,321,RUS,5:21
20 sec. exclusion in centre,3.0,7,10,AUS,4.0,FORD G,7,7 - 10,300,AUS,5:00
Exclusion with substitution,3.0,7,10,AUS,4.0,FORD G,7,7 - 10,300,AUS,5:00
Extra player shot - Saved,8.0,7,10,AUS,4.0,NAGAEV I,7,7 - 10,284,RUS,4:44
5m shot - Saved,7.0,7,10,AUS,4.0,GILCHRIST J,7,7 - 10,259,AUS,4:19
Action shot - Post,7.0,7,10,AUS,4.0,MERKULOV D,7,7 - 10,231,RUS,3:51
Centre shot - Missed,8.0,7,10,AUS,4.0,YOUNGER A,7,7 - 10,202,AUS,3:22
Time-Out,,7,10,AUS,4.0,,7,7 - 10,202,RUS,3:22
Action shot - Saved,10.0,7,10,AUS,4.0,KHOLOD D,7,7 - 10,176,RUS,2:56
20 sec. exclusion in field,9.0,7,10,AUS,4.0,FORD A,7,7 - 10,161,AUS,2:41
Extra player shot - Saved,6.0,7,10,AUS,4.0,ASHAEV A,7,7 - 10,153,RUS,2:33
5m shot - Saved,11.0,7,10,AUS,4.0,HOLLIS L,7,7 - 10,130,AUS,2:10
Turnover foul,2.0,7,10,AUS,4.0,PUTT T,7,7 - 10,70,AUS,1:10
20 sec. exclusion in centre,2.0,7,10,AUS,4.0,PUTT T,7,7 - 10,45,AUS,0:45
Extra player shot - Post,4.0,7,10,AUS,4.0,DEREVIANKIN N,7,7 - 10,39,RUS,0:39
Extra player shot - Saved,8.0,7,10,AUS,4.0,NAGAEV I,7,7 - 10,30,RUS,0:30
