Action,Cap,Game,MNE,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
5m shot - Saved,9.0,3,4,0,NZL,1.0,IVOVIC A,4 - 0,223,MNE,3:43
Turnover foul,12.0,3,4,0,NZL,1.0,PYE A,4 - 0,196,NZL,3:16
Steal,11.0,3,4,0,NZL,1.0,KLIKOVAK F,4 - 0,196,MNE,3:16
Counter attack - Goal,9.0,3,5,0,NZL,1.0,IVOVIC A,5 - 0,180,MNE,3:00
5m shot - Saved,5.0,3,5,0,NZL,1.0,ROSS J,5 - 0,156,NZL,2:36
Action shot - Post,5.0,3,5,0,NZL,1.0,BRGULJAN D,5 - 0,128,MNE,2:08
Centre shot - Missed,10.0,3,5,0,NZL,1.0,MISIC S,5 - 0,100,MNE,1:40
20 sec. exclusion in centre,5.0,3,5,0,NZL,1.0,BRGULJAN D,5 - 0,71,MNE,1:11
Action shot - Saved,5.0,3,5,0,NZL,1.0,ROSS J,5 - 0,44,NZL,0:44
Counter attack - Saved,4.0,3,5,0,NZL,1.0,PETROVIC A,5 - 0,33,MNE,0:33
5m shot - Saved,2.0,3,5,0,NZL,1.0,LEWIS M,5 - 0,4,NZL,0:04
Starting goalkeeper,1.0,3,5,0,NZL,2.0,KINGSMILL T,5 - 0,480,NZL,8:00
Starting goalkeeper,1.0,3,5,0,NZL,2.0,RADIC Z,5 - 0,480,MNE,8:00
Sprint won possession,6.0,3,5,0,NZL,2.0,CROUSILLAT U,5 - 0,480,MNE,8:00
Centre shot - Goal,9.0,3,6,0,NZL,2.0,IVOVIC A,6 - 0,454,MNE,7:34
Action shot - Blocked,9.0,3,6,0,NZL,2.0,LUI-FAKAOTIMANAVA,6 - 0,436,NZL,7:16
Centre shot - Goal,5.0,3,7,0,NZL,2.0,BRGULJAN D,7 - 0,410,MNE,6:50
Turnover foul,9.0,3,7,0,NZL,2.0,LUI-FAKAOTIMANAVA,7 - 0,382,NZL,6:22
Steal,12.0,3,7,0,NZL,2.0,JOKIC P,7 - 0,382,MNE,6:22
Centre shot - Post,10.0,3,7,0,NZL,2.0,MISIC S,7 - 0,360,MNE,6:00
5m shot - Saved,12.0,3,7,0,NZL,2.0,PYE A,7 - 0,331,NZL,5:31
Action shot - Goal,6.0,3,8,0,NZL,2.0,CROUSILLAT U,8 - 0,313,MNE,5:13
5m shot - Goal,12.0,3,8,1,NZL,2.0,PYE A,8 - 1,287,NZL,4:47
Penalty foul,11.0,3,8,1,NZL,2.0,TIJSEN L,8 - 1,259,NZL,4:19
Penalty shot - Goal,8.0,3,9,1,NZL,2.0,JANOVIC N,9 - 1,259,MNE,4:19
20 sec. exclusion in centre,12.0,3,9,1,NZL,2.0,JOKIC P,9 - 1,244,MNE,4:04
Time-Out,,3,9,1,NZL,2.0,,9 - 1,244,NZL,4:04
Turnover foul,2.0,3,9,1,NZL,2.0,LEWIS M,9 - 1,215,NZL,3:35
Steal,7.0,3,9,1,NZL,2.0,JANOVIC M,9 - 1,215,MNE,3:35
Counter attack - Goal,2.0,3,10,1,NZL,2.0,BRGULJAN D,10 - 1,202,MNE,3:22
Turnover foul,8.0,3,10,1,NZL,2.0,SMALL M,10 - 1,175,NZL,2:55
Steal,2.0,3,10,1,NZL,2.0,BRGULJAN D,10 - 1,175,MNE,2:55
5m shot - Goal,2.0,3,11,1,NZL,2.0,BRGULJAN D,11 - 1,163,MNE,2:43
5m shot - Missed,2.0,3,11,1,NZL,2.0,LEWIS M,11 - 1,135,NZL,2:15
20 sec. exclusion in field,2.0,3,11,1,NZL,2.0,LEWIS M,11 - 1,124,NZL,2:04
Extra player shot - Post,9.0,3,11,1,NZL,2.0,IVOVIC A,11 - 1,112,MNE,1:52
Centre shot - Goal,11.0,3,12,1,NZL,2.0,KLIKOVAK F,12 - 1,110,MNE,1:50
Turnover foul,12.0,3,12,1,NZL,2.0,PYE A,12 - 1,91,NZL,1:31
20 sec. exclusion in centre,10.0,3,12,1,NZL,2.0,BRYANT M,12 - 1,75,NZL,1:15
Extra player shot - Goal,8.0,3,13,1,NZL,2.0,JANOVIC N,13 - 1,62,MNE,1:02
20 sec. exclusion in field,10.0,3,13,1,NZL,2.0,MISIC S,13 - 1,45,MNE,0:45
Extra player shot - Saved,9.0,3,13,1,NZL,2.0,LUI-FAKAOTIMANAVA,13 - 1,27,NZL,0:27
Extra player shot - Saved,4.0,3,13,1,NZL,4.0,LOWERY F,13 - 1,118,NZL,1:58
Counter attack - Goal,9.0,3,21,1,NZL,4.0,IVOVIC A,21 - 1,101,MNE,1:41
Turnover foul,12.0,3,21,1,NZL,4.0,PYE A,21 - 1,78,NZL,1:18
Steal,9.0,3,21,1,NZL,4.0,IVOVIC A,21 - 1,78,MNE,1:18
Action shot - Goal,9.0,3,22,1,NZL,4.0,IVOVIC A,22 - 1,60,MNE,1:00
Turnover foul,9.0,3,22,1,NZL,4.0,LUI-FAKAOTIMANAVA,22 - 1,33,NZL,0:33
20 sec. exclusion in centre,3.0,3,22,1,NZL,2.0,CURRY S,22 - 1,8,NZL,0:08
Turnover foul,6.0,3,22,1,NZL,2.0,CROUSILLAT U,22 - 1,2,MNE,0:02
Steal,4.0,3,22,1,NZL,2.0,LOWERY F,22 - 1,2,NZL,0:02
Starting goalkeeper,13.0,3,22,1,NZL,3.0,SCEPANOVIC M,22 - 1,480,MNE,8:00
Starting goalkeeper,1.0,3,22,1,NZL,3.0,KINGSMILL T,22 - 1,480,NZL,8:00
Sprint won possession,6.0,3,22,1,NZL,3.0,CROUSILLAT U,22 - 1,480,MNE,8:00
20 sec. exclusion in centre,10.0,3,22,1,NZL,3.0,BRYANT M,22 - 1,463,NZL,7:43
Extra player shot - Goal,10.0,3,14,1,NZL,3.0,MISIC S,14 - 1,457,MNE,7:37
Turnover foul,7.0,3,14,1,NZL,3.0,JACKSON D,14 - 1,430,NZL,7:10
Turnover foul,10.0,3,14,1,NZL,3.0,MISIC S,14 - 1,416,MNE,6:56
Steal,1.0,3,14,1,NZL,3.0,KINGSMILL T,14 - 1,416,NZL,6:56
Centre shot - Saved,7.0,3,14,1,NZL,3.0,JACKSON D,14 - 1,390,NZL,6:30
Turnover foul,10.0,3,14,1,NZL,3.0,MISIC S,14 - 1,371,MNE,6:11
Steal,12.0,3,14,1,NZL,3.0,PYE A,14 - 1,371,NZL,6:11
Turnover foul,7.0,3,14,1,NZL,3.0,JACKSON D,14 - 1,344,NZL,5:44
Steal,4.0,3,14,1,NZL,3.0,PETROVIC A,14 - 1,344,MNE,5:44
Action shot - Goal,6.0,3,15,1,NZL,3.0,CROUSILLAT U,15 - 1,324,MNE,5:24
Turnover foul,2.0,3,15,1,NZL,3.0,LEWIS M,15 - 1,306,NZL,5:06
Steal,5.0,3,15,1,NZL,3.0,BRGULJAN D,15 - 1,306,MNE,5:06
20 sec. exclusion in centre,9.0,3,15,1,NZL,3.0,LUI-FAKAOTIMANAVA,15 - 1,291,NZL,4:51
Extra player shot - Goal,5.0,3,16,1,NZL,3.0,BRGULJAN D,16 - 1,288,MNE,4:48
Turnover foul,3.0,3,16,1,NZL,3.0,CURRY S,16 - 1,260,NZL,4:20
Action shot - Saved,5.0,3,16,1,NZL,3.0,BRGULJAN D,16 - 1,239,MNE,3:59
Turnover foul,11.0,3,16,1,NZL,3.0,KLIKOVAK F,16 - 1,221,MNE,3:41
Steal,1.0,3,16,1,NZL,3.0,KINGSMILL T,16 - 1,221,NZL,3:41
Turnover foul,12.0,3,16,1,NZL,3.0,PYE A,16 - 1,205,NZL,3:25
Steal,12.0,3,16,1,NZL,3.0,JOKIC P,16 - 1,205,MNE,3:25
Counter attack - Goal,3.0,3,17,1,NZL,3.0,PASKOVIC V,17 - 1,187,MNE,3:07
Action shot - Post,7.0,3,17,1,NZL,3.0,JANOVIC M,17 - 1,141,MNE,2:21
Turnover foul,6.0,3,17,1,NZL,3.0,SIEPRATH A,17 - 1,114,NZL,1:54
Steal,12.0,3,17,1,NZL,3.0,JOKIC P,17 - 1,114,MNE,1:54
Counter attack - Goal,9.0,3,18,1,NZL,3.0,IVOVIC A,18 - 1,99,MNE,1:39
Turnover foul,5.0,3,18,1,NZL,3.0,ROSS J,18 - 1,76,NZL,1:16
Counter attack - Goal,3.0,3,19,1,NZL,3.0,PASKOVIC V,19 - 1,61,MNE,1:01
Action shot - Missed,3.0,3,19,1,NZL,3.0,CURRY S,19 - 1,31,NZL,0:31
Counter attack - Post,12.0,3,19,1,NZL,3.0,JOKIC P,19 - 1,16,MNE,0:16
Turnover foul,8.0,3,19,1,NZL,3.0,SMALL M,19 - 1,2,NZL,0:02
Steal,6.0,3,19,1,NZL,3.0,CROUSILLAT U,19 - 1,2,MNE,0:02
Starting goalkeeper,13.0,3,19,1,NZL,4.0,SCEPANOVIC M,19 - 1,480,MNE,8:00
Starting goalkeeper,1.0,3,19,1,NZL,4.0,KINGSMILL T,19 - 1,480,NZL,8:00
Sprint won possession,6.0,3,19,1,NZL,4.0,CROUSILLAT U,19 - 1,480,MNE,8:00
20 sec. exclusion in centre,9.0,3,19,1,NZL,4.0,LUI-FAKAOTIMANAVA,19 - 1,462,NZL,7:42
Extra player shot - Missed,8.0,3,19,1,NZL,4.0,JANOVIC N,19 - 1,443,MNE,7:23
Turnover foul,7.0,3,19,1,NZL,4.0,JACKSON D,19 - 1,416,NZL,6:56
Centre shot - Saved,10.0,3,19,1,NZL,4.0,MISIC S,19 - 1,397,MNE,6:37
20 sec. exclusion in centre,4.0,3,19,1,NZL,4.0,LOWERY F,19 - 1,359,NZL,5:59
Extra player shot - Goal,9.0,3,20,1,NZL,4.0,IVOVIC A,20 - 1,355,MNE,5:55
Centre shot - Missed,9.0,3,20,1,NZL,4.0,LUI-FAKAOTIMANAVA,20 - 1,339,NZL,5:39
Action shot - Saved,7.0,3,20,1,NZL,4.0,JANOVIC M,20 - 1,329,MNE,5:29
Action shot - Saved,6.0,3,20,1,NZL,4.0,CROUSILLAT U,20 - 1,315,MNE,5:15
Turnover foul,9.0,3,20,1,NZL,4.0,IVOVIC A,20 - 1,267,MNE,4:27
Action shot - Saved,5.0,3,20,1,NZL,4.0,ROSS J,20 - 1,251,NZL,4:11
Time-Out,,3,20,1,NZL,4.0,,20 - 1,251,MNE,4:11
Turnover foul,11.0,3,20,1,NZL,4.0,KLIKOVAK F,20 - 1,236,MNE,3:56
Steal,12.0,3,20,1,NZL,4.0,PYE A,20 - 1,236,NZL,3:56
Centre shot - Saved,11.0,3,20,1,NZL,4.0,TIJSEN L,20 - 1,216,NZL,3:36
Turnover foul,11.0,3,20,1,NZL,4.0,KLIKOVAK F,20 - 1,201,MNE,3:21
5m shot - Saved,12.0,3,20,1,NZL,4.0,PYE A,20 - 1,176,NZL,2:56
Turnover foul,5.0,3,20,1,NZL,4.0,BRGULJAN D,20 - 1,158,MNE,2:38
Steal,6.0,3,20,1,NZL,4.0,SIEPRATH A,20 - 1,158,NZL,2:38
Time-Out,,3,20,1,NZL,4.0,,20 - 1,158,NZL,2:38
20 sec. exclusion in field,3.0,3,20,1,NZL,4.0,PASKOVIC V,20 - 1,138,MNE,2:18
Extra player shot - Blocked,12.0,3,20,1,NZL,4.0,PYE A,20 - 1,120,NZL,2:00
Steal,3.0,3,20,1,NZL,4.0,PASKOVIC V,20 - 1,33,MNE,0:33
20 sec. exclusion in centre,10.0,3,20,1,NZL,4.0,BRYANT M,20 - 1,14,NZL,0:14
Exclusion with substitution,10.0,3,20,1,NZL,4.0,BRYANT M,20 - 1,14,NZL,0:14
Time-Out,,3,20,1,NZL,4.0,,20 - 1,14,MNE,0:14
Extra player shot - Goal,6.0,3,23,1,NZL,4.0,CROUSILLAT U,23 - 1,2,MNE,0:02
5m shot - Blocked,2.0,3,23,1,NZL,4.0,LEWIS M,23 - 1,1,NZL,0:01
Starting goalkeeper,13.0,4,0,0,CAN,1.0,SCEPANOVIC M,0 - 0,480,MNE,8:00
Starting goalkeeper,1.0,4,0,0,CAN,1.0,RANDALL R,0 - 0,480,CAN,8:00
Sprint won possession,8.0,4,0,0,CAN,1.0,GRAHAM K,0 - 0,480,CAN,8:00
5m shot - Blocked,4.0,4,0,0,CAN,1.0,CONSTANTIN-BICARI,0 - 0,452,CAN,7:32
20 sec. exclusion in centre,6.0,4,0,0,CAN,1.0,ROBINSON S,0 - 0,434,CAN,7:14
Extra player shot - Goal,7.0,4,1,0,CAN,1.0,JANOVIC M,1 - 0,421,MNE,7:01
Centre shot - Saved,4.0,4,1,0,CAN,1.0,CONSTANTIN-BICARI,1 - 0,400,CAN,6:40
Turnover foul,8.0,4,1,0,CAN,1.0,GRAHAM K,1 - 0,384,CAN,6:24
Steal,11.0,4,1,0,CAN,1.0,KLIKOVAK F,1 - 0,384,MNE,6:24
Turnover foul,11.0,4,1,0,CAN,1.0,KLIKOVAK F,1 - 0,378,MNE,6:18
Steal,6.0,4,1,0,CAN,1.0,ROBINSON S,1 - 0,378,CAN,6:18
Centre shot - Goal,4.0,4,1,1,CAN,1.0,CONSTANTIN-BICARI,1 - 1,376,CAN,6:16
Turnover foul,11.0,4,1,1,CAN,1.0,KLIKOVAK F,1 - 1,364,MNE,6:04
20 sec. exclusion in field,2.0,4,1,1,CAN,1.0,BRGULJAN D,1 - 1,338,MNE,5:38
Action shot - Saved,8.0,4,1,1,CAN,1.0,GRAHAM K,1 - 1,316,CAN,5:16
Action shot - Post,8.0,4,1,1,CAN,1.0,JANOVIC N,1 - 1,286,MNE,4:46
Turnover foul,3.0,4,1,1,CAN,1.0,VIKALO O,1 - 1,271,CAN,4:31
Action shot - Post,9.0,4,1,1,CAN,1.0,IVOVIC A,1 - 1,248,MNE,4:08
20 sec. exclusion in field,3.0,4,1,1,CAN,1.0,VIKALO O,1 - 1,236,CAN,3:56
Extra player shot - Blocked,7.0,4,1,1,CAN,1.0,JANOVIC M,1 - 1,231,MNE,3:51
Action shot - Goal,7.0,4,2,1,CAN,1.0,JANOVIC M,2 - 1,214,MNE,3:34
Goalkeeper substitution,1.0,4,2,1,CAN,1.0,RADIC Z,2 - 1,214,MNE,3:34
Turnover foul,8.0,4,2,1,CAN,1.0,GRAHAM K,2 - 1,199,CAN,3:19
Steal,12.0,4,2,1,CAN,1.0,JOKIC P,2 - 1,199,MNE,3:19
Turnover foul,10.0,4,2,1,CAN,1.0,MISIC S,2 - 1,178,MNE,2:58
Action shot - Post,5.0,4,2,1,CAN,1.0,BOYD J,2 - 1,154,CAN,2:34
20 sec. exclusion in field,12.0,4,2,1,CAN,1.0,McELROY J,2 - 1,136,CAN,2:16
Action shot - Saved,7.0,4,2,1,CAN,1.0,JANOVIC M,2 - 1,113,MNE,1:53
Centre shot - Saved,4.0,4,2,1,CAN,1.0,CONSTANTIN-BICARI,2 - 1,87,CAN,1:27
Action shot - Blocked,12.0,4,2,1,CAN,1.0,JOKIC P,2 - 1,58,MNE,0:58
20 sec. exclusion in centre,12.0,4,2,1,CAN,1.0,JOKIC P,2 - 1,43,MNE,0:43
Extra player shot - Saved,12.0,4,2,1,CAN,1.0,McELROY J,2 - 1,17,CAN,0:17
Turnover foul,7.0,4,2,1,CAN,1.0,JANOVIC M,2 - 1,15,MNE,0:15
Action shot - Blocked,9.0,4,2,1,CAN,1.0,DIGGLE D,2 - 1,3,CAN,0:03
5m shot - Saved,7.0,4,2,1,CAN,1.0,JANOVIC M,2 - 1,1,MNE,0:01
Starting goalkeeper,1.0,4,2,1,CAN,2.0,RANDALL R,2 - 1,480,CAN,8:00
Starting goalkeeper,13.0,4,2,1,CAN,2.0,SCEPANOVIC M,2 - 1,480,MNE,8:00
Sprint won possession,8.0,4,2,1,CAN,2.0,GRAHAM K,2 - 1,480,CAN,8:00
Turnover foul,4.0,4,2,1,CAN,2.0,CONSTANTIN-BICARI,2 - 1,460,CAN,7:40
Action shot - Missed,2.0,4,2,1,CAN,2.0,BRGULJAN D,2 - 1,437,MNE,7:17
Turnover foul,8.0,4,2,1,CAN,2.0,GRAHAM K,2 - 1,411,CAN,6:51
Steal,2.0,4,2,1,CAN,2.0,BRGULJAN D,2 - 1,411,MNE,6:51
Turnover foul,11.0,4,2,1,CAN,2.0,KLIKOVAK F,2 - 1,388,MNE,6:28
5m shot - Missed,2.0,4,2,1,CAN,2.0,KUDABA C,2 - 1,368,CAN,6:08
5m shot - Goal,9.0,4,3,1,CAN,2.0,IVOVIC A,3 - 1,350,MNE,5:50
Turnover foul,9.0,4,3,1,CAN,2.0,DIGGLE D,3 - 1,333,CAN,5:33
Turnover foul,11.0,4,3,1,CAN,2.0,KLIKOVAK F,3 - 1,320,MNE,5:20
Turnover foul,3.0,4,3,1,CAN,2.0,VIKALO O,3 - 1,301,CAN,5:01
Action shot - Saved,6.0,4,3,1,CAN,2.0,CROUSILLAT U,3 - 1,279,MNE,4:39
Action shot - Post,9.0,4,3,1,CAN,2.0,DIGGLE D,3 - 1,252,CAN,4:12
Turnover foul,7.0,4,3,1,CAN,2.0,JANOVIC M,3 - 1,225,MNE,3:45
Steal,8.0,4,3,1,CAN,2.0,GRAHAM K,3 - 1,225,CAN,3:45
Turnover foul,10.0,4,3,1,CAN,2.0,CONWAY J,3 - 1,201,CAN,3:21
Turnover foul,7.0,4,3,1,CAN,2.0,JANOVIC M,3 - 1,176,MNE,2:56
20 sec. exclusion in centre,9.0,4,3,1,CAN,2.0,IVOVIC A,3 - 1,151,MNE,2:31
Action shot - Blocked,9.0,4,3,1,CAN,2.0,DIGGLE D,3 - 1,130,CAN,2:10
Centre shot - Goal,8.0,4,4,1,CAN,2.0,JANOVIC N,4 - 1,112,MNE,1:52
20 sec. exclusion in centre,12.0,4,4,1,CAN,2.0,JOKIC P,4 - 1,92,MNE,1:32
Action shot - Saved,5.0,4,4,1,CAN,2.0,BOYD J,4 - 1,70,CAN,1:10
20 sec. exclusion in centre,12.0,4,4,1,CAN,2.0,McELROY J,4 - 1,48,CAN,0:48
Time-Out,,4,4,1,CAN,2.0,,4 - 1,47,MNE,0:47
Extra player shot - Goal,11.0,4,5,1,CAN,2.0,KLIKOVAK F,5 - 1,33,MNE,0:33
Centre shot - Saved,4.0,4,5,1,CAN,2.0,CONSTANTIN-BICARI,5 - 1,11,CAN,0:11
Steal,4.0,4,5,1,CAN,4.0,PETROVIC A,5 - 1,21,MNE,0:21
5m shot - Missed,8.0,4,5,1,CAN,2.0,JANOVIC N,5 - 1,1,MNE,0:01
Starting goalkeeper,13.0,4,5,1,CAN,3.0,SCEPANOVIC M,5 - 1,480,MNE,8:00
Starting goalkeeper,1.0,4,5,1,CAN,3.0,RANDALL R,5 - 1,480,CAN,8:00
Sprint won possession,2.0,4,5,1,CAN,3.0,BRGULJAN D,5 - 1,480,MNE,8:00
Action shot - Goal,8.0,4,6,1,CAN,3.0,JANOVIC N,6 - 1,450,MNE,7:30
Action shot - Post,9.0,4,6,1,CAN,3.0,DIGGLE D,6 - 1,423,CAN,7:03
Action shot - Blocked,8.0,4,6,1,CAN,3.0,JANOVIC N,6 - 1,395,MNE,6:35
Action shot - Goal,2.0,4,6,2,CAN,3.0,KUDABA C,6 - 2,368,CAN,6:08
Turnover foul,10.0,4,6,2,CAN,3.0,MISIC S,6 - 2,338,MNE,5:38
Steal,9.0,4,6,2,CAN,3.0,DIGGLE D,6 - 2,338,CAN,5:38
Turnover foul,3.0,4,6,2,CAN,3.0,VIKALO O,6 - 2,310,CAN,5:10
Steal,2.0,4,6,2,CAN,3.0,BRGULJAN D,6 - 2,310,MNE,5:10
Centre shot - Post,3.0,4,6,2,CAN,3.0,PASKOVIC V,6 - 2,285,MNE,4:45
Time-Out,,4,6,2,CAN,3.0,,6 - 2,282,CAN,4:42
5m shot - Saved,8.0,4,6,2,CAN,3.0,GRAHAM K,6 - 2,256,CAN,4:16
Action shot - Goal,6.0,4,7,2,CAN,3.0,CROUSILLAT U,7 - 2,231,MNE,3:51
Turnover foul,12.0,4,7,2,CAN,3.0,McELROY J,7 - 2,215,CAN,3:35
Action shot - Post,6.0,4,7,2,CAN,3.0,CROUSILLAT U,7 - 2,187,MNE,3:07
Turnover foul,4.0,4,7,2,CAN,3.0,PETROVIC A,7 - 2,175,MNE,2:55
Steal,8.0,4,7,2,CAN,3.0,GRAHAM K,7 - 2,175,CAN,2:55
Turnover foul,1.0,4,7,2,CAN,3.0,RANDALL R,7 - 2,167,CAN,2:47
Steal,13.0,4,7,2,CAN,3.0,SCEPANOVIC M,7 - 2,167,MNE,2:47
Turnover foul,4.0,4,7,2,CAN,3.0,PETROVIC A,7 - 2,159,MNE,2:39
Steal,8.0,4,7,2,CAN,3.0,GRAHAM K,7 - 2,159,CAN,2:39
20 sec. exclusion in field,5.0,4,7,2,CAN,3.0,BRGULJAN D,7 - 2,154,MNE,2:34
Action shot - Goal,8.0,4,7,3,CAN,3.0,GRAHAM K,7 - 3,129,CAN,2:09
Action shot - Post,7.0,4,7,3,CAN,3.0,JANOVIC M,7 - 3,99,MNE,1:39
Action shot - Blocked,10.0,4,7,3,CAN,3.0,CONWAY J,7 - 3,69,CAN,1:09
Centre shot - Missed,7.0,4,7,3,CAN,3.0,JANOVIC M,7 - 3,39,MNE,0:39
Action shot - Goal,2.0,4,7,4,CAN,3.0,KUDABA C,7 - 4,13,CAN,0:13
5m shot - Goal,4.0,4,8,4,CAN,3.0,PETROVIC A,8 - 4,3,MNE,0:03
5m shot - Blocked,8.0,4,8,4,CAN,3.0,GRAHAM K,8 - 4,1,CAN,0:01
Starting goalkeeper,13.0,4,8,4,CAN,4.0,SCEPANOVIC M,8 - 4,480,MNE,8:00
Starting goalkeeper,1.0,4,8,4,CAN,4.0,RANDALL R,8 - 4,480,CAN,8:00
Sprint won possession,8.0,4,8,4,CAN,4.0,GRAHAM K,8 - 4,480,CAN,8:00
Centre shot - Saved,4.0,4,8,4,CAN,4.0,CONSTANTIN-BICARI,8 - 4,456,CAN,7:36
Turnover foul,9.0,4,8,4,CAN,4.0,IVOVIC A,8 - 4,437,MNE,7:17
Steal,2.0,4,8,4,CAN,4.0,KUDABA C,8 - 4,437,CAN,7:17
Action shot - Blocked,8.0,4,8,4,CAN,4.0,GRAHAM K,8 - 4,409,CAN,6:49
5m shot - Goal,9.0,4,9,4,CAN,4.0,IVOVIC A,9 - 4,385,MNE,6:25
Turnover foul,3.0,4,9,4,CAN,4.0,VIKALO O,9 - 4,358,CAN,5:58
Steal,6.0,4,9,4,CAN,4.0,CROUSILLAT U,9 - 4,358,MNE,5:58
20 sec. exclusion in centre,8.0,4,9,4,CAN,4.0,GRAHAM K,9 - 4,330,CAN,5:30
Time-Out,,4,9,4,CAN,4.0,,9 - 4,330,MNE,5:30
Extra player shot - Post,5.0,4,9,4,CAN,4.0,BRGULJAN D,9 - 4,310,MNE,5:10
Action shot - Missed,9.0,4,9,4,CAN,4.0,DIGGLE D,9 - 4,284,CAN,4:44
5m shot - Saved,12.0,4,9,4,CAN,4.0,JOKIC P,9 - 4,267,MNE,4:27
Turnover foul,8.0,4,9,4,CAN,4.0,GRAHAM K,9 - 4,238,CAN,3:58
Steal,8.0,4,9,4,CAN,4.0,JANOVIC N,9 - 4,238,MNE,3:58
20 sec. exclusion in field,6.0,4,9,4,CAN,4.0,ROBINSON S,9 - 4,217,CAN,3:37
Extra player shot - Saved,10.0,4,9,4,CAN,4.0,MISIC S,9 - 4,213,MNE,3:33
Action shot - Saved,5.0,4,9,4,CAN,4.0,BRGULJAN D,9 - 4,190,MNE,3:10
Turnover foul,9.0,4,9,4,CAN,4.0,DIGGLE D,9 - 4,169,CAN,2:49
Steal,6.0,4,9,4,CAN,4.0,CROUSILLAT U,9 - 4,169,MNE,2:49
Action shot - Goal,9.0,4,10,4,CAN,4.0,IVOVIC A,10 - 4,152,MNE,2:32
20 sec. exclusion in centre,12.0,4,10,4,CAN,4.0,JOKIC P,10 - 4,137,MNE,2:17
Exclusion with substitution,12.0,4,10,4,CAN,4.0,JOKIC P,10 - 4,137,MNE,2:17
Extra player shot - Saved,4.0,4,10,4,CAN,4.0,CONSTANTIN-BICARI,10 - 4,134,CAN,2:14
Action shot - Missed,12.0,4,10,4,CAN,4.0,McELROY J,10 - 4,112,CAN,1:52
Counter attack - Goal,2.0,4,11,4,CAN,4.0,BRGULJAN D,11 - 4,101,MNE,1:41
Action shot - Saved,2.0,4,11,4,CAN,4.0,KUDABA C,11 - 4,74,CAN,1:14
5m shot - Goal,2.0,4,12,4,CAN,4.0,BRGULJAN D,12 - 4,45,MNE,0:45
Turnover foul,10.0,4,12,4,CAN,4.0,CONWAY J,12 - 4,21,CAN,0:21
Turnover foul,3.0,4,12,4,CAN,4.0,PASKOVIC V,12 - 4,6,MNE,0:06
Starting goalkeeper,1.0,5,0,0,SRB,1.0,RADIC Z,0 - 0,480,MNE,8:00
Starting goalkeeper,13.0,5,0,0,SRB,1.0,PIJETLOVIC G,0 - 0,480,SRB,8:00
Sprint won possession,10.0,5,0,0,SRB,1.0,FILIPOVIC F,0 - 0,480,SRB,8:00
20 sec. exclusion in centre,9.0,5,0,0,SRB,1.0,RADEN N,0 - 0,467,SRB,7:47
Action shot - Goal,8.0,5,1,0,SRB,1.0,JANOVIC N,1 - 0,443,MNE,7:23
20 sec. exclusion in centre,9.0,5,1,0,SRB,1.0,IVOVIC A,1 - 0,424,MNE,7:04
Extra player shot - Goal,6.0,5,1,1,SRB,1.0,PIJETLOVIC D,1 - 1,418,SRB,6:58
Action shot - Post,8.0,5,1,1,SRB,1.0,JANOVIC N,1 - 1,393,MNE,6:33
Turnover foul,4.0,5,1,1,SRB,1.0,UDOVICIC V,1 - 1,366,SRB,6:06
5m shot - Post,8.0,5,1,1,SRB,1.0,JANOVIC N,1 - 1,347,MNE,5:47
Action shot - Goal,8.0,5,1,2,SRB,1.0,ALEKSIC M,1 - 2,319,SRB,5:19
20 sec. exclusion in centre,8.0,5,1,2,SRB,1.0,ALEKSIC M,1 - 2,299,SRB,4:59
Action shot - Post,2.0,5,1,2,SRB,1.0,BRGULJAN D,1 - 2,276,MNE,4:36
Centre shot - Goal,5.0,5,2,2,SRB,1.0,BRGULJAN D,2 - 2,275,MNE,4:35
Turnover foul,7.0,5,2,2,SRB,1.0,NIKIC S,2 - 2,245,SRB,4:05
Steal,5.0,5,2,2,SRB,1.0,BRGULJAN D,2 - 2,245,MNE,4:05
Turnover foul,12.0,5,2,2,SRB,1.0,JOKIC P,2 - 2,218,MNE,3:38
Steal,3.0,5,2,2,SRB,1.0,GOCIC Z,2 - 2,218,SRB,3:38
Action shot - Blocked,4.0,5,2,2,SRB,1.0,UDOVICIC V,2 - 2,192,SRB,3:12
5m shot - Blocked,12.0,5,2,2,SRB,1.0,JOKIC P,2 - 2,169,MNE,2:49
Turnover foul,10.0,5,2,2,SRB,1.0,MISIC S,2 - 2,154,MNE,2:34
Steal,11.0,5,2,2,SRB,1.0,PRLAINOVIC A,2 - 2,154,SRB,2:34
20 sec. exclusion in centre,2.0,5,2,2,SRB,1.0,BRGULJAN D,2 - 2,139,MNE,2:19
Penalty foul,10.0,5,2,2,SRB,1.0,MISIC S,2 - 2,121,MNE,2:01
Penalty shot - Goal,10.0,5,2,3,SRB,1.0,FILIPOVIC F,2 - 3,121,SRB,2:01
5m shot - Missed,2.0,5,2,3,SRB,1.0,BRGULJAN D,2 - 3,92,MNE,1:32
Turnover foul,11.0,5,2,3,SRB,1.0,PRLAINOVIC A,2 - 3,80,SRB,1:20
Turnover foul,4.0,5,2,3,SRB,1.0,PETROVIC A,2 - 3,68,MNE,1:08
Steal,2.0,5,2,3,SRB,1.0,MANDIC D,2 - 3,68,SRB,1:08
Action shot - Saved,6.0,5,2,3,SRB,1.0,PIJETLOVIC D,2 - 3,43,SRB,0:43
