Action,Cap,Game,MNE,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
5m shot,5.0,6,2,0,ITA,1.0,GIORGETTI A,2 - 0,337,ITA,5:37,Missed,0
5m shot,5.0,6,2,0,ITA,1.0,GIORGETTI A,2 - 0,297,ITA,4:57,Saved,0
Extra player shot,7.0,6,2,0,ITA,1.0,JANOVIC M,2 - 0,254,MNE,4:14,Saved,0
Penalty shot,8.0,6,3,0,ITA,1.0,JANOVIC N,3 - 0,244,MNE,4:04,Goal,1
Extra player shot,8.0,6,3,0,ITA,1.0,GALLO V,3 - 0,211,ITA,3:31,Post,0
Centre shot,11.0,6,3,1,ITA,1.0,AICARDI M,3 - 1,209,ITA,3:29,Goal,1
Action shot,11.0,6,3,1,ITA,1.0,AICARDI M,3 - 1,160,ITA,2:40,Saved,0
5m shot,8.0,6,3,1,ITA,1.0,JANOVIC N,3 - 1,132,MNE,2:12,Missed,0
Action shot,9.0,6,3,1,ITA,1.0,PRESCIUTTI C,3 - 1,80,ITA,1:20,Missed,0
Centre shot,11.0,6,3,1,ITA,1.0,KLIKOVAK F,3 - 1,59,MNE,0:59,Post,0
Action shot,6.0,6,3,1,ITA,2.0,FELUGO M,3 - 1,454,ITA,7:34,Post,0
Extra player shot,9.0,6,3,1,ITA,2.0,IVOVIC A,3 - 1,413,MNE,6:53,Blocked,0
Penalty shot,7.0,6,4,1,ITA,2.0,JANOVIC M,4 - 1,407,MNE,6:47,Goal,1
Extra player shot,8.0,6,4,1,ITA,2.0,GALLO V,4 - 1,371,ITA,6:11,Post,0
Action shot,8.0,6,4,1,ITA,2.0,GALLO V,4 - 1,365,ITA,6:05,Post,0
5m shot,3.0,6,4,1,ITA,2.0,PASKOVIC V,4 - 1,287,MNE,4:47,Post,0
Extra player shot,2.0,6,4,1,ITA,2.0,PEREZ A,4 - 1,251,ITA,4:11,Post,0
5m shot,8.0,6,4,1,ITA,2.0,JANOVIC N,4 - 1,225,MNE,3:45,Saved,0
5m shot,9.0,6,4,1,ITA,2.0,PRESCIUTTI C,4 - 1,166,ITA,2:46,Post,0
5m shot,4.0,6,4,1,ITA,2.0,PETROVIC A,4 - 1,140,MNE,2:20,Missed,0
Action shot,6.0,6,4,1,ITA,2.0,FELUGO M,4 - 1,99,ITA,1:39,Blocked,0
Action shot,5.0,6,5,1,ITA,2.0,BRGULJAN D,5 - 1,71,MNE,1:11,Goal,1
5m shot,4.0,6,5,1,ITA,2.0,FIGLIOLI P,5 - 1,48,ITA,0:48,Saved,0
5m shot,4.0,6,5,2,ITA,3.0,FIGLIOLI P,5 - 2,431,ITA,7:11,Goal,1
Extra player shot,8.0,6,6,2,ITA,3.0,JANOVIC N,6 - 2,394,MNE,6:34,Goal,1
5m shot,4.0,6,6,2,ITA,3.0,FIGLIOLI P,6 - 2,366,ITA,6:06,Saved,0
Extra player shot,12.0,6,6,2,ITA,3.0,NAPOLITANO C,6 - 2,333,ITA,5:33,Post,0
Centre shot,7.0,6,6,2,ITA,3.0,JANOVIC M,6 - 2,308,MNE,5:08,Saved,0
5m shot,9.0,6,6,2,ITA,3.0,PRESCIUTTI C,6 - 2,283,ITA,4:43,Missed,0
Centre shot,4.0,6,7,2,ITA,3.0,PETROVIC A,7 - 2,271,MNE,4:31,Goal,1
Extra player shot,7.0,6,7,2,ITA,3.0,FIGARI N,7 - 2,232,ITA,3:52,Blocked,0
Centre shot,11.0,6,7,3,ITA,3.0,AICARDI M,7 - 3,231,ITA,3:51,Goal,1
Action shot,8.0,6,8,3,ITA,3.0,JANOVIC N,8 - 3,180,MNE,3:00,Goal,1
5m shot,7.0,6,8,3,ITA,3.0,FIGARI N,8 - 3,155,ITA,2:35,Blocked,0
Action shot,9.0,6,8,3,ITA,3.0,PRESCIUTTI C,8 - 3,69,ITA,1:09,Saved,0
5m shot,8.0,6,8,4,ITA,3.0,GALLO V,8 - 4,23,ITA,0:23,Goal,1
Extra player shot,5.0,6,9,4,ITA,3.0,BRGULJAN D,9 - 4,5,MNE,0:05,Goal,1
5m shot,4.0,6,9,4,ITA,3.0,FIGLIOLI P,9 - 4,1,ITA,0:01,Missed,0
5m shot,7.0,6,9,4,ITA,4.0,JANOVIC M,9 - 4,429,MNE,7:09,Blocked,0
Centre shot,5.0,6,9,4,ITA,4.0,BRGULJAN D,9 - 4,360,MNE,6:00,Missed,0
5m shot,2.0,6,9,4,ITA,4.0,PEREZ A,9 - 4,334,ITA,5:34,Missed,0
5m shot,9.0,6,10,4,ITA,4.0,IVOVIC A,10 - 4,310,MNE,5:10,Goal,1
5m shot,3.0,6,10,4,ITA,4.0,GITTO N,10 - 4,283,ITA,4:43,Blocked,0
Action shot,4.0,6,10,5,ITA,4.0,FIGLIOLI P,10 - 5,237,ITA,3:57,Goal,1
Action shot,7.0,6,10,5,ITA,4.0,JANOVIC M,10 - 5,214,MNE,3:34,Saved,0
Extra player shot,4.0,6,10,6,ITA,4.0,FIGLIOLI P,10 - 6,160,ITA,2:40,Goal,1
5m shot,9.0,6,10,7,ITA,4.0,PRESCIUTTI C,10 - 7,111,ITA,1:51,Goal,1
5m shot,4.0,6,10,7,ITA,4.0,FIGLIOLI P,10 - 7,70,ITA,1:10,Missed,0
Extra player shot,11.0,6,10,8,ITA,4.0,AICARDI M,10 - 8,7,ITA,0:07,Goal,1
Action shot,2.0,7,0,0,HUN,1.0,BRGULJAN D,0 - 0,452,MNE,7:32,Saved,0
Action shot,7.0,7,0,0,HUN,1.0,JANOVIC M,0 - 0,378,MNE,6:18,Blocked,0
Centre shot,10.0,7,0,1,HUN,1.0,VARGA D,1 - 0,362,HUN,6:02,Goal,1
Centre shot,12.0,7,0,2,HUN,1.0,HARAI B,2 - 0,320,HUN,5:20,Goal,1
Action shot,9.0,7,0,2,HUN,1.0,IVOVIC A,2 - 0,292,MNE,4:52,Blocked,0
Action shot,2.0,7,0,2,HUN,1.0,BRGULJAN D,2 - 0,277,MNE,4:37,Saved,0
Action shot,9.0,7,0,2,HUN,1.0,IVOVIC A,2 - 0,255,MNE,4:15,Saved,0
Action shot,7.0,7,0,2,HUN,1.0,JANOVIC M,2 - 0,224,MNE,3:44,Saved,0
5m shot,8.0,7,0,2,HUN,1.0,JANOVIC N,2 - 0,204,MNE,3:24,Blocked,0
5m shot,8.0,7,0,2,HUN,1.0,JANOVIC N,2 - 0,144,MNE,2:24,Saved,0
Action shot,9.0,7,0,2,HUN,1.0,IVOVIC A,2 - 0,85,MNE,1:25,Blocked,0
5m shot,6.0,7,0,2,HUN,1.0,HOSNYANSZKY N,2 - 0,22,HUN,0:22,Post,0
Action shot,2.0,7,0,2,HUN,1.0,BRGULJAN D,2 - 0,2,MNE,0:02,Blocked,0
Extra player shot,4.0,7,0,2,HUN,2.0,BATORI B,2 - 0,438,HUN,7:18,Saved,0
Centre shot,7.0,7,0,2,HUN,2.0,DECKER A,2 - 0,373,HUN,6:13,Missed,0
Extra player shot,3.0,7,0,2,HUN,2.0,MADARAS N,2 - 0,331,HUN,5:31,Saved,0
Extra player shot,12.0,7,0,3,HUN,2.0,HARAI B,3 - 0,318,HUN,5:18,Goal,1
5m shot,4.0,7,0,3,HUN,2.0,PETROVIC A,3 - 0,290,MNE,4:50,Blocked,0
5m shot,9.0,7,0,3,HUN,2.0,VARGA D,3 - 0,226,HUN,3:46,Saved,0
Action shot,8.0,7,0,3,HUN,2.0,SZIVOS M,3 - 0,216,HUN,3:36,Post,0
Action shot,5.0,7,1,3,HUN,2.0,BRGULJAN D,3 - 1,187,MNE,3:07,Goal,1
Extra player shot,3.0,7,1,3,HUN,2.0,MADARAS N,3 - 1,164,HUN,2:44,Blocked,0
Action shot,2.0,7,1,3,HUN,2.0,BRGULJAN D,3 - 1,134,MNE,2:14,Saved,0
Penalty shot,6.0,7,1,3,HUN,2.0,HOSNYANSZKY N,3 - 1,111,HUN,1:51,Saved,0
Action shot,9.0,7,2,3,HUN,2.0,IVOVIC A,3 - 2,80,MNE,1:20,Goal,1
Extra player shot,8.0,7,2,3,HUN,2.0,JANOVIC N,3 - 2,27,MNE,0:27,Saved,0
5m shot,8.0,7,2,3,HUN,2.0,SZIVOS M,3 - 2,4,HUN,0:04,Saved,0
Extra player shot,4.0,7,2,3,HUN,3.0,PETROVIC A,3 - 2,452,MNE,7:32,Saved,0
Extra player shot,4.0,7,3,3,HUN,3.0,PETROVIC A,3 - 3,446,MNE,7:26,Goal,1
Extra player shot,5.0,7,3,4,HUN,3.0,VAMOS M,4 - 3,406,HUN,6:46,Goal,1
Centre shot,10.0,7,3,4,HUN,3.0,VARGA D,4 - 3,365,HUN,6:05,Saved,0
Extra player shot,6.0,7,4,4,HUN,3.0,CROUSILLAT U,4 - 4,327,MNE,5:27,Goal,1
Centre shot,8.0,7,4,5,HUN,3.0,SZIVOS M,5 - 4,305,HUN,5:05,Goal,1
Centre shot,4.0,7,4,5,HUN,3.0,PETROVIC A,5 - 4,278,MNE,4:38,Post,0
5m shot,9.0,7,4,5,HUN,3.0,VARGA D,5 - 4,254,HUN,4:14,Saved,0
Action shot,3.0,7,4,5,HUN,3.0,PASKOVIC V,5 - 4,187,MNE,3:07,Missed,0
Extra player shot,12.0,7,4,5,HUN,3.0,JOKIC P,5 - 4,123,MNE,2:03,Saved,0
Action shot,9.0,7,4,6,HUN,3.0,VARGA D,6 - 4,102,HUN,1:42,Goal,1
Centre shot,11.0,7,5,6,HUN,3.0,KLIKOVAK F,6 - 5,55,MNE,0:55,Goal,1
Extra player shot,6.0,7,5,6,HUN,3.0,HOSNYANSZKY N,6 - 5,3,HUN,0:03,Saved,0
Extra player shot,10.0,7,5,6,HUN,3.0,VARGA D,6 - 5,1,HUN,0:01,Saved,0
5m shot,8.0,7,5,6,HUN,4.0,JANOVIC N,6 - 5,452,MNE,7:32,Saved,0
5m shot,9.0,7,5,6,HUN,4.0,VARGA D,6 - 5,426,HUN,7:06,Blocked,0
5m shot,9.0,7,6,6,HUN,4.0,IVOVIC A,6 - 6,401,MNE,6:41,Goal,1
Action shot,6.0,7,6,7,HUN,4.0,HOSNYANSZKY N,7 - 6,312,HUN,5:12,Goal,1
Extra player shot,4.0,7,6,7,HUN,4.0,PETROVIC A,7 - 6,280,MNE,4:40,Post,0
5m shot,7.0,7,6,7,HUN,4.0,JANOVIC M,7 - 6,267,MNE,4:27,Post,0
Action shot,3.0,7,6,7,HUN,4.0,MADARAS N,7 - 6,225,HUN,3:45,Saved,0
Action shot,2.0,7,6,7,HUN,4.0,BRGULJAN D,7 - 6,196,MNE,3:16,Saved,0
Action shot,9.0,7,7,7,HUN,4.0,IVOVIC A,7 - 7,124,MNE,2:04,Goal,1
Extra player shot,8.0,7,7,8,HUN,4.0,SZIVOS M,8 - 7,79,HUN,1:19,Goal,1
Action shot,2.0,7,7,8,HUN,4.0,BRGULJAN D,8 - 7,51,MNE,0:51,Missed,0
5m shot,8.0,7,7,8,HUN,4.0,SZIVOS M,8 - 7,20,HUN,0:20,Saved,0
Extra player shot,2.0,7,7,8,HUN,4.0,BRGULJAN D,8 - 7,1,MNE,0:01,Saved,0
