Action,Cap,Game,JPN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Action shot - Saved,7.0,3,0,0,CRO,1.0,SHIMIZU Y,0 - 0,451,JPN,7:31
20 sec. exclusion in field,12.0,3,0,0,CRO,1.0,GARCIA GADEA J,0 - 0,447,CRO,7:27
Action shot - Saved,9.0,3,0,0,CRO,1.0,ARAI A,0 - 0,436,JPN,7:16
Action shot - Saved,2.0,3,0,0,CRO,1.0,ADACHI S,0 - 0,418,JPN,6:58
5m shot - Missed,9.0,3,0,0,CRO,1.0,SUKNO S,0 - 0,395,CRO,6:35
5m shot - Missed,4.0,3,0,0,CRO,1.0,SHIGA M,0 - 0,383,JPN,6:23
Turnover foul,11.0,3,0,0,CRO,1.0,SETKA A,0 - 0,358,CRO,5:58
Centre shot - Goal,8.0,3,0,1,CRO,1.0,BUSLJE A,0 - 1,318,CRO,5:18
Turnover foul,4.0,3,0,1,CRO,1.0,SHIGA M,0 - 1,288,JPN,4:48
20 sec. exclusion in centre,4.0,3,0,1,CRO,1.0,SHIGA M,0 - 1,275,JPN,4:35
Extra player shot - Goal,5.0,3,0,2,CRO,1.0,JOKOVIC M,0 - 2,271,CRO,4:31
Turnover foul,11.0,3,0,2,CRO,1.0,OKAWA K,0 - 2,250,JPN,4:10
Steal,2.0,3,0,2,CRO,1.0,MACAN M,0 - 2,250,CRO,4:10
5m shot - Saved,10.0,3,0,2,CRO,1.0,KRAPIC I,0 - 2,222,CRO,3:42
5m shot - Goal,11.0,3,1,2,CRO,1.0,OKAWA K,1 - 2,203,JPN,3:23
5m shot - Goal,5.0,3,1,3,CRO,1.0,JOKOVIC M,1 - 3,182,CRO,3:02
20 sec. exclusion in centre,2.0,3,1,3,CRO,1.0,MACAN M,1 - 3,169,CRO,2:49
Action shot - Post,4.0,3,1,3,CRO,1.0,SHIGA M,1 - 3,141,JPN,2:21
Turnover foul,11.0,3,1,3,CRO,1.0,OKAWA K,1 - 3,93,JPN,1:33
Steal,3.0,3,1,3,CRO,1.0,FATOVIC L,1 - 3,93,CRO,1:33
Action shot - Goal,3.0,3,1,4,CRO,1.0,FATOVIC L,1 - 4,79,CRO,1:19
Time-Out,,3,1,4,CRO,1.0,,1 - 4,79,JPN,1:19
Turnover foul,8.0,3,1,4,CRO,1.0,TAKATA M,1 - 4,58,JPN,0:58
20 sec. exclusion in centre,11.0,3,1,4,CRO,1.0,OKAWA K,1 - 4,31,JPN,0:31
Extra player shot - Goal,4.0,3,1,5,CRO,1.0,LONCAR L,1 - 5,28,CRO,0:28
5m shot - Saved,11.0,3,1,5,CRO,1.0,OKAWA K,1 - 5,1,JPN,0:01
Starting goalkeeper,1.0,3,1,5,CRO,2.0,TANAMURA K,1 - 5,480,JPN,8:00
Starting goalkeeper,1.0,3,1,5,CRO,2.0,BIJAC M,1 - 5,480,CRO,8:00
Sprint won possession,11.0,3,1,5,CRO,2.0,SETKA A,1 - 5,480,CRO,8:00
Action shot - Missed,10.0,3,1,5,CRO,2.0,KRAPIC I,1 - 5,461,CRO,7:41
Centre shot - Saved,8.0,3,1,5,CRO,2.0,TAKATA M,1 - 5,448,JPN,7:28
5m shot - Goal,9.0,3,1,6,CRO,2.0,SUKNO S,1 - 6,432,CRO,7:12
5m shot - Blocked,9.0,3,1,6,CRO,2.0,ARAI A,1 - 6,404,JPN,6:44
20 sec. exclusion in centre,8.0,3,1,6,CRO,2.0,BUSLJE A,1 - 6,356,CRO,5:56
Extra player shot - Goal,5.0,3,2,6,CRO,2.0,YOSHIDA T,2 - 6,340,JPN,5:40
Action shot - Saved,4.0,3,2,6,CRO,2.0,LONCAR L,2 - 6,313,CRO,5:13
5m shot - Post,4.0,3,2,6,CRO,2.0,SHIGA M,2 - 6,300,JPN,5:00
Counter attack - Goal,6.0,3,2,7,CRO,2.0,BULJUBASIC I,2 - 7,288,CRO,4:48
5m shot - Saved,11.0,3,2,7,CRO,2.0,OKAWA K,2 - 7,256,JPN,4:16
20 sec. exclusion in field,4.0,3,2,7,CRO,2.0,SHIGA M,2 - 7,243,JPN,4:03
Extra player shot - Goal,4.0,3,2,8,CRO,2.0,LONCAR L,2 - 8,228,CRO,3:48
5m shot - Blocked,6.0,3,2,8,CRO,2.0,IIDA A,2 - 8,196,JPN,3:16
5m shot - Saved,6.0,3,2,8,CRO,2.0,BULJUBASIC I,2 - 8,166,CRO,2:46
Turnover foul,8.0,3,2,8,CRO,2.0,TAKATA M,2 - 8,152,JPN,2:32
Steal,9.0,3,2,8,CRO,2.0,SUKNO S,2 - 8,152,CRO,2:32
Turnover foul,9.0,3,2,8,CRO,2.0,SUKNO S,2 - 8,135,CRO,2:15
Steal,1.0,3,2,8,CRO,2.0,TANAMURA K,2 - 8,135,JPN,2:15
Turnover foul,2.0,3,2,8,CRO,2.0,ADACHI S,2 - 8,125,JPN,2:05
Steal,9.0,3,2,8,CRO,2.0,SUKNO S,2 - 8,125,CRO,2:05
Time-Out,,3,2,8,CRO,2.0,,2 - 8,125,CRO,2:05
5m shot - Goal,12.0,3,2,9,CRO,2.0,GARCIA GADEA J,2 - 9,100,CRO,1:40
5m shot - Goal,5.0,3,2,10,CRO,2.0,JOKOVIC M,2 - 10,66,CRO,1:06
Action shot - Goal,10.0,3,3,10,CRO,2.0,INABA K,3 - 10,37,JPN,0:37
Action shot - Missed,2.0,3,3,10,CRO,2.0,MACAN M,3 - 10,13,CRO,0:13
5m shot - Goal,6.0,3,4,10,CRO,2.0,IIDA A,4 - 10,3,JPN,0:03
5m shot - Saved,9.0,3,4,10,CRO,2.0,SUKNO S,4 - 10,1,CRO,0:01
Starting goalkeeper,1.0,3,4,10,CRO,3.0,TANAMURA K,4 - 10,480,JPN,8:00
Starting goalkeeper,1.0,3,4,10,CRO,3.0,BIJAC M,4 - 10,480,CRO,8:00
Turnover foul,10.0,3,4,10,CRO,4.0,KRAPIC I,4 - 10,150,CRO,2:30
Steal,6.0,3,4,10,CRO,4.0,IIDA A,4 - 10,150,JPN,2:30
20 sec. exclusion in field,11.0,3,4,10,CRO,4.0,SETKA A,4 - 10,135,CRO,2:15
Time-Out,,3,4,10,CRO,4.0,,4 - 10,134,JPN,2:14
Action shot - Saved,11.0,3,4,10,CRO,4.0,OKAWA K,4 - 10,113,JPN,1:53
Turnover foul,9.0,3,4,10,CRO,4.0,ARAI A,4 - 10,99,JPN,1:39
Sprint won possession,2.0,3,4,10,CRO,3.0,ADACHI S,4 - 10,480,JPN,8:00
5m shot - Goal,9.0,3,5,10,CRO,3.0,ARAI A,5 - 10,462,JPN,7:42
20 sec. exclusion in field,11.0,3,5,10,CRO,3.0,OKAWA K,5 - 10,442,JPN,7:22
Extra player shot - Goal,9.0,3,5,11,CRO,3.0,SUKNO S,5 - 11,435,CRO,7:15
20 sec. exclusion in centre,5.0,3,5,11,CRO,3.0,JOKOVIC M,5 - 11,413,CRO,6:53
Action shot - Saved,8.0,3,5,11,CRO,3.0,TAKATA M,5 - 11,398,JPN,6:38
Turnover foul,12.0,3,5,11,CRO,3.0,GARCIA GADEA J,5 - 11,381,CRO,6:21
Steal,1.0,3,5,11,CRO,3.0,TANAMURA K,5 - 11,381,JPN,6:21
Action shot - Blocked,8.0,3,5,11,CRO,3.0,TAKATA M,5 - 11,363,JPN,6:03
Counter attack - Goal,9.0,3,5,12,CRO,3.0,SUKNO S,5 - 12,354,CRO,5:54
Turnover foul,6.0,3,5,12,CRO,3.0,IIDA A,5 - 12,336,JPN,5:36
Steal,5.0,3,5,12,CRO,3.0,JOKOVIC M,5 - 12,336,CRO,5:36
Centre shot - Post,10.0,3,5,12,CRO,3.0,KRAPIC I,5 - 12,312,CRO,5:12
5m shot - Post,4.0,3,5,12,CRO,3.0,SHIGA M,5 - 12,297,JPN,4:57
20 sec. exclusion in centre,6.0,3,5,12,CRO,3.0,BULJUBASIC I,5 - 12,291,CRO,4:51
Time-Out,,3,5,12,CRO,3.0,,5 - 12,288,JPN,4:48
Turnover foul,9.0,3,5,12,CRO,3.0,ARAI A,5 - 12,263,JPN,4:23
Steal,10.0,3,5,12,CRO,3.0,KRAPIC I,5 - 12,263,CRO,4:23
Turnover foul,3.0,3,5,12,CRO,3.0,FATOVIC L,5 - 12,244,CRO,4:04
Steal,4.0,3,5,12,CRO,3.0,SHIGA M,5 - 12,244,JPN,4:04
Turnover foul,9.0,3,5,12,CRO,3.0,ARAI A,5 - 12,225,JPN,3:45
Steal,1.0,3,5,12,CRO,3.0,BIJAC M,5 - 12,225,CRO,3:45
Action shot - Goal,7.0,3,5,13,CRO,3.0,VUKICEVIC A,5 - 13,203,CRO,3:23
Goalkeeper substitution,1.0,3,5,13,CRO,3.0,BIJAC M,5 - 13,175,CRO,2:55
5m shot - Blocked,6.0,3,5,13,CRO,3.0,IIDA A,5 - 13,170,JPN,2:50
Turnover foul,11.0,3,5,13,CRO,3.0,OKAWA K,5 - 13,159,JPN,2:39
Steal,9.0,3,5,13,CRO,3.0,SUKNO S,5 - 13,159,CRO,2:39
Turnover foul,9.0,3,5,13,CRO,3.0,SUKNO S,5 - 13,139,CRO,2:19
5m shot - Blocked,10.0,3,5,13,CRO,3.0,INABA K,5 - 13,110,JPN,1:50
Time-Out,,3,5,13,CRO,3.0,,5 - 13,110,CRO,1:50
Turnover foul,12.0,3,5,13,CRO,3.0,GARCIA GADEA J,5 - 13,101,CRO,1:41
Turnover foul,10.0,3,5,13,CRO,3.0,INABA K,5 - 13,92,JPN,1:32
Steal,9.0,3,5,13,CRO,3.0,SUKNO S,5 - 13,92,CRO,1:32
Action shot - Post,3.0,3,5,13,CRO,3.0,FATOVIC L,5 - 13,69,CRO,1:09
Action shot - Post,8.0,3,5,13,CRO,3.0,TAKATA M,5 - 13,55,JPN,0:55
20 sec. exclusion in centre,6.0,3,5,13,CRO,3.0,IIDA A,5 - 13,36,JPN,0:36
Extra player shot - Goal,4.0,3,5,14,CRO,3.0,LONCAR L,5 - 14,17,CRO,0:17
Starting goalkeeper,1.0,3,5,14,CRO,4.0,TANAMURA K,5 - 14,480,JPN,8:00
Starting goalkeeper,1.0,3,5,14,CRO,4.0,BIJAC M,5 - 14,480,CRO,8:00
Sprint won possession,2.0,3,5,14,CRO,4.0,ADACHI S,5 - 14,480,JPN,8:00
Turnover foul,7.0,3,5,14,CRO,4.0,SHIMIZU Y,5 - 14,461,JPN,7:41
Steal,6.0,3,5,14,CRO,4.0,BULJUBASIC I,5 - 14,461,CRO,7:41
20 sec. exclusion in centre,6.0,3,5,14,CRO,4.0,IIDA A,5 - 14,442,JPN,7:22
Extra player shot - Goal,3.0,3,5,15,CRO,4.0,FATOVIC L,5 - 15,439,CRO,7:19
20 sec. exclusion in centre,6.0,3,5,15,CRO,4.0,BULJUBASIC I,5 - 15,420,CRO,7:00
Turnover foul,5.0,3,5,15,CRO,4.0,YOSHIDA T,5 - 15,409,JPN,6:49
Steal,5.0,3,5,15,CRO,4.0,JOKOVIC M,5 - 15,409,CRO,6:49
Action shot - Saved,11.0,3,5,15,CRO,4.0,SETKA A,5 - 15,379,CRO,6:19
Turnover foul,5.0,3,5,15,CRO,4.0,YOSHIDA T,5 - 15,348,JPN,5:48
Steal,8.0,3,5,15,CRO,4.0,BUSLJE A,5 - 15,348,CRO,5:48
20 sec. exclusion in centre,5.0,3,5,15,CRO,4.0,YOSHIDA T,5 - 15,327,JPN,5:27
Extra player shot - Goal,3.0,3,5,16,CRO,4.0,FATOVIC L,5 - 16,319,CRO,5:19
Action shot - Saved,12.0,3,5,16,CRO,4.0,ARAKI K,5 - 16,283,JPN,4:43
Action shot - Missed,4.0,3,5,16,CRO,4.0,LONCAR L,5 - 16,267,CRO,4:27
Action shot - Saved,2.0,3,5,16,CRO,4.0,ADACHI S,5 - 16,253,JPN,4:13
Action shot - Goal,9.0,3,6,16,CRO,4.0,ARAI A,6 - 16,232,JPN,3:52
Turnover foul,7.0,3,6,16,CRO,4.0,VUKICEVIC A,6 - 16,204,CRO,3:24
Steal,11.0,3,6,16,CRO,4.0,OKAWA K,6 - 16,204,JPN,3:24
20 sec. exclusion in field,3.0,3,6,16,CRO,4.0,FATOVIC L,6 - 16,204,CRO,3:24
Penalty foul,10.0,3,6,16,CRO,4.0,KRAPIC I,6 - 16,185,CRO,3:05
Penalty shot - Saved,2.0,3,6,16,CRO,4.0,ADACHI S,6 - 16,184,JPN,3:04
Steal,1.0,3,6,16,CRO,4.0,BIJAC M,6 - 16,99,CRO,1:39
5m shot - Post,7.0,3,6,16,CRO,4.0,VUKICEVIC A,6 - 16,75,CRO,1:15
5m shot - Post,9.0,3,6,16,CRO,4.0,ARAI A,6 - 16,59,JPN,0:59
Time-Out,,3,6,16,CRO,4.0,,6 - 16,59,CRO,0:59
Turnover foul,7.0,3,6,16,CRO,4.0,VUKICEVIC A,6 - 16,36,CRO,0:36
Steal,1.0,3,6,16,CRO,4.0,TANAMURA K,6 - 16,36,JPN,0:36
Starting goalkeeper,1.0,4,0,0,GRE,1.0,FLEGKAS K,0 - 0,480,GRE,8:00
Starting goalkeeper,1.0,4,0,0,GRE,1.0,TANAMURA K,0 - 0,480,JPN,8:00
Sprint won possession,2.0,4,0,0,GRE,1.0,GENIDOUNIAS K,0 - 0,480,GRE,8:00
20 sec. exclusion in centre,2.0,4,0,0,GRE,1.0,GENIDOUNIAS K,0 - 0,439,GRE,7:19
Extra player shot - Saved,2.0,4,0,0,GRE,1.0,ADACHI S,0 - 0,424,JPN,7:04
20 sec. exclusion in centre,4.0,4,0,0,GRE,1.0,SHIGA M,0 - 0,401,JPN,6:41
Action shot - Goal,12.0,4,0,1,GRE,1.0,VLACHOPOULOS A,1 - 0,378,GRE,6:18
5m shot - Saved,4.0,4,0,1,GRE,1.0,SHIGA M,1 - 0,352,JPN,5:52
Penalty foul,6.0,4,0,1,GRE,1.0,IIDA A,1 - 0,327,JPN,5:27
Penalty shot - Goal,5.0,4,0,2,GRE,1.0,FOUNTOULIS I,2 - 0,327,GRE,5:27
20 sec. exclusion in centre,3.0,4,0,2,GRE,1.0,DELAKAS E,2 - 0,308,GRE,5:08
Extra player shot - Goal,11.0,4,1,2,GRE,1.0,OKAWA K,2 - 1,302,JPN,5:02
Counter attack - Goal,5.0,4,1,3,GRE,1.0,FOUNTOULIS I,3 - 1,289,GRE,4:49
Turnover foul,11.0,4,1,3,GRE,1.0,OKAWA K,3 - 1,268,JPN,4:28
Steal,1.0,4,1,3,GRE,1.0,FLEGKAS K,3 - 1,268,GRE,4:28
5m shot - Saved,10.0,4,1,3,GRE,1.0,KOLOMVOS C,3 - 1,244,GRE,4:04
Turnover foul,10.0,4,1,3,GRE,1.0,KOLOMVOS C,3 - 1,221,GRE,3:41
Steal,6.0,4,1,3,GRE,1.0,IIDA A,3 - 1,221,JPN,3:41
Turnover foul,2.0,4,1,3,GRE,1.0,ADACHI S,3 - 1,209,JPN,3:29
Steal,5.0,4,1,3,GRE,1.0,FOUNTOULIS I,3 - 1,209,GRE,3:29
Turnover foul,10.0,4,1,3,GRE,1.0,KOLOMVOS C,3 - 1,192,GRE,3:12
Steal,2.0,4,1,3,GRE,1.0,ADACHI S,3 - 1,192,JPN,3:12
Turnover foul,2.0,4,1,3,GRE,1.0,ADACHI S,3 - 1,175,JPN,2:55
Steal,5.0,4,1,3,GRE,1.0,FOUNTOULIS I,3 - 1,175,GRE,2:55
20 sec. exclusion in field,6.0,4,1,3,GRE,1.0,IIDA A,3 - 1,154,JPN,2:34
Action shot - Blocked,2.0,4,1,3,GRE,1.0,GENIDOUNIAS K,3 - 1,110,GRE,1:50
20 sec. exclusion in centre,5.0,4,1,3,GRE,1.0,FOUNTOULIS I,3 - 1,109,GRE,1:49
Time-Out,,4,1,3,GRE,1.0,,3 - 1,109,JPN,1:49
Action shot - Goal,2.0,4,2,3,GRE,1.0,ADACHI S,3 - 2,86,JPN,1:26
5m shot - Goal,11.0,4,2,4,GRE,1.0,GOUNAS A,4 - 2,60,GRE,1:00
Turnover foul,2.0,4,2,4,GRE,1.0,ADACHI S,4 - 2,42,JPN,0:42
Steal,2.0,4,2,4,GRE,1.0,GENIDOUNIAS K,4 - 2,42,GRE,0:42
Time-Out,,4,2,4,GRE,1.0,,4 - 2,42,GRE,0:42
20 sec. exclusion in centre,8.0,4,2,4,GRE,1.0,TAKATA M,4 - 2,14,JPN,0:14
Extra player shot - Goal,2.0,4,2,5,GRE,1.0,GENIDOUNIAS K,5 - 2,7,GRE,0:07
5m shot - Missed,2.0,4,2,5,GRE,1.0,ADACHI S,5 - 2,1,JPN,0:01
Starting goalkeeper,1.0,4,2,5,GRE,2.0,FLEGKAS K,5 - 2,480,GRE,8:00
Starting goalkeeper,1.0,4,2,5,GRE,2.0,TANAMURA K,5 - 2,480,JPN,8:00
Sprint won possession,2.0,4,2,5,GRE,2.0,ADACHI S,5 - 2,480,JPN,8:00
Turnover foul,5.0,4,2,5,GRE,2.0,YOSHIDA T,5 - 2,456,JPN,7:36
Steal,5.0,4,2,5,GRE,2.0,FOUNTOULIS I,5 - 2,456,GRE,7:36
Centre shot - Goal,9.0,4,2,6,GRE,2.0,MOURIKIS K,6 - 2,443,GRE,7:23
5m shot - Missed,11.0,4,2,6,GRE,2.0,OKAWA K,6 - 2,417,JPN,6:57
20 sec. exclusion in field,4.0,4,2,6,GRE,2.0,SHIGA M,6 - 2,391,JPN,6:31
Extra player shot - Goal,11.0,4,2,7,GRE,2.0,GOUNAS A,7 - 2,373,GRE,6:13
Turnover foul,11.0,4,2,7,GRE,2.0,OKAWA K,7 - 2,355,JPN,5:55
Steal,6.0,4,2,7,GRE,2.0,KAPOTSIS M,7 - 2,355,GRE,5:55
Counter attack - Goal,5.0,4,2,8,GRE,2.0,FOUNTOULIS I,8 - 2,342,GRE,5:42
Time-Out,,4,2,8,GRE,2.0,,8 - 2,342,JPN,5:42
20 sec. exclusion in centre,4.0,4,2,8,GRE,2.0,DERVISIS G,8 - 2,334,GRE,5:34
20 sec. exclusion in centre,5.0,4,2,8,GRE,2.0,FOUNTOULIS I,8 - 2,320,GRE,5:20
Turnover foul,2.0,4,2,8,GRE,2.0,ADACHI S,8 - 2,288,JPN,4:48
Steal,2.0,4,2,8,GRE,2.0,GENIDOUNIAS K,8 - 2,288,GRE,4:48
Turnover foul,4.0,4,2,8,GRE,2.0,DERVISIS G,8 - 2,272,GRE,4:32
Steal,11.0,4,2,8,GRE,2.0,OKAWA K,8 - 2,272,JPN,4:32
Centre shot - Post,7.0,4,2,8,GRE,2.0,SHIMIZU Y,8 - 2,254,JPN,4:14
Centre shot - Saved,7.0,4,2,8,GRE,2.0,SHIMIZU Y,8 - 2,203,JPN,3:23
Action shot - Goal,2.0,4,2,9,GRE,2.0,GENIDOUNIAS K,9 - 2,176,GRE,2:56
5m shot - Missed,9.0,4,2,9,GRE,2.0,ARAI A,9 - 2,157,JPN,2:37
Action shot - Saved,5.0,4,2,9,GRE,2.0,YOSHIDA T,9 - 2,116,JPN,1:56
Centre shot - Missed,10.0,4,2,9,GRE,2.0,KOLOMVOS C,9 - 2,90,GRE,1:30
Turnover foul,7.0,4,2,9,GRE,4.0,SHIMIZU Y,9 - 2,104,JPN,1:44
5m shot - Post,5.0,4,2,9,GRE,4.0,FOUNTOULIS I,9 - 2,84,GRE,1:24
5m shot - Saved,4.0,4,2,9,GRE,2.0,SHIGA M,9 - 2,68,JPN,1:08
Time-Out,,4,2,9,GRE,2.0,,9 - 2,67,GRE,1:07
Turnover foul,12.0,4,2,9,GRE,2.0,VLACHOPOULOS A,9 - 2,48,GRE,0:48
5m shot - Goal,5.0,4,2,10,GRE,2.0,FOUNTOULIS I,10 - 2,5,GRE,0:05
Starting goalkeeper,1.0,4,2,10,GRE,3.0,FLEGKAS K,10 - 2,480,GRE,8:00
Starting goalkeeper,1.0,4,2,10,GRE,3.0,TANAMURA K,10 - 2,480,JPN,8:00
Sprint won possession,4.0,4,2,10,GRE,3.0,DERVISIS G,10 - 2,480,GRE,8:00
5m shot - Goal,2.0,4,3,10,GRE,3.0,ADACHI S,10 - 3,426,JPN,7:06
Turnover foul,9.0,4,3,10,GRE,3.0,MOURIKIS K,10 - 3,399,GRE,6:39
Action shot - Blocked,11.0,4,3,10,GRE,3.0,OKAWA K,10 - 3,387,JPN,6:27
Centre shot - Goal,9.0,4,3,11,GRE,3.0,MOURIKIS K,11 - 3,366,GRE,6:06
Turnover foul,12.0,4,3,11,GRE,3.0,ARAKI K,11 - 3,336,JPN,5:36
Action shot - Goal,12.0,4,3,12,GRE,3.0,VLACHOPOULOS A,12 - 3,314,GRE,5:14
20 sec. exclusion in centre,3.0,4,3,12,GRE,3.0,DELAKAS E,12 - 3,289,GRE,4:49
Extra player shot - Blocked,5.0,4,3,12,GRE,3.0,YOSHIDA T,12 - 3,276,JPN,4:36
5m shot - Blocked,2.0,4,3,12,GRE,3.0,GENIDOUNIAS K,12 - 3,247,GRE,4:07
Turnover foul,4.0,4,3,12,GRE,3.0,SHIGA M,12 - 3,226,JPN,3:46
Steal,6.0,4,3,12,GRE,3.0,KAPOTSIS M,12 - 3,226,GRE,3:46
Centre shot - Missed,10.0,4,3,12,GRE,3.0,KOLOMVOS C,12 - 3,200,GRE,3:20
Turnover foul,7.0,4,3,12,GRE,3.0,SHIMIZU Y,12 - 3,185,JPN,3:05
Time-Out,,4,3,12,GRE,3.0,,12 - 3,182,GRE,3:02
5m shot - Saved,2.0,4,3,12,GRE,3.0,GENIDOUNIAS K,12 - 3,159,GRE,2:39
Action shot - Saved,11.0,4,3,12,GRE,3.0,GOUNAS A,12 - 3,134,GRE,2:14
5m shot - Goal,4.0,4,4,12,GRE,3.0,SHIGA M,12 - 4,117,JPN,1:57
Turnover foul,2.0,4,4,12,GRE,3.0,GENIDOUNIAS K,12 - 4,95,GRE,1:35
20 sec. exclusion in centre,6.0,4,4,12,GRE,3.0,KAPOTSIS M,12 - 4,90,GRE,1:30
Extra player shot - Saved,6.0,4,4,12,GRE,3.0,IIDA A,12 - 4,79,JPN,1:19
20 sec. exclusion in centre,4.0,4,4,12,GRE,3.0,SHIGA M,12 - 4,50,JPN,0:50
Exclusion with substitution,4.0,4,4,12,GRE,3.0,SHIGA M,12 - 4,50,JPN,0:50
5m shot - Saved,2.0,4,4,12,GRE,3.0,GENIDOUNIAS K,12 - 4,24,GRE,0:24
Centre shot - Missed,8.0,4,4,12,GRE,3.0,ARGYROPOULOS KANAK,12 - 4,9,GRE,0:09
Starting goalkeeper,1.0,4,4,12,GRE,4.0,FLEGKAS K,12 - 4,480,GRE,8:00
Starting goalkeeper,1.0,4,4,12,GRE,4.0,TANAMURA K,12 - 4,480,JPN,8:00
Sprint won possession,2.0,4,4,12,GRE,4.0,ADACHI S,12 - 4,480,JPN,8:00
Turnover foul,6.0,4,4,12,GRE,4.0,IIDA A,12 - 4,454,JPN,7:34
Steal,12.0,4,4,12,GRE,4.0,VLACHOPOULOS A,12 - 4,454,GRE,7:34
Turnover foul,6.0,4,4,12,GRE,4.0,KAPOTSIS M,12 - 4,418,GRE,6:58
5m shot - Blocked,11.0,4,4,12,GRE,4.0,OKAWA K,12 - 4,416,JPN,6:56
Turnover foul,8.0,4,4,12,GRE,4.0,ARGYROPOULOS KANAK,12 - 4,392,GRE,6:32
Steal,6.0,4,4,12,GRE,4.0,IIDA A,12 - 4,392,JPN,6:32
Turnover foul,7.0,4,4,12,GRE,4.0,SHIMIZU Y,12 - 4,370,JPN,6:10
Steal,5.0,4,4,12,GRE,4.0,FOUNTOULIS I,12 - 4,370,GRE,6:10
20 sec. exclusion in field,3.0,4,4,12,GRE,4.0,KAWAMOTO S,12 - 4,353,JPN,5:53
Extra player shot - Goal,12.0,4,4,13,GRE,4.0,VLACHOPOULOS A,13 - 4,345,GRE,5:45
Turnover foul,7.0,4,4,13,GRE,4.0,SHIMIZU Y,13 - 4,326,JPN,5:26
Penalty foul,11.0,4,4,13,GRE,4.0,OKAWA K,13 - 4,307,JPN,5:07
Penalty shot - Goal,11.0,4,4,14,GRE,4.0,GOUNAS A,14 - 4,307,GRE,5:07
20 sec. exclusion in centre,8.0,4,4,14,GRE,4.0,ARGYROPOULOS KANAK,14 - 4,288,GRE,4:48
Extra player shot - Blocked,8.0,4,4,14,GRE,4.0,TAKATA M,14 - 4,281,JPN,4:41
Turnover foul,2.0,4,4,14,GRE,4.0,GENIDOUNIAS K,14 - 4,255,GRE,4:15
Steal,5.0,4,4,14,GRE,4.0,YOSHIDA T,14 - 4,255,JPN,4:15
Turnover foul,12.0,4,4,14,GRE,4.0,ARAKI K,14 - 4,229,JPN,3:49
Steal,11.0,4,4,14,GRE,4.0,GOUNAS A,14 - 4,229,GRE,3:49
Turnover foul,4.0,4,4,14,GRE,4.0,DERVISIS G,14 - 4,201,GRE,3:21
5m shot - Missed,8.0,4,4,14,GRE,4.0,TAKATA M,14 - 4,189,JPN,3:09
Turnover foul,10.0,4,4,14,GRE,4.0,KOLOMVOS C,14 - 4,165,GRE,2:45
Steal,1.0,4,4,14,GRE,4.0,TANAMURA K,14 - 4,165,JPN,2:45
Turnover foul,9.0,4,4,14,GRE,4.0,ARAI A,14 - 4,147,JPN,2:27
Steal,4.0,4,4,14,GRE,4.0,DERVISIS G,14 - 4,147,GRE,2:27
Time-Out,,4,4,14,GRE,4.0,,14 - 4,147,GRE,2:27
5m shot - Saved,3.0,4,4,14,GRE,4.0,DELAKAS E,14 - 4,118,GRE,1:58
Action shot - Saved,9.0,4,4,14,GRE,4.0,MOURIKIS K,14 - 4,37,GRE,0:37
5m shot - Post,9.0,4,4,14,GRE,4.0,MOURIKIS K,14 - 4,11,GRE,0:11
Starting goalkeeper,1.0,5,0,0,BRA,1.0,SORO S,0 - 0,480,BRA,8:00
Starting goalkeeper,1.0,5,0,0,BRA,1.0,TANAMURA K,0 - 0,480,JPN,8:00
Sprint won possession,2.0,5,0,0,BRA,1.0,ADACHI S,0 - 0,480,JPN,8:00
Centre shot - Saved,2.0,5,0,0,BRA,1.0,ADACHI S,0 - 0,458,JPN,7:38
Action shot - Goal,7.0,5,0,1,BRA,1.0,STELLET P,1 - 0,435,BRA,7:15
Turnover foul,7.0,5,0,1,BRA,1.0,SHIMIZU Y,1 - 0,412,JPN,6:52
Steal,12.0,5,0,1,BRA,1.0,FREITAS R,1 - 0,412,BRA,6:52
Turnover foul,7.0,5,0,1,BRA,1.0,STELLET P,1 - 0,388,BRA,6:28
5m shot - Saved,7.0,5,0,1,BRA,1.0,SHIMIZU Y,1 - 0,370,JPN,6:10
Centre shot - Saved,4.0,5,0,1,BRA,1.0,COUTINHO G,1 - 0,341,BRA,5:41
Action shot - Saved,4.0,5,0,1,BRA,1.0,SHIGA M,1 - 0,322,JPN,5:22
Turnover foul,11.0,5,0,1,BRA,1.0,GUIMARAES G,1 - 0,290,BRA,4:50
Steal,1.0,5,0,1,BRA,1.0,TANAMURA K,1 - 0,290,JPN,4:50
20 sec. exclusion in centre,9.0,5,0,1,BRA,1.0,ROCHA B,1 - 0,280,BRA,4:40
Extra player shot - Goal,2.0,5,1,1,BRA,1.0,ADACHI S,1 - 1,278,JPN,4:38
Penalty foul,2.0,5,1,1,BRA,1.0,CRUZ A,1 - 1,235,BRA,3:55
Penalty shot - Goal,2.0,5,2,1,BRA,1.0,ADACHI S,1 - 2,235,JPN,3:55
Turnover foul,4.0,5,2,1,BRA,1.0,COUTINHO G,1 - 2,212,BRA,3:32
Steal,4.0,5,2,1,BRA,1.0,SHIGA M,1 - 2,212,JPN,3:32
20 sec. exclusion in centre,12.0,5,2,1,BRA,1.0,FREITAS R,1 - 2,196,BRA,3:16
Extra player shot - Goal,8.0,5,3,1,BRA,1.0,TAKATA M,1 - 3,181,JPN,3:01
