Period,Time,Action,Score,Team,Player,Cap,BRA,Opponent,Seconds,Game,Opponent name
2.0,4:59,Turnover foul,2 - 3,CAN,LAPINS D,8.0,2,3,299,3,CAN
2.0,4:42,5m shot - Goal,3 - 3,BRA,COUTINHO G,4.0,3,3,282,3,CAN
2.0,4:15,Action shot - Goal,3 - 4,CAN,D'SOUZA R,7.0,3,4,255,3,CAN
2.0,4:00,Centre shot - Goal,4 - 4,BRA,STELLET P,7.0,4,4,240,3,CAN
2.0,3:30,Action shot - Missed,4 - 4,CAN,ROBINSON S,6.0,4,4,210,3,CAN
2.0,3:08,Centre shot - Post,4 - 4,BRA,SILVA L,5.0,4,4,188,3,CAN
2.0,2:37,5m shot - Saved,4 - 4,CAN,TORAKIS G,11.0,4,4,157,3,CAN
2.0,2:19,Turnover foul,4 - 4,BRA,CRUZ A,2.0,4,4,139,3,CAN
2.0,2:19,Steal,4 - 4,CAN,D'SOUZA R,7.0,4,4,139,3,CAN
2.0,2:19,20 sec. exclusion in field,4 - 4,BRA,COUTINHO G,4.0,4,4,139,3,CAN
2.0,2:19,Time-Out,4 - 4,CAN,,,4,4,139,3,CAN
2.0,2:03,Extra player shot - Saved,4 - 4,CAN,THUMWOOD D,12.0,4,4,123,3,CAN
2.0,1:38,Turnover foul,4 - 4,BRA,GUIMARAES G,11.0,4,4,98,3,CAN
2.0,1:38,Steal,4 - 4,CAN,THUMWOOD D,12.0,4,4,98,3,CAN
2.0,1:19,Turnover foul,4 - 4,CAN,ROBINSON S,6.0,4,4,79,3,CAN
2.0,1:19,Steal,4 - 4,BRA,GUIMARAES G,11.0,4,4,79,3,CAN
2.0,1:16,Time-Out,4 - 4,BRA,,,4,4,76,3,CAN
2.0,0:47,Turnover foul,4 - 4,BRA,COUTINHO G,4.0,4,4,47,3,CAN
2.0,0:47,Steal,4 - 4,CAN,D'SOUZA R,7.0,4,4,47,3,CAN
2.0,0:22,5m shot - Missed,4 - 4,CAN,D'SOUZA R,7.0,4,4,22,3,CAN
2.0,0:01,5m shot - Post,4 - 4,BRA,GUIMARAES G,11.0,4,4,1,3,CAN
3.0,8:00,Starting goalkeeper,4 - 4,BRA,SORO S,1.0,4,4,480,3,CAN
3.0,8:00,Starting goalkeeper,4 - 4,CAN,RADENOVIC M,1.0,4,4,480,3,CAN
3.0,8:00,Sprint won possession,4 - 4,BRA,CRUZ A,2.0,4,4,480,3,CAN
3.0,7:35,20 sec. exclusion in centre,4 - 4,CAN,TORAKIS G,11.0,4,4,455,3,CAN
3.0,7:25,20 sec. exclusion in centre,4 - 4,CAN,CONSTANTIN-BICARI,4.0,4,4,445,3,CAN
3.0,7:19,Extra player shot - Goal,5 - 4,BRA,CRUZ A,2.0,5,4,439,3,CAN
3.0,6:59,20 sec. exclusion in centre,5 - 4,BRA,ALMEIDA G,3.0,5,4,419,3,CAN
3.0,6:38,Centre shot - Goal,5 - 5,CAN,HALAJIAN M,5.0,5,5,398,3,CAN
3.0,6:18,20 sec. exclusion in centre,5 - 5,CAN,TORAKIS G,11.0,5,5,378,3,CAN
3.0,6:18,Exclusion with substitution,5 - 5,CAN,TORAKIS G,11.0,5,5,378,3,CAN
3.0,5:52,5m shot - Missed,5 - 5,BRA,FREITAS R,12.0,5,5,352,3,CAN
3.0,5:26,Action shot - Missed,5 - 5,CAN,HALAJIAN M,5.0,5,5,326,3,CAN
3.0,4:19,5m shot - Saved,5 - 5,BRA,ROCHA B,9.0,5,5,259,3,CAN
3.0,4:04,5m shot - Saved,5 - 5,CAN,D'SOUZA R,7.0,5,5,244,3,CAN
3.0,3:40,5m shot - Blocked,5 - 5,BRA,COUTINHO G,4.0,5,5,220,3,CAN
3.0,3:12,Action shot - Missed,5 - 5,BRA,COUTINHO G,4.0,5,5,192,3,CAN
3.0,3:04,20 sec. exclusion in field,5 - 5,BRA,COUTINHO G,4.0,5,5,184,3,CAN
3.0,3:04,Time-Out,5 - 5,CAN,,,5,5,184,3,CAN
3.0,2:46,Extra player shot - Goal,5 - 6,CAN,SOLEIMANIPAK A,10.0,5,6,166,3,CAN
3.0,2:21,5m shot - Missed,5 - 6,BRA,COUTINHO G,4.0,5,6,141,3,CAN
3.0,2:02,Turnover foul,5 - 6,CAN,SOLEIMANIPAK A,10.0,5,6,122,3,CAN
3.0,2:02,Steal,5 - 6,BRA,COUTINHO G,4.0,5,6,122,3,CAN
3.0,1:42,Turnover foul,5 - 6,BRA,CARRULO H,10.0,5,6,102,3,CAN
3.0,1:14,Centre shot - Post,5 - 6,CAN,LAPINS D,8.0,5,6,74,3,CAN
3.0,0:40,Action shot - Saved,5 - 6,BRA,CRUZ A,2.0,5,6,40,3,CAN
3.0,0:18,20 sec. exclusion in centre,5 - 6,BRA,ALMEIDA G,3.0,5,6,18,3,CAN
3.0,0:03,Extra player shot - Saved,5 - 6,CAN,SOLEIMANIPAK A,10.0,5,6,3,3,CAN
4.0,8:00,Starting goalkeeper,5 - 6,BRA,SORO S,1.0,5,6,480,3,CAN
4.0,8:00,Starting goalkeeper,5 - 6,CAN,RADENOVIC M,1.0,5,6,480,3,CAN
4.0,8:00,Sprint won possession,5 - 6,CAN,HALAJIAN M,5.0,5,6,480,3,CAN
4.0,7:31,Turnover foul,5 - 6,CAN,CONSTANTIN-BICARI,4.0,5,6,451,3,CAN
4.0,7:31,Steal,5 - 6,BRA,GUIMARAES G,11.0,5,6,451,3,CAN
4.0,7:02,Action shot - Blocked,5 - 6,BRA,CRUZ A,2.0,5,6,422,3,CAN
4.0,6:48,20 sec. exclusion in centre,5 - 6,BRA,ROCHA B,9.0,5,6,408,3,CAN
4.0,6:30,Extra player shot - Blocked,5 - 6,CAN,ROBINSON S,6.0,5,6,390,3,CAN
4.0,6:05,5m shot - Saved,5 - 6,BRA,GUIMARAES G,11.0,5,6,365,3,CAN
4.0,5:44,Centre shot - Missed,5 - 6,CAN,CONSTANTIN-BICARI,4.0,5,6,344,3,CAN
4.0,5:20,20 sec. exclusion in field,5 - 6,CAN,RADOJCIC D,9.0,5,6,320,3,CAN
4.0,5:06,Extra player shot - Goal,6 - 6,BRA,COUTINHO G,4.0,6,6,306,3,CAN
4.0,4:46,Centre shot - Blocked,6 - 6,CAN,CONSTANTIN-BICARI,4.0,6,6,286,3,CAN
4.0,4:17,5m shot - Saved,6 - 6,BRA,FREITAS R,12.0,6,6,257,3,CAN
