Action,Cap,GRE,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Action shot - Goal,7.0,7,3,1,RSA,2.0,ASIMAKI A,1 - 7,408,GRE,6:48
Turnover foul,4.0,7,3,1,RSA,2.0,VERSFELD R,1 - 7,380,RSA,6:20
Steal,10.0,7,3,1,RSA,2.0,MANOLIOUDAKI T,1 - 7,380,GRE,6:20
Turnover foul,10.0,7,3,1,RSA,2.0,MANOLIOUDAKI T,1 - 7,351,GRE,5:51
Steal,10.0,7,3,1,RSA,2.0,KILLEEN L,1 - 7,351,RSA,5:51
5m shot - Missed,12.0,7,3,1,RSA,2.0,WHITE K,1 - 7,331,RSA,5:31
Action shot - Goal,4.0,8,3,1,RSA,2.0,KOTSIA C,1 - 8,319,GRE,5:19
Turnover foul,12.0,8,3,1,RSA,2.0,WHITE K,1 - 8,295,RSA,4:55
Steal,7.0,8,3,1,RSA,2.0,ASIMAKI A,1 - 8,295,GRE,4:55
Action shot - Goal,7.0,9,3,1,RSA,2.0,ASIMAKI A,1 - 9,276,GRE,4:36
Turnover foul,4.0,9,3,1,RSA,2.0,VERSFELD R,1 - 9,254,RSA,4:14
Penalty foul,10.0,9,3,1,RSA,2.0,KILLEEN L,1 - 9,243,RSA,4:03
Penalty shot - Post,11.0,9,3,1,RSA,2.0,PLEVRITOU E,1 - 9,243,GRE,4:03
Turnover foul,12.0,9,3,1,RSA,2.0,WHITE K,1 - 9,216,RSA,3:36
5m shot - Post,11.0,9,3,1,RSA,2.0,PLEVRITOU E,1 - 9,198,GRE,3:18
Time-Out,,9,3,1,RSA,2.0,,1 - 9,198,RSA,3:18
Turnover foul,7.0,9,3,1,RSA,2.0,KAY K,1 - 9,173,RSA,2:53
Double exclusion,5.0,9,3,1,RSA,2.0,SCHOOLING M,1 - 9,171,RSA,2:51
Double exclusion,12.0,9,3,1,RSA,2.0,XENAKI E,1 - 9,171,GRE,2:51
Extra player shot - Goal,9.0,10,3,1,RSA,2.0,CHARALAMPIDI I,1 - 10,159,GRE,2:39
20 sec. exclusion in centre,11.0,10,3,1,RSA,2.0,PLEVRITOU E,1 - 10,123,GRE,2:03
Action shot - Goal,12.0,10,3,2,RSA,2.0,WHITE K,2 - 10,95,RSA,1:35
Action shot - Goal,2.0,11,3,2,RSA,2.0,TSOUKALA C,2 - 11,68,GRE,1:08
Turnover foul,3.0,11,3,2,RSA,2.0,PALEY K,2 - 11,44,RSA,0:44
Action shot - Saved,11.0,11,3,2,RSA,2.0,PLEVRITOU E,2 - 11,14,GRE,0:14
Starting goalkeeper,13.0,11,3,2,RSA,3.0,GASCOIGNE A,2 - 11,480,RSA,8:00
Starting goalkeeper,13.0,11,3,2,RSA,3.0,DIAMANTOPOULOU C,2 - 11,480,GRE,8:00
Sprint won possession,6.0,11,3,2,RSA,3.0,AVRAMIDOU A,2 - 11,480,GRE,8:00
Turnover foul,7.0,11,3,2,RSA,3.0,ASIMAKI A,2 - 11,468,GRE,7:48
Turnover foul,7.0,11,3,2,RSA,3.0,KAY K,2 - 11,448,RSA,7:28
Action shot - Saved,8.0,11,3,2,RSA,3.0,ROUMPESI A,2 - 11,421,GRE,7:01
Turnover foul,7.0,11,3,2,RSA,3.0,KAY K,2 - 11,394,RSA,6:34
Steal,2.0,11,3,2,RSA,3.0,TSOUKALA C,2 - 11,394,GRE,6:34
Centre shot - Goal,7.0,12,3,2,RSA,3.0,ASIMAKI A,2 - 12,371,GRE,6:11
Turnover foul,12.0,12,3,2,RSA,3.0,WHITE K,2 - 12,346,RSA,5:46
Steal,6.0,12,3,2,RSA,3.0,AVRAMIDOU A,2 - 12,346,GRE,5:46
Action shot - Blocked,2.0,12,3,2,RSA,3.0,TSOUKALA C,2 - 12,323,GRE,5:23
Centre shot - Saved,7.0,12,3,2,RSA,3.0,ASIMAKI A,2 - 12,274,GRE,4:34
Penalty foul,10.0,12,3,2,RSA,3.0,MANOLIOUDAKI T,2 - 12,255,GRE,4:15
Penalty shot - Goal,12.0,12,3,3,RSA,3.0,WHITE K,3 - 12,255,RSA,4:15
Action shot - Missed,2.0,12,3,3,RSA,3.0,TSOUKALA C,3 - 12,240,GRE,4:00
Turnover foul,7.0,12,3,3,RSA,3.0,KAY K,3 - 12,223,RSA,3:43
Steal,7.0,12,3,3,RSA,3.0,ASIMAKI A,3 - 12,223,GRE,3:43
Action shot - Blocked,2.0,12,3,3,RSA,3.0,TSOUKALA C,3 - 12,202,GRE,3:22
Turnover foul,4.0,12,3,3,RSA,3.0,VERSFELD R,3 - 12,174,RSA,2:54
Turnover foul,7.0,12,3,3,RSA,3.0,ASIMAKI A,3 - 12,160,GRE,2:40
5m shot - Missed,12.0,12,3,3,RSA,3.0,WHITE K,3 - 12,134,RSA,2:14
Action shot - Goal,10.0,13,3,3,RSA,3.0,MANOLIOUDAKI T,3 - 13,112,GRE,1:52
Action shot - Missed,7.0,13,3,3,RSA,3.0,KAY K,3 - 13,94,RSA,1:34
Centre shot - Goal,12.0,14,3,3,RSA,3.0,XENAKI E,3 - 14,71,GRE,1:11
5m shot - Blocked,5.0,14,3,3,RSA,3.0,PLEVRITOU M,3 - 14,67,GRE,1:07
Turnover foul,6.0,14,3,3,RSA,3.0,HALLENDORFF A,3 - 14,49,RSA,0:49
Centre shot - Goal,12.0,15,3,3,RSA,3.0,XENAKI E,3 - 15,29,GRE,0:29
Turnover foul,12.0,15,3,3,RSA,3.0,WHITE K,3 - 15,6,RSA,0:06
Steal,4.0,15,3,3,RSA,3.0,KOTSIA C,3 - 15,6,GRE,0:06
5m shot - Saved,11.0,15,3,3,RSA,3.0,PLEVRITOU E,3 - 15,1,GRE,0:01
Starting goalkeeper,13.0,15,3,3,RSA,4.0,GASCOIGNE A,3 - 15,480,RSA,8:00
Starting goalkeeper,13.0,15,3,3,RSA,4.0,DIAMANTOPOULOU C,3 - 15,480,GRE,8:00
Sprint won possession,9.0,15,3,3,RSA,4.0,CHARALAMPIDI I,3 - 15,480,GRE,8:00
5m shot - Post,5.0,15,3,3,RSA,4.0,PLEVRITOU M,3 - 15,452,GRE,7:32
Turnover foul,12.0,15,3,3,RSA,4.0,WHITE K,3 - 15,433,RSA,7:13
Action shot - Saved,11.0,15,3,3,RSA,4.0,PLEVRITOU E,3 - 15,406,GRE,6:46
Turnover foul,5.0,15,3,3,RSA,4.0,SCHOOLING M,3 - 15,388,RSA,6:28
Steal,11.0,15,3,3,RSA,4.0,PLEVRITOU E,3 - 15,388,GRE,6:28
Turnover foul,11.0,15,3,3,RSA,4.0,PLEVRITOU E,3 - 15,379,GRE,6:19
Steal,7.0,15,3,3,RSA,4.0,KAY K,3 - 15,379,RSA,6:19
Counter attack - Goal,4.0,15,3,4,RSA,4.0,VERSFELD R,4 - 15,374,RSA,6:14
Action shot - Blocked,3.0,15,3,4,RSA,4.0,CHARALAMPIDI S,4 - 15,346,GRE,5:46
Turnover foul,5.0,15,3,4,RSA,4.0,SCHOOLING M,4 - 15,317,RSA,5:17
5m shot - Goal,5.0,16,3,4,RSA,4.0,PLEVRITOU M,4 - 16,298,GRE,4:58
Turnover foul,3.0,16,3,4,RSA,4.0,PALEY K,4 - 16,283,RSA,4:43
Counter attack - Goal,11.0,17,3,4,RSA,4.0,PLEVRITOU E,4 - 17,271,GRE,4:31
20 sec. exclusion in field,5.0,17,3,4,RSA,4.0,PLEVRITOU M,4 - 17,254,GRE,4:14
Turnover foul,12.0,17,3,4,RSA,4.0,WHITE K,4 - 17,225,RSA,3:45
Steal,11.0,17,3,4,RSA,4.0,PLEVRITOU E,4 - 17,225,GRE,3:45
Action shot - Goal,11.0,18,3,4,RSA,4.0,PLEVRITOU E,4 - 18,201,GRE,3:21
5m shot - Saved,12.0,18,3,4,RSA,4.0,WHITE K,4 - 18,171,RSA,2:51
5m shot - Post,3.0,18,3,4,RSA,4.0,CHARALAMPIDI S,4 - 18,152,GRE,2:32
Turnover foul,12.0,18,3,4,RSA,4.0,WHITE K,4 - 18,123,RSA,2:03
20 sec. exclusion in centre,12.0,18,3,4,RSA,4.0,WHITE K,4 - 18,108,RSA,1:48
Extra player shot - Goal,4.0,19,3,4,RSA,4.0,KOTSIA C,4 - 19,97,GRE,1:37
Time-Out,,19,3,4,RSA,4.0,,4 - 19,97,RSA,1:37
Turnover foul,12.0,19,3,4,RSA,4.0,WHITE K,4 - 19,77,RSA,1:17
Steal,9.0,19,3,4,RSA,4.0,CHARALAMPIDI I,4 - 19,77,GRE,1:17
5m shot - Post,5.0,19,3,4,RSA,4.0,PLEVRITOU M,4 - 19,56,GRE,0:56
Turnover foul,12.0,19,3,4,RSA,4.0,WHITE K,4 - 19,24,RSA,0:24
Steal,11.0,19,3,4,RSA,4.0,PLEVRITOU E,4 - 19,24,GRE,0:24
Action shot - Goal,11.0,20,3,4,RSA,4.0,PLEVRITOU E,4 - 20,5,GRE,0:05
Starting goalkeeper,13.0,0,4,0,CAN,1.0,COLTERJOHN N,0 - 0,480,CAN,8:00
Starting goalkeeper,1.0,0,4,0,CAN,1.0,KOUVDOU E,0 - 0,480,GRE,8:00
Sprint won possession,5.0,0,4,0,CAN,1.0,EGGENS M,0 - 0,480,CAN,8:00
5m shot - Goal,11.0,0,4,1,CAN,1.0,VALIN S,1 - 0,452,CAN,7:32
Turnover foul,2.0,0,4,1,CAN,1.0,TSOUKALA C,1 - 0,437,GRE,7:17
Action shot - Post,11.0,0,4,1,CAN,1.0,VALIN S,1 - 0,421,CAN,7:01
5m shot - Saved,10.0,0,4,1,CAN,1.0,MANOLIOUDAKI T,1 - 0,393,GRE,6:33
Action shot - Goal,4.0,1,4,1,CAN,1.0,KOTSIA C,1 - 1,339,GRE,5:39
5m shot - Missed,10.0,1,4,1,CAN,1.0,ROBINSON C,1 - 1,314,CAN,5:14
Action shot - Saved,10.0,1,4,1,CAN,1.0,MANOLIOUDAKI T,1 - 1,292,GRE,4:52
5m shot - Saved,10.0,1,4,1,CAN,1.0,ROBINSON C,1 - 1,260,CAN,4:20
Turnover foul,2.0,1,4,1,CAN,1.0,TSOUKALA C,1 - 1,247,GRE,4:07
Counter attack - Blocked,5.0,1,4,1,CAN,1.0,EGGENS M,1 - 1,235,CAN,3:55
Action shot - Post,6.0,1,4,1,CAN,1.0,AVRAMIDOU A,1 - 1,213,GRE,3:33
20 sec. exclusion in centre,8.0,1,4,1,CAN,1.0,ROUMPESI A,1 - 1,196,GRE,3:16
Extra player shot - Goal,10.0,1,4,2,CAN,1.0,ROBINSON C,2 - 1,181,CAN,3:01
Turnover foul,4.0,1,4,2,CAN,1.0,KOTSIA C,2 - 1,167,GRE,2:47
Action shot - Post,7.0,1,4,2,CAN,1.0,BEKHAZI J,2 - 1,151,CAN,2:31
Action shot - Goal,3.0,2,4,2,CAN,1.0,CHARALAMPIDI S,2 - 2,137,GRE,2:17
Action shot - Saved,4.0,2,4,2,CAN,1.0,WRIGHT E,2 - 2,115,CAN,1:55
20 sec. exclusion in centre,5.0,2,4,2,CAN,1.0,PLEVRITOU M,2 - 2,87,GRE,1:27
5m shot - Blocked,6.0,2,4,2,CAN,1.0,MCKEE K,2 - 2,61,CAN,1:01
Action shot - Goal,11.0,3,4,2,CAN,1.0,PLEVRITOU E,2 - 3,33,GRE,0:33
5m shot - Goal,4.0,3,4,3,CAN,1.0,WRIGHT E,3 - 3,10,CAN,0:10
Time-Out,,3,4,3,CAN,1.0,,3 - 3,10,GRE,0:10
5m shot - Missed,11.0,3,4,3,CAN,1.0,PLEVRITOU E,3 - 3,2,GRE,0:02
Starting goalkeeper,13.0,3,4,3,CAN,2.0,COLTERJOHN N,3 - 3,480,CAN,8:00
Starting goalkeeper,1.0,3,4,3,CAN,2.0,KOUVDOU E,3 - 3,480,GRE,8:00
Sprint won possession,5.0,3,4,3,CAN,2.0,EGGENS M,3 - 3,480,CAN,8:00
Turnover foul,10.0,3,4,3,CAN,2.0,ROBINSON C,3 - 3,451,CAN,7:31
Turnover foul,2.0,3,4,3,CAN,2.0,TSOUKALA C,3 - 3,432,GRE,7:12
Steal,10.0,3,4,3,CAN,2.0,ROBINSON C,3 - 3,432,CAN,7:12
Goalkeeper substitution,13.0,3,4,3,CAN,2.0,DIAMANTOPOULOU C,3 - 3,416,GRE,6:56
Turnover foul,2.0,3,4,3,CAN,2.0,ALOGBO K,3 - 3,416,CAN,6:56
Turnover foul,11.0,3,4,3,CAN,2.0,PLEVRITOU E,3 - 3,404,GRE,6:44
Steal,5.0,3,4,3,CAN,2.0,EGGENS M,3 - 3,404,CAN,6:44
5m shot - Goal,11.0,3,4,4,CAN,2.0,VALIN S,4 - 3,382,CAN,6:22
20 sec. exclusion in centre,10.0,3,4,4,CAN,2.0,ROBINSON C,4 - 3,364,CAN,6:04
Extra player shot - Goal,8.0,4,4,4,CAN,2.0,ROUMPESI A,4 - 4,345,GRE,5:45
Turnover foul,2.0,4,4,4,CAN,2.0,ALOGBO K,4 - 4,319,CAN,5:19
Steal,10.0,4,4,4,CAN,2.0,MANOLIOUDAKI T,4 - 4,319,GRE,5:19
20 sec. exclusion in centre,11.0,4,4,4,CAN,2.0,VALIN S,4 - 4,317,CAN,5:17
Action shot - Saved,5.0,4,4,4,CAN,2.0,EGGENS M,4 - 4,259,CAN,4:19
Action shot - Saved,6.0,4,4,4,CAN,2.0,AVRAMIDOU A,4 - 4,241,GRE,4:01
Action shot - Blocked,5.0,4,4,4,CAN,2.0,EGGENS M,4 - 4,209,CAN,3:29
Turnover foul,8.0,4,4,4,CAN,2.0,ROUMPESI A,4 - 4,184,GRE,3:04
Turnover foul,7.0,4,4,4,CAN,2.0,BEKHAZI J,4 - 4,160,CAN,2:40
5m shot - Saved,6.0,4,4,4,CAN,2.0,AVRAMIDOU A,4 - 4,134,GRE,2:14
5m shot - Saved,9.0,4,4,4,CAN,2.0,EGGENS C,4 - 4,112,CAN,1:52
Centre shot - Missed,7.0,4,4,4,CAN,2.0,ASIMAKI A,4 - 4,90,GRE,1:30
Time-Out,,4,4,4,CAN,2.0,,4 - 4,89,CAN,1:29
Turnover foul,10.0,4,4,4,CAN,2.0,ROBINSON C,4 - 4,62,CAN,1:02
5m shot - Saved,8.0,4,4,4,CAN,2.0,ROUMPESI A,4 - 4,46,GRE,0:46
Action shot - Saved,4.0,4,4,4,CAN,2.0,WRIGHT E,4 - 4,18,CAN,0:18
Time-Out,,4,4,4,CAN,2.0,,4 - 4,17,GRE,0:17
Action shot - Saved,3.0,4,4,4,CAN,2.0,CHARALAMPIDI S,4 - 4,2,GRE,0:02
Starting goalkeeper,13.0,4,4,4,CAN,3.0,COLTERJOHN N,4 - 4,480,CAN,8:00
Starting goalkeeper,13.0,4,4,4,CAN,3.0,DIAMANTOPOULOU C,4 - 4,480,GRE,8:00
Sprint won possession,6.0,4,4,4,CAN,3.0,AVRAMIDOU A,4 - 4,480,GRE,8:00
Turnover foul,6.0,4,4,4,CAN,3.0,AVRAMIDOU A,4 - 4,451,GRE,7:31
Steal,8.0,4,4,4,CAN,3.0,FOURNIER S,4 - 4,451,CAN,7:31
Turnover foul,4.0,4,4,4,CAN,3.0,WRIGHT E,4 - 4,423,CAN,7:03
Steal,11.0,4,4,4,CAN,3.0,PLEVRITOU E,4 - 4,423,GRE,7:03
Turnover foul,2.0,4,4,4,CAN,3.0,TSOUKALA C,4 - 4,406,GRE,6:46
20 sec. exclusion in centre,5.0,4,4,4,CAN,3.0,PLEVRITOU M,4 - 4,382,GRE,6:22
Action shot - Blocked,8.0,4,4,4,CAN,3.0,FOURNIER S,4 - 4,358,CAN,5:58
Action shot - Goal,10.0,5,4,4,CAN,3.0,MANOLIOUDAKI T,4 - 5,346,GRE,5:46
Turnover foul,10.0,5,4,4,CAN,3.0,ROBINSON C,4 - 5,315,CAN,5:15
Penalty foul,6.0,5,4,4,CAN,3.0,MCKEE K,4 - 5,303,CAN,5:03
Penalty shot - Post,8.0,5,4,4,CAN,3.0,ROUMPESI A,4 - 5,303,GRE,5:03
Action shot - Missed,12.0,5,4,4,CAN,3.0,PERREAULT D,4 - 5,276,CAN,4:36
Action shot - Blocked,6.0,5,4,4,CAN,3.0,AVRAMIDOU A,4 - 5,255,GRE,4:15
Centre shot - Saved,8.0,5,4,4,CAN,3.0,FOURNIER S,4 - 5,226,CAN,3:46
5m shot - Saved,8.0,5,4,4,CAN,3.0,FOURNIER S,4 - 5,196,CAN,3:16
Action shot - Post,6.0,5,4,4,CAN,3.0,AVRAMIDOU A,4 - 5,167,GRE,2:47
Action shot - Missed,10.0,5,4,4,CAN,3.0,ROBINSON C,4 - 5,137,CAN,2:17
Penalty foul,2.0,5,4,4,CAN,3.0,ALOGBO K,4 - 5,115,CAN,1:55
Penalty shot - Goal,3.0,6,4,4,CAN,3.0,CHARALAMPIDI S,4 - 6,115,GRE,1:55
20 sec. exclusion in centre,12.0,6,4,4,CAN,3.0,XENAKI E,4 - 6,100,GRE,1:40
Turnover foul,11.0,6,4,4,CAN,3.0,VALIN S,4 - 6,72,CAN,1:12
Turnover foul,3.0,6,4,4,CAN,3.0,CHARALAMPIDI S,4 - 6,50,GRE,0:50
Turnover foul,5.0,6,4,4,CAN,3.0,EGGENS M,4 - 6,24,CAN,0:24
Steal,3.0,6,4,4,CAN,3.0,CHARALAMPIDI S,4 - 6,24,GRE,0:24
Time-Out,,6,4,4,CAN,3.0,,4 - 6,24,GRE,0:24
5m shot - Post,10.0,6,4,4,CAN,3.0,MANOLIOUDAKI T,4 - 6,2,GRE,0:02
Starting goalkeeper,13.0,6,4,4,CAN,4.0,COLTERJOHN N,4 - 6,480,CAN,8:00
Starting goalkeeper,13.0,6,4,4,CAN,4.0,DIAMANTOPOULOU C,4 - 6,480,GRE,8:00
Sprint won possession,3.0,6,4,4,CAN,4.0,CHARALAMPIDI S,4 - 6,480,GRE,8:00
20 sec. exclusion in centre,10.0,6,4,4,CAN,4.0,ROBINSON C,4 - 6,450,CAN,7:30
Extra player shot - Saved,7.0,6,4,4,CAN,4.0,ASIMAKI A,4 - 6,450,GRE,7:30
Action shot - Blocked,2.0,6,4,4,CAN,4.0,ALOGBO K,4 - 6,420,CAN,7:00
Action shot - Goal,10.0,7,4,4,CAN,4.0,MANOLIOUDAKI T,4 - 7,397,GRE,6:37
Action shot - Blocked,4.0,7,4,4,CAN,4.0,WRIGHT E,4 - 7,372,CAN,6:12
5m shot - Goal,3.0,8,4,4,CAN,4.0,CHARALAMPIDI S,4 - 8,348,GRE,5:48
5m shot - Saved,7.0,8,4,4,CAN,4.0,BEKHAZI J,4 - 8,324,CAN,5:24
Action shot - Saved,4.0,8,4,4,CAN,4.0,WRIGHT E,4 - 8,294,CAN,4:54
Turnover foul,11.0,8,4,4,CAN,4.0,PLEVRITOU E,4 - 8,262,GRE,4:22
5m shot - Missed,4.0,8,4,4,CAN,4.0,WRIGHT E,4 - 8,249,CAN,4:09
Yellow card,,8,4,4,CAN,4.0,Team Official,4 - 8,249,GRE,4:09
Action shot - Saved,4.0,8,4,4,CAN,4.0,WRIGHT E,4 - 8,223,CAN,3:43
5m shot - Saved,10.0,8,4,4,CAN,4.0,MANOLIOUDAKI T,4 - 8,197,GRE,3:17
Action shot - Blocked,5.0,8,4,4,CAN,4.0,EGGENS M,4 - 8,167,CAN,2:47
Turnover foul,10.0,8,4,4,CAN,4.0,MANOLIOUDAKI T,4 - 8,137,GRE,2:17
Steal,8.0,8,4,4,CAN,4.0,FOURNIER S,4 - 8,137,CAN,2:17
Action shot - Saved,7.0,8,4,4,CAN,4.0,BEKHAZI J,4 - 8,120,CAN,2:00
5m shot - Saved,8.0,8,4,4,CAN,4.0,ROUMPESI A,4 - 8,94,GRE,1:34
Time-Out,,8,4,4,CAN,4.0,,4 - 8,94,CAN,1:34
5m shot - Goal,7.0,8,4,5,CAN,4.0,BEKHAZI J,5 - 8,75,CAN,1:15
Turnover foul,12.0,8,4,5,CAN,4.0,XENAKI E,5 - 8,43,GRE,0:43
20 sec. exclusion in centre,5.0,8,4,5,CAN,4.0,PLEVRITOU M,5 - 8,37,GRE,0:37
Exclusion with substitution,5.0,8,4,5,CAN,4.0,PLEVRITOU M,5 - 8,37,GRE,0:37
Extra player shot - Saved,3.0,8,4,5,CAN,4.0,MONTON K,5 - 8,17,CAN,0:17
Counter attack - Post,12.0,8,4,5,CAN,4.0,XENAKI E,5 - 8,2,GRE,0:02
Starting goalkeeper,1.0,0,5,0,ITA,1.0,GORLERO G,0 - 0,480,ITA,8:00
Starting goalkeeper,13.0,0,5,0,ITA,1.0,DIAMANTOPOULOU C,0 - 0,480,GRE,8:00
Sprint won possession,7.0,0,5,0,ITA,1.0,DI MARIO T,0 - 0,480,ITA,8:00
5m shot - Saved,8.0,0,5,0,ITA,1.0,BIANCONI R,0 - 0,455,ITA,7:35
Turnover foul,2.0,0,5,0,ITA,1.0,TSOUKALA C,0 - 0,432,GRE,7:12
5m shot - Blocked,3.0,0,5,0,ITA,1.0,GARIBOTTI A,0 - 0,408,ITA,6:48
5m shot - Saved,8.0,0,5,0,ITA,1.0,ROUMPESI A,0 - 0,378,GRE,6:18
Turnover foul,12.0,0,5,0,ITA,1.0,FRASSINETTI T,0 - 0,349,ITA,5:49
Action shot - Saved,6.0,0,5,0,ITA,1.0,AVRAMIDOU A,0 - 0,320,GRE,5:20
Turnover foul,7.0,0,5,0,ITA,1.0,ASIMAKI A,0 - 0,305,GRE,5:05
5m shot - Missed,9.0,0,5,0,ITA,1.0,EMMOLO G,0 - 0,275,ITA,4:35
Action shot - Saved,10.0,0,5,0,ITA,1.0,MANOLIOUDAKI T,0 - 0,253,GRE,4:13
5m shot - Saved,8.0,0,5,0,ITA,1.0,BIANCONI R,0 - 0,231,ITA,3:51
Turnover foul,6.0,0,5,0,ITA,1.0,AVRAMIDOU A,0 - 0,204,GRE,3:24
20 sec. exclusion in centre,6.0,0,5,0,ITA,1.0,AVRAMIDOU A,0 - 0,202,GRE,3:22
Time-Out,,0,5,0,ITA,1.0,,0 - 0,202,ITA,3:22
Action shot - Saved,8.0,0,5,0,ITA,1.0,BIANCONI R,0 - 0,178,ITA,2:58
Action shot - Goal,7.0,0,5,1,ITA,1.0,DI MARIO T,1 - 0,157,ITA,2:37
Turnover foul,8.0,0,5,1,ITA,1.0,ROUMPESI A,1 - 0,131,GRE,2:11
Steal,2.0,0,5,1,ITA,1.0,TABANI C,1 - 0,131,ITA,2:11
Action shot - Post,8.0,0,5,1,ITA,1.0,BIANCONI R,1 - 0,115,ITA,1:55
20 sec. exclusion in centre,8.0,0,5,1,ITA,1.0,BIANCONI R,1 - 0,102,ITA,1:42
Extra player shot - Saved,2.0,0,5,1,ITA,1.0,TSOUKALA C,1 - 0,79,GRE,1:19
5m shot - Blocked,7.0,0,5,1,ITA,1.0,DI MARIO T,1 - 0,57,ITA,0:57
Turnover foul,10.0,0,5,1,ITA,1.0,MANOLIOUDAKI T,1 - 0,23,GRE,0:23
Action shot - Saved,10.0,0,5,1,ITA,1.0,MANOLIOUDAKI T,1 - 0,19,GRE,0:19
Turnover foul,2.0,0,5,1,ITA,1.0,TABANI C,1 - 0,15,ITA,0:15
Time-Out,,0,5,1,ITA,1.0,,1 - 0,15,GRE,0:15
Turnover foul,8.0,0,5,1,ITA,1.0,ROUMPESI A,1 - 0,8,GRE,0:08
5m shot - Saved,4.0,0,5,1,ITA,1.0,QUEIROLO E,1 - 0,0,ITA,0:00
Starting goalkeeper,1.0,0,5,1,ITA,2.0,GORLERO G,1 - 0,480,ITA,8:00
Starting goalkeeper,13.0,0,5,1,ITA,2.0,DIAMANTOPOULOU C,1 - 0,480,GRE,8:00
Sprint won possession,3.0,0,5,1,ITA,2.0,CHARALAMPIDI S,1 - 0,480,GRE,8:00
5m shot - Post,2.0,0,5,1,ITA,2.0,TSOUKALA C,1 - 0,456,GRE,7:36
20 sec. exclusion in centre,9.0,0,5,1,ITA,2.0,EMMOLO G,1 - 0,455,ITA,7:35
Action shot - Goal,7.0,1,5,1,ITA,2.0,ASIMAKI A,1 - 1,433,GRE,7:13
Penalty foul,7.0,1,5,1,ITA,2.0,ASIMAKI A,1 - 1,407,GRE,6:47
Penalty shot - Goal,7.0,1,5,2,ITA,2.0,DI MARIO T,2 - 1,407,ITA,6:47
Turnover foul,12.0,1,5,2,ITA,2.0,XENAKI E,2 - 1,376,GRE,6:16
Action shot - Goal,3.0,1,5,3,ITA,2.0,GARIBOTTI A,3 - 1,369,ITA,6:09
Action shot - Saved,7.0,1,5,3,ITA,2.0,ASIMAKI A,3 - 1,340,GRE,5:40
20 sec. exclusion in centre,8.0,1,5,3,ITA,2.0,ROUMPESI A,3 - 1,338,GRE,5:38
Extra player shot - Saved,8.0,1,5,3,ITA,2.0,BIANCONI R,3 - 1,330,ITA,5:30
Action shot - Saved,11.0,1,5,3,ITA,2.0,PLEVRITOU E,3 - 1,303,GRE,5:03
5m shot - Goal,8.0,1,5,4,ITA,2.0,BIANCONI R,4 - 1,274,ITA,4:34
Turnover foul,7.0,1,5,4,ITA,2.0,ASIMAKI A,4 - 1,252,GRE,4:12
Turnover foul,4.0,1,5,4,ITA,2.0,QUEIROLO E,4 - 1,223,ITA,3:43
Action shot - Saved,8.0,1,5,4,ITA,2.0,ROUMPESI A,4 - 1,196,GRE,3:16
5m shot - Missed,3.0,1,5,4,ITA,2.0,GARIBOTTI A,4 - 1,168,ITA,2:48
20 sec. exclusion in centre,2.0,1,5,4,ITA,2.0,TABANI C,4 - 1,146,ITA,2:26
Extra player shot - Goal,3.0,2,5,4,ITA,2.0,CHARALAMPIDI S,4 - 2,130,GRE,2:10
20 sec. exclusion in centre,5.0,2,5,4,ITA,2.0,PLEVRITOU M,4 - 2,106,GRE,1:46
Extra player shot - Saved,7.0,2,5,4,ITA,2.0,DI MARIO T,4 - 2,86,ITA,1:26
Action shot - Saved,2.0,2,5,4,ITA,2.0,TSOUKALA C,4 - 2,64,GRE,1:04
20 sec. exclusion in centre,12.0,2,5,4,ITA,2.0,XENAKI E,4 - 2,55,GRE,0:55
Time-Out,,2,5,4,ITA,2.0,,4 - 2,55,ITA,0:55
Turnover foul,10.0,2,5,4,ITA,2.0,POMERI F,4 - 2,28,ITA,0:28
Centre shot - Saved,10.0,2,5,4,ITA,2.0,POMERI F,4 - 2,26,ITA,0:26
Time-Out,,2,5,4,ITA,2.0,,4 - 2,26,GRE,0:26
Action shot - Goal,10.0,3,5,4,ITA,2.0,MANOLIOUDAKI T,4 - 3,4,GRE,0:04
Starting goalkeeper,1.0,3,5,4,ITA,3.0,GORLERO G,4 - 3,480,ITA,8:00
Starting goalkeeper,13.0,3,5,4,ITA,3.0,DIAMANTOPOULOU C,4 - 3,480,GRE,8:00
Sprint won possession,7.0,3,5,4,ITA,3.0,DI MARIO T,4 - 3,480,ITA,8:00
20 sec. exclusion in centre,5.0,3,5,4,ITA,3.0,PLEVRITOU M,4 - 3,453,GRE,7:33
Extra player shot - Goal,7.0,3,5,5,ITA,3.0,DI MARIO T,5 - 3,437,ITA,7:17
Action shot - Saved,4.0,3,5,5,ITA,3.0,KOTSIA C,5 - 3,408,GRE,6:48
Turnover foul,7.0,3,5,5,ITA,3.0,DI MARIO T,5 - 3,390,ITA,6:30
Steal,7.0,3,5,5,ITA,3.0,ASIMAKI A,5 - 3,390,GRE,6:30
Action shot - Blocked,10.0,3,5,5,ITA,3.0,MANOLIOUDAKI T,5 - 3,368,GRE,6:08
Turnover foul,7.0,3,5,5,ITA,3.0,DI MARIO T,5 - 3,344,ITA,5:44
Action shot - Goal,4.0,4,5,5,ITA,3.0,KOTSIA C,5 - 4,319,GRE,5:19
Turnover foul,6.0,4,5,5,ITA,3.0,AIELLO R,5 - 4,291,ITA,4:51
