Action,Cap,Game,ITA,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Extra player shot - Goal,10.0,3,3,2,USA,1.0,BONANNI B,2 - 3,242,USA,4:02
Turnover foul,11.0,3,3,2,USA,1.0,AICARDI M,2 - 3,216,ITA,3:36
Action shot - Saved,10.0,3,3,2,USA,1.0,BONANNI B,2 - 3,193,USA,3:13
Turnover foul,3.0,3,3,2,USA,1.0,OBERT A,2 - 3,180,USA,3:00
Counter attack - Missed,11.0,3,3,2,USA,1.0,AICARDI M,2 - 3,174,ITA,2:54
Turnover foul,2.0,3,3,2,USA,1.0,VAVIC N,2 - 3,148,USA,2:28
Counter attack - Goal,2.0,3,4,2,USA,1.0,DI FULVIO F,2 - 4,135,ITA,2:15
20 sec. exclusion in field,5.0,3,4,2,USA,1.0,GIORGETTI A,2 - 4,123,ITA,2:03
Extra player shot - Goal,8.0,3,4,3,USA,1.0,AZEVEDO T,3 - 4,109,USA,1:49
Turnover foul,6.0,3,4,3,USA,1.0,FONDELLI A,3 - 4,95,ITA,1:35
Steal,8.0,3,4,3,USA,1.0,AZEVEDO T,3 - 4,95,USA,1:35
Action shot - Saved,8.0,3,4,3,USA,1.0,AZEVEDO T,3 - 4,82,USA,1:22
Action shot - Post,7.0,3,4,3,USA,1.0,SAMUELS J,3 - 4,64,USA,1:04
Turnover foul,3.0,3,4,3,USA,1.0,VELOTTO A,3 - 4,44,ITA,0:44
Steal,10.0,3,4,3,USA,1.0,BONANNI B,3 - 4,44,USA,0:44
Time-Out,,3,4,3,USA,1.0,,3 - 4,44,USA,0:44
5m shot - Goal,7.0,3,4,4,USA,1.0,SAMUELS J,4 - 4,19,USA,0:19
Time-Out,,3,4,4,USA,1.0,,4 - 4,19,ITA,0:19
20 sec. exclusion in centre,11.0,3,4,4,USA,1.0,SMITH J,4 - 4,7,USA,0:07
Action shot - Saved,10.0,3,4,4,USA,1.0,LUONGO S,4 - 4,0,ITA,0:00
Starting goalkeeper,13.0,3,4,4,USA,2.0,BARON M,4 - 4,480,USA,8:00
Starting goalkeeper,1.0,3,4,4,USA,2.0,TEMPESTI S,4 - 4,480,ITA,8:00
Sprint won possession,4.0,3,4,4,USA,2.0,FIGLIOLI P,4 - 4,480,ITA,8:00
20 sec. exclusion in centre,5.0,3,4,4,USA,2.0,ROELSE A,4 - 4,453,USA,7:33
Action shot - Saved,5.0,3,4,4,USA,2.0,GIORGETTI A,4 - 4,422,ITA,7:02
20 sec. exclusion in centre,9.0,3,4,4,USA,2.0,GITTO N,4 - 4,406,ITA,6:46
Centre shot - Goal,4.0,3,4,5,USA,2.0,KIMBELL J,5 - 4,383,USA,6:23
Action shot - Saved,4.0,3,4,5,USA,2.0,FIGLIOLI P,5 - 4,362,ITA,6:02
5m shot - Blocked,7.0,3,4,5,USA,2.0,SAMUELS J,5 - 4,326,USA,5:26
Turnover foul,12.0,3,4,5,USA,2.0,BARALDI F,5 - 4,301,ITA,5:01
Turnover foul,6.0,3,4,5,USA,2.0,CUPIDO L,5 - 4,274,USA,4:34
Steal,10.0,3,4,5,USA,2.0,LUONGO S,5 - 4,274,ITA,4:34
Centre shot - Goal,4.0,3,5,5,USA,2.0,FIGLIOLI P,5 - 5,252,ITA,4:12
Action shot - Goal,2.0,3,5,6,USA,2.0,VAVIC N,6 - 5,230,USA,3:50
Centre shot - Saved,11.0,3,5,6,USA,2.0,AICARDI M,6 - 5,210,ITA,3:30
Centre shot - Goal,3.0,3,5,7,USA,2.0,OBERT A,7 - 5,188,USA,3:08
Action shot - Saved,9.0,3,5,7,USA,2.0,BOWEN A,7 - 5,129,USA,2:09
5m shot - Saved,9.0,3,5,7,USA,2.0,BOWEN A,7 - 5,113,USA,1:53
5m shot - Saved,10.0,3,5,7,USA,2.0,LUONGO S,7 - 5,92,ITA,1:32
Centre shot - Goal,11.0,3,6,7,USA,2.0,AICARDI M,7 - 6,79,ITA,1:19
Turnover foul,7.0,3,6,7,USA,2.0,SAMUELS J,7 - 6,52,USA,0:52
Steal,2.0,3,6,7,USA,2.0,DI FULVIO F,7 - 6,52,ITA,0:52
Counter attack - Saved,10.0,3,6,7,USA,2.0,LUONGO S,7 - 6,37,ITA,0:37
Yellow card,,3,6,7,USA,2.0,Team Official,7 - 6,37,USA,0:37
Time-Out,,3,6,7,USA,2.0,,7 - 6,37,USA,0:37
Goalkeeper substitution,13.0,3,6,7,USA,2.0,BARON M,7 - 6,33,USA,0:33
Turnover foul,12.0,3,6,7,USA,2.0,MANN J,7 - 6,22,USA,0:22
Time-Out,,3,6,7,USA,2.0,,7 - 6,22,ITA,0:22
5m shot - Post,2.0,3,6,7,USA,2.0,DI FULVIO F,7 - 6,0,ITA,0:00
Starting goalkeeper,13.0,3,6,7,USA,3.0,BARON M,7 - 6,480,USA,8:00
Starting goalkeeper,1.0,3,6,7,USA,3.0,TEMPESTI S,7 - 6,480,ITA,8:00
Sprint won possession,7.0,3,6,7,USA,3.0,SAMUELS J,7 - 6,480,USA,8:00
Action shot - Post,12.0,3,6,7,USA,3.0,MANN J,7 - 6,449,USA,7:29
5m shot - Saved,9.0,3,6,7,USA,3.0,GITTO N,7 - 6,420,ITA,7:00
20 sec. exclusion in centre,4.0,3,6,7,USA,3.0,KIMBELL J,7 - 6,402,USA,6:42
Extra player shot - Saved,10.0,3,6,7,USA,3.0,LUONGO S,7 - 6,384,ITA,6:24
20 sec. exclusion in field,10.0,3,6,7,USA,3.0,LUONGO S,7 - 6,355,ITA,5:55
Action shot - Goal,8.0,3,6,8,USA,3.0,AZEVEDO T,8 - 6,337,USA,5:37
Turnover foul,12.0,3,6,8,USA,3.0,BARALDI F,8 - 6,308,ITA,5:08
Turnover foul,3.0,3,6,8,USA,3.0,OBERT A,8 - 6,290,USA,4:50
Centre shot - Saved,12.0,3,6,8,USA,3.0,BARALDI F,8 - 6,269,ITA,4:29
20 sec. exclusion in field,5.0,3,6,8,USA,3.0,ROELSE A,8 - 6,252,USA,4:12
Extra player shot - Missed,7.0,3,6,8,USA,3.0,GIACOPPO M,8 - 6,233,ITA,3:53
20 sec. exclusion in field,3.0,3,6,8,USA,3.0,VELOTTO A,8 - 6,223,ITA,3:43
Action shot - Goal,10.0,3,6,9,USA,3.0,BONANNI B,9 - 6,200,USA,3:20
5m shot - Saved,5.0,3,6,9,USA,3.0,GIORGETTI A,9 - 6,174,ITA,2:54
5m shot - Goal,2.0,3,7,9,USA,3.0,DI FULVIO F,9 - 7,157,ITA,2:37
20 sec. exclusion in field,4.0,3,7,9,USA,3.0,FIGLIOLI P,9 - 7,134,ITA,2:14
Action shot - Post,8.0,3,7,9,USA,3.0,AZEVEDO T,9 - 7,113,USA,1:53
5m shot - Post,4.0,3,7,9,USA,3.0,FIGLIOLI P,9 - 7,86,ITA,1:26
Turnover foul,12.0,3,7,9,USA,3.0,MANN J,9 - 7,61,USA,1:01
Centre shot - Post,10.0,3,7,9,USA,3.0,LUONGO S,9 - 7,54,ITA,0:54
Time-Out,,3,7,9,USA,3.0,,9 - 7,54,USA,0:54
Action shot - Post,6.0,3,7,9,USA,3.0,CUPIDO L,9 - 7,28,USA,0:28
5m shot - Saved,8.0,3,7,9,USA,3.0,AZEVEDO T,9 - 7,0,USA,0:00
Starting goalkeeper,13.0,3,7,9,USA,4.0,BARON M,9 - 7,480,USA,8:00
Starting goalkeeper,1.0,3,7,9,USA,4.0,TEMPESTI S,9 - 7,480,ITA,8:00
Sprint won possession,2.0,3,7,9,USA,4.0,DI FULVIO F,9 - 7,480,ITA,8:00
20 sec. exclusion in centre,11.0,3,7,9,USA,4.0,SMITH J,9 - 7,459,USA,7:39
20 sec. exclusion in centre,7.0,3,7,9,USA,4.0,SAMUELS J,9 - 7,441,USA,7:21
Exclusion with substitution,7.0,3,7,9,USA,4.0,SAMUELS J,9 - 7,441,USA,7:21
Extra player shot - Blocked,6.0,3,7,9,USA,4.0,FONDELLI A,9 - 7,427,ITA,7:07
Action shot - Goal,10.0,3,8,9,USA,4.0,LUONGO S,9 - 8,420,ITA,7:00
20 sec. exclusion in centre,7.0,3,8,9,USA,4.0,GIACOPPO M,9 - 8,396,ITA,6:36
Turnover foul,10.0,3,8,9,USA,4.0,BONANNI B,9 - 8,370,USA,6:10
5m shot - Blocked,10.0,3,8,9,USA,4.0,LUONGO S,9 - 8,341,ITA,5:41
5m shot - Missed,6.0,3,8,9,USA,4.0,CUPIDO L,9 - 8,318,USA,5:18
Turnover foul,10.0,3,8,9,USA,4.0,LUONGO S,9 - 8,297,ITA,4:57
Steal,9.0,3,8,9,USA,4.0,BOWEN A,9 - 8,297,USA,4:57
Turnover foul,10.0,3,8,9,USA,4.0,BONANNI B,9 - 8,264,USA,4:24
5m shot - Missed,5.0,3,8,9,USA,4.0,GIORGETTI A,9 - 8,246,ITA,4:06
5m shot - Blocked,6.0,3,8,9,USA,4.0,CUPIDO L,9 - 8,225,USA,3:45
Turnover foul,6.0,3,8,9,USA,4.0,CUPIDO L,9 - 8,211,USA,3:31
Counter attack - Goal,2.0,3,8,10,USA,4.0,VAVIC N,10 - 8,200,USA,3:20
Goalkeeper substitution,1.0,3,8,10,USA,4.0,TEMPESTI S,10 - 8,200,ITA,3:20
Turnover foul,7.0,3,8,10,USA,4.0,GIACOPPO M,10 - 8,171,ITA,2:51
Steal,2.0,3,8,10,USA,4.0,VAVIC N,10 - 8,171,USA,2:51
Turnover foul,4.0,3,8,10,USA,4.0,KIMBELL J,10 - 8,140,USA,2:20
Turnover foul,4.0,3,8,10,USA,4.0,FIGLIOLI P,10 - 8,114,ITA,1:54
Steal,6.0,3,8,10,USA,4.0,CUPIDO L,10 - 8,114,USA,1:54
5m shot - Goal,5.0,3,8,11,USA,4.0,ROELSE A,11 - 8,84,USA,1:24
Penalty foul,9.0,3,8,11,USA,4.0,BOWEN A,11 - 8,66,USA,1:06
Penalty shot - Goal,2.0,3,9,11,USA,4.0,DI FULVIO F,11 - 9,66,ITA,1:06
Time-Out,,3,9,11,USA,4.0,,11 - 9,66,USA,1:06
Turnover foul,8.0,3,9,11,USA,4.0,AZEVEDO T,11 - 9,39,USA,0:39
20 sec. exclusion in centre,2.0,3,9,11,USA,4.0,VAVIC N,11 - 9,26,USA,0:26
Extra player shot - Saved,2.0,3,9,11,USA,4.0,DI FULVIO F,11 - 9,6,ITA,0:06
Starting goalkeeper,1.0,4,0,0,CAN,1.0,RANDALL R,0 - 0,480,CAN,8:00
Starting goalkeeper,1.0,4,0,0,CAN,1.0,TEMPESTI S,0 - 0,480,ITA,8:00
Sprint won possession,4.0,4,0,0,CAN,1.0,FIGLIOLI P,0 - 0,480,ITA,8:00
Turnover foul,7.0,4,0,0,CAN,1.0,GIACOPPO M,0 - 0,451,ITA,7:31
5m shot - Post,2.0,4,0,0,CAN,1.0,KUDABA C,0 - 0,432,CAN,7:12
Turnover foul,5.0,4,0,0,CAN,1.0,GIORGETTI A,0 - 0,404,ITA,6:44
Turnover foul,2.0,4,0,0,CAN,1.0,KUDABA C,0 - 0,377,CAN,6:17
Steal,2.0,4,0,0,CAN,1.0,DI FULVIO F,0 - 0,377,ITA,6:17
Turnover foul,11.0,4,0,0,CAN,1.0,AICARDI M,0 - 0,341,ITA,5:41
Turnover foul,5.0,4,0,0,CAN,1.0,BOYD J,0 - 0,338,CAN,5:38
Turnover foul,2.0,4,0,0,CAN,1.0,DI FULVIO F,0 - 0,308,ITA,5:08
Action shot - Missed,2.0,4,0,0,CAN,1.0,KUDABA C,0 - 0,296,CAN,4:56
Turnover foul,11.0,4,0,0,CAN,1.0,AICARDI M,0 - 0,279,ITA,4:39
Turnover foul,10.0,4,0,0,CAN,1.0,CONWAY J,0 - 0,251,CAN,4:11
Turnover foul,9.0,4,0,0,CAN,1.0,GITTO N,0 - 0,231,ITA,3:51
5m shot - Saved,8.0,4,0,0,CAN,1.0,GRAHAM K,0 - 0,215,CAN,3:35
5m shot - Blocked,2.0,4,0,0,CAN,1.0,KUDABA C,0 - 0,188,CAN,3:08
20 sec. exclusion in centre,2.0,4,0,0,CAN,1.0,KUDABA C,0 - 0,173,CAN,2:53
Extra player shot - Goal,9.0,4,1,0,CAN,1.0,GITTO N,0 - 1,160,ITA,2:40
Time-Out,,4,1,0,CAN,1.0,,0 - 1,160,CAN,2:40
20 sec. exclusion in centre,7.0,4,1,0,CAN,1.0,GIACOPPO M,0 - 1,147,ITA,2:27
Extra player shot - Saved,12.0,4,1,0,CAN,1.0,MCELROY J,0 - 1,133,CAN,2:13
Action shot - Blocked,4.0,4,1,0,CAN,1.0,FIGLIOLI P,0 - 1,108,ITA,1:48
Action shot - Saved,8.0,4,1,0,CAN,1.0,GRAHAM K,0 - 1,80,CAN,1:20
Counter attack - Saved,8.0,4,1,0,CAN,1.0,PRESCIUTTI N,0 - 1,55,ITA,0:55
5m shot - Saved,8.0,4,1,0,CAN,1.0,GRAHAM K,0 - 1,37,CAN,0:37
Time-Out,,4,1,0,CAN,1.0,,0 - 1,37,ITA,0:37
Centre shot - Goal,5.0,4,2,0,CAN,1.0,GIORGETTI A,0 - 2,20,ITA,0:20
5m shot - Post,10.0,4,2,0,CAN,1.0,CONWAY J,0 - 2,5,CAN,0:05
5m shot - Saved,2.0,4,2,0,CAN,1.0,DI FULVIO F,0 - 2,0,ITA,0:00
Starting goalkeeper,1.0,4,2,0,CAN,2.0,RANDALL R,0 - 2,480,CAN,8:00
Starting goalkeeper,1.0,4,2,0,CAN,2.0,TEMPESTI S,0 - 2,480,ITA,8:00
Sprint won possession,10.0,4,2,0,CAN,2.0,LUONGO S,0 - 2,480,ITA,8:00
Turnover foul,11.0,4,2,0,CAN,2.0,AICARDI M,0 - 2,451,ITA,7:31
Penalty foul,9.0,4,2,0,CAN,2.0,GITTO N,0 - 2,439,ITA,7:19
Penalty shot - Saved,10.0,4,2,0,CAN,2.0,CONWAY J,0 - 2,439,CAN,7:19
Turnover foul,2.0,4,2,0,CAN,2.0,DI FULVIO F,0 - 2,410,ITA,6:50
5m shot - Saved,11.0,4,2,0,CAN,2.0,TORAKIS G,0 - 2,381,CAN,6:21
5m shot - Goal,11.0,4,2,1,CAN,2.0,TORAKIS G,1 - 2,361,CAN,6:01
20 sec. exclusion in centre,2.0,4,2,1,CAN,2.0,KUDABA C,1 - 2,341,CAN,5:41
Extra player shot - Saved,3.0,4,2,1,CAN,2.0,VELOTTO A,1 - 2,319,ITA,5:19
20 sec. exclusion in centre,12.0,4,2,1,CAN,2.0,BARALDI F,1 - 2,303,ITA,5:03
Turnover foul,5.0,4,2,1,CAN,2.0,BOYD J,1 - 2,281,CAN,4:41
5m shot - Missed,5.0,4,2,1,CAN,2.0,GIORGETTI A,1 - 2,265,ITA,4:25
Turnover foul,11.0,4,2,1,CAN,2.0,TORAKIS G,1 - 2,239,CAN,3:59
Steal,11.0,4,2,1,CAN,2.0,AICARDI M,1 - 2,239,ITA,3:59
5m shot - Post,10.0,4,2,1,CAN,2.0,LUONGO S,1 - 2,220,ITA,3:40
Turnover foul,7.0,4,2,1,CAN,2.0,GIACOPPO M,1 - 2,192,ITA,3:12
20 sec. exclusion in centre,3.0,4,2,1,CAN,2.0,VELOTTO A,1 - 2,172,ITA,2:52
Time-Out,,4,2,1,CAN,2.0,,1 - 2,172,CAN,2:52
Action shot - Saved,10.0,4,2,1,CAN,2.0,CONWAY J,1 - 2,149,CAN,2:29
5m shot - Post,11.0,4,2,1,CAN,2.0,TORAKIS G,1 - 2,124,CAN,2:04
Centre shot - Goal,11.0,4,3,1,CAN,2.0,AICARDI M,1 - 3,97,ITA,1:37
5m shot - Post,5.0,4,3,1,CAN,2.0,BOYD J,1 - 3,70,CAN,1:10
20 sec. exclusion in centre,8.0,4,3,1,CAN,2.0,GRAHAM K,1 - 3,45,CAN,0:45
Time-Out,,4,3,1,CAN,2.0,,1 - 3,45,ITA,0:45
Turnover foul,6.0,4,3,1,CAN,2.0,FONDELLI A,1 - 3,18,ITA,0:18
Steal,8.0,4,3,1,CAN,2.0,GRAHAM K,1 - 3,18,CAN,0:18
5m shot - Post,8.0,4,3,1,CAN,2.0,GRAHAM K,1 - 3,2,CAN,0:02
Starting goalkeeper,1.0,4,3,1,CAN,3.0,RANDALL R,1 - 3,480,CAN,8:00
Starting goalkeeper,1.0,4,3,1,CAN,3.0,TEMPESTI S,1 - 3,480,ITA,8:00
Sprint won possession,4.0,4,3,1,CAN,3.0,FIGLIOLI P,1 - 3,480,ITA,8:00
Turnover foul,10.0,4,3,1,CAN,3.0,LUONGO S,1 - 3,452,ITA,7:32
5m shot - Saved,5.0,4,3,1,CAN,3.0,BOYD J,1 - 3,429,CAN,7:09
Turnover foul,5.0,4,3,1,CAN,3.0,BOYD J,1 - 3,406,CAN,6:46
5m shot - Missed,10.0,4,3,1,CAN,3.0,LUONGO S,1 - 3,382,ITA,6:22
20 sec. exclusion in centre,4.0,4,3,1,CAN,3.0,FIGLIOLI P,1 - 3,372,ITA,6:12
Extra player shot - Saved,5.0,4,3,1,CAN,3.0,BOYD J,1 - 3,350,CAN,5:50
Turnover foul,10.0,4,3,1,CAN,3.0,LUONGO S,1 - 3,335,ITA,5:35
Turnover foul,4.0,4,3,1,CAN,3.0,CONSTANTIN-BICARI,1 - 3,317,CAN,5:17
Turnover foul,12.0,4,3,1,CAN,3.0,BARALDI F,1 - 3,293,ITA,4:53
5m shot - Blocked,11.0,4,3,1,CAN,3.0,TORAKIS G,1 - 3,264,CAN,4:24
Time-Out,,4,3,1,CAN,3.0,,1 - 3,264,ITA,4:24
Action shot - Saved,11.0,4,3,1,CAN,3.0,AICARDI M,1 - 3,243,ITA,4:03
20 sec. exclusion in centre,7.0,4,3,1,CAN,3.0,GIACOPPO M,1 - 3,230,ITA,3:50
Extra player shot - Goal,2.0,4,3,2,CAN,3.0,KUDABA C,2 - 3,214,CAN,3:34
Action shot - Saved,5.0,4,3,2,CAN,3.0,GIORGETTI A,2 - 3,191,ITA,3:11
Turnover foul,3.0,4,3,2,CAN,3.0,VIKALO O,2 - 3,179,CAN,2:59
20 sec. exclusion in centre,6.0,4,3,2,CAN,3.0,FONDELLI A,2 - 3,175,ITA,2:55
Time-Out,,4,3,2,CAN,3.0,,2 - 3,172,CAN,2:52
Turnover foul,7.0,4,3,2,CAN,3.0,TASCHEREAU A,2 - 3,159,CAN,2:39
Steal,2.0,4,3,2,CAN,3.0,DI FULVIO F,2 - 3,159,ITA,2:39
20 sec. exclusion in centre,7.0,4,3,2,CAN,3.0,TASCHEREAU A,2 - 3,154,CAN,2:34
Action shot - Goal,5.0,4,4,2,CAN,3.0,GIORGETTI A,2 - 4,132,ITA,2:12
Yellow card,,4,4,2,CAN,3.0,Team Official,2 - 4,132,CAN,2:12
Turnover foul,8.0,4,4,2,CAN,3.0,GRAHAM K,2 - 4,118,CAN,1:58
5m shot - Goal,4.0,4,5,2,CAN,3.0,FIGLIOLI P,2 - 5,95,ITA,1:35
Turnover foul,2.0,4,5,2,CAN,3.0,DI FULVIO F,2 - 5,37,ITA,0:37
Action shot - Missed,10.0,4,5,2,CAN,3.0,CONWAY J,2 - 5,1,CAN,0:01
Starting goalkeeper,1.0,4,5,2,CAN,4.0,RANDALL R,2 - 5,480,CAN,8:00
Starting goalkeeper,1.0,4,5,2,CAN,4.0,TEMPESTI S,2 - 5,480,ITA,8:00
Sprint won possession,4.0,4,5,2,CAN,4.0,FIGLIOLI P,2 - 5,480,ITA,8:00
5m shot - Post,9.0,4,5,2,CAN,4.0,GITTO N,2 - 5,451,ITA,7:31
Double exclusion,11.0,4,5,2,CAN,4.0,TORAKIS G,2 - 5,448,CAN,7:28
Double exclusion,11.0,4,5,2,CAN,4.0,AICARDI M,2 - 5,448,ITA,7:28
20 sec. exclusion in centre,9.0,4,5,2,CAN,4.0,GITTO N,2 - 5,430,ITA,7:10
Extra player shot - Post,12.0,4,5,2,CAN,4.0,MCELROY J,2 - 5,421,CAN,7:01
20 sec. exclusion in centre,11.0,4,5,2,CAN,4.0,TORAKIS G,2 - 5,410,CAN,6:50
Extra player shot - Goal,9.0,4,6,2,CAN,4.0,GITTO N,2 - 6,393,ITA,6:33
5m shot - Saved,5.0,4,6,2,CAN,4.0,BOYD J,2 - 6,370,CAN,6:10
Action shot - Blocked,8.0,4,6,2,CAN,4.0,GRAHAM K,2 - 6,351,CAN,5:51
Action shot - Goal,12.0,4,7,2,CAN,4.0,BARALDI F,2 - 7,324,ITA,5:24
20 sec. exclusion in centre,3.0,4,7,2,CAN,4.0,VELOTTO A,2 - 7,305,ITA,5:05
Penalty foul,11.0,4,7,2,CAN,4.0,AICARDI M,2 - 7,300,ITA,5:00
Exclusion with substitution,11.0,4,7,2,CAN,4.0,AICARDI M,2 - 7,300,ITA,5:00
Yellow card,,4,7,2,CAN,4.0,Team Official,2 - 7,296,ITA,4:56
Penalty shot - Saved,12.0,4,7,2,CAN,4.0,MCELROY J,2 - 7,296,CAN,4:56
5m shot - Saved,9.0,4,7,2,CAN,4.0,HALAJIAN M,2 - 7,279,CAN,4:39
Turnover foul,2.0,4,7,2,CAN,4.0,KUDABA C,2 - 7,273,CAN,4:33
5m shot - Post,6.0,4,7,2,CAN,4.0,FONDELLI A,2 - 7,245,ITA,4:05
Turnover foul,8.0,4,7,2,CAN,4.0,GRAHAM K,2 - 7,217,CAN,3:37
Steal,6.0,4,7,2,CAN,4.0,FONDELLI A,2 - 7,217,ITA,3:37
Turnover foul,10.0,4,7,2,CAN,4.0,LUONGO S,2 - 7,190,ITA,3:10
Steal,1.0,4,7,2,CAN,4.0,RANDALL R,2 - 7,190,CAN,3:10
Turnover foul,8.0,4,7,2,CAN,4.0,GRAHAM K,2 - 7,175,CAN,2:55
5m shot - Saved,10.0,4,7,2,CAN,4.0,LUONGO S,2 - 7,149,ITA,2:29
Time-Out,,4,7,2,CAN,4.0,,2 - 7,145,CAN,2:25
Turnover foul,10.0,4,7,2,CAN,4.0,CONWAY J,2 - 7,119,CAN,1:59
Steal,3.0,4,7,2,CAN,4.0,VELOTTO A,2 - 7,119,ITA,1:59
Turnover foul,12.0,4,7,2,CAN,4.0,BARALDI F,2 - 7,97,ITA,1:37
Action shot - Missed,7.0,4,7,2,CAN,4.0,TASCHEREAU A,2 - 7,72,CAN,1:12
Time-Out,,4,7,2,CAN,4.0,,2 - 7,72,ITA,1:12
Goalkeeper substitution,13.0,4,7,2,CAN,4.0,DEL LUNGO M,2 - 7,72,ITA,1:12
20 sec. exclusion in centre,7.0,4,7,2,CAN,4.0,TASCHEREAU A,2 - 7,52,CAN,0:52
Extra player shot - Goal,3.0,4,8,2,CAN,4.0,VELOTTO A,2 - 8,52,ITA,0:52
20 sec. exclusion in centre,11.0,4,8,2,CAN,4.0,TORAKIS G,2 - 8,32,CAN,0:32
Exclusion with substitution,11.0,4,8,2,CAN,4.0,TORAKIS G,2 - 8,32,CAN,0:32
Action shot - Post,6.0,4,8,2,CAN,4.0,FONDELLI A,2 - 8,8,ITA,0:08
Starting goalkeeper,1.0,5,0,0,HUN,1.0,NAGY V,0 - 0,480,HUN,8:00
Starting goalkeeper,1.0,5,0,0,HUN,1.0,TEMPESTI S,0 - 0,480,ITA,8:00
Sprint won possession,4.0,5,0,0,HUN,1.0,FIGLIOLI P,0 - 0,480,ITA,8:00
20 sec. exclusion in centre,2.0,5,0,0,HUN,1.0,GOR-NAGY M,0 - 0,464,HUN,7:44
Action shot - Saved,4.0,5,0,0,HUN,1.0,FIGLIOLI P,0 - 0,442,ITA,7:22
Turnover foul,10.0,5,0,0,HUN,1.0,VARGA D,0 - 0,415,HUN,6:55
Turnover foul,5.0,5,0,0,HUN,1.0,GIORGETTI A,0 - 0,399,ITA,6:39
20 sec. exclusion in centre,5.0,5,0,0,HUN,1.0,GIORGETTI A,0 - 0,379,ITA,6:19
Extra player shot - Goal,10.0,5,0,1,HUN,1.0,VARGA D,1 - 0,360,HUN,6:00
5m shot - Saved,7.0,5,0,1,HUN,1.0,GIACOPPO M,1 - 0,330,ITA,5:30
Turnover foul,9.0,5,0,1,HUN,1.0,VARGA D,1 - 0,298,HUN,4:58
Steal,7.0,5,0,1,HUN,1.0,GIACOPPO M,1 - 0,298,ITA,4:58
5m shot - Missed,4.0,5,0,1,HUN,1.0,FIGLIOLI P,1 - 0,272,ITA,4:32
5m shot - Missed,9.0,5,0,1,HUN,1.0,VARGA D,1 - 0,251,HUN,4:11
Action shot - Saved,4.0,5,0,1,HUN,1.0,FIGLIOLI P,1 - 0,223,ITA,3:43
Time-Out,,5,0,1,HUN,1.0,,1 - 0,206,HUN,3:26
5m shot - Blocked,5.0,5,0,1,HUN,1.0,VAMOS M,1 - 0,193,HUN,3:13
20 sec. exclusion in centre,6.0,5,0,1,HUN,1.0,HOSNYANSZKY N,1 - 0,177,HUN,2:57
Time-Out,,5,0,1,HUN,1.0,,1 - 0,177,ITA,2:57
Turnover foul,5.0,5,0,1,HUN,1.0,GIORGETTI A,1 - 0,158,ITA,2:38
20 sec. exclusion in centre,8.0,5,0,1,HUN,1.0,PRESCIUTTI N,1 - 0,130,ITA,2:10
Extra player shot - Goal,4.0,5,0,2,HUN,1.0,ERDELYI B,2 - 0,115,HUN,1:55
20 sec. exclusion in centre,10.0,5,0,2,HUN,1.0,VARGA D,2 - 0,103,HUN,1:43
Extra player shot - Goal,5.0,5,1,2,HUN,1.0,GIORGETTI A,2 - 1,85,ITA,1:25
20 sec. exclusion in centre,9.0,5,1,2,HUN,1.0,GITTO N,2 - 1,63,ITA,1:03
Extra player shot - Blocked,3.0,5,1,2,HUN,1.0,MADARAS N,2 - 1,44,HUN,0:44
Turnover foul,8.0,5,1,2,HUN,1.0,SZIVOS M,2 - 1,15,HUN,0:15
20 sec. exclusion in centre,7.0,5,1,2,HUN,1.0,ANGYAL D,2 - 1,13,HUN,0:13
Extra player shot - Goal,12.0,5,2,2,HUN,1.0,BARALDI F,2 - 2,1,ITA,0:01
Starting goalkeeper,1.0,5,2,2,HUN,2.0,NAGY V,2 - 2,480,HUN,8:00
Starting goalkeeper,1.0,5,2,2,HUN,2.0,TEMPESTI S,2 - 2,480,ITA,8:00
Sprint won possession,4.0,5,2,2,HUN,2.0,ERDELYI B,2 - 2,480,HUN,8:00
Turnover foul,10.0,5,2,2,HUN,2.0,VARGA D,2 - 2,460,HUN,7:40
Turnover foul,7.0,5,2,2,HUN,2.0,GIACOPPO M,2 - 2,434,ITA,7:14
20 sec. exclusion in field,3.0,5,2,2,HUN,2.0,VELOTTO A,2 - 2,411,ITA,6:51
Extra player shot - Goal,9.0,5,2,3,HUN,2.0,VARGA D,3 - 2,405,HUN,6:45
20 sec. exclusion in centre,5.0,5,2,3,HUN,2.0,VAMOS M,3 - 2,389,HUN,6:29
Extra player shot - Goal,2.0,5,3,3,HUN,2.0,DI FULVIO F,3 - 3,370,ITA,6:10
Turnover foul,8.0,5,3,3,HUN,2.0,SZIVOS M,3 - 3,344,HUN,5:44
Action shot - Saved,2.0,5,3,3,HUN,2.0,DI FULVIO F,3 - 3,318,ITA,5:18
Action shot - Post,9.0,5,3,3,HUN,2.0,VARGA D,3 - 3,296,HUN,4:56
20 sec. exclusion in centre,3.0,5,3,3,HUN,2.0,MADARAS N,3 - 3,272,HUN,4:32
Extra player shot - Blocked,6.0,5,3,3,HUN,2.0,FONDELLI A,3 - 3,252,ITA,4:12
20 sec. exclusion in centre,6.0,5,3,3,HUN,2.0,FONDELLI A,3 - 3,238,ITA,3:58
Extra player shot - Goal,9.0,5,3,4,HUN,2.0,VARGA D,4 - 3,222,HUN,3:42
20 sec. exclusion in centre,7.0,5,3,4,HUN,2.0,ANGYAL D,4 - 3,202,HUN,3:22
