Action,CRO,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Action shot - Goal,4,3.0,3,1,JPN,1.0,FATOVIC L,1 - 4,79,CRO,1:19
Time-Out,4,,3,1,JPN,1.0,,1 - 4,79,JPN,1:19
Turnover foul,4,8.0,3,1,JPN,1.0,TAKATA M,1 - 4,58,JPN,0:58
20 sec. exclusion in centre,4,11.0,3,1,JPN,1.0,OKAWA K,1 - 4,31,JPN,0:31
Extra player shot - Goal,5,4.0,3,1,JPN,1.0,LONCAR L,1 - 5,28,CRO,0:28
5m shot - Saved,5,11.0,3,1,JPN,1.0,OKAWA K,1 - 5,1,JPN,0:01
Starting goalkeeper,5,1.0,3,1,JPN,2.0,TANAMURA K,1 - 5,480,JPN,8:00
Starting goalkeeper,5,1.0,3,1,JPN,2.0,BIJAC M,1 - 5,480,CRO,8:00
Sprint won possession,5,11.0,3,1,JPN,2.0,SETKA A,1 - 5,480,CRO,8:00
Action shot - Missed,5,10.0,3,1,JPN,2.0,KRAPIC I,1 - 5,461,CRO,7:41
Centre shot - Saved,5,8.0,3,1,JPN,2.0,TAKATA M,1 - 5,448,JPN,7:28
5m shot - Goal,6,9.0,3,1,JPN,2.0,SUKNO S,1 - 6,432,CRO,7:12
5m shot - Blocked,6,9.0,3,1,JPN,2.0,ARAI A,1 - 6,404,JPN,6:44
20 sec. exclusion in centre,6,8.0,3,1,JPN,2.0,BUSLJE A,1 - 6,356,CRO,5:56
Extra player shot - Goal,6,5.0,3,2,JPN,2.0,YOSHIDA T,2 - 6,340,JPN,5:40
Action shot - Saved,6,4.0,3,2,JPN,2.0,LONCAR L,2 - 6,313,CRO,5:13
5m shot - Post,6,4.0,3,2,JPN,2.0,SHIGA M,2 - 6,300,JPN,5:00
Counter attack - Goal,7,6.0,3,2,JPN,2.0,BULJUBASIC I,2 - 7,288,CRO,4:48
5m shot - Saved,7,11.0,3,2,JPN,2.0,OKAWA K,2 - 7,256,JPN,4:16
20 sec. exclusion in field,7,4.0,3,2,JPN,2.0,SHIGA M,2 - 7,243,JPN,4:03
Extra player shot - Goal,8,4.0,3,2,JPN,2.0,LONCAR L,2 - 8,228,CRO,3:48
5m shot - Blocked,8,6.0,3,2,JPN,2.0,IIDA A,2 - 8,196,JPN,3:16
5m shot - Saved,8,6.0,3,2,JPN,2.0,BULJUBASIC I,2 - 8,166,CRO,2:46
Turnover foul,8,8.0,3,2,JPN,2.0,TAKATA M,2 - 8,152,JPN,2:32
Steal,8,9.0,3,2,JPN,2.0,SUKNO S,2 - 8,152,CRO,2:32
Turnover foul,8,9.0,3,2,JPN,2.0,SUKNO S,2 - 8,135,CRO,2:15
Steal,8,1.0,3,2,JPN,2.0,TANAMURA K,2 - 8,135,JPN,2:15
Turnover foul,8,2.0,3,2,JPN,2.0,ADACHI S,2 - 8,125,JPN,2:05
Steal,8,9.0,3,2,JPN,2.0,SUKNO S,2 - 8,125,CRO,2:05
Time-Out,8,,3,2,JPN,2.0,,2 - 8,125,CRO,2:05
5m shot - Goal,9,12.0,3,2,JPN,2.0,GARCIA GADEA J,2 - 9,100,CRO,1:40
5m shot - Goal,10,5.0,3,2,JPN,2.0,JOKOVIC M,2 - 10,66,CRO,1:06
Action shot - Goal,10,10.0,3,3,JPN,2.0,INABA K,3 - 10,37,JPN,0:37
Action shot - Missed,10,2.0,3,3,JPN,2.0,MACAN M,3 - 10,13,CRO,0:13
5m shot - Goal,10,6.0,3,4,JPN,2.0,IIDA A,4 - 10,3,JPN,0:03
5m shot - Saved,10,9.0,3,4,JPN,2.0,SUKNO S,4 - 10,1,CRO,0:01
Starting goalkeeper,10,1.0,3,4,JPN,3.0,TANAMURA K,4 - 10,480,JPN,8:00
Starting goalkeeper,10,1.0,3,4,JPN,3.0,BIJAC M,4 - 10,480,CRO,8:00
Turnover foul,10,10.0,3,4,JPN,4.0,KRAPIC I,4 - 10,150,CRO,2:30
Steal,10,6.0,3,4,JPN,4.0,IIDA A,4 - 10,150,JPN,2:30
20 sec. exclusion in field,10,11.0,3,4,JPN,4.0,SETKA A,4 - 10,135,CRO,2:15
Time-Out,10,,3,4,JPN,4.0,,4 - 10,134,JPN,2:14
Action shot - Saved,10,11.0,3,4,JPN,4.0,OKAWA K,4 - 10,113,JPN,1:53
Turnover foul,10,9.0,3,4,JPN,4.0,ARAI A,4 - 10,99,JPN,1:39
Sprint won possession,10,2.0,3,4,JPN,3.0,ADACHI S,4 - 10,480,JPN,8:00
5m shot - Goal,10,9.0,3,5,JPN,3.0,ARAI A,5 - 10,462,JPN,7:42
20 sec. exclusion in field,10,11.0,3,5,JPN,3.0,OKAWA K,5 - 10,442,JPN,7:22
Extra player shot - Goal,11,9.0,3,5,JPN,3.0,SUKNO S,5 - 11,435,CRO,7:15
20 sec. exclusion in centre,11,5.0,3,5,JPN,3.0,JOKOVIC M,5 - 11,413,CRO,6:53
Action shot - Saved,11,8.0,3,5,JPN,3.0,TAKATA M,5 - 11,398,JPN,6:38
Turnover foul,11,12.0,3,5,JPN,3.0,GARCIA GADEA J,5 - 11,381,CRO,6:21
Steal,11,1.0,3,5,JPN,3.0,TANAMURA K,5 - 11,381,JPN,6:21
Action shot - Blocked,11,8.0,3,5,JPN,3.0,TAKATA M,5 - 11,363,JPN,6:03
Counter attack - Goal,12,9.0,3,5,JPN,3.0,SUKNO S,5 - 12,354,CRO,5:54
Turnover foul,12,6.0,3,5,JPN,3.0,IIDA A,5 - 12,336,JPN,5:36
Steal,12,5.0,3,5,JPN,3.0,JOKOVIC M,5 - 12,336,CRO,5:36
Centre shot - Post,12,10.0,3,5,JPN,3.0,KRAPIC I,5 - 12,312,CRO,5:12
5m shot - Post,12,4.0,3,5,JPN,3.0,SHIGA M,5 - 12,297,JPN,4:57
20 sec. exclusion in centre,12,6.0,3,5,JPN,3.0,BULJUBASIC I,5 - 12,291,CRO,4:51
Time-Out,12,,3,5,JPN,3.0,,5 - 12,288,JPN,4:48
Turnover foul,12,9.0,3,5,JPN,3.0,ARAI A,5 - 12,263,JPN,4:23
Steal,12,10.0,3,5,JPN,3.0,KRAPIC I,5 - 12,263,CRO,4:23
Turnover foul,12,3.0,3,5,JPN,3.0,FATOVIC L,5 - 12,244,CRO,4:04
Steal,12,4.0,3,5,JPN,3.0,SHIGA M,5 - 12,244,JPN,4:04
Turnover foul,12,9.0,3,5,JPN,3.0,ARAI A,5 - 12,225,JPN,3:45
Steal,12,1.0,3,5,JPN,3.0,BIJAC M,5 - 12,225,CRO,3:45
Action shot - Goal,13,7.0,3,5,JPN,3.0,VUKICEVIC A,5 - 13,203,CRO,3:23
Goalkeeper substitution,13,1.0,3,5,JPN,3.0,BIJAC M,5 - 13,175,CRO,2:55
5m shot - Blocked,13,6.0,3,5,JPN,3.0,IIDA A,5 - 13,170,JPN,2:50
Turnover foul,13,11.0,3,5,JPN,3.0,OKAWA K,5 - 13,159,JPN,2:39
Steal,13,9.0,3,5,JPN,3.0,SUKNO S,5 - 13,159,CRO,2:39
Turnover foul,13,9.0,3,5,JPN,3.0,SUKNO S,5 - 13,139,CRO,2:19
5m shot - Blocked,13,10.0,3,5,JPN,3.0,INABA K,5 - 13,110,JPN,1:50
Time-Out,13,,3,5,JPN,3.0,,5 - 13,110,CRO,1:50
Turnover foul,13,12.0,3,5,JPN,3.0,GARCIA GADEA J,5 - 13,101,CRO,1:41
Turnover foul,13,10.0,3,5,JPN,3.0,INABA K,5 - 13,92,JPN,1:32
Steal,13,9.0,3,5,JPN,3.0,SUKNO S,5 - 13,92,CRO,1:32
Action shot - Post,13,3.0,3,5,JPN,3.0,FATOVIC L,5 - 13,69,CRO,1:09
Action shot - Post,13,8.0,3,5,JPN,3.0,TAKATA M,5 - 13,55,JPN,0:55
20 sec. exclusion in centre,13,6.0,3,5,JPN,3.0,IIDA A,5 - 13,36,JPN,0:36
Extra player shot - Goal,14,4.0,3,5,JPN,3.0,LONCAR L,5 - 14,17,CRO,0:17
Starting goalkeeper,14,1.0,3,5,JPN,4.0,TANAMURA K,5 - 14,480,JPN,8:00
Starting goalkeeper,14,1.0,3,5,JPN,4.0,BIJAC M,5 - 14,480,CRO,8:00
Sprint won possession,14,2.0,3,5,JPN,4.0,ADACHI S,5 - 14,480,JPN,8:00
Turnover foul,14,7.0,3,5,JPN,4.0,SHIMIZU Y,5 - 14,461,JPN,7:41
Steal,14,6.0,3,5,JPN,4.0,BULJUBASIC I,5 - 14,461,CRO,7:41
20 sec. exclusion in centre,14,6.0,3,5,JPN,4.0,IIDA A,5 - 14,442,JPN,7:22
Extra player shot - Goal,15,3.0,3,5,JPN,4.0,FATOVIC L,5 - 15,439,CRO,7:19
20 sec. exclusion in centre,15,6.0,3,5,JPN,4.0,BULJUBASIC I,5 - 15,420,CRO,7:00
Turnover foul,15,5.0,3,5,JPN,4.0,YOSHIDA T,5 - 15,409,JPN,6:49
Steal,15,5.0,3,5,JPN,4.0,JOKOVIC M,5 - 15,409,CRO,6:49
Action shot - Saved,15,11.0,3,5,JPN,4.0,SETKA A,5 - 15,379,CRO,6:19
Turnover foul,15,5.0,3,5,JPN,4.0,YOSHIDA T,5 - 15,348,JPN,5:48
Steal,15,8.0,3,5,JPN,4.0,BUSLJE A,5 - 15,348,CRO,5:48
20 sec. exclusion in centre,15,5.0,3,5,JPN,4.0,YOSHIDA T,5 - 15,327,JPN,5:27
Extra player shot - Goal,16,3.0,3,5,JPN,4.0,FATOVIC L,5 - 16,319,CRO,5:19
Action shot - Saved,16,12.0,3,5,JPN,4.0,ARAKI K,5 - 16,283,JPN,4:43
Action shot - Missed,16,4.0,3,5,JPN,4.0,LONCAR L,5 - 16,267,CRO,4:27
Action shot - Saved,16,2.0,3,5,JPN,4.0,ADACHI S,5 - 16,253,JPN,4:13
Action shot - Goal,16,9.0,3,6,JPN,4.0,ARAI A,6 - 16,232,JPN,3:52
Turnover foul,16,7.0,3,6,JPN,4.0,VUKICEVIC A,6 - 16,204,CRO,3:24
Steal,16,11.0,3,6,JPN,4.0,OKAWA K,6 - 16,204,JPN,3:24
20 sec. exclusion in field,16,3.0,3,6,JPN,4.0,FATOVIC L,6 - 16,204,CRO,3:24
Penalty foul,16,10.0,3,6,JPN,4.0,KRAPIC I,6 - 16,185,CRO,3:05
Penalty shot - Saved,16,2.0,3,6,JPN,4.0,ADACHI S,6 - 16,184,JPN,3:04
Steal,16,1.0,3,6,JPN,4.0,BIJAC M,6 - 16,99,CRO,1:39
5m shot - Post,16,7.0,3,6,JPN,4.0,VUKICEVIC A,6 - 16,75,CRO,1:15
5m shot - Post,16,9.0,3,6,JPN,4.0,ARAI A,6 - 16,59,JPN,0:59
Time-Out,16,,3,6,JPN,4.0,,6 - 16,59,CRO,0:59
Turnover foul,16,7.0,3,6,JPN,4.0,VUKICEVIC A,6 - 16,36,CRO,0:36
Steal,16,1.0,3,6,JPN,4.0,TANAMURA K,6 - 16,36,JPN,0:36
Starting goalkeeper,0,1.0,4,0,ITA,1.0,BIJAC M,0 - 0,480,CRO,8:00
Starting goalkeeper,0,1.0,4,0,ITA,1.0,TEMPESTI S,0 - 0,480,ITA,8:00
Sprint won possession,0,2.0,4,0,ITA,1.0,di FULVIO F,0 - 0,480,ITA,8:00
Steal,0,8.0,4,0,ITA,1.0,BUSLJE A,0 - 0,451,CRO,7:31
Turnover foul,0,4.0,4,0,ITA,1.0,FIGLIOLI P,0 - 0,451,ITA,7:31
20 sec. exclusion in centre,0,3.0,4,0,ITA,1.0,GITTO N,0 - 0,424,ITA,7:04
Extra player shot - Goal,1,11.0,4,0,ITA,1.0,SETKA A,1 - 0,408,CRO,6:48
20 sec. exclusion in centre,1,8.0,4,0,ITA,1.0,BUSLJE A,1 - 0,390,CRO,6:30
Extra player shot - Saved,1,2.0,4,0,ITA,1.0,di FULVIO F,1 - 0,371,ITA,6:11
Turnover foul,1,7.0,4,0,ITA,1.0,NORA A,1 - 0,349,ITA,5:49
Steal,1,4.0,4,0,ITA,1.0,LONCAR L,1 - 0,349,CRO,5:49
Penalty foul,1,12.0,4,0,ITA,1.0,BERTOLI Z,1 - 0,330,ITA,5:30
Penalty shot - Goal,2,9.0,4,0,ITA,1.0,SUKNO S,2 - 0,330,CRO,5:30
Time-Out,2,,4,0,ITA,1.0,,2 - 0,330,ITA,5:30
Turnover foul,2,8.0,4,0,ITA,1.0,FONDELLI A,2 - 0,308,ITA,5:08
Steal,2,6.0,4,0,ITA,1.0,BULJUBASIC I,2 - 0,308,CRO,5:08
5m shot - Saved,2,6.0,4,0,ITA,1.0,BULJUBASIC I,2 - 0,273,CRO,4:33
5m shot - Blocked,2,2.0,4,0,ITA,1.0,di FULVIO F,2 - 0,247,ITA,4:07
20 sec. exclusion in centre,2,6.0,4,0,ITA,1.0,BULJUBASIC I,2 - 0,237,CRO,3:57
Extra player shot - Goal,2,9.0,4,1,ITA,1.0,RENZUTO IODICE V,2 - 1,220,ITA,3:40
Turnover foul,2,10.0,4,1,ITA,1.0,KRAPIC I,2 - 1,204,CRO,3:24
Steal,2,6.0,4,1,ITA,1.0,MIRARCHI C,2 - 1,204,ITA,3:24
Centre shot - Goal,2,11.0,4,2,ITA,1.0,AICARDI M,2 - 2,187,ITA,3:07
20 sec. exclusion in centre,2,5.0,4,2,ITA,1.0,PRESCIUTTI N,2 - 2,172,ITA,2:52
20 sec. exclusion in centre,2,8.0,4,2,ITA,1.0,FONDELLI A,2 - 2,156,ITA,2:36
Extra player shot - Goal,3,9.0,4,2,ITA,1.0,SUKNO S,3 - 2,149,CRO,2:29
20 sec. exclusion in centre,3,2.0,4,2,ITA,1.0,MACAN M,3 - 2,129,CRO,2:09
Extra player shot - Saved,3,10.0,4,2,ITA,1.0,BODEGAS M,3 - 2,111,ITA,1:51
Centre shot - Saved,3,2.0,4,2,ITA,1.0,di FULVIO F,3 - 2,82,ITA,1:22
Centre shot - Saved,3,4.0,4,2,ITA,1.0,LONCAR L,3 - 2,57,CRO,0:57
20 sec. exclusion in centre,3,12.0,4,2,ITA,1.0,GARCIA GADEA J,3 - 2,36,CRO,0:36
Extra player shot - Blocked,3,7.0,4,2,ITA,1.0,NORA A,3 - 2,19,ITA,0:19
Time-Out,3,,4,2,ITA,1.0,,3 - 2,17,CRO,0:17
5m shot - Saved,3,12.0,4,2,ITA,1.0,GARCIA GADEA J,3 - 2,1,CRO,0:01
Starting goalkeeper,3,1.0,4,2,ITA,2.0,BIJAC M,3 - 2,480,CRO,8:00
Starting goalkeeper,3,1.0,4,2,ITA,2.0,TEMPESTI S,3 - 2,480,ITA,8:00
Sprint won possession,3,4.0,4,2,ITA,2.0,FIGLIOLI P,3 - 2,480,ITA,8:00
Action shot - Saved,3,4.0,4,2,ITA,2.0,FIGLIOLI P,3 - 2,452,ITA,7:32
20 sec. exclusion in centre,3,3.0,4,2,ITA,2.0,GITTO N,3 - 2,430,ITA,7:10
Action shot - Saved,3,5.0,4,2,ITA,2.0,JOKOVIC M,3 - 2,407,CRO,6:47
5m shot - Saved,3,5.0,4,2,ITA,2.0,PRESCIUTTI N,3 - 2,378,ITA,6:18
Turnover foul,3,6.0,4,2,ITA,2.0,BULJUBASIC I,3 - 2,348,CRO,5:48
Steal,3,11.0,4,2,ITA,2.0,AICARDI M,3 - 2,348,ITA,5:48
5m shot - Goal,3,4.0,4,3,ITA,2.0,FIGLIOLI P,3 - 3,322,ITA,5:22
20 sec. exclusion in centre,3,6.0,4,3,ITA,2.0,MIRARCHI C,3 - 3,298,ITA,4:58
Extra player shot - Goal,4,9.0,4,3,ITA,2.0,SUKNO S,4 - 3,278,CRO,4:38
5m shot - Missed,4,4.0,4,3,ITA,2.0,FIGLIOLI P,4 - 3,252,ITA,4:12
20 sec. exclusion in centre,4,10.0,4,3,ITA,2.0,BODEGAS M,4 - 3,224,ITA,3:44
Time-Out,4,,4,3,ITA,2.0,,4 - 3,224,CRO,3:44
Action shot - Post,4,8.0,4,3,ITA,2.0,BUSLJE A,4 - 3,200,CRO,3:20
20 sec. exclusion in centre,4,10.0,4,3,ITA,2.0,KRAPIC I,4 - 3,183,CRO,3:03
Time-Out,4,,4,3,ITA,2.0,,4 - 3,183,ITA,3:03
5m shot - Blocked,4,4.0,4,3,ITA,2.0,FIGLIOLI P,4 - 3,158,ITA,2:38
Counter attack - Goal,5,12.0,4,3,ITA,2.0,GARCIA GADEA J,5 - 3,146,CRO,2:26
20 sec. exclusion in centre,5,11.0,4,3,ITA,2.0,SETKA A,5 - 3,129,CRO,2:09
Extra player shot - Goal,5,10.0,4,4,ITA,2.0,BODEGAS M,5 - 4,113,ITA,1:53
20 sec. exclusion in centre,5,5.0,4,4,ITA,2.0,PRESCIUTTI N,5 - 4,87,ITA,1:27
Extra player shot - Saved,5,3.0,4,4,ITA,2.0,FATOVIC L,5 - 4,65,CRO,1:05
20 sec. exclusion in centre,5,5.0,4,4,ITA,2.0,JOKOVIC M,5 - 4,40,CRO,0:40
Extra player shot - Goal,5,2.0,4,5,ITA,2.0,di FULVIO F,5 - 5,22,ITA,0:22
Centre shot - Saved,5,4.0,4,5,ITA,2.0,LONCAR L,5 - 5,8,CRO,0:08
20 sec. exclusion in centre,5,8.0,4,5,ITA,4.0,BUSLJE A,5 - 5,64,CRO,1:04
Extra player shot - Blocked,5,4.0,4,5,ITA,4.0,FIGLIOLI P,5 - 5,52,ITA,0:52
Extra player shot - Blocked,5,9.0,4,5,ITA,4.0,RENZUTO IODICE V,5 - 5,40,ITA,0:40
5m shot - Missed,5,4.0,4,5,ITA,2.0,FIGLIOLI P,5 - 5,1,ITA,0:01
Starting goalkeeper,5,13.0,4,5,ITA,3.0,MARCELIC I,5 - 5,480,CRO,8:00
Starting goalkeeper,5,1.0,4,5,ITA,3.0,TEMPESTI S,5 - 5,480,ITA,8:00
Sprint won possession,5,2.0,4,5,ITA,3.0,di FULVIO F,5 - 5,480,ITA,8:00
20 sec. exclusion in field,5,11.0,4,5,ITA,3.0,SETKA A,5 - 5,466,CRO,7:46
Extra player shot - Missed,5,10.0,4,5,ITA,3.0,BODEGAS M,5 - 5,444,ITA,7:24
Turnover foul,5,11.0,4,5,ITA,3.0,SETKA A,5 - 5,425,CRO,7:05
Steal,5,2.0,4,5,ITA,3.0,di FULVIO F,5 - 5,425,ITA,7:05
5m shot - Goal,5,4.0,4,6,ITA,3.0,FIGLIOLI P,5 - 6,401,ITA,6:41
20 sec. exclusion in centre,5,4.0,4,6,ITA,3.0,FIGLIOLI P,5 - 6,382,ITA,6:22
Extra player shot - Missed,5,7.0,4,6,ITA,3.0,VUKICEVIC A,5 - 6,362,CRO,6:02
5m shot - Saved,5,4.0,4,6,ITA,3.0,FIGLIOLI P,5 - 6,336,ITA,5:36
Action shot - Post,5,9.0,4,6,ITA,3.0,SUKNO S,5 - 6,319,CRO,5:19
20 sec. exclusion in centre,5,2.0,4,6,ITA,3.0,di FULVIO F,5 - 6,306,ITA,5:06
Extra player shot - Post,5,5.0,4,6,ITA,3.0,JOKOVIC M,5 - 6,287,CRO,4:47
5m shot - Post,5,8.0,4,6,ITA,3.0,FONDELLI A,5 - 6,262,ITA,4:22
5m shot - Goal,6,12.0,4,6,ITA,3.0,GARCIA GADEA J,6 - 6,238,CRO,3:58
5m shot - Blocked,6,10.0,4,6,ITA,3.0,BODEGAS M,6 - 6,211,ITA,3:31
5m shot - Post,6,2.0,4,6,ITA,3.0,di FULVIO F,6 - 6,188,ITA,3:08
Turnover foul,6,4.0,4,6,ITA,3.0,LONCAR L,6 - 6,164,CRO,2:44
Steal,6,10.0,4,6,ITA,3.0,BODEGAS M,6 - 6,164,ITA,2:44
5m shot - Missed,6,7.0,4,6,ITA,3.0,NORA A,6 - 6,141,ITA,2:21
Action shot - Goal,7,9.0,4,6,ITA,3.0,SUKNO S,7 - 6,126,CRO,2:06
5m shot - Blocked,7,4.0,4,6,ITA,3.0,FIGLIOLI P,7 - 6,101,ITA,1:41
20 sec. exclusion in field,7,12.0,4,6,ITA,3.0,BERTOLI Z,7 - 6,74,ITA,1:14
Time-Out,7,,4,6,ITA,3.0,,7 - 6,74,CRO,1:14
Extra player shot - Goal,8,11.0,4,6,ITA,3.0,SETKA A,8 - 6,56,CRO,0:56
Time-Out,8,,4,6,ITA,3.0,,8 - 6,56,ITA,0:56
20 sec. exclusion in centre,8,5.0,4,6,ITA,3.0,JOKOVIC M,8 - 6,42,CRO,0:42
Extra player shot - Saved,8,2.0,4,6,ITA,3.0,di FULVIO F,8 - 6,21,ITA,0:21
Double exclusion,8,11.0,4,6,ITA,3.0,AICARDI M,8 - 6,19,ITA,0:19
Double exclusion,8,3.0,4,6,ITA,3.0,FATOVIC L,8 - 6,19,CRO,0:19
Turnover foul,8,9.0,4,6,ITA,3.0,SUKNO S,8 - 6,4,CRO,0:04
Starting goalkeeper,8,13.0,4,6,ITA,4.0,MARCELIC I,8 - 6,480,CRO,8:00
Starting goalkeeper,8,1.0,4,6,ITA,4.0,TEMPESTI S,8 - 6,480,ITA,8:00
Sprint won possession,8,4.0,4,6,ITA,4.0,FIGLIOLI P,8 - 6,480,ITA,8:00
Action shot - Blocked,8,9.0,4,6,ITA,4.0,RENZUTO IODICE V,8 - 6,451,ITA,7:31
5m shot - Goal,9,7.0,4,6,ITA,4.0,VUKICEVIC A,9 - 6,429,CRO,7:09
5m shot - Saved,9,4.0,4,6,ITA,4.0,FIGLIOLI P,9 - 6,411,ITA,6:51
Turnover foul,9,4.0,4,6,ITA,4.0,LONCAR L,9 - 6,382,CRO,6:22
20 sec. exclusion in centre,9,12.0,4,6,ITA,4.0,GARCIA GADEA J,9 - 6,363,CRO,6:03
Turnover foul,9,10.0,4,6,ITA,4.0,BODEGAS M,9 - 6,341,ITA,5:41
20 sec. exclusion in field,9,10.0,4,6,ITA,4.0,BODEGAS M,9 - 6,341,ITA,5:41
Action shot - Saved,9,5.0,4,6,ITA,4.0,JOKOVIC M,9 - 6,312,CRO,5:12
20 sec. exclusion in field,9,4.0,4,6,ITA,4.0,LONCAR L,9 - 6,297,CRO,4:57
Extra player shot - Goal,9,9.0,4,7,ITA,4.0,RENZUTO IODICE V,9 - 7,287,ITA,4:47
5m shot - Goal,10,12.0,4,7,ITA,4.0,GARCIA GADEA J,10 - 7,260,CRO,4:20
Goalkeeper substitution,10,13.0,4,7,ITA,4.0,VOLAREVIC G,10 - 7,260,ITA,4:20
20 sec. exclusion in centre,10,2.0,4,7,ITA,4.0,MACAN M,10 - 7,244,CRO,4:04
Extra player shot - Goal,10,11.0,4,8,ITA,4.0,AICARDI M,10 - 8,235,ITA,3:55
5m shot - Missed,10,5.0,4,8,ITA,4.0,JOKOVIC M,10 - 8,210,CRO,3:30
20 sec. exclusion in centre,10,2.0,4,8,ITA,4.0,MACAN M,10 - 8,184,CRO,3:04
Exclusion with substitution,10,2.0,4,8,ITA,4.0,MACAN M,10 - 8,184,CRO,3:04
Yellow card,10,,4,8,ITA,4.0,Team Official,10 - 8,172,CRO,2:52
Extra player shot - Goal,10,9.0,4,9,ITA,4.0,RENZUTO IODICE V,10 - 9,170,ITA,2:50
20 sec. exclusion in centre,10,12.0,4,9,ITA,4.0,BERTOLI Z,10 - 9,152,ITA,2:32
Exclusion with substitution,10,12.0,4,9,ITA,4.0,BERTOLI Z,10 - 9,152,ITA,2:32
Centre shot - Goal,11,8.0,4,9,ITA,4.0,BUSLJE A,11 - 9,130,CRO,2:10
5m shot - Saved,11,7.0,4,9,ITA,4.0,NORA A,11 - 9,107,ITA,1:47
Turnover foul,11,3.0,4,9,ITA,4.0,GITTO N,11 - 9,81,ITA,1:21
Steal,11,4.0,4,9,ITA,4.0,LONCAR L,11 - 9,81,CRO,1:21
Action shot - Goal,12,12.0,4,9,ITA,4.0,GARCIA GADEA J,12 - 9,11,CRO,0:11
Exclusion with substitution,12,4.0,4,9,ITA,4.0,LONCAR L,12 - 9,11,CRO,0:11
5m shot - Saved,12,6.0,4,9,ITA,4.0,MIRARCHI C,12 - 9,1,ITA,0:01
Starting goalkeeper,0,13.0,5,0,SRB,1.0,MITROVIC B,0 - 0,480,SRB,8:00
Starting goalkeeper,0,1.0,5,0,SRB,1.0,BIJAC M,0 - 0,480,CRO,8:00
Sprint won possession,0,3.0,5,0,SRB,1.0,RASOVIC V,0 - 0,480,SRB,8:00
Turnover foul,0,6.0,5,0,SRB,1.0,PIJETLOVIC D,0 - 0,453,SRB,7:33
Turnover foul,0,9.0,5,0,SRB,1.0,SUKNO S,0 - 0,429,CRO,7:09
Steal,0,3.0,5,0,SRB,1.0,RASOVIC V,0 - 0,429,SRB,7:09
5m shot - Saved,0,4.0,5,0,SRB,1.0,RANDELOVIC S,0 - 0,412,SRB,6:52
5m shot - Post,0,11.0,5,0,SRB,1.0,SETKA A,0 - 0,384,CRO,6:24
Turnover foul,0,6.0,5,0,SRB,1.0,PIJETLOVIC D,0 - 0,362,SRB,6:02
20 sec. exclusion in field,0,3.0,5,0,SRB,1.0,RASOVIC V,0 - 0,343,SRB,5:43
Action shot - Blocked,0,12.0,5,0,SRB,1.0,GARCIA GADEA J,0 - 0,320,CRO,5:20
Action shot - Missed,0,12.0,5,0,SRB,1.0,GARCIA GADEA J,0 - 0,315,CRO,5:15
5m shot - Saved,0,11.0,5,0,SRB,1.0,PRLAINOVIC A,0 - 0,290,SRB,4:50
20 sec. exclusion in centre,0,4.0,5,0,SRB,1.0,RANDELOVIC S,0 - 0,264,SRB,4:24
20 sec. exclusion in centre,0,6.0,5,0,SRB,1.0,PIJETLOVIC D,0 - 0,253,SRB,4:13
Extra player shot - Post,0,11.0,5,0,SRB,1.0,SETKA A,0 - 0,241,CRO,4:01
20 sec. exclusion in centre,0,9.0,5,0,SRB,1.0,SUKNO S,0 - 0,216,CRO,3:36
Extra player shot - Goal,0,11.0,5,1,SRB,1.0,PRLAINOVIC A,1 - 0,198,SRB,3:18
5m shot - Post,0,3.0,5,1,SRB,1.0,RASOVIC V,1 - 0,139,SRB,2:19
Action shot - Saved,0,12.0,5,1,SRB,1.0,GARCIA GADEA J,1 - 0,111,CRO,1:51
Centre shot - Saved,0,7.0,5,1,SRB,1.0,UBOVIC N,1 - 0,79,SRB,1:19
Time-Out,0,,5,1,SRB,1.0,,1 - 0,79,CRO,1:19
Turnover foul,0,10.0,5,1,SRB,1.0,KRAPIC I,1 - 0,55,CRO,0:55
Turnover foul,0,7.0,5,1,SRB,1.0,UBOVIC N,1 - 0,39,SRB,0:39
20 sec. exclusion in field,0,5.0,5,1,SRB,1.0,CUK M,1 - 0,18,SRB,0:18
Extra player shot - Goal,1,9.0,5,1,SRB,1.0,SUKNO S,1 - 1,1,CRO,0:01
Starting goalkeeper,1,13.0,5,1,SRB,2.0,MITROVIC B,1 - 1,480,SRB,8:00
Starting goalkeeper,1,1.0,5,1,SRB,2.0,BIJAC M,1 - 1,480,CRO,8:00
Sprint won possession,1,12.0,5,1,SRB,2.0,MITROVIC S,1 - 1,480,SRB,8:00
20 sec. exclusion in centre,1,6.0,5,1,SRB,2.0,BULJUBASIC I,1 - 1,457,CRO,7:37
Extra player shot - Goal,1,11.0,5,2,SRB,2.0,PRLAINOVIC A,2 - 1,440,SRB,7:20
20 sec. exclusion in centre,1,8.0,5,2,SRB,2.0,ALEKSIC M,2 - 1,418,SRB,6:58
5m shot - Saved,1,11.0,5,2,SRB,2.0,SETKA A,2 - 1,393,CRO,6:33
5m shot - Blocked,1,12.0,5,2,SRB,2.0,MITROVIC S,2 - 1,366,SRB,6:06
20 sec. exclusion in field,1,3.0,5,2,SRB,2.0,FATOVIC L,2 - 1,347,CRO,5:47
20 sec. exclusion in field,1,11.0,5,2,SRB,2.0,SETKA A,2 - 1,338,CRO,5:38
