Action,CHN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Extra player shot - Goal,8,3.0,7,8,GRE,4.0,CHARALAMPIDI S,8 - 8,252,GRE,4:12
5m shot - Post,8,7.0,7,8,GRE,4.0,SONG D,8 - 8,223,CHN,3:43
Turnover foul,8,6.0,7,8,GRE,4.0,AVRAMIDOU A,8 - 8,196,GRE,3:16
Steal,8,5.0,7,8,GRE,4.0,NIU G,8 - 8,196,CHN,3:16
Action shot - Blocked,8,6.0,7,8,GRE,4.0,AVRAMIDOU A,8 - 8,135,GRE,2:15
5m shot - Goal,9,5.0,7,8,GRE,4.0,NIU G,9 - 8,109,CHN,1:49
Action shot - Goal,9,7.0,7,9,GRE,4.0,ASIMAKI A,9 - 9,81,GRE,1:21
Turnover foul,9,6.0,7,9,GRE,4.0,SUN Y,9 - 9,81,CHN,1:21
Turnover foul,9,12.0,7,9,GRE,4.0,XENAKI E,9 - 9,42,GRE,0:42
Steal,9,5.0,7,9,GRE,4.0,NIU G,9 - 9,42,CHN,0:42
5m shot - Blocked,9,5.0,7,9,GRE,4.0,NIU G,9 - 9,20,CHN,0:20
Time-Out,9,,7,9,GRE,4.0,,9 - 9,20,GRE,0:20
5m shot - Post,9,8.0,7,9,GRE,4.0,ROUMPESI A,9 - 9,0,GRE,0:00
