Action,Cap,ESP,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Extra player shot,12.0,8,5,5,USA,4.0,CRAIG K,8 - 5,80,USA,1:20,Blocked,0
Action shot,4.0,9,5,5,USA,4.0,TARRAGO R,9 - 5,39,ESP,0:39,Goal,1
Centre shot,12.0,9,5,6,USA,4.0,CRAIG K,9 - 6,27,USA,0:27,Goal,1
Action shot,3.0,1,6,0,HUN,1.0,ESPAR A,1 - 0,429,ESP,7:09,Goal,1
5m shot,5.0,1,6,1,HUN,1.0,SZUCS G,1 - 1,406,HUN,6:46,Goal,1
Extra player shot,8.0,2,6,1,HUN,1.0,PENA P,2 - 1,375,ESP,6:15,Goal,1
Extra player shot,6.0,2,6,1,HUN,1.0,PAREJA J,2 - 1,313,ESP,5:13,Blocked,0
Centre shot,10.0,2,6,2,HUN,1.0,BUJKA B,2 - 2,287,HUN,4:47,Goal,1
Action shot,3.0,3,6,2,HUN,1.0,ESPAR A,3 - 2,252,ESP,4:12,Goal,1
5m shot,6.0,4,6,2,HUN,1.0,PAREJA J,4 - 2,206,ESP,3:26,Goal,1
Extra player shot,3.0,4,6,3,HUN,1.0,ANTAL D,4 - 3,105,HUN,1:45,Goal,1
Extra player shot,4.0,4,6,4,HUN,1.0,KISTELEKI D,4 - 4,50,HUN,0:50,Goal,1
Centre shot,11.0,4,6,4,HUN,1.0,GARCIA GODOY M,4 - 4,35,ESP,0:35,Saved,0
Action shot,8.0,4,6,5,HUN,1.0,KESZTHELYI R,4 - 5,19,HUN,0:19,Goal,1
Extra player shot,3.0,5,6,5,HUN,1.0,ESPAR A,5 - 5,7,ESP,0:07,Goal,1
5m shot,2.0,5,6,5,HUN,1.0,ILLES A,5 - 5,1,HUN,0:01,Missed,0
5m shot,5.0,5,6,6,HUN,2.0,SZUCS G,5 - 6,428,HUN,7:08,Goal,1
Action shot,8.0,5,6,6,HUN,2.0,PENA P,5 - 6,390,ESP,6:30,Post,0
5m shot,8.0,5,6,6,HUN,2.0,KESZTHELYI R,5 - 6,375,HUN,6:15,Post,0
Action shot,6.0,5,6,6,HUN,2.0,PAREJA J,5 - 6,345,ESP,5:45,Post,0
Action shot,7.0,5,6,6,HUN,2.0,MISKOLCZI I,5 - 6,318,HUN,5:18,Saved,0
Extra player shot,5.0,6,6,6,HUN,2.0,ORTIZ M,6 - 6,295,ESP,4:55,Goal,1
Counter attack,4.0,7,6,6,HUN,2.0,TARRAGO R,7 - 6,273,ESP,4:33,Goal,1
5m shot,3.0,7,6,7,HUN,2.0,ANTAL D,7 - 7,251,HUN,4:11,Goal,1
Penalty shot,6.0,8,6,7,HUN,2.0,PAREJA J,8 - 7,239,ESP,3:59,Goal,1
Extra player shot,3.0,8,6,8,HUN,2.0,ANTAL D,8 - 8,211,HUN,3:31,Goal,1
Extra player shot,8.0,8,6,8,HUN,2.0,PENA P,8 - 8,175,ESP,2:55,Saved,0
Action shot,7.0,8,6,8,HUN,2.0,MISKOLCZI I,8 - 8,148,HUN,2:28,Saved,0
Extra player shot,6.0,8,6,8,HUN,4.0,PAREJA J,8 - 8,365,ESP,6:05,Missed,0
Extra player shot,12.0,12,6,12,HUN,4.0,LOPEZ L,12 - 12,292,ESP,4:52,Goal,1
Extra player shot,10.0,12,6,12,HUN,4.0,BUJKA B,12 - 12,265,HUN,4:25,Saved,0
Extra player shot,4.0,12,6,12,HUN,4.0,TARRAGO R,12 - 12,211,ESP,3:31,Blocked,0
5m shot,4.0,12,6,12,HUN,2.0,TARRAGO R,12 - 12,120,ESP,2:00,Missed,0
Action shot,4.0,8,6,9,HUN,2.0,KISTELEKI D,8 - 9,98,HUN,1:38,Goal,1
5m shot,5.0,8,6,9,HUN,2.0,SZUCS G,8 - 9,78,HUN,1:18,Missed,0
Extra player shot,12.0,9,6,9,HUN,2.0,LOPEZ L,9 - 9,58,ESP,0:58,Goal,1
Extra player shot,4.0,9,6,9,HUN,2.0,KISTELEKI D,9 - 9,22,HUN,0:22,Post,0
Extra player shot,12.0,9,6,9,HUN,2.0,LOPEZ L,9 - 9,1,ESP,0:01,Missed,0
Action shot,8.0,9,6,9,HUN,3.0,KESZTHELYI R,9 - 9,373,HUN,6:13,Post,0
Extra player shot,5.0,9,6,9,HUN,3.0,ORTIZ M,9 - 9,333,ESP,5:33,Saved,0
Centre shot,10.0,9,6,10,HUN,3.0,BUJKA B,9 - 10,315,HUN,5:15,Goal,1
Penalty shot,3.0,9,6,11,HUN,3.0,ANTAL D,9 - 11,278,HUN,4:38,Goal,1
5m shot,8.0,9,6,12,HUN,3.0,KESZTHELYI R,9 - 12,194,HUN,3:14,Goal,1
Centre shot,11.0,10,6,12,HUN,3.0,GARCIA GODOY M,10 - 12,184,ESP,3:04,Goal,1
Penalty shot,4.0,10,6,12,HUN,3.0,TARRAGO R,10 - 12,100,ESP,1:40,Saved,0
Action shot,7.0,10,6,12,HUN,3.0,MIRANDA L,10 - 12,79,ESP,1:19,Post,0
Action shot,8.0,10,6,12,HUN,3.0,KESZTHELYI R,10 - 12,55,HUN,0:55,Missed,0
Action shot,3.0,11,6,12,HUN,3.0,ESPAR A,11 - 12,32,ESP,0:32,Goal,1
5m shot,8.0,11,6,12,HUN,3.0,KESZTHELYI R,11 - 12,6,HUN,0:06,Saved,0
Extra player shot,3.0,11,6,12,HUN,4.0,ANTAL D,11 - 12,430,HUN,7:10,Blocked,0
Extra player shot,12.0,13,6,12,HUN,4.0,LOPEZ L,13 - 12,194,ESP,3:14,Goal,1
Action shot,10.0,13,6,12,HUN,4.0,BUJKA B,13 - 12,149,HUN,2:29,Post,0
Action shot,6.0,13,6,12,HUN,4.0,PAREJA J,13 - 12,103,ESP,1:43,Saved,0
Extra player shot,10.0,13,6,12,HUN,4.0,BUJKA B,13 - 12,69,HUN,1:09,Saved,0
Extra player shot,4.0,13,6,12,HUN,4.0,TARRAGO R,13 - 12,25,ESP,0:25,Missed,0
Extra player shot,3.0,13,6,12,HUN,4.0,ANTAL D,13 - 12,1,HUN,0:01,Saved,0
Action shot,8.0,0,7,0,AUS,1.0,McGHIE G,0 - 0,422,AUS,7:02,Saved,0
Centre shot,4.0,0,7,0,AUS,1.0,LINCOLN-SMITH H,0 - 0,318,AUS,5:18,Saved,0
Extra player shot,11.0,1,7,0,AUS,1.0,GARCIA GODOY M,0 - 1,280,ESP,4:40,Goal,1
5m shot,7.0,1,7,0,AUS,1.0,WEBSTER R,0 - 1,251,AUS,4:11,Saved,0
Extra player shot,10.0,1,7,0,AUS,1.0,SOUTHERN A,0 - 1,201,AUS,3:21,Blocked,0
Extra player shot,12.0,2,7,0,AUS,1.0,LOPEZ L,0 - 2,102,ESP,1:42,Goal,1
5m shot,12.0,2,7,0,AUS,1.0,ZAGAME N,0 - 2,73,AUS,1:13,Post,0
Action shot,6.0,2,7,0,AUS,1.0,PAREJA J,0 - 2,48,ESP,0:48,Saved,0
Extra player shot,9.0,2,7,1,AUS,1.0,ARANCINI Z,1 - 2,8,AUS,0:08,Goal,1
5m shot,4.0,2,7,1,AUS,1.0,TARRAGO R,1 - 2,4,ESP,0:04,Missed,0
Action shot,8.0,2,7,1,AUS,2.0,McGHIE G,1 - 2,432,AUS,7:12,Saved,0
Extra player shot,6.0,3,7,1,AUS,2.0,PAREJA J,1 - 3,390,ESP,6:30,Goal,1
Extra player shot,8.0,3,7,2,AUS,2.0,McGHIE G,2 - 3,368,AUS,6:08,Goal,1
Action shot,12.0,3,7,2,AUS,2.0,ZAGAME N,2 - 3,322,AUS,5:22,Post,0
Extra player shot,9.0,4,7,2,AUS,2.0,BLAS A,2 - 4,311,ESP,5:11,Goal,1
5m shot,3.0,4,7,2,AUS,2.0,ESPAR A,2 - 4,207,ESP,3:27,Blocked,0
5m shot,12.0,4,7,2,AUS,2.0,ZAGAME N,2 - 4,178,AUS,2:58,Blocked,0
Extra player shot,4.0,4,7,2,AUS,2.0,TARRAGO R,2 - 4,138,ESP,2:18,Missed,0
Extra player shot,7.0,4,7,3,AUS,2.0,WEBSTER R,3 - 4,106,AUS,1:46,Goal,1
5m shot,4.0,5,7,3,AUS,2.0,TARRAGO R,3 - 5,76,ESP,1:16,Goal,1
Extra player shot,3.0,5,7,3,AUS,2.0,BUCKLING H,3 - 5,44,AUS,0:44,Saved,0
Action shot,12.0,5,7,3,AUS,2.0,ZAGAME N,3 - 5,38,AUS,0:38,Blocked,0
5m shot,12.0,5,7,3,AUS,2.0,LOPEZ L,3 - 5,11,ESP,0:11,Missed,0
5m shot,4.0,5,7,3,AUS,4.0,TARRAGO R,3 - 5,108,ESP,1:48,Saved,0
5m shot,12.0,6,7,3,AUS,3.0,LOPEZ L,3 - 6,457,ESP,7:37,Goal,1
Extra player shot,7.0,6,7,3,AUS,3.0,WEBSTER R,3 - 6,422,AUS,7:02,Missed,0
Action shot,7.0,6,7,3,AUS,3.0,WEBSTER R,3 - 6,340,AUS,5:40,Blocked,0
Extra player shot,6.0,6,7,3,AUS,3.0,PAREJA J,3 - 6,299,ESP,4:59,Blocked,0
Centre shot,6.0,6,7,3,AUS,3.0,KNOX B,3 - 6,273,AUS,4:33,Missed,0
Centre shot,7.0,6,7,3,AUS,3.0,WEBSTER R,3 - 6,228,AUS,3:48,Saved,0
Centre shot,9.0,6,7,3,AUS,3.0,BLAS A,3 - 6,204,ESP,3:24,Missed,0
Action shot,10.0,6,7,4,AUS,3.0,SOUTHERN A,4 - 6,161,AUS,2:41,Goal,1
Extra player shot,12.0,6,7,4,AUS,3.0,LOPEZ L,4 - 6,127,ESP,2:07,Blocked,0
Extra player shot,3.0,6,7,4,AUS,3.0,BUCKLING H,4 - 6,64,AUS,1:04,Blocked,0
Action shot,10.0,6,7,4,AUS,3.0,MESEGUER O,4 - 6,38,ESP,0:38,Saved,0
5m shot,6.0,6,7,4,AUS,4.0,KNOX B,4 - 6,386,AUS,6:26,Missed,0
Extra player shot,11.0,7,7,4,AUS,4.0,GARCIA GODOY M,4 - 7,353,ESP,5:53,Goal,1
5m shot,4.0,7,7,5,AUS,4.0,LINCOLN-SMITH H,5 - 7,328,AUS,5:28,Goal,1
Penalty shot,6.0,8,7,5,AUS,4.0,PAREJA J,5 - 8,314,ESP,5:14,Goal,1
Extra player shot,6.0,8,7,5,AUS,4.0,KNOX B,5 - 8,290,AUS,4:50,Saved,0
5m shot,6.0,8,7,5,AUS,4.0,PAREJA J,5 - 8,267,ESP,4:27,Saved,0
Extra player shot,10.0,8,7,5,AUS,4.0,SOUTHERN A,5 - 8,228,AUS,3:48,Blocked,0
5m shot,6.0,8,7,5,AUS,4.0,PAREJA J,5 - 8,202,ESP,3:22,Post,0
Penalty shot,4.0,8,7,5,AUS,4.0,LINCOLN-SMITH H,5 - 8,189,AUS,3:09,Saved,0
Counter attack,6.0,8,7,5,AUS,4.0,KNOX B,5 - 8,98,AUS,1:38,Saved,0
Action shot,12.0,8,7,5,AUS,4.0,ZAGAME N,5 - 8,81,AUS,1:21,Saved,0
5m shot,6.0,8,7,5,AUS,4.0,KNOX B,5 - 8,42,AUS,0:42,Saved,0
Extra player shot,5.0,8,7,6,AUS,4.0,BISHOP I,6 - 8,1,AUS,0:01,Goal,1
