Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,USA
Starting goalkeeper,1.0,3,4,ITA,2.0,TEMPESTI S,4 - 4,480,ITA,8:00,4
Sprint won possession,4.0,3,4,ITA,2.0,FIGLIOLI P,4 - 4,480,ITA,8:00,4
20 sec. exclusion in centre,5.0,3,4,ITA,2.0,ROELSE A,4 - 4,453,USA,7:33,4
Action shot - Saved,5.0,3,4,ITA,2.0,GIORGETTI A,4 - 4,422,ITA,7:02,4
20 sec. exclusion in centre,9.0,3,4,ITA,2.0,GITTO N,4 - 4,406,ITA,6:46,4
Centre shot - Goal,4.0,3,4,ITA,2.0,KIMBELL J,5 - 4,383,USA,6:23,5
Action shot - Saved,4.0,3,4,ITA,2.0,FIGLIOLI P,5 - 4,362,ITA,6:02,5
5m shot - Blocked,7.0,3,4,ITA,2.0,SAMUELS J,5 - 4,326,USA,5:26,5
Turnover foul,12.0,3,4,ITA,2.0,BARALDI F,5 - 4,301,ITA,5:01,5
Turnover foul,6.0,3,4,ITA,2.0,CUPIDO L,5 - 4,274,USA,4:34,5
Steal,10.0,3,4,ITA,2.0,LUONGO S,5 - 4,274,ITA,4:34,5
Centre shot - Goal,4.0,3,5,ITA,2.0,FIGLIOLI P,5 - 5,252,ITA,4:12,5
Action shot - Goal,2.0,3,5,ITA,2.0,VAVIC N,6 - 5,230,USA,3:50,6
Centre shot - Saved,11.0,3,5,ITA,2.0,AICARDI M,6 - 5,210,ITA,3:30,6
Centre shot - Goal,3.0,3,5,ITA,2.0,OBERT A,7 - 5,188,USA,3:08,7
Action shot - Saved,9.0,3,5,ITA,2.0,BOWEN A,7 - 5,129,USA,2:09,7
5m shot - Saved,9.0,3,5,ITA,2.0,BOWEN A,7 - 5,113,USA,1:53,7
5m shot - Saved,10.0,3,5,ITA,2.0,LUONGO S,7 - 5,92,ITA,1:32,7
Centre shot - Goal,11.0,3,6,ITA,2.0,AICARDI M,7 - 6,79,ITA,1:19,7
Turnover foul,7.0,3,6,ITA,2.0,SAMUELS J,7 - 6,52,USA,0:52,7
Steal,2.0,3,6,ITA,2.0,DI FULVIO F,7 - 6,52,ITA,0:52,7
Counter attack - Saved,10.0,3,6,ITA,2.0,LUONGO S,7 - 6,37,ITA,0:37,7
Yellow card,,3,6,ITA,2.0,Team Official,7 - 6,37,USA,0:37,7
Time-Out,,3,6,ITA,2.0,,7 - 6,37,USA,0:37,7
Goalkeeper substitution,13.0,3,6,ITA,2.0,BARON M,7 - 6,33,USA,0:33,7
Turnover foul,12.0,3,6,ITA,2.0,MANN J,7 - 6,22,USA,0:22,7
Time-Out,,3,6,ITA,2.0,,7 - 6,22,ITA,0:22,7
5m shot - Post,2.0,3,6,ITA,2.0,DI FULVIO F,7 - 6,0,ITA,0:00,7
Starting goalkeeper,13.0,3,6,ITA,3.0,BARON M,7 - 6,480,USA,8:00,7
Starting goalkeeper,1.0,3,6,ITA,3.0,TEMPESTI S,7 - 6,480,ITA,8:00,7
Sprint won possession,7.0,3,6,ITA,3.0,SAMUELS J,7 - 6,480,USA,8:00,7
Action shot - Post,12.0,3,6,ITA,3.0,MANN J,7 - 6,449,USA,7:29,7
5m shot - Saved,9.0,3,6,ITA,3.0,GITTO N,7 - 6,420,ITA,7:00,7
20 sec. exclusion in centre,4.0,3,6,ITA,3.0,KIMBELL J,7 - 6,402,USA,6:42,7
Extra player shot - Saved,10.0,3,6,ITA,3.0,LUONGO S,7 - 6,384,ITA,6:24,7
20 sec. exclusion in field,10.0,3,6,ITA,3.0,LUONGO S,7 - 6,355,ITA,5:55,7
Action shot - Goal,8.0,3,6,ITA,3.0,AZEVEDO T,8 - 6,337,USA,5:37,8
Turnover foul,12.0,3,6,ITA,3.0,BARALDI F,8 - 6,308,ITA,5:08,8
Turnover foul,3.0,3,6,ITA,3.0,OBERT A,8 - 6,290,USA,4:50,8
Centre shot - Saved,12.0,3,6,ITA,3.0,BARALDI F,8 - 6,269,ITA,4:29,8
20 sec. exclusion in field,5.0,3,6,ITA,3.0,ROELSE A,8 - 6,252,USA,4:12,8
Extra player shot - Missed,7.0,3,6,ITA,3.0,GIACOPPO M,8 - 6,233,ITA,3:53,8
20 sec. exclusion in field,3.0,3,6,ITA,3.0,VELOTTO A,8 - 6,223,ITA,3:43,8
Action shot - Goal,10.0,3,6,ITA,3.0,BONANNI B,9 - 6,200,USA,3:20,9
5m shot - Saved,5.0,3,6,ITA,3.0,GIORGETTI A,9 - 6,174,ITA,2:54,9
5m shot - Goal,2.0,3,7,ITA,3.0,DI FULVIO F,9 - 7,157,ITA,2:37,9
20 sec. exclusion in field,4.0,3,7,ITA,3.0,FIGLIOLI P,9 - 7,134,ITA,2:14,9
Action shot - Post,8.0,3,7,ITA,3.0,AZEVEDO T,9 - 7,113,USA,1:53,9
5m shot - Post,4.0,3,7,ITA,3.0,FIGLIOLI P,9 - 7,86,ITA,1:26,9
Turnover foul,12.0,3,7,ITA,3.0,MANN J,9 - 7,61,USA,1:01,9
Centre shot - Post,10.0,3,7,ITA,3.0,LUONGO S,9 - 7,54,ITA,0:54,9
Time-Out,,3,7,ITA,3.0,,9 - 7,54,USA,0:54,9
Action shot - Post,6.0,3,7,ITA,3.0,CUPIDO L,9 - 7,28,USA,0:28,9
5m shot - Saved,8.0,3,7,ITA,3.0,AZEVEDO T,9 - 7,0,USA,0:00,9
Starting goalkeeper,13.0,3,7,ITA,4.0,BARON M,9 - 7,480,USA,8:00,9
Starting goalkeeper,1.0,3,7,ITA,4.0,TEMPESTI S,9 - 7,480,ITA,8:00,9
Sprint won possession,2.0,3,7,ITA,4.0,DI FULVIO F,9 - 7,480,ITA,8:00,9
20 sec. exclusion in centre,11.0,3,7,ITA,4.0,SMITH J,9 - 7,459,USA,7:39,9
20 sec. exclusion in centre,7.0,3,7,ITA,4.0,SAMUELS J,9 - 7,441,USA,7:21,9
Exclusion with substitution,7.0,3,7,ITA,4.0,SAMUELS J,9 - 7,441,USA,7:21,9
Extra player shot - Blocked,6.0,3,7,ITA,4.0,FONDELLI A,9 - 7,427,ITA,7:07,9
Action shot - Goal,10.0,3,8,ITA,4.0,LUONGO S,9 - 8,420,ITA,7:00,9
20 sec. exclusion in centre,7.0,3,8,ITA,4.0,GIACOPPO M,9 - 8,396,ITA,6:36,9
Turnover foul,10.0,3,8,ITA,4.0,BONANNI B,9 - 8,370,USA,6:10,9
5m shot - Blocked,10.0,3,8,ITA,4.0,LUONGO S,9 - 8,341,ITA,5:41,9
5m shot - Missed,6.0,3,8,ITA,4.0,CUPIDO L,9 - 8,318,USA,5:18,9
Turnover foul,10.0,3,8,ITA,4.0,LUONGO S,9 - 8,297,ITA,4:57,9
Steal,9.0,3,8,ITA,4.0,BOWEN A,9 - 8,297,USA,4:57,9
Turnover foul,10.0,3,8,ITA,4.0,BONANNI B,9 - 8,264,USA,4:24,9
5m shot - Missed,5.0,3,8,ITA,4.0,GIORGETTI A,9 - 8,246,ITA,4:06,9
5m shot - Blocked,6.0,3,8,ITA,4.0,CUPIDO L,9 - 8,225,USA,3:45,9
Turnover foul,6.0,3,8,ITA,4.0,CUPIDO L,9 - 8,211,USA,3:31,9
Counter attack - Goal,2.0,3,8,ITA,4.0,VAVIC N,10 - 8,200,USA,3:20,10
Goalkeeper substitution,1.0,3,8,ITA,4.0,TEMPESTI S,10 - 8,200,ITA,3:20,10
Turnover foul,7.0,3,8,ITA,4.0,GIACOPPO M,10 - 8,171,ITA,2:51,10
Steal,2.0,3,8,ITA,4.0,VAVIC N,10 - 8,171,USA,2:51,10
Turnover foul,4.0,3,8,ITA,4.0,KIMBELL J,10 - 8,140,USA,2:20,10
Turnover foul,4.0,3,8,ITA,4.0,FIGLIOLI P,10 - 8,114,ITA,1:54,10
Steal,6.0,3,8,ITA,4.0,CUPIDO L,10 - 8,114,USA,1:54,10
5m shot - Goal,5.0,3,8,ITA,4.0,ROELSE A,11 - 8,84,USA,1:24,11
Penalty foul,9.0,3,8,ITA,4.0,BOWEN A,11 - 8,66,USA,1:06,11
Penalty shot - Goal,2.0,3,9,ITA,4.0,DI FULVIO F,11 - 9,66,ITA,1:06,11
Time-Out,,3,9,ITA,4.0,,11 - 9,66,USA,1:06,11
Turnover foul,8.0,3,9,ITA,4.0,AZEVEDO T,11 - 9,39,USA,0:39,11
20 sec. exclusion in centre,2.0,3,9,ITA,4.0,VAVIC N,11 - 9,26,USA,0:26,11
Extra player shot - Saved,2.0,3,9,ITA,4.0,DI FULVIO F,11 - 9,6,ITA,0:06,11
Starting goalkeeper,1.0,4,0,BRA,1.0,ANTONELLI V,0 - 0,480,BRA,8:00,0
Starting goalkeeper,1.0,4,0,BRA,1.0,MOSES M,0 - 0,480,USA,8:00,0
Sprint won possession,7.0,4,0,BRA,1.0,SAMUELS J,0 - 0,480,USA,8:00,0
Action shot - Blocked,8.0,4,0,BRA,1.0,AZEVEDO T,0 - 0,453,USA,7:33,0
Turnover foul,12.0,4,0,BRA,1.0,VRLIC J,0 - 0,432,BRA,7:12,0
Counter attack - Goal,6.0,4,0,BRA,1.0,CUPIDO L,0 - 1,415,USA,6:55,1
Turnover foul,12.0,4,0,BRA,1.0,VRLIC J,0 - 1,395,BRA,6:35,1
Action shot - Saved,3.0,4,0,BRA,1.0,OBERT A,0 - 1,376,USA,6:16,1
Turnover foul,3.0,4,0,BRA,1.0,OBERT A,0 - 1,352,USA,5:52,1
20 sec. exclusion in field,10.0,4,0,BRA,1.0,BONANNI B,0 - 1,350,USA,5:50,1
Action shot - Missed,10.0,4,0,BRA,1.0,PERRONE F,0 - 1,325,BRA,5:25,1
Counter attack - Goal,6.0,4,0,BRA,1.0,CUPIDO L,0 - 2,308,USA,5:08,2
Turnover foul,4.0,4,0,BRA,1.0,GONZALEZ I,0 - 2,285,BRA,4:45,2
Turnover foul,2.0,4,0,BRA,1.0,VAVIC N,0 - 2,259,USA,4:19,2
Steal,5.0,4,0,BRA,1.0,SALEMI P,0 - 2,259,BRA,4:19,2
Turnover foul,10.0,4,0,BRA,1.0,PERRONE F,0 - 2,239,BRA,3:59,2
Steal,9.0,4,0,BRA,1.0,BOWEN A,0 - 2,239,USA,3:59,2
Turnover foul,6.0,4,0,BRA,1.0,CUPIDO L,0 - 2,216,USA,3:36,2
Steal,5.0,4,0,BRA,1.0,SALEMI P,0 - 2,216,BRA,3:36,2
Turnover foul,4.0,4,0,BRA,1.0,GONZALEZ I,0 - 2,194,BRA,3:14,2
Turnover foul,6.0,4,0,BRA,1.0,CUPIDO L,0 - 2,166,USA,2:46,2
Steal,3.0,4,0,BRA,1.0,GOMES G,0 - 2,166,BRA,2:46,2
Counter attack - Saved,3.0,4,0,BRA,1.0,GOMES G,0 - 2,159,BRA,2:39,2
Time-Out,,4,0,BRA,1.0,,0 - 2,159,USA,2:39,2
Turnover foul,10.0,4,0,BRA,1.0,BONANNI B,0 - 2,148,USA,2:28,2
5m shot - Blocked,11.0,4,0,BRA,1.0,GUIMARAES G,0 - 2,122,BRA,2:02,2
5m shot - Missed,10.0,4,0,BRA,1.0,PERRONE F,0 - 2,94,BRA,1:34,2
Turnover foul,3.0,4,0,BRA,1.0,OBERT A,0 - 2,66,USA,1:06,2
Time-Out,,4,0,BRA,1.0,,0 - 2,63,BRA,1:03,2
20 sec. exclusion in field,12.0,4,0,BRA,1.0,MANN J,0 - 2,39,USA,0:39,2
Action shot - Post,2.0,4,0,BRA,1.0,CRIVELLA J,0 - 2,15,BRA,0:15,2
Action shot - Saved,12.0,4,0,BRA,1.0,VRLIC J,0 - 2,1,BRA,0:01,2
Starting goalkeeper,1.0,4,0,BRA,2.0,ANTONELLI V,0 - 2,480,BRA,8:00,2
Starting goalkeeper,1.0,4,0,BRA,2.0,MOSES M,0 - 2,480,USA,8:00,2
Sprint won possession,7.0,4,0,BRA,2.0,SAMUELS J,0 - 2,480,USA,8:00,2
Turnover foul,6.0,4,0,BRA,2.0,CUPIDO L,0 - 2,451,USA,7:31,2
Steal,10.0,4,0,BRA,2.0,PERRONE F,0 - 2,451,BRA,7:31,2
5m shot - Blocked,7.0,4,0,BRA,2.0,DELGADO A,0 - 2,425,BRA,7:05,2
Turnover foul,6.0,4,0,BRA,2.0,CUPIDO L,0 - 2,401,USA,6:41,2
Turnover foul,12.0,4,0,BRA,2.0,VRLIC J,0 - 2,370,BRA,6:10,2
Action shot - Saved,3.0,4,0,BRA,2.0,OBERT A,0 - 2,354,USA,5:54,2
Turnover foul,3.0,4,0,BRA,2.0,OBERT A,0 - 2,334,USA,5:34,2
Steal,7.0,4,0,BRA,2.0,DELGADO A,0 - 2,334,BRA,5:34,2
Turnover foul,6.0,4,0,BRA,2.0,GOMES B,0 - 2,310,BRA,5:10,2
Steal,8.0,4,0,BRA,2.0,AZEVEDO T,0 - 2,310,USA,5:10,2
Turnover foul,10.0,4,0,BRA,2.0,BONANNI B,0 - 2,296,USA,4:56,2
Steal,10.0,4,0,BRA,2.0,PERRONE F,0 - 2,296,BRA,4:56,2
Counter attack - Goal,6.0,4,1,BRA,2.0,GOMES B,1 - 2,285,BRA,4:45,2
5m shot - Goal,10.0,4,1,BRA,2.0,BONANNI B,1 - 3,261,USA,4:21,3
5m shot - Missed,11.0,4,1,BRA,2.0,GUIMARAES G,1 - 3,237,BRA,3:57,3
Turnover foul,2.0,4,1,BRA,2.0,VAVIC N,1 - 3,209,USA,3:29,3
Action shot - Missed,5.0,4,1,BRA,2.0,SALEMI P,1 - 3,193,BRA,3:13,3
Action shot - Saved,10.0,4,1,BRA,2.0,BONANNI B,1 - 3,174,USA,2:54,3
Counter attack - Saved,10.0,4,1,BRA,2.0,PERRONE F,1 - 3,158,BRA,2:38,3
Action shot - Blocked,5.0,4,1,BRA,2.0,ROELSE A,1 - 3,136,USA,2:16,3
Counter attack - Saved,3.0,4,1,BRA,2.0,GOMES G,1 - 3,117,BRA,1:57,3
Centre shot - Post,4.0,4,1,BRA,2.0,KIMBELL J,1 - 3,88,USA,1:28,3
Centre shot - Missed,4.0,4,1,BRA,2.0,KIMBELL J,1 - 3,87,USA,1:27,3
Action shot - Saved,10.0,4,1,BRA,2.0,PERRONE F,1 - 3,63,BRA,1:03,3
Time-Out,,4,1,BRA,2.0,,1 - 3,61,USA,1:01,3
Turnover foul,9.0,4,1,BRA,2.0,BOWEN A,1 - 3,48,USA,0:48,3
Steal,2.0,4,1,BRA,2.0,CRIVELLA J,1 - 3,48,BRA,0:48,3
Turnover foul,2.0,4,1,BRA,2.0,CRIVELLA J,1 - 3,33,BRA,0:33,3
5m shot - Missed,7.0,4,1,BRA,2.0,SAMUELS J,1 - 3,3,USA,0:03,3
Turnover foul,11.0,4,1,BRA,4.0,GUIMARAES G,1 - 3,21,BRA,0:21,3
Counter attack - Goal,12.0,4,3,BRA,4.0,MANN J,3 - 7,17,USA,0:17,7
Time-Out,,4,3,BRA,4.0,,3 - 7,17,BRA,0:17,7
Time-Out,,4,3,BRA,2.0,,3 - 7,3,BRA,0:03,7
5m shot - Saved,6.0,4,3,BRA,2.0,GOMES B,3 - 7,1,BRA,0:01,7
Starting goalkeeper,1.0,4,3,BRA,3.0,ANTONELLI V,3 - 7,480,BRA,8:00,7
Starting goalkeeper,1.0,4,3,BRA,3.0,MOSES M,3 - 7,480,USA,8:00,7
Sprint won possession,7.0,4,3,BRA,3.0,DELGADO A,3 - 7,480,BRA,8:00,7
5m shot - Saved,6.0,4,3,BRA,3.0,GOMES B,3 - 7,451,BRA,7:31,7
Turnover foul,8.0,4,3,BRA,3.0,AZEVEDO T,3 - 7,430,USA,7:10,7
Steal,6.0,4,3,BRA,3.0,GOMES B,3 - 7,430,BRA,7:10,7
Turnover foul,6.0,4,3,BRA,3.0,GOMES B,3 - 7,403,BRA,6:43,7
Steal,11.0,4,3,BRA,3.0,SMITH J,3 - 7,403,USA,6:43,7
20 sec. exclusion in centre,6.0,4,3,BRA,3.0,GOMES B,3 - 7,384,BRA,6:24,7
Extra player shot - Blocked,8.0,4,3,BRA,3.0,AZEVEDO T,3 - 7,367,USA,6:07,7
20 sec. exclusion in centre,12.0,4,3,BRA,3.0,MANN J,3 - 7,344,USA,5:44,7
Action shot - Missed,2.0,4,3,BRA,3.0,CRIVELLA J,3 - 7,318,BRA,5:18,7
Penalty foul,2.0,4,3,BRA,3.0,CRIVELLA J,3 - 7,312,BRA,5:12,7
20 sec. exclusion in field,5.0,4,3,BRA,3.0,SALEMI P,3 - 7,312,BRA,5:12,7
Penalty shot - Goal,10.0,4,1,BRA,3.0,BONANNI B,1 - 4,312,USA,5:12,4
Action shot - Goal,11.0,4,2,BRA,3.0,GUIMARAES G,2 - 4,282,BRA,4:42,4
Turnover foul,3.0,4,2,BRA,3.0,OBERT A,2 - 4,253,USA,4:13,4
Turnover foul,3.0,4,2,BRA,3.0,GOMES G,2 - 4,237,BRA,3:57,4
Steal,6.0,4,2,BRA,3.0,CUPIDO L,2 - 4,237,USA,3:57,4
Turnover foul,6.0,4,2,BRA,3.0,CUPIDO L,2 - 4,220,USA,3:40,4
Steal,3.0,4,2,BRA,3.0,GOMES G,2 - 4,220,BRA,3:40,4
Turnover foul,1.0,4,2,BRA,3.0,ANTONELLI V,2 - 4,204,BRA,3:24,4
20 sec. exclusion in field,11.0,4,2,BRA,3.0,GUIMARAES G,2 - 4,194,BRA,3:14,4
Time-Out,,4,2,BRA,3.0,,2 - 4,194,USA,3:14,4
Action shot - Blocked,2.0,4,2,BRA,3.0,VAVIC N,2 - 4,163,USA,2:43,4
5m shot - Saved,10.0,4,2,BRA,3.0,PERRONE F,2 - 4,134,BRA,2:14,4
Turnover foul,3.0,4,2,BRA,3.0,OBERT A,2 - 4,106,USA,1:46,4
Action shot - Post,9.0,4,2,BRA,3.0,ROCHA B,2 - 4,86,BRA,1:26,4
5m shot - Saved,2.0,4,2,BRA,3.0,VAVIC N,2 - 4,58,USA,0:58,4
Turnover foul,9.0,4,2,BRA,3.0,BOWEN A,2 - 4,35,USA,0:35,4
Steal,12.0,4,2,BRA,3.0,VRLIC J,2 - 4,35,BRA,0:35,4
Time-Out,,4,2,BRA,3.0,,2 - 4,35,BRA,0:35,4
Turnover foul,6.0,4,2,BRA,3.0,GOMES B,2 - 4,10,BRA,0:10,4
5m shot - Missed,11.0,4,2,BRA,3.0,SMITH J,2 - 4,0,USA,0:00,4
Starting goalkeeper,1.0,4,2,BRA,4.0,ANTONELLI V,2 - 4,480,BRA,8:00,4
Starting goalkeeper,1.0,4,2,BRA,4.0,MOSES M,2 - 4,480,USA,8:00,4
Sprint won possession,7.0,4,2,BRA,4.0,SAMUELS J,2 - 4,480,USA,8:00,4
20 sec. exclusion in centre,8.0,4,2,BRA,4.0,SILVA F,2 - 4,452,BRA,7:32,4
Extra player shot - Goal,12.0,4,2,BRA,4.0,MANN J,2 - 5,441,USA,7:21,5
Turnover foul,11.0,4,2,BRA,4.0,GUIMARAES G,2 - 5,412,BRA,6:52,5
Steal,11.0,4,2,BRA,4.0,SMITH J,2 - 5,412,USA,6:52,5
Centre shot - Goal,12.0,4,2,BRA,4.0,MANN J,2 - 6,384,USA,6:24,6
5m shot - Saved,10.0,4,2,BRA,4.0,PERRONE F,2 - 6,359,BRA,5:59,6
5m shot - Saved,12.0,4,2,BRA,4.0,MANN J,2 - 6,330,USA,5:30,6
Turnover foul,12.0,4,2,BRA,4.0,MANN J,2 - 6,329,USA,5:29,6
Turnover foul,12.0,4,2,BRA,4.0,VRLIC J,2 - 6,303,BRA,5:03,6
Time-Out,,4,2,BRA,4.0,,2 - 6,280,USA,4:40,6
5m shot - Saved,6.0,4,2,BRA,4.0,CUPIDO L,2 - 6,275,USA,4:35,6
5m shot - Saved,7.0,4,2,BRA,4.0,SAMUELS J,2 - 6,244,USA,4:04,6
Turnover foul,9.0,4,2,BRA,4.0,BOWEN A,2 - 6,217,USA,3:37,6
5m shot - Saved,12.0,4,2,BRA,4.0,VRLIC J,2 - 6,194,BRA,3:14,6
20 sec. exclusion in field,12.0,4,2,BRA,4.0,VRLIC J,2 - 6,191,BRA,3:11,6
5m shot - Missed,6.0,4,2,BRA,4.0,CUPIDO L,2 - 6,163,USA,2:43,6
Centre shot - Goal,10.0,4,3,BRA,4.0,PERRONE F,3 - 6,140,BRA,2:20,6
Turnover foul,8.0,4,3,BRA,4.0,AZEVEDO T,3 - 6,118,USA,1:58,6
Turnover foul,5.0,4,3,BRA,4.0,SALEMI P,3 - 6,112,BRA,1:52,6
Yellow card,,4,3,BRA,4.0,Team Official,3 - 6,109,BRA,1:49,6
20 sec. exclusion in field,5.0,4,3,BRA,4.0,ROELSE A,3 - 6,95,USA,1:35,6
Centre shot - Saved,4.0,4,3,BRA,4.0,GONZALEZ I,3 - 6,71,BRA,1:11,6
Action shot - Saved,10.0,4,3,BRA,4.0,PERRONE F,3 - 6,57,BRA,0:57,6
Turnover foul,8.0,4,3,BRA,4.0,AZEVEDO T,3 - 6,29,USA,0:29,6
Steal,11.0,4,3,BRA,4.0,GUIMARAES G,3 - 6,29,BRA,0:29,6
Goalkeeper substitution,13.0,4,3,BRA,4.0,BARON M,3 - 6,17,USA,0:17,6
5m shot - Saved,3.0,4,3,BRA,4.0,GOMES G,3 - 6,2,BRA,0:02,6
Starting goalkeeper,1.0,5,0,SRB,1.0,PIJETLOVIC G,0 - 0,480,SRB,8:00,0
Starting goalkeeper,1.0,5,0,SRB,1.0,MOSES M,0 - 0,480,USA,8:00,0
Sprint won possession,7.0,5,0,SRB,1.0,SAMUELS J,0 - 0,480,USA,8:00,0
20 sec. exclusion in centre,11.0,5,0,SRB,1.0,PRLAINOVIC A,0 - 0,455,SRB,7:35,0
Extra player shot - Goal,10.0,5,0,SRB,1.0,BONANNI B,0 - 1,438,USA,7:18,1
5m shot - Saved,8.0,5,0,SRB,1.0,ALEKSIC M,0 - 1,415,SRB,6:55,1
Turnover foul,8.0,5,0,SRB,1.0,ALEKSIC M,0 - 1,393,SRB,6:33,1
5m shot - Goal,7.0,5,0,SRB,1.0,SAMUELS J,0 - 2,374,USA,6:14,2
Action shot - Saved,7.0,5,0,SRB,1.0,NIKIC S,0 - 2,350,SRB,5:50,2
Turnover foul,6.0,5,0,SRB,1.0,CUPIDO L,0 - 2,317,USA,5:17,2
Steal,10.0,5,0,SRB,1.0,FILIPOVIC F,0 - 2,317,SRB,5:17,2
20 sec. exclusion in centre,8.0,5,0,SRB,1.0,AZEVEDO T,0 - 2,304,USA,5:04,2
Extra player shot - Goal,8.0,5,1,SRB,1.0,ALEKSIC M,1 - 2,288,SRB,4:48,2
Turnover foul,10.0,5,1,SRB,1.0,BONANNI B,1 - 2,266,USA,4:26,2
20 sec. exclusion in centre,5.0,5,1,SRB,1.0,ROELSE A,1 - 2,250,USA,4:10,2
Action shot - Post,11.0,5,1,SRB,1.0,PRLAINOVIC A,1 - 2,226,SRB,3:46,2
5m shot - Goal,11.0,5,2,SRB,1.0,PRLAINOVIC A,2 - 2,226,SRB,3:46,2
20 sec. exclusion in centre,10.0,5,2,SRB,1.0,FILIPOVIC F,2 - 2,204,SRB,3:24,2
Time-Out,,5,2,SRB,1.0,,2 - 2,204,USA,3:24,2
Action shot - Blocked,12.0,5,2,SRB,1.0,MANN J,2 - 2,183,USA,3:03,2
20 sec. exclusion in centre,2.0,5,2,SRB,1.0,VAVIC N,2 - 2,162,USA,2:42,2
Action shot - Saved,12.0,5,2,SRB,1.0,MITROVIC S,2 - 2,141,SRB,2:21,2
5m shot - Missed,7.0,5,2,SRB,1.0,SAMUELS J,2 - 2,114,USA,1:54,2
Turnover foul,4.0,5,2,SRB,1.0,RANDELOVIC S,2 - 2,92,SRB,1:32,2
Turnover foul,7.0,5,2,SRB,1.0,SAMUELS J,2 - 2,92,USA,1:32,2
Action shot - Goal,6.0,5,3,SRB,1.0,PIJETLOVIC D,3 - 2,91,SRB,1:31,2
20 sec. exclusion in centre,9.0,5,3,SRB,1.0,JAKSIC N,3 - 2,80,SRB,1:20,2
Turnover foul,2.0,5,3,SRB,1.0,VAVIC N,3 - 2,60,USA,1:00,2
Time-Out,,5,3,SRB,1.0,,3 - 2,60,SRB,1:00,2
5m shot - Goal,2.0,5,4,SRB,1.0,MANDIC D,4 - 2,50,SRB,0:50,2
Turnover foul,6.0,5,4,SRB,1.0,CUPIDO L,4 - 2,23,USA,0:23,2
5m shot - Post,5.0,5,4,SRB,1.0,CUK M,4 - 2,2,SRB,0:02,2
Starting goalkeeper,1.0,5,4,SRB,2.0,PIJETLOVIC G,4 - 2,480,SRB,8:00,2
Starting goalkeeper,1.0,5,4,SRB,2.0,MOSES M,4 - 2,480,USA,8:00,2
Sprint won possession,7.0,5,4,SRB,2.0,SAMUELS J,4 - 2,480,USA,8:00,2
Action shot - Goal,8.0,5,4,SRB,2.0,AZEVEDO T,4 - 3,454,USA,7:34,3
Centre shot - Goal,7.0,5,5,SRB,2.0,NIKIC S,5 - 3,429,SRB,7:09,3
20 sec. exclusion in centre,3.0,5,5,SRB,2.0,GOCIC Z,5 - 3,422,SRB,7:02,3
Extra player shot - Goal,11.0,5,5,SRB,2.0,SMITH J,5 - 4,402,USA,6:42,4
20 sec. exclusion in centre,11.0,5,5,SRB,2.0,SMITH J,5 - 4,379,USA,6:19,4
Extra player shot - Goal,6.0,5,6,SRB,2.0,PIJETLOVIC D,6 - 4,376,SRB,6:16,4
20 sec. exclusion in centre,2.0,5,6,SRB,2.0,MANDIC D,6 - 4,357,SRB,5:57,4
Turnover foul,7.0,5,6,SRB,2.0,SAMUELS J,6 - 4,346,USA,5:46,4
Turnover foul,2.0,5,6,SRB,2.0,MANDIC D,6 - 4,321,SRB,5:21,4
20 sec. exclusion in centre,5.0,5,6,SRB,2.0,CUK M,6 - 4,298,SRB,4:58,4
Extra player shot - Goal,10.0,5,6,SRB,2.0,BONANNI B,6 - 5,295,USA,4:55,5
5m shot - Post,2.0,5,6,SRB,2.0,MANDIC D,6 - 5,271,SRB,4:31,5
20 sec. exclusion in centre,4.0,5,6,SRB,2.0,RANDELOVIC S,6 - 5,249,SRB,4:09,5
Turnover foul,6.0,5,6,SRB,2.0,CUPIDO L,6 - 5,227,USA,3:47,5
Action shot - Post,8.0,5,6,SRB,2.0,ALEKSIC M,6 - 5,206,SRB,3:26,5
Turnover foul,2.0,5,6,SRB,2.0,VAVIC N,6 - 5,180,USA,3:00,5
5m shot - Blocked,11.0,5,6,SRB,2.0,PRLAINOVIC A,6 - 5,153,SRB,2:33,5
Action shot - Saved,6.0,5,6,SRB,2.0,CUPIDO L,6 - 5,130,USA,2:10,5
5m shot - Saved,9.0,5,6,SRB,2.0,BOWEN A,6 - 5,103,USA,1:43,5
Action shot - Saved,7.0,5,6,SRB,2.0,NIKIC S,6 - 5,72,SRB,1:12,5
Time-Out,,5,6,SRB,2.0,,6 - 5,68,USA,1:08,5
Turnover foul,6.0,5,6,SRB,2.0,CUPIDO L,6 - 5,51,USA,0:51,5
Counter attack - Goal,10.0,5,7,SRB,2.0,FILIPOVIC F,7 - 5,39,SRB,0:39,5
5m shot - Post,9.0,5,7,SRB,2.0,BOWEN A,7 - 5,13,USA,0:13,5
Time-Out,,5,7,SRB,2.0,,7 - 5,13,SRB,0:13,5
5m shot - Blocked,10.0,5,7,SRB,2.0,FILIPOVIC F,7 - 5,1,SRB,0:01,5
Starting goalkeeper,1.0,5,7,SRB,3.0,PIJETLOVIC G,7 - 5,480,SRB,8:00,5
Starting goalkeeper,1.0,5,7,SRB,3.0,MOSES M,7 - 5,480,USA,8:00,5
Sprint won possession,7.0,5,7,SRB,3.0,SAMUELS J,7 - 5,480,USA,8:00,5
Turnover foul,11.0,5,7,SRB,3.0,PRLAINOVIC A,7 - 5,432,SRB,7:12,5
