Action,Cap,GRE,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
5m shot,4.0,1,6,0,ITA,1.0,FIGLIOLI P,1 - 0,0,ITA,0:00,Missed,0
5m shot,4.0,1,6,0,ITA,2.0,FIGLIOLI P,1 - 0,412,ITA,6:52,Post,0
5m shot,7.0,1,6,0,ITA,2.0,GIACOPPO M,1 - 0,361,ITA,6:01,Blocked,0
5m shot,2.0,1,6,1,ITA,2.0,DI FULVIO F,1 - 1,308,ITA,5:08,Goal,1
5m shot,12.0,1,6,1,ITA,2.0,VLACHOPOULOS A,1 - 1,282,GRE,4:42,Post,0
Action shot,5.0,1,6,1,ITA,2.0,GIORGETTI A,1 - 1,256,ITA,4:16,Blocked,0
Extra player shot,10.0,1,6,1,ITA,2.0,KOLOMVOS C,1 - 1,224,GRE,3:44,Missed,0
Action shot,4.0,1,6,1,ITA,2.0,FIGLIOLI P,1 - 1,122,ITA,2:02,Saved,0
5m shot,12.0,2,6,1,ITA,2.0,VLACHOPOULOS A,2 - 1,96,GRE,1:36,Goal,1
Extra player shot,10.0,2,6,1,ITA,2.0,LUONGO S,2 - 1,61,ITA,1:01,Missed,0
Action shot,12.0,3,6,1,ITA,2.0,VLACHOPOULOS A,3 - 1,45,GRE,0:45,Goal,1
Extra player shot,4.0,3,6,2,ITA,2.0,FIGLIOLI P,3 - 2,9,ITA,0:09,Goal,1
5m shot,12.0,3,6,2,ITA,2.0,VLACHOPOULOS A,3 - 2,1,GRE,0:01,Saved,0
Action shot,4.0,3,6,2,ITA,3.0,FIGLIOLI P,3 - 2,378,ITA,6:18,Blocked,0
Action shot,2.0,4,6,2,ITA,3.0,MYLONAKIS E,4 - 2,352,GRE,5:52,Goal,1
Action shot,3.0,4,6,3,ITA,3.0,VELOTTO A,4 - 3,301,ITA,5:01,Goal,1
5m shot,5.0,4,6,3,ITA,3.0,FOUNTOULIS I,4 - 3,275,GRE,4:35,Saved,0
Centre shot,9.0,5,6,3,ITA,3.0,MOURIKIS K,5 - 3,245,GRE,4:05,Goal,1
5m shot,3.0,5,6,3,ITA,3.0,DERVISIS G,5 - 3,192,GRE,3:12,Saved,0
Counter attack,6.0,5,6,4,ITA,3.0,FONDELLI A,5 - 4,160,ITA,2:40,Goal,1
Centre shot,11.0,6,6,4,ITA,3.0,GOUNAS A,6 - 4,116,GRE,1:56,Goal,1
Centre shot,11.0,6,6,5,ITA,3.0,AICARDI M,6 - 5,95,ITA,1:35,Goal,1
Action shot,10.0,6,6,5,ITA,3.0,KOLOMVOS C,6 - 5,68,GRE,1:08,Missed,0
Action shot,7.0,6,6,5,ITA,3.0,GIACOPPO M,6 - 5,38,ITA,0:38,Saved,0
Extra player shot,12.0,7,6,5,ITA,3.0,VLACHOPOULOS A,7 - 5,6,GRE,0:06,Goal,1
Centre shot,11.0,7,6,6,ITA,3.0,AICARDI M,7 - 6,1,ITA,0:01,Goal,1
5m shot,3.0,7,6,6,ITA,4.0,VELOTTO A,7 - 6,293,ITA,4:53,Saved,0
Penalty shot,4.0,7,6,7,ITA,4.0,FIGLIOLI P,7 - 7,266,ITA,4:26,Goal,1
5m shot,12.0,7,6,7,ITA,4.0,VLACHOPOULOS A,7 - 7,239,GRE,3:59,Saved,0
Action shot,11.0,7,6,7,ITA,4.0,GOUNAS A,7 - 7,195,GRE,3:15,Post,0
5m shot,12.0,7,6,7,ITA,4.0,VLACHOPOULOS A,7 - 7,164,GRE,2:44,Saved,0
5m shot,4.0,7,6,7,ITA,4.0,FIGLIOLI P,7 - 7,140,ITA,2:20,Blocked,0
Action shot,5.0,7,6,7,ITA,4.0,FOUNTOULIS I,7 - 7,85,GRE,1:25,Post,0
5m shot,2.0,7,6,7,ITA,4.0,DI FULVIO F,7 - 7,12,ITA,0:12,Post,0
5m shot,7.0,7,6,7,ITA,4.0,AFROUDAKIS C,7 - 7,0,GRE,0:00,Saved,0
