Action,Cap,Game,ITA,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,11.0,7,2,2,MNE,2.0,CUCKOVIC U,2 - 2,104,MNE,1:44
Steal,5.0,7,2,2,MNE,2.0,PRESCIUTTI N,2 - 2,104,ITA,1:44
Action shot - Saved,5.0,7,2,2,MNE,2.0,PRESCIUTTI N,2 - 2,79,ITA,1:19
5m shot - Saved,11.0,7,2,2,MNE,2.0,CUCKOVIC U,2 - 2,52,MNE,0:52
Time-Out,,7,2,2,MNE,2.0,,2 - 2,51,ITA,0:51
Exclusion with substitution,7.0,7,2,2,MNE,4.0,DRASKOVIC D,2 - 2,129,MNE,2:09
Action shot - Saved,9.0,7,2,2,MNE,4.0,RENZUTO IODICE V,2 - 2,106,ITA,1:46
Turnover foul,11.0,7,2,2,MNE,4.0,CUCKOVIC U,2 - 2,83,MNE,1:23
Steal,2.0,7,2,2,MNE,4.0,di FULVIO F,2 - 2,83,ITA,1:23
Turnover foul,10.0,7,2,2,MNE,4.0,BODEGAS M,2 - 2,61,ITA,1:01
20 sec. exclusion in centre,7.0,7,2,2,MNE,2.0,DRASKOVIC D,2 - 2,35,MNE,0:35
Turnover foul,11.0,7,2,2,MNE,2.0,AICARDI M,2 - 2,14,ITA,0:14
Steal,3.0,7,2,2,MNE,2.0,BANICEVIC B,2 - 2,14,MNE,0:14
5m shot - Blocked,7.0,7,2,2,MNE,2.0,DRASKOVIC D,2 - 2,1,MNE,0:01
Starting goalkeeper,13.0,7,2,2,MNE,3.0,SCEPANOVIC M,2 - 2,480,MNE,8:00
Starting goalkeeper,13.0,7,2,2,MNE,3.0,VOLAREVIC G,2 - 2,480,ITA,8:00
Sprint won possession,4.0,7,2,2,MNE,3.0,FIGLIOLI P,2 - 2,480,ITA,8:00
Action shot - Saved,9.0,7,2,2,MNE,3.0,RENZUTO IODICE V,2 - 2,465,ITA,7:45
Action shot - Saved,3.0,7,2,2,MNE,3.0,BANICEVIC B,2 - 2,450,MNE,7:30
Yellow card,,7,2,2,MNE,3.0,Team Official,2 - 2,444,MNE,7:24
Action shot - Saved,9.0,7,2,2,MNE,3.0,RENZUTO IODICE V,2 - 2,412,ITA,6:52
20 sec. exclusion in field,3.0,7,2,2,MNE,3.0,GITTO N,2 - 2,399,ITA,6:39
Action shot - Missed,4.0,7,2,2,MNE,3.0,PETKOVIC M,2 - 2,378,MNE,6:18
5m shot - Missed,9.0,7,2,2,MNE,3.0,RENZUTO IODICE V,2 - 2,349,ITA,5:49
20 sec. exclusion in centre,12.0,7,2,2,MNE,3.0,BERTOLI Z,2 - 2,327,ITA,5:27
Extra player shot - Goal,2.0,7,2,3,MNE,3.0,BRGULJAN D,3 - 2,311,MNE,5:11
Action shot - Post,2.0,7,2,3,MNE,3.0,di FULVIO F,3 - 2,289,ITA,4:49
Action shot - Goal,7.0,7,2,4,MNE,3.0,DRASKOVIC D,4 - 2,267,MNE,4:27
Goalkeeper substitution,1.0,7,2,4,MNE,3.0,TEMPESTI S,4 - 2,267,ITA,4:27
20 sec. exclusion in field,8.0,7,2,4,MNE,3.0,UKROPINA A,4 - 2,250,MNE,4:10
Action shot - Post,6.0,7,2,4,MNE,3.0,MIRARCHI C,4 - 2,243,ITA,4:03
Extra player shot - Goal,6.0,7,3,4,MNE,3.0,MIRARCHI C,4 - 3,233,ITA,3:53
Turnover foul,6.0,7,3,4,MNE,3.0,RADOVIC A,4 - 3,216,MNE,3:36
Steal,2.0,7,3,4,MNE,3.0,di FULVIO F,4 - 3,216,ITA,3:36
Action shot - Post,2.0,7,3,4,MNE,3.0,di FULVIO F,4 - 3,201,ITA,3:21
Counter attack - Saved,12.0,7,3,4,MNE,3.0,MURISIC N,4 - 3,190,MNE,3:10
20 sec. exclusion in field,11.0,7,3,4,MNE,3.0,AICARDI M,4 - 3,184,ITA,3:04
Exclusion with substitution,11.0,7,3,4,MNE,3.0,AICARDI M,4 - 3,184,ITA,3:04
Time-Out,,7,3,4,MNE,3.0,,4 - 3,184,MNE,3:04
5m shot - Goal,7.0,7,3,5,MNE,3.0,DRASKOVIC D,5 - 3,160,MNE,2:40
Turnover foul,4.0,7,3,5,MNE,3.0,FIGLIOLI P,5 - 3,144,ITA,2:24
Steal,2.0,7,3,5,MNE,3.0,BRGULJAN D,5 - 3,144,MNE,2:24
Action shot - Saved,2.0,7,3,5,MNE,3.0,BRGULJAN D,5 - 3,113,MNE,1:53
Turnover foul,9.0,7,3,5,MNE,3.0,RENZUTO IODICE V,5 - 3,102,ITA,1:42
Steal,11.0,7,3,5,MNE,3.0,CUCKOVIC U,5 - 3,102,MNE,1:42
Turnover foul,3.0,7,3,5,MNE,3.0,BANICEVIC B,5 - 3,82,MNE,1:22
5m shot - Goal,6.0,7,4,5,MNE,3.0,MIRARCHI C,5 - 4,60,ITA,1:00
Action shot - Saved,10.0,7,4,5,MNE,3.0,MISIC S,5 - 4,38,MNE,0:38
5m shot - Saved,2.0,7,4,5,MNE,3.0,di FULVIO F,5 - 4,12,ITA,0:12
5m shot - Saved,9.0,7,4,5,MNE,3.0,RADOVIC D,5 - 4,1,MNE,0:01
Starting goalkeeper,13.0,7,4,5,MNE,4.0,SCEPANOVIC M,5 - 4,480,MNE,8:00
Starting goalkeeper,1.0,7,4,5,MNE,4.0,TEMPESTI S,5 - 4,480,ITA,8:00
Sprint won possession,4.0,7,4,5,MNE,4.0,FIGLIOLI P,5 - 4,480,ITA,8:00
Action shot - Post,12.0,7,4,5,MNE,4.0,BERTOLI Z,5 - 4,452,ITA,7:32
5m shot - Post,6.0,7,4,5,MNE,4.0,MIRARCHI C,5 - 4,424,ITA,7:04
Turnover foul,6.0,7,4,5,MNE,4.0,RADOVIC A,5 - 4,395,MNE,6:35
Steal,4.0,7,4,5,MNE,4.0,FIGLIOLI P,5 - 4,395,ITA,6:35
5m shot - Blocked,10.0,7,4,5,MNE,4.0,BODEGAS M,5 - 4,368,ITA,6:08
Action shot - Saved,2.0,7,4,5,MNE,4.0,BRGULJAN D,5 - 4,337,MNE,5:37
5m shot - Missed,6.0,7,4,5,MNE,4.0,RADOVIC A,5 - 4,310,MNE,5:10
Turnover foul,6.0,7,4,5,MNE,4.0,MIRARCHI C,5 - 4,290,ITA,4:50
Steal,13.0,7,4,5,MNE,4.0,SCEPANOVIC M,5 - 4,290,MNE,4:50
Turnover foul,7.0,7,4,5,MNE,4.0,DRASKOVIC D,5 - 4,265,MNE,4:25
Action shot - Missed,6.0,7,4,5,MNE,4.0,MIRARCHI C,5 - 4,236,ITA,3:56
5m shot - Saved,4.0,7,4,5,MNE,4.0,PETKOVIC M,5 - 4,213,MNE,3:33
5m shot - Saved,9.0,7,4,5,MNE,4.0,RENZUTO IODICE V,5 - 4,193,ITA,3:13
20 sec. exclusion in centre,6.0,7,4,5,MNE,4.0,MIRARCHI C,5 - 4,171,ITA,2:51
Time-Out,,7,4,5,MNE,4.0,,5 - 4,171,MNE,2:51
5m shot - Saved,4.0,7,4,5,MNE,4.0,PETKOVIC M,5 - 4,152,MNE,2:32
Turnover foul,11.0,7,4,5,MNE,4.0,CUCKOVIC U,5 - 4,137,MNE,2:17
20 sec. exclusion in field,7.0,7,4,5,MNE,4.0,DRASKOVIC D,5 - 4,129,MNE,2:09
Turnover foul,6.0,7,4,5,MNE,4.0,RADOVIC A,5 - 4,36,MNE,0:36
Steal,10.0,7,4,5,MNE,4.0,BODEGAS M,5 - 4,36,ITA,0:36
Time-Out,,7,4,5,MNE,4.0,,5 - 4,36,ITA,0:36
Turnover foul,8.0,7,4,5,MNE,4.0,FONDELLI A,5 - 4,16,ITA,0:16
Steal,13.0,7,4,5,MNE,4.0,SCEPANOVIC M,5 - 4,16,MNE,0:16
