Action,Cap,Game,ITA,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Extra player shot,9.0,5,7,9,CRO,4.0,RENZUTO IODICE V,9 - 7,287,ITA,4:47,Goal,1
5m shot,12.0,5,7,10,CRO,4.0,GARCIA GADEA J,10 - 7,260,CRO,4:20,Goal,1
Extra player shot,11.0,5,8,10,CRO,4.0,AICARDI M,10 - 8,235,ITA,3:55,Goal,1
5m shot,5.0,5,8,10,CRO,4.0,JOKOVIC M,10 - 8,210,CRO,3:30,Missed,0
Extra player shot,9.0,5,9,10,CRO,4.0,RENZUTO IODICE V,10 - 9,170,ITA,2:50,Goal,1
Centre shot,8.0,5,9,11,CRO,4.0,BUSLJE A,11 - 9,130,CRO,2:10,Goal,1
5m shot,7.0,5,9,11,CRO,4.0,NORA A,11 - 9,107,ITA,1:47,Saved,0
Action shot,12.0,5,9,12,CRO,4.0,GARCIA GADEA J,12 - 9,11,CRO,0:11,Goal,1
5m shot,6.0,5,9,12,CRO,4.0,MIRARCHI C,12 - 9,1,ITA,0:01,Saved,0
5m shot,11.0,6,0,1,AUS,1.0,HOLLIS L,1 - 0,395,AUS,6:35,Goal,1
Action shot,7.0,6,0,2,AUS,1.0,GILCHRIST J,2 - 0,353,AUS,5:53,Goal,1
Centre shot,3.0,6,1,2,AUS,1.0,GITTO N,2 - 1,301,ITA,5:01,Goal,1
Extra player shot,8.0,6,1,2,AUS,1.0,FONDELLI A,2 - 1,252,ITA,4:12,Post,0
Action shot,5.0,6,2,2,AUS,1.0,PRESCIUTTI N,2 - 2,249,ITA,4:09,Goal,1
Centre shot,6.0,6,2,2,AUS,1.0,EDWARDS L,2 - 2,228,AUS,3:48,Missed,0
Extra player shot,4.0,6,2,2,AUS,1.0,KAYES J,2 - 2,163,AUS,2:43,Saved,0
Action shot,10.0,6,2,2,AUS,1.0,FANNON J,2 - 2,102,AUS,1:42,Saved,0
Action shot,8.0,6,2,2,AUS,1.0,FONDELLI A,2 - 2,75,ITA,1:15,Missed,0
Counter attack,10.0,6,3,2,AUS,1.0,BODEGAS M,2 - 3,39,ITA,0:39,Goal,1
Action shot,4.0,6,4,2,AUS,1.0,FIGLIOLI P,2 - 4,4,ITA,0:04,Goal,1
5m shot,8.0,6,4,2,AUS,1.0,YOUNGER A,2 - 4,4,AUS,0:04,Missed,0
5m shot,2.0,6,4,2,AUS,1.0,di FULVIO F,2 - 4,1,ITA,0:01,Saved,0
Action shot,7.0,6,4,2,AUS,2.0,GILCHRIST J,2 - 4,425,AUS,7:05,Saved,0
Action shot,11.0,6,4,3,AUS,2.0,HOLLIS L,3 - 4,379,AUS,6:19,Goal,1
Action shot,4.0,6,4,3,AUS,2.0,FIGLIOLI P,3 - 4,354,ITA,5:54,Post,0
5m shot,11.0,6,4,3,AUS,2.0,HOLLIS L,3 - 4,325,AUS,5:25,Saved,0
Extra player shot,2.0,6,5,3,AUS,2.0,di FULVIO F,3 - 5,299,ITA,4:59,Goal,1
Extra player shot,2.0,6,5,3,AUS,2.0,di FULVIO F,3 - 5,231,ITA,3:51,Saved,0
Centre shot,4.0,6,5,4,AUS,2.0,KAYES J,4 - 5,206,AUS,3:26,Goal,1
Centre shot,5.0,6,5,4,AUS,2.0,PRESCIUTTI N,4 - 5,178,ITA,2:58,Saved,0
Extra player shot,8.0,6,5,4,AUS,2.0,YOUNGER A,4 - 5,138,AUS,2:18,Blocked,0
Extra player shot,2.0,6,8,4,AUS,4.0,di FULVIO F,4 - 8,95,ITA,1:35,Goal,1
5m shot,8.0,6,8,4,AUS,2.0,YOUNGER A,4 - 8,85,AUS,1:25,Blocked,0
Counter attack,6.0,6,8,4,AUS,2.0,MIRARCHI C,4 - 8,72,ITA,1:12,Saved,0
Penalty shot,4.0,6,6,4,AUS,2.0,FIGLIOLI P,4 - 6,30,ITA,0:30,Goal,1
Extra player shot,6.0,6,6,4,AUS,2.0,EDWARDS L,4 - 6,1,AUS,0:01,Saved,0
Action shot,9.0,6,6,4,AUS,3.0,FORD A,4 - 6,451,AUS,7:31,Saved,0
Action shot,5.0,6,6,4,AUS,3.0,POWER N,4 - 6,395,AUS,6:35,Saved,0
Action shot,2.0,6,6,4,AUS,3.0,di FULVIO F,4 - 6,337,ITA,5:37,Missed,0
5m shot,8.0,6,6,4,AUS,3.0,YOUNGER A,4 - 6,310,AUS,5:10,Post,0
Action shot,9.0,6,6,4,AUS,3.0,RENZUTO IODICE V,4 - 6,255,ITA,4:15,Post,0
Extra player shot,9.0,6,6,4,AUS,3.0,RENZUTO IODICE V,4 - 6,223,ITA,3:43,Blocked,0
Centre shot,4.0,6,6,4,AUS,3.0,KAYES J,4 - 6,196,AUS,3:16,Saved,0
Centre shot,12.0,6,6,4,AUS,3.0,BERTOLI Z,4 - 6,169,ITA,2:49,Saved,0
5m shot,2.0,6,6,4,AUS,3.0,di FULVIO F,4 - 6,112,ITA,1:52,Saved,0
Extra player shot,9.0,6,6,4,AUS,3.0,FORD A,4 - 6,98,AUS,1:38,Saved,0
Action shot,10.0,6,6,4,AUS,3.0,BODEGAS M,4 - 6,75,ITA,1:15,Saved,0
Action shot,12.0,6,6,4,AUS,3.0,BERTOLI Z,4 - 6,55,ITA,0:55,Blocked,0
5m shot,11.0,6,6,4,AUS,3.0,HOLLIS L,4 - 6,33,AUS,0:33,Saved,0
5m shot,4.0,6,6,4,AUS,3.0,FIGLIOLI P,4 - 6,2,ITA,0:02,Missed,0
Centre shot,11.0,6,7,4,AUS,4.0,AICARDI M,4 - 7,450,ITA,7:30,Goal,1
Extra player shot,11.0,6,7,4,AUS,4.0,HOLLIS L,4 - 7,403,AUS,6:43,Post,0
5m shot,6.0,6,7,4,AUS,4.0,MIRARCHI C,4 - 7,374,ITA,6:14,Saved,0
5m shot,11.0,6,7,4,AUS,4.0,AICARDI M,4 - 7,319,ITA,5:19,Post,0
Centre shot,6.0,6,7,4,AUS,4.0,MIRARCHI C,4 - 7,286,ITA,4:46,Saved,0
Centre shot,12.0,6,7,4,AUS,4.0,BERTOLI Z,4 - 7,262,ITA,4:22,Post,0
Action shot,9.0,6,7,4,AUS,4.0,FORD A,4 - 7,234,AUS,3:54,Saved,0
Centre shot,11.0,6,7,4,AUS,4.0,AICARDI M,4 - 7,210,ITA,3:30,Saved,0
Action shot,10.0,6,7,4,AUS,4.0,FANNON J,4 - 7,181,AUS,3:01,Saved,0
5m shot,9.0,6,7,4,AUS,4.0,FORD A,4 - 7,125,AUS,2:05,Missed,0
Extra player shot,6.0,6,7,4,AUS,4.0,MIRARCHI C,4 - 7,17,ITA,0:17,Blocked,0
Extra player shot,4.0,6,7,4,AUS,4.0,KAYES J,4 - 7,1,AUS,0:01,Blocked,0
Extra player shot,2.0,7,0,1,MNE,1.0,BRGULJAN D,1 - 0,430,MNE,7:10,Goal,1
Centre shot,11.0,7,0,1,MNE,1.0,AICARDI M,1 - 0,397,ITA,6:37,Post,0
Action shot,9.0,7,1,1,MNE,1.0,RENZUTO IODICE V,1 - 1,329,ITA,5:29,Goal,1
Action shot,12.0,7,1,1,MNE,1.0,MURISIC N,1 - 1,311,MNE,5:11,Saved,0
5m shot,9.0,7,1,1,MNE,1.0,RENZUTO IODICE V,1 - 1,265,ITA,4:25,Saved,0
Action shot,12.0,7,1,1,MNE,1.0,MURISIC N,1 - 1,236,MNE,3:56,Post,0
5m shot,9.0,7,1,1,MNE,1.0,RENZUTO IODICE V,1 - 1,207,ITA,3:27,Blocked,0
Action shot,4.0,7,1,1,MNE,1.0,PETKOVIC M,1 - 1,136,MNE,2:16,Saved,0
5m shot,12.0,7,1,1,MNE,1.0,BERTOLI Z,1 - 1,106,ITA,1:46,Blocked,0
5m shot,9.0,7,1,1,MNE,1.0,RADOVIC D,1 - 1,81,MNE,1:21,Saved,0
5m shot,2.0,7,1,1,MNE,1.0,BRGULJAN D,1 - 1,35,MNE,0:35,Saved,0
Action shot,11.0,7,1,1,MNE,1.0,AICARDI M,1 - 1,9,ITA,0:09,Saved,0
5m shot,9.0,7,1,1,MNE,1.0,RENZUTO IODICE V,1 - 1,1,ITA,0:01,Blocked,0
Centre shot,7.0,7,1,1,MNE,2.0,DRASKOVIC D,1 - 1,445,MNE,7:25,Saved,0
5m shot,2.0,7,1,2,MNE,2.0,BRGULJAN D,2 - 1,409,MNE,6:49,Goal,1
Action shot,10.0,7,1,2,MNE,2.0,BODEGAS M,2 - 1,380,ITA,6:20,Post,0
5m shot,5.0,7,1,2,MNE,2.0,PRESCIUTTI N,2 - 1,333,ITA,5:33,Saved,0
5m shot,12.0,7,1,2,MNE,2.0,MURISIC N,2 - 1,298,MNE,4:58,Missed,0
5m shot,3.0,7,1,2,MNE,2.0,GITTO N,2 - 1,217,ITA,3:37,Blocked,0
5m shot,10.0,7,2,2,MNE,2.0,BODEGAS M,2 - 2,214,ITA,3:34,Goal,1
Counter attack,5.0,7,2,2,MNE,2.0,PRESCIUTTI N,2 - 2,186,ITA,3:06,Saved,0
Action shot,6.0,7,2,2,MNE,2.0,RADOVIC A,2 - 2,147,MNE,2:27,Saved,0
Action shot,2.0,7,2,2,MNE,2.0,di FULVIO F,2 - 2,129,ITA,2:09,Saved,0
Action shot,5.0,7,2,2,MNE,2.0,PRESCIUTTI N,2 - 2,79,ITA,1:19,Saved,0
5m shot,11.0,7,2,2,MNE,2.0,CUCKOVIC U,2 - 2,52,MNE,0:52,Saved,0
Action shot,9.0,7,2,2,MNE,4.0,RENZUTO IODICE V,2 - 2,106,ITA,1:46,Saved,0
5m shot,7.0,7,2,2,MNE,2.0,DRASKOVIC D,2 - 2,1,MNE,0:01,Blocked,0
Action shot,9.0,7,2,2,MNE,3.0,RENZUTO IODICE V,2 - 2,465,ITA,7:45,Saved,0
Action shot,3.0,7,2,2,MNE,3.0,BANICEVIC B,2 - 2,450,MNE,7:30,Saved,0
Action shot,9.0,7,2,2,MNE,3.0,RENZUTO IODICE V,2 - 2,412,ITA,6:52,Saved,0
Action shot,4.0,7,2,2,MNE,3.0,PETKOVIC M,2 - 2,378,MNE,6:18,Missed,0
5m shot,9.0,7,2,2,MNE,3.0,RENZUTO IODICE V,2 - 2,349,ITA,5:49,Missed,0
Extra player shot,2.0,7,2,3,MNE,3.0,BRGULJAN D,3 - 2,311,MNE,5:11,Goal,1
Action shot,2.0,7,2,3,MNE,3.0,di FULVIO F,3 - 2,289,ITA,4:49,Post,0
Action shot,7.0,7,2,4,MNE,3.0,DRASKOVIC D,4 - 2,267,MNE,4:27,Goal,1
Action shot,6.0,7,2,4,MNE,3.0,MIRARCHI C,4 - 2,243,ITA,4:03,Post,0
Extra player shot,6.0,7,3,4,MNE,3.0,MIRARCHI C,4 - 3,233,ITA,3:53,Goal,1
Action shot,2.0,7,3,4,MNE,3.0,di FULVIO F,4 - 3,201,ITA,3:21,Post,0
Counter attack,12.0,7,3,4,MNE,3.0,MURISIC N,4 - 3,190,MNE,3:10,Saved,0
5m shot,7.0,7,3,5,MNE,3.0,DRASKOVIC D,5 - 3,160,MNE,2:40,Goal,1
Action shot,2.0,7,3,5,MNE,3.0,BRGULJAN D,5 - 3,113,MNE,1:53,Saved,0
5m shot,6.0,7,4,5,MNE,3.0,MIRARCHI C,5 - 4,60,ITA,1:00,Goal,1
Action shot,10.0,7,4,5,MNE,3.0,MISIC S,5 - 4,38,MNE,0:38,Saved,0
5m shot,2.0,7,4,5,MNE,3.0,di FULVIO F,5 - 4,12,ITA,0:12,Saved,0
5m shot,9.0,7,4,5,MNE,3.0,RADOVIC D,5 - 4,1,MNE,0:01,Saved,0
Action shot,12.0,7,4,5,MNE,4.0,BERTOLI Z,5 - 4,452,ITA,7:32,Post,0
5m shot,6.0,7,4,5,MNE,4.0,MIRARCHI C,5 - 4,424,ITA,7:04,Post,0
5m shot,10.0,7,4,5,MNE,4.0,BODEGAS M,5 - 4,368,ITA,6:08,Blocked,0
Action shot,2.0,7,4,5,MNE,4.0,BRGULJAN D,5 - 4,337,MNE,5:37,Saved,0
5m shot,6.0,7,4,5,MNE,4.0,RADOVIC A,5 - 4,310,MNE,5:10,Missed,0
Action shot,6.0,7,4,5,MNE,4.0,MIRARCHI C,5 - 4,236,ITA,3:56,Missed,0
5m shot,4.0,7,4,5,MNE,4.0,PETKOVIC M,5 - 4,213,MNE,3:33,Saved,0
5m shot,9.0,7,4,5,MNE,4.0,RENZUTO IODICE V,5 - 4,193,ITA,3:13,Saved,0
5m shot,4.0,7,4,5,MNE,4.0,PETKOVIC M,5 - 4,152,MNE,2:32,Saved,0
