Action,Cap,Game,Opponent,Opponent name,Period,Player,RUS,Score,Seconds,Team,Time,Result,Goal
Action shot,2.0,5,6,CAN,3.0,ANTONOVA D,12,12 - 6,93,RUS,1:33,Blocked,0
Counter attack,7.0,5,7,CAN,3.0,BEKHAZI J,12,12 - 7,17,CAN,0:17,Goal,1
Action shot,5.0,5,7,CAN,4.0,ANTONOVA A,12,12 - 7,426,RUS,7:06,Post,0
Action shot,3.0,5,7,CAN,4.0,PROKOFYEVA E,13,13 - 7,376,RUS,6:16,Goal,1
Centre shot,2.0,5,8,CAN,4.0,ALOGBO K,13,13 - 8,363,CAN,6:03,Goal,1
Centre shot,6.0,5,8,CAN,4.0,BELOVA O,13,13 - 8,346,RUS,5:46,Post,0
5m shot,11.0,5,8,CAN,4.0,VALIN S,13,13 - 8,272,CAN,4:32,Saved,0
Extra player shot,11.0,5,8,CAN,4.0,IVANOVA E,14,14 - 8,233,RUS,3:53,Goal,1
5m shot,5.0,5,8,CAN,4.0,EGGENS M,14,14 - 8,217,CAN,3:37,Post,0
Extra player shot,3.0,5,8,CAN,4.0,PROKOFYEVA E,14,14 - 8,182,RUS,3:02,Saved,0
Extra player shot,4.0,5,8,CAN,4.0,KARIMOVA E,15,15 - 8,180,RUS,3:00,Goal,1
Extra player shot,12.0,5,8,CAN,4.0,RADU M,15,15 - 8,149,CAN,2:29,Blocked,0
Action shot,7.0,5,9,CAN,4.0,BEKHAZI J,15,15 - 9,142,CAN,2:22,Goal,1
5m shot,3.0,5,9,CAN,4.0,PROKOFYEVA E,16,16 - 9,117,RUS,1:57,Goal,1
Centre shot,6.0,5,9,CAN,4.0,BARON la SALLE S,16,16 - 9,95,CAN,1:35,Saved,0
Centre shot,4.0,5,9,CAN,4.0,KARIMOVA E,17,17 - 9,68,RUS,1:08,Goal,1
5m shot,5.0,5,9,CAN,4.0,EGGENS M,17,17 - 9,49,CAN,0:49,Blocked,0
5m shot,12.0,5,9,CAN,4.0,ZELENTSOVA E,17,17 - 9,26,RUS,0:26,Missed,0
5m shot,5.0,5,9,CAN,4.0,EGGENS M,17,17 - 9,2,CAN,0:02,Missed,0
Action shot,7.0,6,0,AUS,1.0,WEBSTER R,0,0 - 0,453,AUS,7:33,Missed,0
5m shot,3.0,6,0,AUS,1.0,PROKOFYEVA E,0,0 - 0,393,RUS,6:33,Missed,0
Action shot,6.0,6,0,AUS,1.0,BELOVA O,0,0 - 0,364,RUS,6:04,Blocked,0
Action shot,7.0,6,0,AUS,1.0,WEBSTER R,0,0 - 0,320,AUS,5:20,Saved,0
5m shot,11.0,6,0,AUS,1.0,IVANOVA E,1,1 - 0,304,RUS,5:04,Goal,1
Centre shot,12.0,6,1,AUS,1.0,ZAGAME N,1,1 - 1,282,AUS,4:42,Goal,1
5m shot,12.0,6,1,AUS,1.0,ZELENTSOVA E,1,1 - 1,254,RUS,4:14,Post,0
Action shot,6.0,6,1,AUS,1.0,BELOVA O,1,1 - 1,206,RUS,3:26,Saved,0
Action shot,10.0,6,1,AUS,1.0,SOUTHERN A,1,1 - 1,182,AUS,3:02,Saved,0
5m shot,5.0,6,1,AUS,1.0,ANTONOVA A,1,1 - 1,137,RUS,2:17,Saved,0
Centre shot,2.0,6,1,AUS,1.0,APPEL J,1,1 - 1,108,AUS,1:48,Saved,0
5m shot,10.0,6,1,AUS,1.0,SOUTHERN A,1,1 - 1,63,AUS,1:03,Missed,0
Action shot,11.0,6,1,AUS,1.0,IVANOVA E,1,1 - 1,36,RUS,0:36,Saved,0
5m shot,3.0,6,1,AUS,1.0,PROKOFYEVA E,2,2 - 1,0,RUS,0:00,Goal,1
Centre shot,6.0,6,1,AUS,2.0,BELOVA O,2,2 - 1,453,RUS,7:33,Post,0
Action shot,12.0,6,1,AUS,2.0,ZAGAME N,2,2 - 1,424,AUS,7:04,Saved,0
Counter attack,9.0,6,2,AUS,2.0,ARANCINI Z,2,2 - 2,386,AUS,6:26,Goal,1
Action shot,4.0,6,2,AUS,2.0,KARIMOVA E,2,2 - 2,363,RUS,6:03,Saved,0
5m shot,12.0,6,2,AUS,2.0,ZELENTSOVA E,2,2 - 2,327,RUS,5:27,Missed,0
Extra player shot,12.0,6,3,AUS,2.0,ZAGAME N,2,2 - 3,293,AUS,4:53,Goal,1
Action shot,12.0,6,3,AUS,2.0,ZELENTSOVA E,3,3 - 3,252,RUS,4:12,Goal,1
Action shot,3.0,6,3,AUS,2.0,BUCKLING H,3,3 - 3,233,AUS,3:53,Blocked,0
Action shot,9.0,6,3,AUS,2.0,ARANCINI Z,3,3 - 3,230,AUS,3:50,Saved,0
Action shot,7.0,6,3,AUS,2.0,WEBSTER R,3,3 - 3,173,AUS,2:53,Saved,0
Action shot,5.0,6,3,AUS,2.0,ANTONOVA A,3,3 - 3,145,RUS,2:25,Missed,0
Counter attack,3.0,6,4,AUS,2.0,BUCKLING H,3,3 - 4,134,AUS,2:14,Goal,1
5m shot,11.0,6,4,AUS,2.0,IVANOVA E,3,3 - 4,71,RUS,1:11,Missed,0
Counter attack,10.0,6,4,AUS,2.0,SOUTHERN A,3,3 - 4,23,AUS,0:23,Saved,0
Extra player shot,3.0,6,4,AUS,2.0,PROKOFYEVA E,3,3 - 4,1,RUS,0:01,Missed,0
Action shot,10.0,6,4,AUS,3.0,BELIAEVA O,3,3 - 4,465,RUS,7:45,Saved,0
Action shot,9.0,6,4,AUS,3.0,ARANCINI Z,3,3 - 4,436,AUS,7:16,Blocked,0
Action shot,10.0,6,4,AUS,3.0,BELIAEVA O,3,3 - 4,408,RUS,6:48,Missed,0
Action shot,12.0,6,4,AUS,3.0,ZAGAME N,3,3 - 4,384,AUS,6:24,Post,0
Action shot,3.0,6,4,AUS,3.0,PROKOFYEVA E,3,3 - 4,361,RUS,6:01,Blocked,0
Extra player shot,12.0,6,4,AUS,3.0,ZELENTSOVA E,3,3 - 4,314,RUS,5:14,Blocked,0
Action shot,3.0,6,4,AUS,3.0,PROKOFYEVA E,3,3 - 4,307,RUS,5:07,Missed,0
Action shot,10.0,6,4,AUS,3.0,BELIAEVA O,4,4 - 4,285,RUS,4:45,Goal,1
Action shot,2.0,6,4,AUS,3.0,APPEL J,4,4 - 4,241,AUS,4:01,Saved,0
Action shot,5.0,6,4,AUS,3.0,ANTONOVA A,4,4 - 4,212,RUS,3:32,Post,0
5m shot,7.0,6,4,AUS,3.0,WEBSTER R,4,4 - 4,195,AUS,3:15,Missed,0
Centre shot,7.0,6,5,AUS,3.0,WEBSTER R,4,4 - 5,152,AUS,2:32,Goal,1
Action shot,12.0,6,6,AUS,3.0,ZAGAME N,4,4 - 6,8,AUS,0:08,Goal,1
5m shot,3.0,6,6,AUS,3.0,PROKOFYEVA E,4,4 - 6,1,RUS,0:01,Saved,0
Extra player shot,11.0,6,6,AUS,4.0,IVANOVA E,5,5 - 6,442,RUS,7:22,Goal,1
5m shot,6.0,6,6,AUS,4.0,BELOVA O,5,5 - 6,386,RUS,6:26,Saved,0
Counter attack,7.0,6,7,AUS,4.0,WEBSTER R,5,5 - 7,374,AUS,6:14,Goal,1
Action shot,4.0,6,8,AUS,4.0,LINCOLN-SMITH H,5,5 - 8,313,AUS,5:13,Goal,1
5m shot,3.0,6,8,AUS,4.0,PROKOFYEVA E,5,5 - 8,284,RUS,4:44,Blocked,0
Action shot,6.0,6,8,AUS,4.0,BELOVA O,6,6 - 8,178,RUS,2:58,Goal,1
Centre shot,10.0,6,9,AUS,4.0,SOUTHERN A,6,6 - 9,118,AUS,1:58,Goal,1
Action shot,6.0,6,9,AUS,4.0,KNOX B,6,6 - 9,15,AUS,0:15,Missed,0
Centre shot,10.0,7,0,HUN,1.0,BELIAEVA O,1,1 - 0,417,RUS,6:57,Goal,1
Centre shot,10.0,7,0,HUN,1.0,BUJKA B,1,1 - 0,397,HUN,6:37,Missed,0
5m shot,10.0,7,0,HUN,1.0,BUJKA B,1,1 - 0,362,HUN,6:02,Blocked,0
Extra player shot,5.0,7,0,HUN,1.0,ANTONOVA A,2,2 - 0,322,RUS,5:22,Goal,1
Extra player shot,4.0,7,0,HUN,1.0,KISTELEKI D,2,2 - 0,305,HUN,5:05,Blocked,0
Extra player shot,12.0,7,1,HUN,1.0,MENCZINGER K,2,2 - 1,238,HUN,3:58,Goal,1
5m shot,9.0,7,1,HUN,1.0,TIMOFEEVA A,2,2 - 1,208,RUS,3:28,Post,0
Action shot,11.0,7,1,HUN,1.0,GARDA K,2,2 - 1,182,HUN,3:02,Saved,0
Extra player shot,6.0,7,1,HUN,1.0,BELOVA O,3,3 - 1,142,RUS,2:22,Goal,1
5m shot,8.0,7,1,HUN,1.0,GRINEVA A,3,3 - 1,106,RUS,1:46,Blocked,0
Centre shot,9.0,7,2,HUN,1.0,TOTH I,3,3 - 2,92,HUN,1:32,Goal,1
Action shot,5.0,7,3,HUN,1.0,SZUCS G,3,3 - 3,51,HUN,0:51,Goal,1
Centre shot,9.0,7,3,HUN,1.0,TIMOFEEVA A,3,3 - 3,37,RUS,0:37,Saved,0
Action shot,3.0,7,3,HUN,1.0,PROKOFYEVA E,3,3 - 3,11,RUS,0:11,Post,0
5m shot,12.0,7,3,HUN,1.0,MENCZINGER K,3,3 - 3,1,HUN,0:01,Saved,0
5m shot,11.0,7,3,HUN,2.0,IVANOVA E,3,3 - 3,455,RUS,7:35,Saved,0
5m shot,9.0,7,3,HUN,2.0,TIMOFEEVA A,3,3 - 3,408,RUS,6:48,Missed,0
Action shot,11.0,7,3,HUN,2.0,IVANOVA E,3,3 - 3,353,RUS,5:53,Saved,0
Extra player shot,8.0,7,3,HUN,2.0,KESZTHELYI R,3,3 - 3,323,HUN,5:23,Saved,0
5m shot,3.0,7,3,HUN,2.0,PROKOFYEVA E,3,3 - 3,296,RUS,4:56,Post,0
Counter attack,12.0,7,3,HUN,2.0,ZELENTSOVA E,3,3 - 3,271,RUS,4:31,Saved,0
Counter attack,8.0,7,4,HUN,2.0,KESZTHELYI R,3,3 - 4,261,HUN,4:21,Goal,1
Extra player shot,7.0,7,4,HUN,2.0,TANKEEVA E,4,4 - 4,236,RUS,3:56,Goal,1
Extra player shot,11.0,7,4,HUN,2.0,IVANOVA E,4,4 - 4,156,RUS,2:36,Saved,0
Extra player shot,7.0,7,4,HUN,2.0,TANKEEVA E,4,4 - 4,155,RUS,2:35,Missed,0
Action shot,6.0,7,9,HUN,4.0,BELOVA O,8,8 - 9,157,RUS,2:37,Goal,1
5m shot,6.0,7,10,HUN,4.0,TAKACS O,8,8 - 10,129,HUN,2:09,Goal,1
Action shot,4.0,7,10,HUN,4.0,KARIMOVA E,8,8 - 10,101,RUS,1:41,Blocked,0
Extra player shot,5.0,7,5,HUN,2.0,SZUCS G,4,4 - 5,108,HUN,1:48,Goal,1
Action shot,5.0,7,5,HUN,2.0,SZUCS G,4,4 - 5,68,HUN,1:08,Saved,0
Action shot,4.0,7,5,HUN,2.0,KARIMOVA E,4,4 - 5,41,RUS,0:41,Blocked,0
Centre shot,10.0,7,5,HUN,2.0,BELIAEVA O,5,5 - 5,9,RUS,0:09,Goal,1
5m shot,5.0,7,5,HUN,2.0,SZUCS G,5,5 - 5,5,HUN,0:05,Post,0
5m shot,3.0,7,5,HUN,2.0,PROKOFYEVA E,5,5 - 5,1,RUS,0:01,Saved,0
5m shot,5.0,7,5,HUN,3.0,ANTONOVA A,5,5 - 5,453,RUS,7:33,Saved,0
Centre shot,10.0,7,5,HUN,3.0,BUJKA B,5,5 - 5,427,HUN,7:07,Saved,0
Extra player shot,5.0,7,5,HUN,3.0,ANTONOVA A,5,5 - 5,397,RUS,6:37,Missed,0
Centre shot,9.0,7,6,HUN,3.0,TOTH I,5,5 - 6,378,HUN,6:18,Goal,1
5m shot,5.0,7,6,HUN,3.0,ANTONOVA A,5,5 - 6,350,RUS,5:50,Saved,0
Extra player shot,5.0,7,6,HUN,3.0,SZUCS G,5,5 - 6,331,HUN,5:31,Saved,0
Extra player shot,5.0,7,6,HUN,3.0,SZUCS G,5,5 - 6,319,HUN,5:19,Post,0
Extra player shot,5.0,7,6,HUN,3.0,ANTONOVA A,5,5 - 6,277,RUS,4:37,Saved,0
Extra player shot,5.0,7,6,HUN,3.0,ANTONOVA A,6,6 - 6,276,RUS,4:36,Goal,1
Penalty shot,8.0,7,7,HUN,3.0,KESZTHELYI R,6,6 - 7,265,HUN,4:25,Goal,1
Action shot,5.0,7,7,HUN,3.0,ANTONOVA A,6,6 - 7,242,RUS,4:02,Saved,0
Extra player shot,5.0,7,7,HUN,3.0,ANTONOVA A,7,7 - 7,206,RUS,3:26,Goal,1
Action shot,11.0,7,7,HUN,3.0,IVANOVA E,7,7 - 7,165,RUS,2:45,Missed,0
Centre shot,9.0,7,8,HUN,3.0,TOTH I,7,7 - 8,139,HUN,2:19,Goal,1
5m shot,3.0,7,8,HUN,3.0,PROKOFYEVA E,7,7 - 8,12,RUS,0:12,Saved,0
5m shot,8.0,7,8,HUN,3.0,KESZTHELYI R,7,7 - 8,3,HUN,0:03,Missed,0
5m shot,13.0,7,8,HUN,3.0,KARNAUKH A,7,7 - 8,1,RUS,0:01,Saved,0
Action shot,2.0,7,8,HUN,4.0,ILLES A,7,7 - 8,455,HUN,7:35,Saved,0
Centre shot,10.0,7,8,HUN,4.0,BELIAEVA O,7,7 - 8,411,RUS,6:51,Saved,0
Action shot,11.0,7,8,HUN,4.0,IVANOVA E,7,7 - 8,360,RUS,6:00,Saved,0
5m shot,12.0,7,8,HUN,4.0,ZELENTSOVA E,7,7 - 8,340,RUS,5:40,Blocked,0
Action shot,11.0,7,8,HUN,4.0,IVANOVA E,7,7 - 8,292,RUS,4:52,Saved,0
Extra player shot,8.0,7,9,HUN,4.0,KESZTHELYI R,7,7 - 9,259,HUN,4:19,Goal,1
Action shot,4.0,7,9,HUN,4.0,KARIMOVA E,7,7 - 9,236,RUS,3:56,Post,0
Action shot,5.0,7,9,HUN,4.0,SZUCS G,7,7 - 9,49,HUN,0:49,Blocked,0
