Action,CRO,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
5m shot - Missed,4,3.0,3,1,CHN,1.0,HU Z,4 - 1,210,CHN,3:30
20 sec. exclusion in centre,4,9.0,3,1,CHN,1.0,XIE Z,4 - 1,197,CHN,3:17
Action shot - Post,4,9.0,3,1,CHN,1.0,SUKNO S,4 - 1,172,CRO,2:52
Time-Out,4,,3,1,CHN,1.0,,4 - 1,172,CHN,2:52
20 sec. exclusion in centre,4,3.0,3,1,CHN,1.0,PETKOVIC A,4 - 1,155,CRO,2:35
Action shot - Saved,4,11.0,3,1,CHN,1.0,ZHANG C,4 - 1,129,CHN,2:09
5m shot - Saved,4,3.0,3,1,CHN,1.0,PETKOVIC A,4 - 1,101,CRO,1:41
Turnover foul,4,10.0,3,1,CHN,1.0,PASKVALIN F,4 - 1,89,CRO,1:29
Penalty foul,4,9.0,3,1,CHN,1.0,SUKNO S,4 - 1,74,CRO,1:14
Penalty shot - Saved,4,11.0,3,1,CHN,1.0,ZHANG C,4 - 1,74,CHN,1:14
Turnover foul,4,3.0,3,1,CHN,1.0,PETKOVIC A,4 - 1,45,CRO,0:45
Turnover foul,4,5.0,3,1,CHN,1.0,LU W,4 - 1,27,CHN,0:27
Steal,4,6.0,3,1,CHN,1.0,BUKIC L,4 - 1,27,CRO,0:27
Time-Out,4,,3,1,CHN,1.0,,4 - 1,25,CRO,0:25
5m shot - Post,4,12.0,3,1,CHN,1.0,OBRADOVIC P,4 - 1,2,CRO,0:02
Starting goalkeeper,4,1.0,3,1,CHN,2.0,WU H,4 - 1,480,CHN,8:00
Starting goalkeeper,4,1.0,3,1,CHN,2.0,PAVIC J,4 - 1,480,CRO,8:00
Sprint won possession,4,9.0,3,1,CHN,2.0,SUKNO S,4 - 1,480,CRO,8:00
Action shot - Missed,4,4.0,3,1,CHN,2.0,LONCAR L,4 - 1,463,CRO,7:43
Turnover foul,4,2.0,3,1,CHN,2.0,TAN F,4 - 1,441,CHN,7:21
Steal,4,8.0,3,1,CHN,2.0,BUSLJE A,4 - 1,441,CRO,7:21
Turnover foul,4,9.0,3,1,CHN,2.0,SUKNO S,4 - 1,425,CRO,7:05
Steal,4,6.0,3,1,CHN,2.0,LI L,4 - 1,425,CHN,7:05
Turnover foul,4,6.0,3,1,CHN,2.0,LI L,4 - 1,401,CHN,6:41
Steal,4,7.0,3,1,CHN,2.0,MUSLIM P,4 - 1,401,CRO,6:41
Centre shot - Saved,4,4.0,3,1,CHN,2.0,LONCAR L,4 - 1,370,CRO,6:10
Turnover foul,4,12.0,3,1,CHN,2.0,LIANG N,4 - 1,355,CHN,5:55
Turnover foul,4,12.0,3,1,CHN,2.0,OBRADOVIC P,4 - 1,330,CRO,5:30
Steal,4,5.0,3,1,CHN,2.0,LU W,4 - 1,327,CHN,5:27
Turnover foul,4,2.0,3,1,CHN,2.0,TAN F,4 - 1,298,CHN,4:58
Steal,4,8.0,3,1,CHN,2.0,BUSLJE A,4 - 1,298,CRO,4:58
Counter attack - Post,4,8.0,3,1,CHN,2.0,BUSLJE A,4 - 1,286,CRO,4:46
Time-Out,4,,3,1,CHN,2.0,,4 - 1,286,CHN,4:46
Turnover foul,4,9.0,3,1,CHN,2.0,XIE Z,4 - 1,272,CHN,4:32
Steal,4,6.0,3,1,CHN,2.0,BUKIC L,4 - 1,272,CRO,4:32
Counter attack - Saved,4,5.0,3,1,CHN,2.0,JOKOVIC M,4 - 1,266,CRO,4:26
Action shot - Missed,4,11.0,3,1,CHN,2.0,ZHANG C,4 - 1,249,CHN,4:09
Counter attack - Goal,5,5.0,3,1,CHN,2.0,JOKOVIC M,5 - 1,241,CRO,4:01
Action shot - Saved,5,8.0,3,1,CHN,2.0,LI L,5 - 1,219,CHN,3:39
Action shot - Goal,6,3.0,3,1,CHN,2.0,PETKOVIC A,6 - 1,193,CRO,3:13
Turnover foul,6,11.0,3,1,CHN,2.0,ZHANG C,6 - 1,162,CHN,2:42
20 sec. exclusion in field,6,7.0,3,1,CHN,2.0,CHEN Z,6 - 1,159,CHN,2:39
Time-Out,6,,3,1,CHN,2.0,,6 - 1,159,CRO,2:39
Extra player shot - Goal,7,2.0,3,1,CHN,2.0,BURIC D,7 - 1,140,CRO,2:20
20 sec. exclusion in centre,7,2.0,3,1,CHN,2.0,BURIC D,7 - 1,118,CRO,1:58
Action shot - Saved,7,11.0,3,1,CHN,2.0,ZHANG C,7 - 1,91,CHN,1:31
Counter attack - Goal,8,3.0,3,1,CHN,2.0,PETKOVIC A,8 - 1,77,CRO,1:17
Action shot - Post,8,9.0,3,1,CHN,4.0,SUKNO S,8 - 1,121,CRO,2:01
Turnover foul,8,8.0,3,1,CHN,4.0,BUSLJE A,8 - 1,117,CRO,1:57
Action shot - Post,8,10.0,3,1,CHN,4.0,CHEN J,8 - 1,94,CHN,1:34
Turnover foul,8,3.0,3,1,CHN,4.0,PETKOVIC A,8 - 1,67,CRO,1:07
Steal,8,10.0,3,1,CHN,4.0,CHEN J,8 - 1,67,CHN,1:07
Turnover foul,8,2.0,3,1,CHN,4.0,TAN F,8 - 1,38,CHN,0:38
Turnover foul,8,12.0,3,1,CHN,2.0,LIANG N,8 - 1,67,CHN,1:07
Counter attack - Goal,9,12.0,3,1,CHN,2.0,OBRADOVIC P,9 - 1,55,CRO,0:55
Turnover foul,9,6.0,3,1,CHN,2.0,LI L,9 - 1,37,CHN,0:37
Steal,9,11.0,3,1,CHN,2.0,SETKA A,9 - 1,37,CRO,0:37
20 sec. exclusion in centre,9,6.0,3,1,CHN,2.0,LI L,9 - 1,17,CHN,0:17
5m shot - Saved,9,11.0,3,1,CHN,2.0,SETKA A,9 - 1,1,CRO,0:01
Starting goalkeeper,9,13.0,3,1,CHN,3.0,BIJAC M,9 - 1,480,CRO,8:00
Starting goalkeeper,9,1.0,3,1,CHN,3.0,WU H,9 - 1,480,CHN,8:00
Sprint won possession,9,4.0,3,1,CHN,3.0,DONG T,9 - 1,480,CHN,8:00
Turnover foul,9,2.0,3,1,CHN,3.0,TAN F,9 - 1,442,CHN,7:22
Steal,9,13.0,3,1,CHN,3.0,BIJAC M,9 - 1,442,CRO,7:22
20 sec. exclusion in centre,9,8.0,3,1,CHN,3.0,LI L,9 - 1,420,CHN,7:00
Action shot - Goal,10,12.0,3,1,CHN,3.0,OBRADOVIC P,10 - 1,399,CRO,6:39
Turnover foul,10,6.0,3,1,CHN,3.0,LI L,10 - 1,371,CHN,6:11
Steal,10,12.0,3,1,CHN,3.0,OBRADOVIC P,10 - 1,371,CRO,6:11
Counter attack - Goal,11,12.0,3,1,CHN,3.0,OBRADOVIC P,11 - 1,366,CRO,6:06
Turnover foul,11,6.0,3,1,CHN,3.0,LI L,11 - 1,336,CHN,5:36
Steal,11,8.0,3,1,CHN,3.0,BUSLJE A,11 - 1,336,CRO,5:36
20 sec. exclusion in centre,11,2.0,3,1,CHN,3.0,TAN F,11 - 1,321,CHN,5:21
Extra player shot - Goal,12,7.0,3,1,CHN,3.0,MUSLIM P,12 - 1,305,CRO,5:05
20 sec. exclusion in centre,12,8.0,3,1,CHN,3.0,BUSLJE A,12 - 1,283,CRO,4:43
Extra player shot - Post,12,3.0,3,1,CHN,3.0,HU Z,12 - 1,265,CHN,4:25
Turnover foul,12,10.0,3,1,CHN,3.0,PASKVALIN F,12 - 1,240,CRO,4:00
Time-Out,12,,3,1,CHN,3.0,,12 - 1,235,CHN,3:55
Turnover foul,12,6.0,3,1,CHN,3.0,LI L,12 - 1,217,CHN,3:37
Steal,12,13.0,3,1,CHN,3.0,BIJAC M,12 - 1,217,CRO,3:37
20 sec. exclusion in centre,12,7.0,3,1,CHN,3.0,CHEN Z,12 - 1,214,CHN,3:34
Action shot - Goal,13,7.0,3,1,CHN,3.0,MUSLIM P,13 - 1,191,CRO,3:11
5m shot - Saved,13,11.0,3,1,CHN,3.0,ZHANG C,13 - 1,170,CHN,2:50
Centre shot - Goal,14,4.0,3,1,CHN,3.0,LONCAR L,14 - 1,149,CRO,2:29
Turnover foul,14,6.0,3,1,CHN,3.0,LI L,14 - 1,123,CHN,2:03
Steal,14,9.0,3,1,CHN,3.0,SUKNO S,14 - 1,123,CRO,2:03
20 sec. exclusion in field,14,4.0,3,1,CHN,3.0,DONG T,14 - 1,122,CHN,2:02
Time-Out,14,,3,1,CHN,3.0,,14 - 1,122,CRO,2:02
Action shot - Goal,15,5.0,3,1,CHN,3.0,JOKOVIC M,15 - 1,100,CRO,1:40
Turnover foul,15,2.0,3,1,CHN,3.0,TAN F,15 - 1,75,CHN,1:15
Steal,15,6.0,3,1,CHN,3.0,BUKIC L,15 - 1,75,CRO,1:15
5m shot - Goal,16,9.0,3,1,CHN,3.0,SUKNO S,16 - 1,60,CRO,1:00
Action shot - Missed,16,12.0,3,1,CHN,3.0,LIANG N,16 - 1,33,CHN,0:33
5m shot - Missed,16,9.0,3,1,CHN,3.0,SUKNO S,16 - 1,16,CRO,0:16
20 sec. exclusion in field,16,12.0,3,1,CHN,3.0,OBRADOVIC P,16 - 1,15,CRO,0:15
Extra player shot - Missed,16,6.0,3,1,CHN,3.0,LI L,16 - 1,1,CHN,0:01
Starting goalkeeper,16,13.0,3,1,CHN,4.0,BIJAC M,16 - 1,480,CRO,8:00
Starting goalkeeper,16,1.0,3,1,CHN,4.0,WU H,16 - 1,480,CHN,8:00
Sprint won possession,16,6.0,3,1,CHN,4.0,BUKIC L,16 - 1,480,CRO,8:00
Turnover foul,16,5.0,3,1,CHN,4.0,JOKOVIC M,16 - 1,454,CRO,7:34
Steal,16,1.0,3,1,CHN,4.0,WU H,16 - 1,454,CHN,7:34
Action shot - Saved,16,5.0,3,1,CHN,4.0,LU W,16 - 1,432,CHN,7:12
Turnover foul,16,12.0,3,1,CHN,4.0,OBRADOVIC P,16 - 1,420,CRO,7:00
5m shot - Saved,16,9.0,3,1,CHN,4.0,SUKNO S,16 - 1,384,CRO,6:24
Turnover foul,16,5.0,3,1,CHN,4.0,LU W,16 - 1,356,CHN,5:56
20 sec. exclusion in centre,16,4.0,3,1,CHN,4.0,DONG T,16 - 1,350,CHN,5:50
Action shot - Goal,17,5.0,3,1,CHN,4.0,JOKOVIC M,17 - 1,326,CRO,5:26
20 sec. exclusion in centre,17,2.0,3,1,CHN,4.0,BURIC D,17 - 1,302,CRO,5:02
Extra player shot - Missed,17,11.0,3,1,CHN,4.0,ZHANG C,17 - 1,283,CHN,4:43
Turnover foul,17,9.0,3,1,CHN,4.0,SUKNO S,17 - 1,257,CRO,4:17
Steal,17,8.0,3,1,CHN,4.0,LI L,17 - 1,257,CHN,4:17
Turnover foul,17,8.0,3,1,CHN,4.0,LI L,17 - 1,239,CHN,3:59
Steal,17,13.0,3,1,CHN,4.0,BIJAC M,17 - 1,239,CRO,3:59
Time-Out,17,,3,1,CHN,4.0,,17 - 1,239,CRO,3:59
20 sec. exclusion in centre,17,6.0,3,1,CHN,4.0,LI L,17 - 1,226,CHN,3:46
Extra player shot - Missed,17,9.0,3,1,CHN,4.0,SUKNO S,17 - 1,222,CRO,3:42
5m shot - Post,17,3.0,3,1,CHN,4.0,HU Z,17 - 1,191,CHN,3:11
5m shot - Saved,17,7.0,3,1,CHN,4.0,MUSLIM P,17 - 1,174,CRO,2:54
Steal,17,13.0,3,1,CHN,4.0,BIJAC M,17 - 1,38,CRO,0:38
Time-Out,17,,3,1,CHN,4.0,,17 - 1,32,CHN,0:32
Turnover foul,17,11.0,3,1,CHN,4.0,ZHANG C,17 - 1,8,CHN,0:08
Steal,17,9.0,3,1,CHN,4.0,SUKNO S,17 - 1,8,CRO,0:08
5m shot - Missed,17,9.0,3,1,CHN,4.0,SUKNO S,17 - 1,0,CRO,0:00
Starting goalkeeper,0,1.0,4,0,MNE,1.0,PAVIC J,0 - 0,480,CRO,8:00
Starting goalkeeper,0,13.0,4,0,MNE,1.0,SCEPANOVIC M,0 - 0,480,MNE,8:00
Sprint won possession,0,3.0,4,0,MNE,1.0,PASKOVIC V,0 - 0,480,MNE,8:00
Action shot - Blocked,0,3.0,4,0,MNE,1.0,PASKOVIC V,0 - 0,452,MNE,7:32
Turnover foul,0,5.0,4,0,MNE,1.0,JOKOVIC M,0 - 0,427,CRO,7:07
Steal,0,9.0,4,0,MNE,1.0,IVOVIC A,0 - 0,427,MNE,7:07
Turnover foul,0,2.0,4,0,MNE,1.0,BRGULJAN D,0 - 0,404,MNE,6:44
Action shot - Blocked,0,8.0,4,0,MNE,1.0,BUSLJE A,0 - 0,376,CRO,6:16
20 sec. exclusion in centre,0,12.0,4,0,MNE,1.0,OBRADOVIC P,0 - 0,361,CRO,6:01
Extra player shot - Post,0,7.0,4,0,MNE,1.0,JANOVIC M,0 - 0,344,MNE,5:44
Action shot - Saved,0,7.0,4,0,MNE,1.0,JANOVIC M,0 - 0,333,MNE,5:33
20 sec. exclusion in centre,0,3.0,4,0,MNE,1.0,PASKOVIC V,0 - 0,318,MNE,5:18
Action shot - Goal,1,3.0,4,0,MNE,1.0,PETKOVIC A,1 - 0,296,CRO,4:56
Action shot - Saved,1,9.0,4,0,MNE,1.0,IVOVIC A,1 - 0,272,MNE,4:32
Turnover foul,1,5.0,4,0,MNE,1.0,JOKOVIC M,1 - 0,248,CRO,4:08
5m shot - Saved,1,7.0,4,0,MNE,1.0,JANOVIC M,1 - 0,224,MNE,3:44
20 sec. exclusion in centre,1,8.0,4,0,MNE,1.0,BUSLJE A,1 - 0,205,CRO,3:25
Extra player shot - Saved,1,11.0,4,0,MNE,1.0,KLIKOVAC F,1 - 0,188,MNE,3:08
Extra player shot - Saved,1,9.0,4,0,MNE,1.0,IVOVIC A,1 - 0,185,MNE,3:05
5m shot - Saved,1,7.0,4,0,MNE,1.0,MUSLIM P,1 - 0,160,CRO,2:40
Time-Out,1,,4,0,MNE,1.0,,1 - 0,156,MNE,2:36
20 sec. exclusion in centre,1,10.0,4,0,MNE,1.0,PASKVALIN F,1 - 0,137,CRO,2:17
5m shot - Missed,1,6.0,4,0,MNE,1.0,RADOVIC A,1 - 0,114,MNE,1:54
20 sec. exclusion in field,1,12.0,4,0,MNE,1.0,JOKIC P,1 - 0,104,MNE,1:44
Time-Out,1,,4,0,MNE,1.0,,1 - 0,102,CRO,1:42
5m shot - Saved,1,9.0,4,0,MNE,1.0,SUKNO S,1 - 0,80,CRO,1:20
5m shot - Saved,1,9.0,4,0,MNE,1.0,SUKNO S,1 - 0,60,CRO,1:00
Turnover foul,1,6.0,4,0,MNE,1.0,RADOVIC A,1 - 0,58,MNE,0:58
5m shot - Blocked,1,9.0,4,0,MNE,1.0,SUKNO S,1 - 0,39,CRO,0:39
Turnover foul,1,9.0,4,0,MNE,1.0,IVOVIC A,1 - 0,11,MNE,0:11
Steal,1,5.0,4,0,MNE,1.0,JOKOVIC M,1 - 0,11,CRO,0:11
Starting goalkeeper,1,1.0,4,0,MNE,2.0,PAVIC J,1 - 0,480,CRO,8:00
Starting goalkeeper,1,13.0,4,0,MNE,2.0,SCEPANOVIC M,1 - 0,480,MNE,8:00
Sprint won possession,1,2.0,4,0,MNE,2.0,BRGULJAN D,1 - 0,480,MNE,8:00
Action shot - Saved,1,11.0,4,0,MNE,2.0,KLIKOVAC F,1 - 0,455,MNE,7:35
20 sec. exclusion in centre,1,6.0,4,0,MNE,2.0,RADOVIC A,1 - 0,432,MNE,7:12
Extra player shot - Goal,2,7.0,4,0,MNE,2.0,MUSLIM P,2 - 0,412,CRO,6:52
5m shot - Saved,2,9.0,4,0,MNE,2.0,IVOVIC A,2 - 0,382,MNE,6:22
20 sec. exclusion in centre,2,3.0,4,0,MNE,2.0,PASKOVIC V,2 - 0,363,MNE,6:03
Extra player shot - Post,2,7.0,4,0,MNE,2.0,MUSLIM P,2 - 0,344,CRO,5:44
Turnover foul,2,2.0,4,0,MNE,2.0,BRGULJAN D,2 - 0,316,MNE,5:16
Steal,2,5.0,4,0,MNE,2.0,JOKOVIC M,2 - 0,316,CRO,5:16
5m shot - Saved,2,5.0,4,0,MNE,2.0,JOKOVIC M,2 - 0,286,CRO,4:46
Turnover foul,2,9.0,4,0,MNE,2.0,IVOVIC A,2 - 0,261,MNE,4:21
Yellow card,2,,4,0,MNE,2.0,Team Official,2 - 0,261,CRO,4:21
Double exclusion,2,7.0,4,0,MNE,2.0,MUSLIM P,2 - 0,243,CRO,4:03
Double exclusion,2,3.0,4,0,MNE,2.0,PASKOVIC V,2 - 0,243,MNE,4:03
Exclusion with substitution,2,3.0,4,0,MNE,2.0,PASKOVIC V,2 - 0,243,MNE,4:03
Turnover foul,2,4.0,4,0,MNE,2.0,LONCAR L,2 - 0,226,CRO,3:46
5m shot - Saved,2,2.0,4,0,MNE,2.0,BRGULJAN D,2 - 0,204,MNE,3:24
Double exclusion,2,5.0,4,0,MNE,2.0,BRGULJAN D,2 - 0,200,MNE,3:20
Double exclusion,2,9.0,4,0,MNE,2.0,SUKNO S,2 - 0,200,CRO,3:20
20 sec. exclusion in centre,2,9.0,4,0,MNE,2.0,IVOVIC A,2 - 0,183,MNE,3:03
Time-Out,2,,4,0,MNE,2.0,,2 - 0,179,CRO,2:59
Extra player shot - Goal,3,6.0,4,0,MNE,2.0,BUKIC L,3 - 0,163,CRO,2:43
20 sec. exclusion in centre,3,11.0,4,0,MNE,2.0,SETKA A,3 - 0,148,CRO,2:28
Time-Out,3,,4,0,MNE,2.0,,3 - 0,148,MNE,2:28
5m shot - Missed,3,7.0,4,0,MNE,2.0,JANOVIC M,3 - 0,121,MNE,2:01
Turnover foul,3,2.0,4,0,MNE,2.0,BURIC D,3 - 0,120,CRO,2:00
Action shot - Saved,3,7.0,4,0,MNE,2.0,JANOVIC M,3 - 0,111,MNE,1:51
20 sec. exclusion in field,3,6.0,4,0,MNE,2.0,RADOVIC A,3 - 0,103,MNE,1:43
Action shot - Goal,4,10.0,4,0,MNE,2.0,PASKVALIN F,4 - 0,80,CRO,1:20
Turnover foul,4,5.0,4,0,MNE,2.0,BRGULJAN D,4 - 0,64,MNE,1:04
Steal,4,5.0,4,0,MNE,2.0,JOKOVIC M,4 - 0,64,CRO,1:04
Steal,4,10.0,4,0,MNE,4.0,PASKVALIN F,4 - 0,21,CRO,0:21
Turnover foul,4,2.0,4,0,MNE,2.0,BURIC D,4 - 0,36,CRO,0:36
5m shot - Saved,4,6.0,4,0,MNE,2.0,RADOVIC A,4 - 0,10,MNE,0:10
20 sec. exclusion in centre,4,10.0,4,0,MNE,2.0,PASKVALIN F,4 - 0,2,CRO,0:02
Extra player shot - Saved,4,7.0,4,0,MNE,2.0,JANOVIC M,4 - 0,1,MNE,0:01
Starting goalkeeper,4,1.0,4,0,MNE,3.0,PAVIC J,4 - 0,480,CRO,8:00
Starting goalkeeper,4,13.0,4,0,MNE,3.0,SCEPANOVIC M,4 - 0,480,MNE,8:00
Sprint won possession,4,9.0,4,0,MNE,3.0,SUKNO S,4 - 0,480,CRO,8:00
Action shot - Goal,5,7.0,4,0,MNE,3.0,MUSLIM P,5 - 0,459,CRO,7:39
Action shot - Goal,5,5.0,4,1,MNE,3.0,BRGULJAN D,5 - 1,441,MNE,7:21
20 sec. exclusion in centre,5,2.0,4,1,MNE,3.0,BRGULJAN D,5 - 1,422,MNE,7:02
Turnover foul,5,7.0,4,1,MNE,3.0,MUSLIM P,5 - 1,397,CRO,6:37
20 sec. exclusion in centre,5,3.0,4,1,MNE,3.0,PETKOVIC A,5 - 1,376,CRO,6:16
Action shot - Goal,5,11.0,4,2,MNE,3.0,KLIKOVAC F,5 - 2,352,MNE,5:52
20 sec. exclusion in field,5,2.0,4,2,MNE,3.0,BRGULJAN D,5 - 2,340,MNE,5:40
5m shot - Post,5,12.0,4,2,MNE,3.0,OBRADOVIC P,5 - 2,317,CRO,5:17
5m shot - Missed,5,12.0,4,2,MNE,3.0,OBRADOVIC P,5 - 2,290,CRO,4:50
20 sec. exclusion in centre,5,4.0,4,2,MNE,3.0,LONCAR L,5 - 2,265,CRO,4:25
Time-Out,5,,4,2,MNE,3.0,,5 - 2,265,MNE,4:25
Exclusion with substitution,5,2.0,4,2,MNE,3.0,BRGULJAN D,5 - 2,265,MNE,4:25
Turnover foul,5,5.0,4,2,MNE,3.0,BRGULJAN D,5 - 2,237,MNE,3:57
20 sec. exclusion in field,5,5.0,4,2,MNE,3.0,BRGULJAN D,5 - 2,237,MNE,3:57
Time-Out,5,,4,2,MNE,3.0,,5 - 2,237,CRO,3:57
Extra player shot - Goal,6,6.0,4,2,MNE,3.0,BUKIC L,6 - 2,217,CRO,3:37
5m shot - Blocked,6,6.0,4,2,MNE,3.0,BUKIC L,6 - 2,191,CRO,3:11
Turnover foul,6,5.0,4,2,MNE,3.0,JOKOVIC M,6 - 2,177,CRO,2:57
Turnover foul,6,4.0,4,2,MNE,3.0,CUCKOVIC U,6 - 2,156,MNE,2:36
Action shot - Missed,6,10.0,4,2,MNE,3.0,PASKVALIN F,6 - 2,136,CRO,2:16
Turnover foul,6,7.0,4,2,MNE,3.0,JANOVIC M,6 - 2,118,MNE,1:58
Action shot - Saved,6,9.0,4,2,MNE,3.0,SUKNO S,6 - 2,105,CRO,1:45
20 sec. exclusion in centre,6,6.0,4,2,MNE,3.0,BUKIC L,6 - 2,83,CRO,1:23
Action shot - Goal,6,11.0,4,3,MNE,3.0,KLIKOVAC F,6 - 3,59,MNE,0:59
5m shot - Goal,7,12.0,4,3,MNE,3.0,OBRADOVIC P,7 - 3,37,CRO,0:37
Turnover foul,7,12.0,4,3,MNE,3.0,JOKIC P,7 - 3,20,MNE,0:20
Turnover foul,7,9.0,4,3,MNE,3.0,SUKNO S,7 - 3,2,CRO,0:02
Steal,7,5.0,4,3,MNE,3.0,BRGULJAN D,7 - 3,2,MNE,0:02
5m shot - Saved,7,9.0,4,3,MNE,3.0,IVOVIC A,7 - 3,0,MNE,0:00
Starting goalkeeper,7,1.0,4,3,MNE,4.0,PAVIC J,7 - 3,480,CRO,8:00
Starting goalkeeper,7,13.0,4,3,MNE,4.0,SCEPANOVIC M,7 - 3,480,MNE,8:00
Sprint won possession,7,7.0,4,3,MNE,4.0,JANOVIC M,7 - 3,480,MNE,8:00
Penalty foul,7,12.0,4,3,MNE,4.0,OBRADOVIC P,7 - 3,450,CRO,7:30
Penalty shot - Saved,7,7.0,4,3,MNE,4.0,JANOVIC M,7 - 3,450,MNE,7:30
5m shot - Goal,8,7.0,4,3,MNE,4.0,MUSLIM P,8 - 3,420,CRO,7:00
20 sec. exclusion in centre,8,8.0,4,3,MNE,4.0,BUSLJE A,8 - 3,405,CRO,6:45
Action shot - Saved,8,6.0,4,3,MNE,4.0,RADOVIC A,8 - 3,380,MNE,6:20
Counter attack - Goal,9,11.0,4,3,MNE,4.0,SETKA A,9 - 3,361,CRO,6:01
Action shot - Saved,9,7.0,4,3,MNE,4.0,JANOVIC M,9 - 3,342,MNE,5:42
5m shot - Missed,9,5.0,4,3,MNE,4.0,BRGULJAN D,9 - 3,315,MNE,5:15
Turnover foul,9,12.0,4,3,MNE,4.0,OBRADOVIC P,9 - 3,292,CRO,4:52
5m shot - Post,9,9.0,4,3,MNE,4.0,IVOVIC A,9 - 3,269,MNE,4:29
5m shot - Saved,9,8.0,4,3,MNE,4.0,UKROPINA A,9 - 3,257,MNE,4:17
Turnover foul,9,8.0,4,3,MNE,4.0,UKROPINA A,9 - 3,239,MNE,3:59
Steal,9,1.0,4,3,MNE,4.0,PAVIC J,9 - 3,239,CRO,3:59
20 sec. exclusion in centre,9,6.0,4,3,MNE,4.0,RADOVIC A,9 - 3,214,MNE,3:34
Exclusion with substitution,9,6.0,4,3,MNE,4.0,RADOVIC A,9 - 3,214,MNE,3:34
Time-Out,9,,4,3,MNE,4.0,,9 - 3,214,CRO,3:34
Extra player shot - Post,9,12.0,4,3,MNE,4.0,OBRADOVIC P,9 - 3,195,CRO,3:15
5m shot - Post,9,12.0,4,3,MNE,4.0,JOKIC P,9 - 3,169,MNE,2:49
5m shot - Saved,9,2.0,4,3,MNE,4.0,BURIC D,9 - 3,146,CRO,2:26
Action shot - Goal,9,11.0,4,4,MNE,4.0,KLIKOVAC F,9 - 4,124,MNE,2:04
5m shot - Saved,9,12.0,4,4,MNE,4.0,OBRADOVIC P,9 - 4,95,CRO,1:35
5m shot - Saved,9,5.0,4,4,MNE,4.0,BRGULJAN D,9 - 4,67,MNE,1:07
20 sec. exclusion in field,9,8.0,4,4,MNE,4.0,UKROPINA A,9 - 4,66,MNE,1:06
Action shot - Goal,10,9.0,4,4,MNE,4.0,SUKNO S,10 - 4,41,CRO,0:41
Turnover foul,10,8.0,4,4,MNE,4.0,UKROPINA A,10 - 4,21,MNE,0:21
Turnover foul,10,10.0,4,4,MNE,4.0,PASKVALIN F,10 - 4,3,CRO,0:03
Starting goalkeeper,0,1.0,5,0,GRE,1.0,PAVIC J,0 - 0,480,CRO,8:00
Starting goalkeeper,0,1.0,5,0,GRE,1.0,FLEGKAS K,0 - 0,480,GRE,8:00
Sprint won possession,0,5.0,5,0,GRE,1.0,JOKOVIC M,0 - 0,480,CRO,8:00
5m shot - Post,0,12.0,5,0,GRE,1.0,OBRADOVIC P,0 - 0,450,CRO,7:30
Turnover foul,0,12.0,5,0,GRE,1.0,OBRADOVIC P,0 - 0,420,CRO,7:00
Steal,0,7.0,5,0,GRE,1.0,AFROUDAKIS C,0 - 0,420,GRE,7:00
Centre shot - Saved,0,10.0,5,0,GRE,1.0,KOLOMVOS C,0 - 0,399,GRE,6:39
20 sec. exclusion in centre,0,6.0,5,0,GRE,1.0,PONTIKEAS K,0 - 0,373,GRE,6:13
Extra player shot - Post,0,8.0,5,0,GRE,1.0,BUSLJE A,0 - 0,356,CRO,5:56
Action shot - Saved,0,8.0,5,0,GRE,1.0,DELAKAS E,0 - 0,327,GRE,5:27
Centre shot - Goal,1,4.0,5,0,GRE,1.0,LONCAR L,1 - 0,298,CRO,4:58
Action shot - Post,1,5.0,5,0,GRE,1.0,FOUNTOULIS I,1 - 0,268,GRE,4:28
Centre shot - Saved,1,10.0,5,0,GRE,1.0,PASKVALIN F,1 - 0,241,CRO,4:01
20 sec. exclusion in centre,1,10.0,5,0,GRE,1.0,PASKVALIN F,1 - 0,214,CRO,3:34
Action shot - Saved,1,2.0,5,0,GRE,1.0,MYLONAKIS E,1 - 0,192,GRE,3:12
20 sec. exclusion in centre,1,8.0,5,0,GRE,1.0,DELAKAS E,1 - 0,163,GRE,2:43
5m shot - Goal,2,9.0,5,0,GRE,1.0,SUKNO S,2 - 0,141,CRO,2:21
Penalty foul,2,2.0,5,0,GRE,1.0,BURIC D,2 - 0,117,CRO,1:57
Penalty shot - Goal,2,5.0,5,1,GRE,1.0,FOUNTOULIS I,2 - 1,117,GRE,1:57
20 sec. exclusion in centre,2,9.0,5,1,GRE,1.0,MOURIKIS K,2 - 1,97,GRE,1:37
Time-Out,2,,5,1,GRE,1.0,,2 - 1,97,CRO,1:37
Action shot - Saved,2,9.0,5,1,GRE,1.0,SUKNO S,2 - 1,74,CRO,1:14
Time-Out,2,,5,1,GRE,1.0,,2 - 1,69,GRE,1:09
Turnover foul,2,12.0,5,1,GRE,1.0,VLACHOPOULOS A,2 - 1,53,GRE,0:53
Steal,2,12.0,5,1,GRE,1.0,OBRADOVIC P,2 - 1,53,CRO,0:53
Action shot - Goal,3,6.0,5,1,GRE,1.0,BUKIC L,3 - 1,26,CRO,0:26
Turnover foul,3,12.0,5,1,GRE,1.0,VLACHOPOULOS A,3 - 1,15,GRE,0:15
Turnover foul,3,9.0,5,1,GRE,1.0,SUKNO S,3 - 1,3,CRO,0:03
Starting goalkeeper,3,1.0,5,1,GRE,2.0,PAVIC J,3 - 1,480,CRO,8:00
