Action,CRO,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Extra player shot,2,3.0,6,0,SRB,1.0,PETKOVIC A,2 - 0,164,CRO,2:44,Goal,1
Extra player shot,2,11.0,6,1,SRB,1.0,PRLAINOVIC A,2 - 1,142,SRB,2:22,Goal,1
Centre shot,2,10.0,6,1,SRB,1.0,PASKVALIN F,2 - 1,118,CRO,1:58,Missed,0
5m shot,2,12.0,6,1,SRB,1.0,OBRADOVIC P,2 - 1,85,CRO,1:25,Saved,0
Centre shot,2,2.0,6,2,SRB,1.0,MANDIC D,2 - 2,68,SRB,1:08,Goal,1
Action shot,2,11.0,6,2,SRB,1.0,PRLAINOVIC A,2 - 2,28,SRB,0:28,Post,0
5m shot,2,7.0,6,2,SRB,1.0,MUSLIM P,2 - 2,5,CRO,0:05,Blocked,0
5m shot,2,5.0,6,2,SRB,2.0,JOKOVIC M,2 - 2,402,CRO,6:42,Missed,0
Action shot,2,12.0,6,2,SRB,2.0,MITROVIC S,2 - 2,367,SRB,6:07,Post,0
5m shot,2,9.0,6,2,SRB,2.0,SUKNO S,2 - 2,322,CRO,5:22,Saved,0
5m shot,2,11.0,6,2,SRB,2.0,PRLAINOVIC A,2 - 2,294,SRB,4:54,Blocked,0
Action shot,2,11.0,6,3,SRB,2.0,PRLAINOVIC A,2 - 3,246,SRB,4:06,Goal,1
Action shot,2,11.0,6,3,SRB,2.0,SETKA A,2 - 3,185,CRO,3:05,Post,0
Extra player shot,2,5.0,6,4,SRB,2.0,CUK M,2 - 4,157,SRB,2:37,Goal,1
Action shot,2,5.0,6,4,SRB,2.0,JOKOVIC M,2 - 4,112,CRO,1:52,Post,0
5m shot,2,5.0,6,4,SRB,2.0,CUK M,2 - 4,86,SRB,1:26,Saved,0
5m shot,2,9.0,6,4,SRB,2.0,SUKNO S,2 - 4,53,CRO,0:53,Saved,0
Extra player shot,2,10.0,6,5,SRB,2.0,FILIPOVIC F,2 - 5,24,SRB,0:24,Goal,1
5m shot,2,9.0,6,5,SRB,2.0,SUKNO S,2 - 5,17,CRO,0:17,Missed,0
Counter attack,2,12.0,6,6,SRB,3.0,MITROVIC S,2 - 6,427,SRB,7:07,Goal,1
5m shot,2,12.0,6,6,SRB,3.0,OBRADOVIC P,2 - 6,401,CRO,6:41,Blocked,0
5m shot,2,11.0,6,6,SRB,3.0,PRLAINOVIC A,2 - 6,375,SRB,6:15,Missed,0
Extra player shot,3,9.0,6,6,SRB,3.0,SUKNO S,3 - 6,336,CRO,5:36,Goal,1
Extra player shot,3,5.0,6,7,SRB,3.0,CUK M,3 - 7,305,SRB,5:05,Goal,1
Counter attack,3,5.0,6,7,SRB,3.0,CUK M,3 - 7,250,SRB,4:10,Saved,0
Action shot,3,12.0,6,7,SRB,3.0,OBRADOVIC P,3 - 7,200,CRO,3:20,Blocked,0
Action shot,3,6.0,6,7,SRB,3.0,PIJETLOVIC D,3 - 7,184,SRB,3:04,Saved,0
Extra player shot,3,10.0,6,7,SRB,3.0,FILIPOVIC F,3 - 7,126,SRB,2:06,Missed,0
Extra player shot,4,9.0,6,7,SRB,3.0,SUKNO S,4 - 7,108,CRO,1:48,Goal,1
Centre shot,4,7.0,6,7,SRB,3.0,NIKIC S,4 - 7,90,SRB,1:30,Saved,0
Counter attack,4,11.0,6,7,SRB,3.0,PRLAINOVIC A,4 - 7,49,SRB,0:49,Missed,0
5m shot,4,2.0,6,7,SRB,3.0,BURIC D,4 - 7,23,CRO,0:23,Post,0
5m shot,4,11.0,6,7,SRB,3.0,PRLAINOVIC A,4 - 7,13,SRB,0:13,Missed,0
Counter attack,4,9.0,6,7,SRB,3.0,SUKNO S,4 - 7,4,CRO,0:04,Saved,0
Action shot,4,2.0,6,7,SRB,3.0,BURIC D,4 - 7,1,CRO,0:01,Missed,0
Action shot,4,11.0,6,7,SRB,4.0,PRLAINOVIC A,4 - 7,428,SRB,7:08,Saved,0
5m shot,4,7.0,6,7,SRB,4.0,MUSLIM P,4 - 7,382,CRO,6:22,Blocked,0
Extra player shot,4,6.0,6,8,SRB,4.0,PIJETLOVIC D,4 - 8,359,SRB,5:59,Goal,1
Extra player shot,4,2.0,6,8,SRB,4.0,BURIC D,4 - 8,328,CRO,5:28,Saved,0
Extra player shot,4,11.0,6,9,SRB,4.0,PRLAINOVIC A,4 - 9,288,SRB,4:48,Goal,1
Action shot,4,3.0,6,9,SRB,4.0,PETKOVIC A,4 - 9,260,CRO,4:20,Saved,0
5m shot,4,4.0,6,9,SRB,4.0,RANDELOVIC S,4 - 9,235,SRB,3:55,Saved,0
5m shot,4,9.0,6,9,SRB,4.0,SUKNO S,4 - 9,190,CRO,3:10,Post,0
5m shot,4,9.0,6,9,SRB,4.0,SUKNO S,4 - 9,159,CRO,2:39,Blocked,0
5m shot,4,8.0,6,10,SRB,4.0,ALEKSIC M,4 - 10,130,SRB,2:10,Goal,1
Extra player shot,4,3.0,6,10,SRB,4.0,PETKOVIC A,4 - 10,99,CRO,1:39,Missed,0
Action shot,4,9.0,6,11,SRB,4.0,JAKSIC N,4 - 11,25,SRB,0:25,Goal,1
