Action,Cap,Game,ITA,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
20 sec. exclusion in centre,12.0,3,4,0,BRA,2.0,MANTELLATO G,0 - 4,338,BRA,5:38
Extra player shot - Saved,6.0,3,4,0,BRA,2.0,AIELLO R,0 - 4,328,ITA,5:28
5m shot - Missed,6.0,3,4,0,BRA,2.0,CHIAPPINI I,0 - 4,306,BRA,5:06
Penalty foul,8.0,3,4,0,BRA,2.0,CARVALHO L,0 - 4,299,BRA,4:59
Penalty shot - Goal,8.0,3,5,0,BRA,2.0,BIANCONI R,0 - 5,299,ITA,4:59
5m shot - Post,7.0,3,5,0,BRA,2.0,OLIVEIRA A,0 - 5,282,BRA,4:42
Action shot - Saved,11.0,3,5,0,BRA,2.0,BARZON L,0 - 5,258,ITA,4:18
20 sec. exclusion in centre,4.0,3,5,0,BRA,2.0,QUEIROLO E,0 - 5,240,ITA,4:00
Time-Out,,3,5,0,BRA,2.0,,0 - 5,240,BRA,4:00
Extra player shot - Saved,12.0,3,5,0,BRA,2.0,MANTELLATO G,0 - 5,225,BRA,3:45
Action shot - Saved,12.0,3,5,0,BRA,2.0,MANTELLATO G,0 - 5,215,BRA,3:35
Action shot - Goal,7.0,3,5,1,BRA,2.0,OLIVEIRA A,1 - 5,213,BRA,3:33
Action shot - Saved,11.0,3,5,1,BRA,2.0,BARZON L,1 - 5,183,ITA,3:03
Turnover foul,7.0,3,5,1,BRA,2.0,OLIVEIRA A,1 - 5,161,BRA,2:41
Action shot - Goal,8.0,3,6,1,BRA,2.0,BIANCONI R,1 - 6,159,ITA,2:39
Goalkeeper substitution,13.0,3,6,1,BRA,2.0,CHAMORRO V,1 - 6,146,BRA,2:26
5m shot - Blocked,6.0,3,6,1,BRA,2.0,CHIAPPINI I,1 - 6,133,BRA,2:13
5m shot - Goal,3.0,3,7,1,BRA,2.0,GARIBOTTI A,1 - 7,111,ITA,1:51
5m shot - Post,7.0,3,7,1,BRA,2.0,OLIVEIRA A,1 - 7,84,BRA,1:24
20 sec. exclusion in centre,6.0,3,7,1,BRA,2.0,CHIAPPINI I,1 - 7,63,BRA,1:03
Time-Out,,3,7,1,BRA,2.0,,1 - 7,63,ITA,1:03
Action shot - Goal,6.0,3,8,1,BRA,2.0,AIELLO R,1 - 8,39,ITA,0:39
5m shot - Saved,6.0,3,8,1,BRA,2.0,CHIAPPINI I,1 - 8,13,BRA,0:13
5m shot - Saved,3.0,3,8,1,BRA,2.0,GARIBOTTI A,1 - 8,0,ITA,0:00
Starting goalkeeper,13.0,3,8,1,BRA,3.0,CHAMORRO V,1 - 8,480,BRA,8:00
Starting goalkeeper,1.0,3,8,1,BRA,3.0,GORLERO G,1 - 8,480,ITA,8:00
Sprint won possession,5.0,3,8,1,BRA,3.0,BARRONCAS L,1 - 8,480,BRA,8:00
5m shot - Goal,7.0,3,8,2,BRA,3.0,OLIVEIRA A,2 - 8,459,BRA,7:39
5m shot - Missed,8.0,3,8,2,BRA,3.0,BIANCONI R,2 - 8,436,ITA,7:16
Action shot - Goal,7.0,3,8,3,BRA,3.0,OLIVEIRA A,3 - 8,421,BRA,7:01
Action shot - Goal,9.0,3,9,3,BRA,3.0,EMMOLO G,3 - 9,396,ITA,6:36
20 sec. exclusion in centre,2.0,3,9,3,BRA,3.0,TABANI C,3 - 9,371,ITA,6:11
Action shot - Saved,12.0,3,9,3,BRA,3.0,MANTELLATO G,3 - 9,349,BRA,5:49
Action shot - Goal,7.0,3,9,4,BRA,3.0,OLIVEIRA A,4 - 9,349,BRA,5:49
5m shot - Goal,5.0,3,10,4,BRA,3.0,RADICCHI F,4 - 10,324,ITA,5:24
20 sec. exclusion in centre,8.0,3,10,4,BRA,3.0,BIANCONI R,4 - 10,297,ITA,4:57
Time-Out,,3,10,4,BRA,3.0,,4 - 10,297,BRA,4:57
Extra player shot - Post,6.0,3,10,4,BRA,3.0,CHIAPPINI I,4 - 10,277,BRA,4:37
Turnover foul,8.0,3,10,4,BRA,3.0,BIANCONI R,4 - 10,258,ITA,4:18
Action shot - Saved,10.0,3,10,4,BRA,3.0,BAHIA V,4 - 10,229,BRA,3:49
20 sec. exclusion in centre,3.0,3,10,4,BRA,3.0,GARIBOTTI A,4 - 10,220,ITA,3:40
Extra player shot - Saved,6.0,3,10,4,BRA,3.0,AIELLO R,4 - 10,204,ITA,3:24
5m shot - Saved,7.0,3,10,4,BRA,3.0,DI MARIO T,4 - 10,179,ITA,2:59
Turnover foul,7.0,3,10,4,BRA,3.0,DI MARIO T,4 - 10,167,ITA,2:47
Steal,6.0,3,10,4,BRA,3.0,CHIAPPINI I,4 - 10,167,BRA,2:47
5m shot - Missed,6.0,3,10,4,BRA,3.0,CHIAPPINI I,4 - 10,143,BRA,2:23
Turnover foul,8.0,3,10,4,BRA,3.0,BIANCONI R,4 - 10,125,ITA,2:05
Action shot - Missed,7.0,3,10,4,BRA,3.0,OLIVEIRA A,4 - 10,105,BRA,1:45
Action shot - Saved,8.0,3,10,4,BRA,3.0,BIANCONI R,4 - 10,90,ITA,1:30
5m shot - Blocked,7.0,3,10,4,BRA,3.0,DI MARIO T,4 - 10,64,ITA,1:04
Turnover foul,3.0,3,10,4,BRA,3.0,ZABLITH M,4 - 10,46,BRA,0:46
Turnover foul,1.0,3,10,4,BRA,3.0,GORLERO G,4 - 10,38,ITA,0:38
Turnover foul,10.0,3,10,4,BRA,3.0,BAHIA V,4 - 10,27,BRA,0:27
Centre shot - Goal,4.0,3,11,4,BRA,3.0,QUEIROLO E,4 - 11,11,ITA,0:11
Starting goalkeeper,1.0,3,11,4,BRA,4.0,OLIVEIRA T,4 - 11,480,BRA,8:00
Starting goalkeeper,1.0,3,11,4,BRA,4.0,GORLERO G,4 - 11,480,ITA,8:00
Starting goalkeeper,13.0,3,11,4,BRA,4.0,TEANI L,4 - 11,480,ITA,8:00
Sprint won possession,9.0,3,11,4,BRA,4.0,DIAS M,4 - 11,480,BRA,8:00
Action shot - Goal,9.0,3,11,5,BRA,4.0,DIAS M,5 - 11,455,BRA,7:35
5m shot - Saved,11.0,3,11,5,BRA,4.0,BARZON L,5 - 11,430,ITA,7:10
Action shot - Blocked,9.0,3,11,5,BRA,4.0,DIAS M,5 - 11,404,BRA,6:44
Action shot - Goal,11.0,3,12,5,BRA,4.0,BARZON L,5 - 12,404,ITA,6:44
Turnover foul,3.0,3,12,5,BRA,4.0,ZABLITH M,5 - 12,369,BRA,6:09
Centre shot - Post,6.0,3,12,5,BRA,4.0,AIELLO R,5 - 12,361,ITA,6:01
Turnover foul,2.0,3,12,5,BRA,4.0,TABANI C,5 - 12,309,ITA,5:09
Turnover foul,4.0,3,12,5,BRA,4.0,DUARTE M,5 - 12,279,BRA,4:39
Turnover foul,10.0,3,12,5,BRA,4.0,POMERI F,5 - 12,259,ITA,4:19
Steal,3.0,3,12,5,BRA,4.0,ZABLITH M,5 - 12,256,BRA,4:16
Turnover foul,6.0,3,12,5,BRA,4.0,CHIAPPINI I,5 - 12,248,BRA,4:08
5m shot - Goal,4.0,3,13,5,BRA,4.0,QUEIROLO E,5 - 13,236,ITA,3:56
5m shot - Goal,6.0,3,13,6,BRA,4.0,CHIAPPINI I,6 - 13,226,BRA,3:46
5m shot - Missed,4.0,3,13,6,BRA,4.0,QUEIROLO E,6 - 13,199,ITA,3:19
20 sec. exclusion in centre,10.0,3,13,6,BRA,4.0,POMERI F,6 - 13,185,ITA,3:05
Time-Out,,3,13,6,BRA,4.0,,6 - 13,185,BRA,3:05
Turnover foul,6.0,3,13,6,BRA,4.0,CHIAPPINI I,6 - 13,166,BRA,2:46
Action shot - Goal,12.0,3,14,6,BRA,4.0,FRASSINETTI T,6 - 14,154,ITA,2:34
Turnover foul,6.0,3,14,6,BRA,4.0,CHIAPPINI I,6 - 14,128,BRA,2:08
Steal,4.0,3,14,6,BRA,4.0,QUEIROLO E,6 - 14,128,ITA,2:08
5m shot - Goal,8.0,3,15,6,BRA,4.0,BIANCONI R,6 - 15,104,ITA,1:44
Turnover foul,3.0,3,15,6,BRA,4.0,ZABLITH M,6 - 15,75,BRA,1:15
Starting goalkeeper,1.0,4,0,0,GRE,1.0,GORLERO G,0 - 0,480,ITA,8:00
Starting goalkeeper,13.0,4,0,0,GRE,1.0,DIAMANTOPOULOU C,0 - 0,480,GRE,8:00
Sprint won possession,7.0,4,0,0,GRE,1.0,DI MARIO T,0 - 0,480,ITA,8:00
5m shot - Saved,8.0,4,0,0,GRE,1.0,BIANCONI R,0 - 0,455,ITA,7:35
Turnover foul,2.0,4,0,0,GRE,1.0,TSOUKALA C,0 - 0,432,GRE,7:12
5m shot - Blocked,3.0,4,0,0,GRE,1.0,GARIBOTTI A,0 - 0,408,ITA,6:48
5m shot - Saved,8.0,4,0,0,GRE,1.0,ROUMPESI A,0 - 0,378,GRE,6:18
Turnover foul,12.0,4,0,0,GRE,1.0,FRASSINETTI T,0 - 0,349,ITA,5:49
Action shot - Saved,6.0,4,0,0,GRE,1.0,AVRAMIDOU A,0 - 0,320,GRE,5:20
Turnover foul,7.0,4,0,0,GRE,1.0,ASIMAKI A,0 - 0,305,GRE,5:05
5m shot - Missed,9.0,4,0,0,GRE,1.0,EMMOLO G,0 - 0,275,ITA,4:35
Action shot - Saved,10.0,4,0,0,GRE,1.0,MANOLIOUDAKI T,0 - 0,253,GRE,4:13
5m shot - Saved,8.0,4,0,0,GRE,1.0,BIANCONI R,0 - 0,231,ITA,3:51
Turnover foul,6.0,4,0,0,GRE,1.0,AVRAMIDOU A,0 - 0,204,GRE,3:24
20 sec. exclusion in centre,6.0,4,0,0,GRE,1.0,AVRAMIDOU A,0 - 0,202,GRE,3:22
Time-Out,,4,0,0,GRE,1.0,,0 - 0,202,ITA,3:22
Action shot - Saved,8.0,4,0,0,GRE,1.0,BIANCONI R,0 - 0,178,ITA,2:58
Action shot - Goal,7.0,4,1,0,GRE,1.0,DI MARIO T,1 - 0,157,ITA,2:37
Turnover foul,8.0,4,1,0,GRE,1.0,ROUMPESI A,1 - 0,131,GRE,2:11
Steal,2.0,4,1,0,GRE,1.0,TABANI C,1 - 0,131,ITA,2:11
Action shot - Post,8.0,4,1,0,GRE,1.0,BIANCONI R,1 - 0,115,ITA,1:55
20 sec. exclusion in centre,8.0,4,1,0,GRE,1.0,BIANCONI R,1 - 0,102,ITA,1:42
Extra player shot - Saved,2.0,4,1,0,GRE,1.0,TSOUKALA C,1 - 0,79,GRE,1:19
5m shot - Blocked,7.0,4,1,0,GRE,1.0,DI MARIO T,1 - 0,57,ITA,0:57
Turnover foul,10.0,4,1,0,GRE,1.0,MANOLIOUDAKI T,1 - 0,23,GRE,0:23
Action shot - Saved,10.0,4,1,0,GRE,1.0,MANOLIOUDAKI T,1 - 0,19,GRE,0:19
Turnover foul,2.0,4,1,0,GRE,1.0,TABANI C,1 - 0,15,ITA,0:15
Time-Out,,4,1,0,GRE,1.0,,1 - 0,15,GRE,0:15
Turnover foul,8.0,4,1,0,GRE,1.0,ROUMPESI A,1 - 0,8,GRE,0:08
5m shot - Saved,4.0,4,1,0,GRE,1.0,QUEIROLO E,1 - 0,0,ITA,0:00
Starting goalkeeper,1.0,4,1,0,GRE,2.0,GORLERO G,1 - 0,480,ITA,8:00
Starting goalkeeper,13.0,4,1,0,GRE,2.0,DIAMANTOPOULOU C,1 - 0,480,GRE,8:00
Sprint won possession,3.0,4,1,0,GRE,2.0,CHARALAMPIDI S,1 - 0,480,GRE,8:00
5m shot - Post,2.0,4,1,0,GRE,2.0,TSOUKALA C,1 - 0,456,GRE,7:36
20 sec. exclusion in centre,9.0,4,1,0,GRE,2.0,EMMOLO G,1 - 0,455,ITA,7:35
Action shot - Goal,7.0,4,1,1,GRE,2.0,ASIMAKI A,1 - 1,433,GRE,7:13
Penalty foul,7.0,4,1,1,GRE,2.0,ASIMAKI A,1 - 1,407,GRE,6:47
Penalty shot - Goal,7.0,4,2,1,GRE,2.0,DI MARIO T,2 - 1,407,ITA,6:47
Turnover foul,12.0,4,2,1,GRE,2.0,XENAKI E,2 - 1,376,GRE,6:16
Action shot - Goal,3.0,4,3,1,GRE,2.0,GARIBOTTI A,3 - 1,369,ITA,6:09
Action shot - Saved,7.0,4,3,1,GRE,2.0,ASIMAKI A,3 - 1,340,GRE,5:40
20 sec. exclusion in centre,8.0,4,3,1,GRE,2.0,ROUMPESI A,3 - 1,338,GRE,5:38
Extra player shot - Saved,8.0,4,3,1,GRE,2.0,BIANCONI R,3 - 1,330,ITA,5:30
Action shot - Saved,11.0,4,3,1,GRE,2.0,PLEVRITOU E,3 - 1,303,GRE,5:03
5m shot - Goal,8.0,4,4,1,GRE,2.0,BIANCONI R,4 - 1,274,ITA,4:34
Turnover foul,7.0,4,4,1,GRE,2.0,ASIMAKI A,4 - 1,252,GRE,4:12
Turnover foul,4.0,4,4,1,GRE,2.0,QUEIROLO E,4 - 1,223,ITA,3:43
Action shot - Saved,8.0,4,4,1,GRE,2.0,ROUMPESI A,4 - 1,196,GRE,3:16
5m shot - Missed,3.0,4,4,1,GRE,2.0,GARIBOTTI A,4 - 1,168,ITA,2:48
20 sec. exclusion in centre,2.0,4,4,1,GRE,2.0,TABANI C,4 - 1,146,ITA,2:26
Extra player shot - Goal,3.0,4,4,2,GRE,2.0,CHARALAMPIDI S,4 - 2,130,GRE,2:10
20 sec. exclusion in centre,5.0,4,4,2,GRE,2.0,PLEVRITOU M,4 - 2,106,GRE,1:46
Extra player shot - Saved,7.0,4,4,2,GRE,2.0,DI MARIO T,4 - 2,86,ITA,1:26
Action shot - Saved,2.0,4,4,2,GRE,2.0,TSOUKALA C,4 - 2,64,GRE,1:04
20 sec. exclusion in centre,12.0,4,4,2,GRE,2.0,XENAKI E,4 - 2,55,GRE,0:55
Time-Out,,4,4,2,GRE,2.0,,4 - 2,55,ITA,0:55
Turnover foul,10.0,4,4,2,GRE,2.0,POMERI F,4 - 2,28,ITA,0:28
Centre shot - Saved,10.0,4,4,2,GRE,2.0,POMERI F,4 - 2,26,ITA,0:26
Time-Out,,4,4,2,GRE,2.0,,4 - 2,26,GRE,0:26
Action shot - Goal,10.0,4,4,3,GRE,2.0,MANOLIOUDAKI T,4 - 3,4,GRE,0:04
Starting goalkeeper,1.0,4,4,3,GRE,3.0,GORLERO G,4 - 3,480,ITA,8:00
Starting goalkeeper,13.0,4,4,3,GRE,3.0,DIAMANTOPOULOU C,4 - 3,480,GRE,8:00
Sprint won possession,7.0,4,4,3,GRE,3.0,DI MARIO T,4 - 3,480,ITA,8:00
20 sec. exclusion in centre,5.0,4,4,3,GRE,3.0,PLEVRITOU M,4 - 3,453,GRE,7:33
Extra player shot - Goal,7.0,4,5,3,GRE,3.0,DI MARIO T,5 - 3,437,ITA,7:17
Action shot - Saved,4.0,4,5,3,GRE,3.0,KOTSIA C,5 - 3,408,GRE,6:48
Turnover foul,7.0,4,5,3,GRE,3.0,DI MARIO T,5 - 3,390,ITA,6:30
Steal,7.0,4,5,3,GRE,3.0,ASIMAKI A,5 - 3,390,GRE,6:30
Action shot - Blocked,10.0,4,5,3,GRE,3.0,MANOLIOUDAKI T,5 - 3,368,GRE,6:08
Turnover foul,7.0,4,5,3,GRE,3.0,DI MARIO T,5 - 3,344,ITA,5:44
Action shot - Goal,4.0,4,5,4,GRE,3.0,KOTSIA C,5 - 4,319,GRE,5:19
Turnover foul,6.0,4,5,4,GRE,3.0,AIELLO R,5 - 4,291,ITA,4:51
Turnover foul,12.0,4,5,4,GRE,3.0,XENAKI E,5 - 4,275,GRE,4:35
Action shot - Goal,5.0,4,6,4,GRE,3.0,RADICCHI F,6 - 4,249,ITA,4:09
20 sec. exclusion in centre,2.0,4,6,4,GRE,3.0,TABANI C,6 - 4,228,ITA,3:48
5m shot - Post,8.0,4,6,4,GRE,3.0,ROUMPESI A,6 - 4,196,GRE,3:16
20 sec. exclusion in centre,8.0,4,6,4,GRE,3.0,ROUMPESI A,6 - 4,176,GRE,2:56
Centre shot - Goal,8.0,4,7,4,GRE,3.0,BIANCONI R,7 - 4,155,ITA,2:35
Action shot - Missed,11.0,4,7,4,GRE,3.0,PLEVRITOU E,7 - 4,128,GRE,2:08
Turnover foul,10.0,4,7,4,GRE,3.0,POMERI F,7 - 4,114,ITA,1:54
Action shot - Saved,11.0,4,7,4,GRE,3.0,PLEVRITOU E,7 - 4,97,GRE,1:37
5m shot - Post,11.0,4,7,4,GRE,3.0,BARZON L,7 - 4,74,ITA,1:14
20 sec. exclusion in centre,10.0,4,7,4,GRE,3.0,POMERI F,7 - 4,55,ITA,0:55
Time-Out,,4,7,4,GRE,3.0,,7 - 4,55,GRE,0:55
Extra player shot - Goal,3.0,4,7,5,GRE,3.0,CHARALAMPIDI S,7 - 5,39,GRE,0:39
Action shot - Saved,7.0,4,7,5,GRE,3.0,DI MARIO T,7 - 5,12,ITA,0:12
5m shot - Missed,8.0,4,7,5,GRE,3.0,ROUMPESI A,7 - 5,1,GRE,0:01
Starting goalkeeper,1.0,4,7,5,GRE,4.0,GORLERO G,7 - 5,480,ITA,8:00
Starting goalkeeper,13.0,4,7,5,GRE,4.0,DIAMANTOPOULOU C,7 - 5,480,GRE,8:00
Sprint won possession,3.0,4,7,5,GRE,4.0,CHARALAMPIDI S,7 - 5,480,GRE,8:00
20 sec. exclusion in centre,5.0,4,7,5,GRE,4.0,RADICCHI F,7 - 5,459,ITA,7:39
Action shot - Goal,3.0,4,7,6,GRE,4.0,CHARALAMPIDI S,7 - 6,436,GRE,7:16
Centre shot - Goal,7.0,4,8,6,GRE,4.0,DI MARIO T,8 - 6,412,ITA,6:52
5m shot - Post,10.0,4,8,6,GRE,4.0,MANOLIOUDAKI T,8 - 6,388,GRE,6:28
Action shot - Goal,3.0,4,9,6,GRE,4.0,GARIBOTTI A,9 - 6,363,ITA,6:03
Goalkeeper substitution,13.0,4,9,6,GRE,4.0,TEANI L,9 - 6,354,ITA,5:54
Goalkeeper substitution,1.0,4,9,6,GRE,4.0,GORLERO G,9 - 6,354,ITA,5:54
Centre shot - Saved,7.0,4,9,6,GRE,4.0,ASIMAKI A,9 - 6,344,GRE,5:44
20 sec. exclusion in centre,11.0,4,9,6,GRE,4.0,PLEVRITOU E,9 - 6,331,GRE,5:31
Action shot - Saved,3.0,4,9,6,GRE,4.0,GARIBOTTI A,9 - 6,309,ITA,5:09
20 sec. exclusion in centre,2.0,4,9,6,GRE,4.0,TSOUKALA C,9 - 6,287,GRE,4:47
Extra player shot - Saved,7.0,4,9,6,GRE,4.0,DI MARIO T,9 - 6,269,ITA,4:29
20 sec. exclusion in centre,7.0,4,9,6,GRE,4.0,ASIMAKI A,9 - 6,239,GRE,3:59
Extra player shot - Missed,7.0,4,9,6,GRE,4.0,DI MARIO T,9 - 6,220,ITA,3:40
Turnover foul,12.0,4,9,6,GRE,4.0,XENAKI E,9 - 6,197,GRE,3:17
5m shot - Post,9.0,4,9,6,GRE,4.0,EMMOLO G,9 - 6,167,ITA,2:47
Action shot - Missed,3.0,4,9,6,GRE,4.0,CHARALAMPIDI S,9 - 6,144,GRE,2:24
Turnover foul,7.0,4,9,6,GRE,4.0,DI MARIO T,9 - 6,115,ITA,1:55
Centre shot - Saved,12.0,4,9,6,GRE,4.0,XENAKI E,9 - 6,94,GRE,1:34
Action shot - Missed,3.0,4,9,6,GRE,4.0,GARIBOTTI A,9 - 6,71,ITA,1:11
Turnover foul,8.0,4,9,6,GRE,4.0,ROUMPESI A,9 - 6,56,GRE,0:56
Time-Out,,4,9,6,GRE,4.0,,9 - 6,56,ITA,0:56
20 sec. exclusion in centre,3.0,4,9,6,GRE,4.0,CHARALAMPIDI S,9 - 6,33,GRE,0:33
Action shot - Post,4.0,4,9,6,GRE,4.0,QUEIROLO E,9 - 6,3,ITA,0:03
Starting goalkeeper,1.0,5,0,0,NED,1.0,GORLERO G,0 - 0,480,ITA,8:00
Starting goalkeeper,1.0,5,0,0,NED,1.0,AARTS L,0 - 0,480,NED,8:00
Sprint won possession,4.0,5,0,0,NED,1.0,VAN DER SLOOT C,0 - 0,480,NED,8:00
20 sec. exclusion in centre,3.0,5,0,0,NED,1.0,GARIBOTTI A,0 - 0,464,ITA,7:44
Action shot - Saved,8.0,5,0,0,NED,1.0,SEVENICH V,0 - 0,439,NED,7:19
5m shot - Missed,5.0,5,0,0,NED,1.0,RADICCHI F,0 - 0,409,ITA,6:49
5m shot - Missed,11.0,5,0,0,NED,1.0,KLAASSEN L,0 - 0,382,NED,6:22
20 sec. exclusion in centre,11.0,5,0,0,NED,1.0,KLAASSEN L,0 - 0,366,NED,6:06
Extra player shot - Blocked,8.0,5,0,0,NED,1.0,BIANCONI R,0 - 0,348,ITA,5:48
Action shot - Post,2.0,5,0,0,NED,1.0,SMIT M,0 - 0,322,NED,5:22
Turnover foul,8.0,5,0,0,NED,1.0,BIANCONI R,0 - 0,296,ITA,4:56
Turnover foul,9.0,5,0,0,NED,1.0,MEGENS M,0 - 0,281,NED,4:41
Steal,8.0,5,0,0,NED,1.0,BIANCONI R,0 - 0,281,ITA,4:41
Penalty foul,4.0,5,0,0,NED,1.0,VAN DER SLOOT C,0 - 0,264,NED,4:24
Action shot - Post,8.0,5,0,0,NED,1.0,BIANCONI R,0 - 0,264,ITA,4:24
5m shot - Goal,4.0,5,0,1,NED,1.0,VAN DER SLOOT C,0 - 1,238,NED,3:58
5m shot - Post,7.0,5,0,1,NED,1.0,DI MARIO T,0 - 1,217,ITA,3:37
Counter attack - Goal,9.0,5,0,2,NED,1.0,MEGENS M,0 - 2,207,NED,3:27
5m shot - Saved,5.0,5,0,2,NED,1.0,RADICCHI F,0 - 2,178,ITA,2:58
Turnover foul,6.0,5,0,2,NED,1.0,STOMPHORST N,0 - 2,159,NED,2:39
5m shot - Post,5.0,5,0,2,NED,1.0,RADICCHI F,0 - 2,132,ITA,2:12
Time-Out,,5,0,2,NED,1.0,,0 - 2,125,NED,2:05
Turnover foul,7.0,5,0,2,NED,1.0,NIJHUIS M,0 - 2,117,NED,1:57
20 sec. exclusion in field,9.0,5,0,2,NED,1.0,MEGENS M,0 - 2,109,NED,1:49
Time-Out,,5,0,2,NED,1.0,,0 - 2,109,ITA,1:49
5m shot - Saved,3.0,5,0,2,NED,1.0,GARIBOTTI A,0 - 2,81,ITA,1:21
Action shot - Saved,3.0,5,0,2,NED,1.0,GARIBOTTI A,0 - 2,66,ITA,1:06
20 sec. exclusion in centre,3.0,5,0,2,NED,1.0,GENEE D,0 - 2,57,NED,0:57
Extra player shot - Post,9.0,5,0,2,NED,1.0,EMMOLO G,0 - 2,42,ITA,0:42
20 sec. exclusion in centre,9.0,5,0,2,NED,1.0,EMMOLO G,0 - 2,21,ITA,0:21
Action shot - Saved,2.0,5,0,2,NED,1.0,SMIT M,0 - 2,5,NED,0:05
5m shot - Saved,8.0,5,0,2,NED,1.0,BIANCONI R,0 - 2,1,ITA,0:01
Starting goalkeeper,1.0,5,0,2,NED,2.0,GORLERO G,0 - 2,480,ITA,8:00
Starting goalkeeper,1.0,5,0,2,NED,2.0,AARTS L,0 - 2,480,NED,8:00
Sprint won possession,4.0,5,0,2,NED,2.0,VAN DER SLOOT C,0 - 2,480,NED,8:00
5m shot - Post,7.0,5,0,2,NED,2.0,NIJHUIS M,0 - 2,453,NED,7:33
Turnover foul,7.0,5,0,2,NED,2.0,DI MARIO T,0 - 2,433,ITA,7:13
5m shot - Post,7.0,5,0,2,NED,2.0,NIJHUIS M,0 - 2,403,NED,6:43
Action shot - Post,4.0,5,0,2,NED,2.0,QUEIROLO E,0 - 2,374,ITA,6:14
Turnover foul,1.0,5,0,2,NED,2.0,AARTS L,0 - 2,363,NED,6:03
Turnover foul,7.0,5,0,2,NED,2.0,DI MARIO T,0 - 2,355,ITA,5:55
Steal,11.0,5,0,2,NED,2.0,KLAASSEN L,0 - 2,355,NED,5:55
5m shot - Blocked,11.0,5,0,2,NED,2.0,KLAASSEN L,0 - 2,331,NED,5:31
Action shot - Saved,4.0,5,0,2,NED,2.0,QUEIROLO E,0 - 2,299,ITA,4:59
Turnover foul,11.0,5,0,2,NED,2.0,KLAASSEN L,0 - 2,279,NED,4:39
Turnover foul,1.0,5,0,2,NED,2.0,GORLERO G,0 - 2,273,ITA,4:33
Turnover foul,8.0,5,0,2,NED,2.0,SEVENICH V,0 - 2,239,NED,3:59
Action shot - Missed,8.0,5,0,2,NED,2.0,BIANCONI R,0 - 2,225,ITA,3:45
Time-Out,,5,0,2,NED,2.0,,0 - 2,225,NED,3:45
20 sec. exclusion in centre,7.0,5,0,2,NED,2.0,DI MARIO T,0 - 2,209,ITA,3:29
Action shot - Goal,9.0,5,0,3,NED,2.0,MEGENS M,0 - 3,186,NED,3:06
Turnover foul,7.0,5,0,3,NED,2.0,DI MARIO T,0 - 3,158,ITA,2:38
Turnover foul,2.0,5,0,3,NED,2.0,SMIT M,0 - 3,146,NED,2:26
20 sec. exclusion in field,10.0,5,0,3,NED,2.0,VAN TOORN I,0 - 3,130,NED,2:10
Extra player shot - Saved,11.0,5,0,3,NED,2.0,BARZON L,0 - 3,108,ITA,1:48
Centre shot - Goal,9.0,5,0,4,NED,2.0,MEGENS M,0 - 4,89,NED,1:29
Turnover foul,3.0,5,0,4,NED,2.0,GARIBOTTI A,0 - 4,77,ITA,1:17
Steal,2.0,5,0,4,NED,2.0,SMIT M,0 - 4,77,NED,1:17
5m shot - Goal,5.0,5,1,4,NED,2.0,RADICCHI F,1 - 4,29,ITA,0:29
Action shot - Goal,9.0,5,1,5,NED,2.0,MEGENS M,1 - 5,8,NED,0:08
Time-Out,,5,1,5,NED,2.0,,1 - 5,8,ITA,0:08
5m shot - Saved,8.0,5,1,5,NED,2.0,BIANCONI R,1 - 5,2,ITA,0:02
5m shot - Saved,1.0,5,1,5,NED,2.0,AARTS L,1 - 5,1,NED,0:01
Starting goalkeeper,1.0,5,1,5,NED,3.0,GORLERO G,1 - 5,480,ITA,8:00
Starting goalkeeper,1.0,5,7,7,NED,3.0,AARTS L,7 - 7,480,NED,8:00
Sprint won possession,4.0,5,7,7,NED,3.0,VAN DER SLOOT C,7 - 7,15,NED,0:15
Turnover foul,2.0,5,7,7,NED,3.0,SMIT M,7 - 7,459,NED,7:39
Steal,8.0,5,7,7,NED,3.0,BIANCONI R,7 - 7,459,ITA,7:39
20 sec. exclusion in centre,11.0,5,7,7,NED,3.0,KLAASSEN L,7 - 7,442,NED,7:22
Centre shot - Blocked,7.0,5,7,7,NED,3.0,DI MARIO T,7 - 7,421,ITA,7:01
Action shot - Saved,4.0,5,7,7,NED,3.0,VAN DER SLOOT C,7 - 7,394,NED,6:34
20 sec. exclusion in centre,2.0,5,7,7,NED,3.0,SMIT M,7 - 7,381,NED,6:21
5m shot - Saved,9.0,5,7,7,NED,3.0,EMMOLO G,7 - 7,353,ITA,5:53
5m shot - Saved,7.0,5,7,7,NED,3.0,DI MARIO T,7 - 7,333,ITA,5:33
Turnover foul,9.0,5,7,7,NED,3.0,MEGENS M,7 - 7,318,NED,5:18
5m shot - Post,7.0,5,7,7,NED,3.0,DI MARIO T,7 - 7,293,ITA,4:53
Action shot - Saved,4.0,5,7,7,NED,3.0,VAN DER SLOOT C,7 - 7,265,NED,4:25
20 sec. exclusion in centre,12.0,5,7,7,NED,3.0,FRASSINETTI T,7 - 7,256,ITA,4:16
Action shot - Saved,7.0,5,7,7,NED,3.0,NIJHUIS M,7 - 7,233,NED,3:53
Turnover foul,7.0,5,7,7,NED,3.0,NIJHUIS M,7 - 7,205,NED,3:25
5m shot - Blocked,8.0,5,7,7,NED,3.0,BIANCONI R,7 - 7,180,ITA,3:00
Action shot - Saved,4.0,5,7,7,NED,3.0,VAN DER SLOOT C,7 - 7,150,NED,2:30
