Action,Cap,Game,Opponent,Opponent name,Period,Player,RUS,Score,Seconds,Team,Time
Extra player shot - Saved,11.0,3,1,CHN,1.0,IVANOVA E,1,1 - 1,273,RUS,4:33
Turnover foul,11.0,3,1,CHN,1.0,WANG X,1,1 - 1,249,CHN,4:09
Centre shot - Goal,4.0,3,1,CHN,1.0,KARIMOVA E,2,2 - 1,233,RUS,3:53
5m shot - Missed,11.0,3,1,CHN,1.0,WANG X,2,2 - 1,214,CHN,3:34
20 sec. exclusion in centre,11.0,3,1,CHN,1.0,WANG X,2,2 - 1,188,CHN,3:08
Action shot - Saved,11.0,3,1,CHN,1.0,IVANOVA E,2,2 - 1,158,RUS,2:38
Action shot - Saved,9.0,3,1,CHN,1.0,ZHAO Z,2,2 - 1,129,CHN,2:09
20 sec. exclusion in centre,11.0,3,1,CHN,1.0,IVANOVA E,2,2 - 1,113,RUS,1:53
Time-Out,,3,1,CHN,1.0,,2,2 - 1,110,CHN,1:50
Extra player shot - Saved,12.0,3,1,CHN,1.0,ZHANG J,2,2 - 1,93,CHN,1:33
5m shot - Goal,3.0,3,1,CHN,1.0,PROKOFYEVA E,3,3 - 1,62,RUS,1:02
Centre shot - Goal,6.0,3,2,CHN,1.0,SUN Y,3,3 - 2,43,CHN,0:43
Action shot - Saved,10.0,3,2,CHN,1.0,TANKEEVA E,3,3 - 2,13,RUS,0:13
5m shot - Missed,8.0,3,2,CHN,1.0,ZHANG C,3,3 - 2,1,CHN,0:01
Starting goalkeeper,13.0,3,2,CHN,2.0,KARNAUKH A,3,3 - 2,480,RUS,8:00
Starting goalkeeper,1.0,3,2,CHN,2.0,YANG J,3,3 - 2,480,CHN,8:00
Sprint won possession,3.0,3,2,CHN,2.0,PROKOFYEVA E,3,3 - 2,480,RUS,8:00
5m shot - Saved,7.0,3,2,CHN,2.0,LISUNOVA E,3,3 - 2,463,RUS,7:43
20 sec. exclusion in field,9.0,3,2,CHN,2.0,TIMOFEEVA A,3,3 - 2,443,RUS,7:23
Extra player shot - Saved,7.0,3,2,CHN,2.0,SONG D,3,3 - 2,422,CHN,7:02
5m shot - Saved,5.0,3,2,CHN,2.0,NIU G,3,3 - 2,372,CHN,6:12
Action shot - Post,12.0,3,2,CHN,2.0,IARONDAIKINA N,3,3 - 2,342,RUS,5:42
Turnover foul,9.0,3,2,CHN,2.0,ZHAO Z,3,3 - 2,316,CHN,5:16
5m shot - Blocked,8.0,3,2,CHN,2.0,ABDRIZIAKOVA E,3,3 - 2,288,RUS,4:48
Turnover foul,6.0,3,2,CHN,2.0,SUN Y,3,3 - 2,273,CHN,4:33
20 sec. exclusion in centre,3.0,3,2,CHN,2.0,MEI X,3,3 - 2,262,CHN,4:22
Penalty foul,10.0,3,2,CHN,2.0,ZHANG W,3,3 - 2,244,CHN,4:04
Penalty shot - Post,3.0,3,2,CHN,2.0,PROKOFYEVA E,3,3 - 2,244,RUS,4:04
20 sec. exclusion in field,7.0,3,2,CHN,2.0,LISUNOVA E,3,3 - 2,215,RUS,3:35
Extra player shot - Saved,5.0,3,2,CHN,2.0,NIU G,3,3 - 2,196,CHN,3:16
20 sec. exclusion in centre,10.0,3,2,CHN,2.0,ZHANG W,3,3 - 2,174,CHN,2:54
Time-Out,,3,2,CHN,2.0,,3,3 - 2,174,RUS,2:54
Action shot - Goal,7.0,3,2,CHN,2.0,LISUNOVA E,4,4 - 2,151,RUS,2:31
Turnover foul,9.0,3,2,CHN,2.0,ZHAO Z,4,4 - 2,134,CHN,2:14
Turnover foul,6.0,3,2,CHN,2.0,SIMANOVICH A,4,4 - 2,117,RUS,1:57
Turnover foul,5.0,3,2,CHN,2.0,NIU G,4,4 - 2,91,CHN,1:31
Goalkeeper substitution,13.0,3,2,CHN,2.0,KARNAUKH A,4,4 - 2,70,RUS,1:10
Penalty foul,11.0,3,2,CHN,2.0,WANG X,4,4 - 2,70,CHN,1:10
Penalty shot - Saved,7.0,3,2,CHN,2.0,LISUNOVA E,4,4 - 2,70,RUS,1:10
Action shot - Goal,5.0,3,3,CHN,2.0,NIU G,4,4 - 3,48,CHN,0:48
Turnover foul,9.0,3,3,CHN,2.0,TIMOFEEVA A,4,4 - 3,26,RUS,0:26
Time-Out,,3,3,CHN,2.0,,4,4 - 3,26,CHN,0:26
Action shot - Goal,5.0,3,4,CHN,2.0,NIU G,4,4 - 4,7,CHN,0:07
5m shot - Missed,3.0,3,4,CHN,2.0,PROKOFYEVA E,4,4 - 4,1,RUS,0:01
Starting goalkeeper,13.0,3,4,CHN,3.0,KARNAUKH A,4,4 - 4,480,RUS,8:00
Starting goalkeeper,1.0,3,4,CHN,3.0,YANG J,4,4 - 4,480,CHN,8:00
Sprint won possession,7.0,3,4,CHN,3.0,LISUNOVA E,4,4 - 4,480,RUS,8:00
Action shot - Saved,4.0,3,4,CHN,3.0,KARIMOVA E,4,4 - 4,452,RUS,7:32
Turnover foul,9.0,3,4,CHN,3.0,ZHAO Z,4,4 - 4,423,CHN,7:03
Turnover foul,4.0,3,4,CHN,3.0,KARIMOVA E,4,4 - 4,394,RUS,6:34
Steal,6.0,3,4,CHN,3.0,SUN Y,4,4 - 4,394,CHN,6:34
Turnover foul,9.0,3,4,CHN,3.0,ZHAO Z,4,4 - 4,365,CHN,6:05
Turnover foul,4.0,3,4,CHN,3.0,KARIMOVA E,4,4 - 4,350,RUS,5:50
Steal,3.0,3,4,CHN,3.0,MEI X,4,4 - 4,350,CHN,5:50
Action shot - Goal,7.0,3,5,CHN,3.0,SONG D,4,4 - 5,324,CHN,5:24
20 sec. exclusion in centre,8.0,3,5,CHN,3.0,ZHANG C,4,4 - 5,309,CHN,5:09
Extra player shot - Goal,11.0,3,5,CHN,3.0,IVANOVA E,5,5 - 5,291,RUS,4:51
Turnover foul,6.0,3,5,CHN,3.0,SUN Y,5,5 - 5,273,CHN,4:33
Steal,11.0,3,5,CHN,3.0,IVANOVA E,5,5 - 5,273,RUS,4:33
Turnover foul,11.0,3,5,CHN,3.0,IVANOVA E,5,5 - 5,257,RUS,4:17
Steal,3.0,3,5,CHN,3.0,MEI X,5,5 - 5,257,CHN,4:17
Penalty foul,8.0,3,5,CHN,3.0,ABDRIZIAKOVA E,5,5 - 5,247,RUS,4:07
Penalty shot - Saved,9.0,3,5,CHN,3.0,ZHAO Z,5,5 - 5,247,CHN,4:07
Counter attack - Post,3.0,3,5,CHN,3.0,PROKOFYEVA E,5,5 - 5,231,RUS,3:51
Turnover foul,6.0,3,5,CHN,3.0,SUN Y,5,5 - 5,211,CHN,3:31
Action shot - Missed,11.0,3,5,CHN,3.0,IVANOVA E,5,5 - 5,197,RUS,3:17
Action shot - Saved,12.0,3,5,CHN,3.0,ZHANG J,5,5 - 5,179,CHN,2:59
20 sec. exclusion in centre,8.0,3,5,CHN,3.0,ABDRIZIAKOVA E,5,5 - 5,162,RUS,2:42
Time-Out,,3,5,CHN,3.0,,5,5 - 5,162,CHN,2:42
Action shot - Saved,8.0,3,5,CHN,3.0,ZHANG C,5,5 - 5,136,CHN,2:16
Centre shot - Post,7.0,3,5,CHN,3.0,SONG D,5,5 - 5,125,CHN,2:05
20 sec. exclusion in field,8.0,3,5,CHN,3.0,ZHANG C,5,5 - 5,106,CHN,1:46
Action shot - Goal,4.0,3,5,CHN,3.0,KARIMOVA E,6,6 - 5,79,RUS,1:19
Turnover foul,9.0,3,5,CHN,3.0,ZHAO Z,6,6 - 5,61,CHN,1:01
Steal,5.0,3,5,CHN,3.0,ZUBACHEVA E,6,6 - 5,61,RUS,1:01
Turnover foul,10.0,3,5,CHN,3.0,TANKEEVA E,6,6 - 5,47,RUS,0:47
Action shot - Goal,5.0,3,6,CHN,3.0,NIU G,6,6 - 6,19,CHN,0:19
5m shot - Goal,5.0,3,6,CHN,3.0,ZUBACHEVA E,7,7 - 6,2,RUS,0:02
Starting goalkeeper,13.0,3,6,CHN,4.0,KARNAUKH A,7,7 - 6,480,RUS,8:00
Starting goalkeeper,1.0,3,6,CHN,4.0,YANG J,7,7 - 6,480,CHN,8:00
Sprint won possession,7.0,3,6,CHN,4.0,LISUNOVA E,7,7 - 6,480,RUS,8:00
Turnover foul,11.0,3,6,CHN,4.0,IVANOVA E,7,7 - 6,450,RUS,7:30
Centre shot - Goal,7.0,3,7,CHN,4.0,SONG D,7,7 - 7,437,CHN,7:17
20 sec. exclusion in centre,7.0,3,7,CHN,4.0,SONG D,7,7 - 7,416,CHN,6:56
Turnover foul,4.0,3,7,CHN,4.0,KARIMOVA E,7,7 - 7,398,RUS,6:38
Action shot - Saved,7.0,3,7,CHN,4.0,LISUNOVA E,7,7 - 7,353,RUS,5:53
Turnover foul,6.0,3,7,CHN,4.0,SUN Y,7,7 - 7,335,CHN,5:35
5m shot - Goal,3.0,3,7,CHN,4.0,PROKOFYEVA E,8,8 - 7,308,RUS,5:08
5m shot - Blocked,11.0,3,7,CHN,4.0,WANG X,8,8 - 7,286,CHN,4:46
20 sec. exclusion in centre,8.0,3,7,CHN,4.0,ZHANG C,8,8 - 7,268,CHN,4:28
Exclusion with substitution,8.0,3,7,CHN,4.0,ZHANG C,8,8 - 7,268,CHN,4:28
Action shot - Goal,4.0,3,7,CHN,4.0,KARIMOVA E,9,9 - 7,243,RUS,4:03
Centre shot - Goal,6.0,3,8,CHN,4.0,SUN Y,9,9 - 8,221,CHN,3:41
Turnover foul,9.0,3,8,CHN,4.0,TIMOFEEVA A,9,9 - 8,193,RUS,3:13
20 sec. exclusion in centre,8.0,3,8,CHN,4.0,ABDRIZIAKOVA E,9,9 - 8,174,RUS,2:54
Exclusion with substitution,8.0,3,8,CHN,4.0,ABDRIZIAKOVA E,9,9 - 8,174,RUS,2:54
Centre shot - Goal,5.0,3,9,CHN,4.0,NIU G,9,9 - 9,152,CHN,2:32
Turnover foul,4.0,3,9,CHN,4.0,KARIMOVA E,9,9 - 9,128,RUS,2:08
Steal,11.0,3,9,CHN,4.0,WANG X,9,9 - 9,128,CHN,2:08
Turnover foul,9.0,3,9,CHN,4.0,ZHAO Z,9,9 - 9,104,CHN,1:44
Centre shot - Missed,10.0,3,9,CHN,4.0,TANKEEVA E,9,9 - 9,82,RUS,1:22
5m shot - Missed,5.0,3,9,CHN,4.0,NIU G,9,9 - 9,58,CHN,0:58
Turnover foul,5.0,3,9,CHN,4.0,ZUBACHEVA E,9,9 - 9,39,RUS,0:39
Time-Out,,3,9,CHN,4.0,,9,9 - 9,39,CHN,0:39
5m shot - Saved,9.0,3,9,CHN,4.0,ZHAO Z,9,9 - 9,10,CHN,0:10
Time-Out,,3,9,CHN,4.0,,9,9 - 9,3,RUS,0:03
Starting goalkeeper,13.0,4,0,NED,1.0,KARNAUKH A,0,0 - 0,480,RUS,8:00
Starting goalkeeper,1.0,4,0,NED,1.0,AARTS L,0,0 - 0,480,NED,8:00
Sprint won possession,4.0,4,0,NED,1.0,VAN DER SLOOT C,0,0 - 0,480,NED,8:00
5m shot - Goal,9.0,4,1,NED,1.0,MEGENS M,0,0 - 1,456,NED,7:36
5m shot - Missed,9.0,4,1,NED,1.0,TIMOFEEVA A,0,0 - 1,426,RUS,7:06
Turnover foul,8.0,4,1,NED,1.0,SEVENICH V,0,0 - 1,410,NED,6:50
Action shot - Post,3.0,4,1,NED,1.0,PROKOFYEVA E,0,0 - 1,391,RUS,6:31
5m shot - Post,11.0,4,1,NED,1.0,IVANOVA E,0,0 - 1,374,RUS,6:14
Turnover foul,9.0,4,1,NED,1.0,TIMOFEEVA A,0,0 - 1,369,RUS,6:09
20 sec. exclusion in centre,7.0,4,1,NED,1.0,LISUNOVA E,0,0 - 1,342,RUS,5:42
Action shot - Saved,8.0,4,1,NED,1.0,SEVENICH V,0,0 - 1,319,NED,5:19
20 sec. exclusion in centre,8.0,4,1,NED,1.0,SEVENICH V,0,0 - 1,303,NED,5:03
Extra player shot - Saved,3.0,4,1,NED,1.0,PROKOFYEVA E,0,0 - 1,284,RUS,4:44
20 sec. exclusion in centre,3.0,4,1,NED,1.0,GENEE D,0,0 - 1,269,NED,4:29
Turnover foul,4.0,4,1,NED,1.0,KARIMOVA E,0,0 - 1,256,RUS,4:16
20 sec. exclusion in centre,12.0,4,1,NED,1.0,IARONDAIKINA N,0,0 - 1,250,RUS,4:10
Action shot - Blocked,5.0,4,1,NED,1.0,GENEE A,0,0 - 1,233,NED,3:53
Action shot - Saved,4.0,4,1,NED,1.0,KARIMOVA E,0,0 - 1,203,RUS,3:23
5m shot - Blocked,2.0,4,1,NED,1.0,SMIT M,0,0 - 1,178,NED,2:58
Turnover foul,3.0,4,1,NED,1.0,PROKOFYEVA E,0,0 - 1,150,RUS,2:30
Action shot - Goal,11.0,4,2,NED,1.0,KLAASSEN L,0,0 - 2,134,NED,2:14
20 sec. exclusion in centre,11.0,4,2,NED,1.0,KLAASSEN L,0,0 - 2,125,NED,2:05
Extra player shot - Saved,8.0,4,2,NED,1.0,ABDRIZIAKOVA E,0,0 - 2,110,RUS,1:50
5m shot - Goal,11.0,4,3,NED,1.0,KLAASSEN L,0,0 - 3,81,NED,1:21
5m shot - Saved,8.0,4,3,NED,1.0,ABDRIZIAKOVA E,0,0 - 3,56,RUS,0:56
Time-Out,,4,3,NED,1.0,,0,0 - 3,56,NED,0:56
Turnover foul,7.0,4,3,NED,1.0,NIJHUIS M,0,0 - 3,43,NED,0:43
Steal,9.0,4,3,NED,1.0,TIMOFEEVA A,0,0 - 3,43,RUS,0:43
Counter attack - Goal,7.0,4,3,NED,1.0,LISUNOVA E,1,1 - 3,33,RUS,0:33
Centre shot - Goal,9.0,4,4,NED,1.0,MEGENS M,1,1 - 4,4,NED,0:04
Time-Out,,4,4,NED,1.0,,1,1 - 4,4,RUS,0:04
5m shot - Saved,3.0,4,4,NED,1.0,PROKOFYEVA E,1,1 - 4,0,RUS,0:00
Starting goalkeeper,13.0,4,4,NED,2.0,KARNAUKH A,1,1 - 4,480,RUS,8:00
Starting goalkeeper,1.0,4,4,NED,2.0,AARTS L,1,1 - 4,480,NED,8:00
Sprint won possession,7.0,4,4,NED,2.0,LISUNOVA E,1,1 - 4,480,RUS,8:00
Turnover foul,2.0,4,4,NED,2.0,SMIT M,1,1 - 4,424,NED,7:04
Steal,3.0,4,4,NED,2.0,PROKOFYEVA E,1,1 - 4,424,RUS,7:04
20 sec. exclusion in centre,5.0,4,4,NED,2.0,GENEE A,1,1 - 4,404,NED,6:44
Extra player shot - Blocked,12.0,4,4,NED,2.0,IARONDAIKINA N,1,1 - 4,382,RUS,6:22
Action shot - Post,7.0,4,4,NED,2.0,LISUNOVA E,1,1 - 4,374,RUS,6:14
Counter attack - Goal,4.0,4,5,NED,2.0,VAN DER SLOOT C,1,1 - 5,365,NED,6:05
20 sec. exclusion in centre,3.0,4,5,NED,2.0,GENEE D,1,1 - 5,352,NED,5:52
Extra player shot - Goal,11.0,4,5,NED,2.0,IVANOVA E,2,2 - 5,334,RUS,5:34
20 sec. exclusion in centre,4.0,4,5,NED,2.0,KARIMOVA E,2,2 - 5,311,RUS,5:11
Action shot - Goal,7.0,4,6,NED,2.0,NIJHUIS M,2,2 - 6,284,NED,4:44
Turnover foul,9.0,4,6,NED,2.0,TIMOFEEVA A,2,2 - 6,257,RUS,4:17
Turnover foul,8.0,4,6,NED,2.0,SEVENICH V,2,2 - 6,235,NED,3:55
Steal,13.0,4,6,NED,2.0,KARNAUKH A,2,2 - 6,235,RUS,3:55
5m shot - Blocked,3.0,4,6,NED,2.0,PROKOFYEVA E,2,2 - 6,207,RUS,3:27
Action shot - Post,7.0,4,6,NED,2.0,NIJHUIS M,2,2 - 6,200,NED,3:20
Turnover foul,11.0,4,6,NED,2.0,IVANOVA E,2,2 - 6,175,RUS,2:55
Steal,7.0,4,6,NED,2.0,NIJHUIS M,2,2 - 6,175,NED,2:55
5m shot - Post,4.0,4,6,NED,2.0,VAN DER SLOOT C,2,2 - 6,150,NED,2:30
Counter attack - Goal,4.0,4,6,NED,2.0,KARIMOVA E,3,3 - 6,139,RUS,2:19
Turnover foul,11.0,4,6,NED,2.0,KLAASSEN L,3,3 - 6,114,NED,1:54
Steal,9.0,4,6,NED,2.0,TIMOFEEVA A,3,3 - 6,114,RUS,1:54
Counter attack - Goal,3.0,4,6,NED,2.0,PROKOFYEVA E,4,4 - 6,101,RUS,1:41
Time-Out,,4,6,NED,2.0,,4,4 - 6,101,NED,1:41
20 sec. exclusion in centre,4.0,4,6,NED,2.0,KARIMOVA E,4,4 - 6,83,RUS,1:23
Extra player shot - Goal,2.0,4,7,NED,2.0,SMIT M,4,4 - 7,70,NED,1:10
20 sec. exclusion in centre,4.0,4,7,NED,2.0,VAN DER SLOOT C,4,4 - 7,51,NED,0:51
Extra player shot - Saved,11.0,4,7,NED,2.0,IVANOVA E,4,4 - 7,31,RUS,0:31
20 sec. exclusion in centre,2.0,4,7,NED,2.0,SMIT M,4,4 - 7,27,NED,0:27
Time-Out,,4,7,NED,2.0,,4,4 - 7,27,RUS,0:27
Steal,5.0,4,7,NED,4.0,ZUBACHEVA E,4,4 - 7,109,RUS,1:49
20 sec. exclusion in centre,4.0,4,7,NED,4.0,VAN DER SLOOT C,4,4 - 7,91,NED,1:31
Exclusion with substitution,4.0,4,7,NED,4.0,VAN DER SLOOT C,4,4 - 7,91,NED,1:31
Extra player shot - Goal,11.0,4,10,NED,4.0,IVANOVA E,9,9 - 10,76,RUS,1:16
Action shot - Goal,3.0,4,7,NED,2.0,PROKOFYEVA E,5,5 - 7,6,RUS,0:06
5m shot - Missed,7.0,4,7,NED,2.0,NIJHUIS M,5,5 - 7,0,NED,0:00
Starting goalkeeper,13.0,4,7,NED,3.0,KARNAUKH A,5,5 - 7,480,RUS,8:00
Starting goalkeeper,1.0,4,7,NED,3.0,AARTS L,5,5 - 7,480,NED,8:00
Sprint won possession,4.0,4,7,NED,3.0,VAN DER SLOOT C,5,5 - 7,480,NED,8:00
Turnover foul,2.0,4,7,NED,3.0,SMIT M,5,5 - 7,461,NED,7:41
Steal,3.0,4,7,NED,3.0,PROKOFYEVA E,5,5 - 7,461,RUS,7:41
Counter attack - Goal,11.0,4,7,NED,3.0,IVANOVA E,6,6 - 7,447,RUS,7:27
5m shot - Missed,2.0,4,7,NED,3.0,SMIT M,6,6 - 7,430,NED,7:10
Turnover foul,5.0,4,7,NED,3.0,ZUBACHEVA E,6,6 - 7,397,RUS,6:37
Steal,1.0,4,7,NED,3.0,AARTS L,6,6 - 7,397,NED,6:37
Turnover foul,9.0,4,7,NED,3.0,MEGENS M,6,6 - 7,390,NED,6:30
Turnover foul,3.0,4,7,NED,3.0,PROKOFYEVA E,6,6 - 7,378,RUS,6:18
Turnover foul,2.0,4,7,NED,3.0,SMIT M,6,6 - 7,361,NED,6:01
Steal,3.0,4,7,NED,3.0,PROKOFYEVA E,6,6 - 7,361,RUS,6:01
20 sec. exclusion in centre,4.0,4,7,NED,3.0,VAN DER SLOOT C,6,6 - 7,351,NED,5:51
Time-Out,,4,7,NED,3.0,,6,6 - 7,350,RUS,5:50
Action shot - Goal,4.0,4,7,NED,3.0,KARIMOVA E,7,7 - 7,330,RUS,5:30
20 sec. exclusion in centre,11.0,4,7,NED,3.0,IVANOVA E,7,7 - 7,312,RUS,5:12
Extra player shot - Missed,11.0,4,7,NED,3.0,KLAASSEN L,7,7 - 7,299,NED,4:59
5m shot - Missed,11.0,4,7,NED,3.0,IVANOVA E,7,7 - 7,281,RUS,4:41
Action shot - Saved,11.0,4,7,NED,3.0,KLAASSEN L,7,7 - 7,267,NED,4:27
5m shot - Post,9.0,4,7,NED,3.0,MEGENS M,7,7 - 7,251,NED,4:11
20 sec. exclusion in centre,5.0,4,7,NED,3.0,ZUBACHEVA E,7,7 - 7,242,RUS,4:02
Extra player shot - Saved,9.0,4,7,NED,3.0,MEGENS M,7,7 - 7,236,NED,3:56
5m shot - Post,5.0,4,7,NED,3.0,ZUBACHEVA E,7,7 - 7,211,RUS,3:31
5m shot - Blocked,3.0,4,7,NED,3.0,GENEE D,7,7 - 7,181,NED,3:01
20 sec. exclusion in centre,3.0,4,7,NED,3.0,GENEE D,7,7 - 7,157,NED,2:37
Exclusion with substitution,3.0,4,7,NED,3.0,GENEE D,7,7 - 7,157,NED,2:37
Action shot - Saved,11.0,4,7,NED,3.0,IVANOVA E,7,7 - 7,135,RUS,2:15
20 sec. exclusion in centre,5.0,4,7,NED,3.0,ZUBACHEVA E,7,7 - 7,133,RUS,2:13
Time-Out,,4,7,NED,3.0,,7,7 - 7,133,NED,2:13
Extra player shot - Goal,11.0,4,8,NED,3.0,KLAASSEN L,7,7 - 8,115,NED,1:55
20 sec. exclusion in centre,10.0,4,8,NED,3.0,VAN TOORN I,7,7 - 8,90,NED,1:30
Action shot - Saved,9.0,4,8,NED,3.0,TIMOFEEVA A,7,7 - 8,83,RUS,1:23
Turnover foul,9.0,4,8,NED,3.0,MEGENS M,7,7 - 8,70,NED,1:10
5m shot - Missed,5.0,4,8,NED,3.0,ZUBACHEVA E,7,7 - 8,48,RUS,0:48
Turnover foul,5.0,4,8,NED,3.0,GENEE A,7,7 - 8,26,NED,0:26
Turnover foul,3.0,4,8,NED,3.0,PROKOFYEVA E,7,7 - 8,8,RUS,0:08
Steal,8.0,4,8,NED,3.0,SEVENICH V,7,7 - 8,8,NED,0:08
5m shot - Saved,11.0,4,8,NED,3.0,KLAASSEN L,7,7 - 8,0,NED,0:00
Starting goalkeeper,13.0,4,8,NED,4.0,KARNAUKH A,7,7 - 8,480,RUS,8:00
Starting goalkeeper,1.0,4,8,NED,4.0,AARTS L,7,7 - 8,480,NED,8:00
Sprint won possession,7.0,4,8,NED,4.0,LISUNOVA E,7,7 - 8,480,RUS,8:00
20 sec. exclusion in centre,9.0,4,8,NED,4.0,MEGENS M,7,7 - 8,456,NED,7:36
Turnover foul,3.0,4,8,NED,4.0,PROKOFYEVA E,7,7 - 8,432,RUS,7:12
Counter attack - Goal,9.0,4,9,NED,4.0,MEGENS M,7,7 - 9,423,NED,7:03
Action shot - Blocked,11.0,4,9,NED,4.0,IVANOVA E,7,7 - 9,398,RUS,6:38
Turnover foul,4.0,4,9,NED,4.0,VAN DER SLOOT C,7,7 - 9,371,NED,6:11
Action shot - Saved,9.0,4,9,NED,4.0,TIMOFEEVA A,7,7 - 9,356,RUS,5:56
Turnover foul,5.0,4,9,NED,4.0,GENEE A,7,7 - 9,333,NED,5:33
20 sec. exclusion in centre,6.0,4,9,NED,4.0,STOMPHORST N,7,7 - 9,325,NED,5:25
Extra player shot - Saved,7.0,4,9,NED,4.0,LISUNOVA E,7,7 - 9,314,RUS,5:14
Action shot - Goal,4.0,4,9,NED,4.0,KARIMOVA E,8,8 - 9,300,RUS,5:00
Penalty foul,8.0,4,9,NED,4.0,ABDRIZIAKOVA E,8,8 - 9,284,RUS,4:44
Penalty shot - Goal,4.0,4,10,NED,4.0,VAN DER SLOOT C,8,8 - 10,284,NED,4:44
5m shot - Saved,8.0,4,10,NED,4.0,ABDRIZIAKOVA E,8,8 - 10,262,RUS,4:22
5m shot - Blocked,9.0,4,10,NED,4.0,MEGENS M,8,8 - 10,233,NED,3:53
5m shot - Blocked,7.0,4,10,NED,4.0,LISUNOVA E,8,8 - 10,206,RUS,3:26
Action shot - Saved,9.0,4,10,NED,4.0,MEGENS M,8,8 - 10,183,NED,3:03
20 sec. exclusion in centre,2.0,4,10,NED,4.0,SMIT M,8,8 - 10,164,NED,2:44
Time-Out,,4,10,NED,4.0,,8,8 - 10,164,RUS,2:44
Action shot - Post,4.0,4,10,NED,4.0,KARIMOVA E,8,8 - 10,138,RUS,2:18
Turnover foul,2.0,4,10,NED,4.0,SMIT M,8,8 - 10,109,NED,1:49
20 sec. exclusion in centre,9.0,4,10,NED,4.0,TIMOFEEVA A,8,8 - 10,50,RUS,0:50
Time-Out,,4,10,NED,4.0,,8,8 - 10,50,NED,0:50
Action shot - Blocked,2.0,4,10,NED,4.0,SMIT M,8,8 - 10,27,NED,0:27
20 sec. exclusion in centre,9.0,4,10,NED,4.0,TIMOFEEVA A,8,8 - 10,17,RUS,0:17
Starting goalkeeper,1.0,5,0,GRE,1.0,KOUVDOU E,0,0 - 0,480,GRE,8:00
Starting goalkeeper,13.0,5,0,GRE,1.0,KARNAUKH A,0,0 - 0,480,RUS,8:00
Sprint won possession,3.0,5,0,GRE,1.0,PROKOFYEVA E,0,0 - 0,480,RUS,8:00
5m shot - Missed,3.0,5,0,GRE,1.0,PROKOFYEVA E,0,0 - 0,459,RUS,7:39
5m shot - Post,2.0,5,0,GRE,1.0,TSOUKALA C,0,0 - 0,434,GRE,7:14
Turnover foul,3.0,5,0,GRE,1.0,PROKOFYEVA E,0,0 - 0,416,RUS,6:56
Turnover foul,10.0,5,0,GRE,1.0,MANOLIOUDAKI T,0,0 - 0,393,GRE,6:33
Steal,2.0,5,0,GRE,1.0,ZUBKOVA T,0,0 - 0,393,RUS,6:33
Centre shot - Saved,11.0,5,0,GRE,1.0,IVANOVA E,0,0 - 0,370,RUS,6:10
Counter attack - Goal,7.0,5,1,GRE,1.0,ASIMAKI A,0,1 - 0,351,GRE,5:51
Turnover foul,9.0,5,1,GRE,1.0,TIMOFEEVA A,0,1 - 0,325,RUS,5:25
Steal,6.0,5,1,GRE,1.0,AVRAMIDOU A,0,1 - 0,325,GRE,5:25
Turnover foul,11.0,5,1,GRE,1.0,PLEVRITOU E,0,1 - 0,297,GRE,4:57
20 sec. exclusion in centre,6.0,5,1,GRE,1.0,AVRAMIDOU A,0,1 - 0,287,GRE,4:47
Action shot - Saved,2.0,5,1,GRE,1.0,ZUBKOVA T,0,1 - 0,270,RUS,4:30
Action shot - Goal,11.0,5,2,GRE,1.0,PLEVRITOU E,0,2 - 0,240,GRE,4:00
Turnover foul,5.0,5,2,GRE,1.0,ZUBACHEVA E,0,2 - 0,214,RUS,3:34
Steal,10.0,5,2,GRE,1.0,MANOLIOUDAKI T,0,2 - 0,214,GRE,3:34
Action shot - Missed,12.0,5,2,GRE,1.0,XENAKI E,0,2 - 0,189,GRE,3:09
5m shot - Post,8.0,5,2,GRE,1.0,ABDRIZIAKOVA E,0,2 - 0,165,RUS,2:45
5m shot - Goal,2.0,5,3,GRE,1.0,TSOUKALA C,0,3 - 0,137,GRE,2:17
Turnover foul,8.0,5,3,GRE,1.0,ABDRIZIAKOVA E,0,3 - 0,111,RUS,1:51
Steal,9.0,5,3,GRE,1.0,CHARALAMPIDI I,0,3 - 0,111,GRE,1:51
5m shot - Goal,8.0,5,4,GRE,1.0,ROUMPESI A,0,4 - 0,83,GRE,1:23
Centre shot - Goal,4.0,5,4,GRE,1.0,KARIMOVA E,1,4 - 1,55,RUS,0:55
Turnover foul,8.0,5,4,GRE,1.0,ROUMPESI A,1,4 - 1,27,GRE,0:27
Steal,4.0,5,4,GRE,1.0,KARIMOVA E,1,4 - 1,27,RUS,0:27
Counter attack - Goal,7.0,5,4,GRE,1.0,LISUNOVA E,2,4 - 2,18,RUS,0:18
Time-Out,,5,4,GRE,1.0,,2,4 - 2,18,GRE,0:18
Turnover foul,8.0,5,4,GRE,1.0,ROUMPESI A,2,4 - 2,4,GRE,0:04
Steal,3.0,5,4,GRE,1.0,PROKOFYEVA E,2,4 - 2,4,RUS,0:04
Time-Out,,5,4,GRE,1.0,,2,4 - 2,4,RUS,0:04
5m shot - Goal,3.0,5,4,GRE,1.0,PROKOFYEVA E,3,4 - 3,0,RUS,0:00
Starting goalkeeper,1.0,5,4,GRE,2.0,KOUVDOU E,3,4 - 3,480,GRE,8:00
Starting goalkeeper,13.0,5,4,GRE,2.0,KARNAUKH A,3,4 - 3,480,RUS,8:00
Sprint won possession,4.0,5,4,GRE,2.0,KARIMOVA E,3,4 - 3,480,RUS,8:00
