Action,Cap,Game,HUN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
5m shot,3.0,5,13,8,USA,4.0,MADARAS N,13 - 8,122,HUN,2:02,Goal,1
Centre shot,12.0,5,13,9,USA,4.0,MANN J,13 - 9,100,USA,1:40,Goal,1
Action shot,3.0,5,13,9,USA,4.0,MADARAS N,13 - 9,56,HUN,0:56,Saved,0
Centre shot,7.0,5,13,9,USA,4.0,SAMUELS J,13 - 9,1,USA,0:01,Post,0
5m shot,3.0,6,0,0,MNE,1.0,MADARAS N,0 - 0,452,HUN,7:32,Blocked,0
5m shot,3.0,6,0,0,MNE,1.0,MADARAS N,0 - 0,388,HUN,6:28,Saved,0
Action shot,8.0,6,1,0,MNE,1.0,SZIVOS M,0 - 1,373,HUN,6:13,Goal,1
Centre shot,9.0,6,1,1,MNE,1.0,IVOVIC A,1 - 1,353,MNE,5:53,Goal,1
5m shot,9.0,6,1,1,MNE,1.0,VARGA D,1 - 1,327,HUN,5:27,Saved,0
5m shot,3.0,6,1,1,MNE,1.0,PASKOVIC V,1 - 1,297,MNE,4:57,Blocked,0
Extra player shot,5.0,6,1,2,MNE,1.0,BRGULJAN D,2 - 1,263,MNE,4:23,Goal,1
Extra player shot,7.0,6,1,2,MNE,1.0,JANOVIC M,2 - 1,200,MNE,3:20,Post,0
Extra player shot,6.0,6,2,2,MNE,1.0,HOSNYANSZKY N,2 - 2,152,HUN,2:32,Goal,1
Extra player shot,12.0,6,2,2,MNE,1.0,JOKIC P,2 - 2,59,MNE,0:59,Post,0
Extra player shot,9.0,6,2,2,MNE,1.0,VARGA D,2 - 2,18,HUN,0:18,Saved,0
5m shot,5.0,6,2,2,MNE,1.0,VAMOS M,2 - 2,12,HUN,0:12,Saved,0
5m shot,3.0,6,2,3,MNE,2.0,PASKOVIC V,3 - 2,440,MNE,7:20,Goal,1
5m shot,3.0,6,2,3,MNE,2.0,MADARAS N,3 - 2,410,HUN,6:50,Missed,0
5m shot,5.0,6,2,3,MNE,2.0,VAMOS M,3 - 2,360,HUN,6:00,Saved,0
Centre shot,9.0,6,2,4,MNE,2.0,IVOVIC A,4 - 2,336,MNE,5:36,Goal,1
Extra player shot,6.0,6,3,4,MNE,2.0,HOSNYANSZKY N,4 - 3,303,HUN,5:03,Goal,1
Extra player shot,10.0,6,3,4,MNE,2.0,VARGA D,4 - 3,165,HUN,2:45,Post,0
Extra player shot,11.0,6,3,4,MNE,2.0,BEDO K,4 - 3,120,HUN,2:00,Saved,0
Counter attack,10.0,6,3,4,MNE,2.0,VARGA D,4 - 3,81,HUN,1:21,Saved,0
Action shot,10.0,6,3,4,MNE,2.0,VARGA D,4 - 3,42,HUN,0:42,Missed,0
Action shot,6.0,6,3,4,MNE,4.0,RADOVIC A,4 - 3,31,MNE,0:31,Saved,0
5m shot,9.0,6,9,10,MNE,4.0,VARGA D,10 - 9,15,HUN,0:15,Goal,1
5m shot,9.0,6,4,4,MNE,3.0,VARGA D,4 - 4,433,HUN,7:13,Goal,1
Extra player shot,6.0,6,4,4,MNE,3.0,RADOVIC A,4 - 4,399,MNE,6:39,Saved,0
Extra player shot,7.0,6,4,5,MNE,3.0,JANOVIC M,5 - 4,394,MNE,6:34,Goal,1
Extra player shot,9.0,6,4,6,MNE,3.0,IVOVIC A,6 - 4,297,MNE,4:57,Goal,1
5m shot,7.0,6,4,6,MNE,3.0,JANOVIC M,6 - 4,250,MNE,4:10,Saved,0
Extra player shot,3.0,6,4,6,MNE,3.0,MADARAS N,6 - 4,209,HUN,3:29,Blocked,0
Extra player shot,11.0,6,5,6,MNE,3.0,BEDO K,6 - 5,167,HUN,2:47,Goal,1
Centre shot,11.0,6,5,6,MNE,3.0,KLIKOVAC F,6 - 5,128,MNE,2:08,Saved,0
Action shot,8.0,6,5,6,MNE,3.0,SZIVOS M,6 - 5,93,HUN,1:33,Blocked,0
5m shot,9.0,6,5,6,MNE,3.0,VARGA D,6 - 5,43,HUN,0:43,Post,0
Extra player shot,7.0,6,5,6,MNE,3.0,JANOVIC M,6 - 5,2,MNE,0:02,Missed,0
5m shot,2.0,6,5,6,MNE,4.0,BRGULJAN D,6 - 5,450,MNE,7:30,Saved,0
Action shot,11.0,6,5,6,MNE,4.0,BEDO K,6 - 5,430,HUN,7:10,Saved,0
5m shot,10.0,6,5,6,MNE,4.0,VARGA D,6 - 5,407,HUN,6:47,Missed,0
Centre shot,5.0,6,5,6,MNE,4.0,BRGULJAN D,6 - 5,368,MNE,6:08,Saved,0
Counter attack,7.0,6,5,7,MNE,4.0,JANOVIC M,7 - 5,339,MNE,5:39,Goal,1
Action shot,10.0,6,6,7,MNE,4.0,VARGA D,7 - 6,319,HUN,5:19,Goal,1
Extra player shot,6.0,6,6,8,MNE,4.0,RADOVIC A,8 - 6,284,MNE,4:44,Goal,1
Extra player shot,9.0,6,6,8,MNE,4.0,VARGA D,8 - 6,251,HUN,4:11,Saved,0
Action shot,5.0,6,6,8,MNE,4.0,VAMOS M,8 - 6,239,HUN,3:59,Post,0
5m shot,9.0,6,6,8,MNE,4.0,VARGA D,8 - 6,233,HUN,3:53,Saved,0
Counter attack,3.0,6,6,9,MNE,4.0,PASKOVIC V,9 - 6,219,MNE,3:39,Goal,1
Extra player shot,4.0,6,7,9,MNE,4.0,ERDELYI B,9 - 7,179,HUN,2:59,Goal,1
Extra player shot,5.0,6,7,10,MNE,4.0,BRGULJAN D,10 - 7,139,MNE,2:19,Goal,1
Action shot,10.0,6,7,10,MNE,4.0,VARGA D,10 - 7,108,HUN,1:48,Post,0
5m shot,5.0,6,7,10,MNE,4.0,VAMOS M,10 - 7,82,HUN,1:22,Post,0
Extra player shot,4.0,6,8,10,MNE,4.0,ERDELYI B,10 - 8,61,HUN,1:01,Goal,1
