Action,Cap,Game,Opponent,Opponent name,Period,Player,SRB,Score,Seconds,Team,Time,Result,Goal
Counter attack,3.0,5,8,MNE,4.0,GOCIC Z,8,8 - 8,355,SRB,5:55,Missed,0
Penalty shot,7.0,5,8,MNE,4.0,JANOVIC M,8,8 - 8,333,MNE,5:33,Saved,0
Extra player shot,12.0,5,8,MNE,4.0,MITROVIC S,8,8 - 8,298,SRB,4:58,Saved,0
5m shot,4.0,5,8,MNE,4.0,PETROVIC A,8,8 - 8,268,MNE,4:28,Blocked,0
Centre shot,6.0,5,8,MNE,4.0,PIJETLOVIC D,8,8 - 8,222,SRB,3:42,Saved,0
5m shot,9.0,5,8,MNE,4.0,IVOVIC A,8,8 - 8,200,MNE,3:20,Blocked,0
Extra player shot,3.0,5,8,MNE,4.0,GOCIC Z,8,8 - 8,146,SRB,2:26,Saved,0
Action shot,11.0,5,8,MNE,4.0,PRLAINOVIC A,8,8 - 8,1,SRB,0:01,Saved,0
Extra player shot,6.0,6,0,ESP,1.0,PIJETLOVIC D,1,1 - 0,422,SRB,7:02,Goal,1
Extra player shot,12.0,6,0,ESP,1.0,GARCIA X,1,1 - 0,392,ESP,6:32,Saved,0
Extra player shot,5.0,6,0,ESP,1.0,MOLINA G,1,1 - 0,379,ESP,6:19,Saved,0
5m shot,4.0,6,0,ESP,1.0,UDOVICIC V,1,1 - 0,355,SRB,5:55,Missed,0
5m shot,5.0,6,0,ESP,1.0,MOLINA G,1,1 - 0,325,ESP,5:25,Missed,0
Action shot,12.0,6,0,ESP,1.0,GARCIA X,1,1 - 0,278,ESP,4:38,Saved,0
Action shot,10.0,6,0,ESP,1.0,PERRONE F,1,1 - 0,261,ESP,4:21,Saved,0
Centre shot,9.0,6,0,ESP,1.0,VALLES X,1,1 - 0,232,ESP,3:52,Saved,0
Action shot,6.0,6,0,ESP,1.0,PIJETLOVIC D,1,1 - 0,207,SRB,3:27,Saved,0
Penalty shot,8.0,6,1,ESP,1.0,ESPANOL A,1,1 - 1,193,ESP,3:13,Goal,1
Action shot,4.0,6,1,ESP,1.0,UDOVICIC V,1,1 - 1,161,SRB,2:41,Saved,0
Centre shot,7.0,6,1,ESP,1.0,NIKIC S,1,1 - 1,159,SRB,2:39,Post,0
Centre shot,4.0,6,1,ESP,1.0,UDOVICIC V,2,2 - 1,114,SRB,1:54,Goal,1
5m shot,11.0,6,1,ESP,1.0,PRLAINOVIC A,2,2 - 1,66,SRB,1:06,Saved,0
Centre shot,7.0,6,2,ESP,1.0,SZIRANYI B,2,2 - 2,38,ESP,0:38,Goal,1
Action shot,3.0,6,2,ESP,1.0,GOCIC Z,2,2 - 2,16,SRB,0:16,Blocked,0
5m shot,10.0,6,2,ESP,1.0,PERRONE F,2,2 - 2,1,ESP,0:01,Saved,0
Action shot,3.0,6,2,ESP,2.0,de LERA R,2,2 - 2,450,ESP,7:30,Saved,0
Extra player shot,7.0,6,2,ESP,2.0,NIKIC S,2,2 - 2,434,SRB,7:14,Post,0
Centre shot,12.0,6,2,ESP,2.0,MITROVIC S,2,2 - 2,388,SRB,6:28,Saved,0
Action shot,10.0,6,2,ESP,2.0,PERRONE F,2,2 - 2,294,ESP,4:54,Saved,0
Centre shot,8.0,6,2,ESP,2.0,ESPANOL A,2,2 - 2,268,ESP,4:28,Saved,0
Counter attack,10.0,6,2,ESP,2.0,FILIPOVIC F,2,2 - 2,252,SRB,4:12,Saved,0
Centre shot,7.0,6,2,ESP,2.0,NIKIC S,2,2 - 2,243,SRB,4:03,Missed,0
Action shot,10.0,6,2,ESP,2.0,PERRONE F,2,2 - 2,219,ESP,3:39,Saved,0
Extra player shot,10.0,6,2,ESP,2.0,FILIPOVIC F,3,3 - 2,183,SRB,3:03,Goal,1
Action shot,3.0,6,2,ESP,2.0,de LERA R,3,3 - 2,155,ESP,2:35,Saved,0
5m shot,11.0,6,2,ESP,2.0,PRLAINOVIC A,3,3 - 2,79,SRB,1:19,Saved,0
Action shot,11.0,6,2,ESP,2.0,PRLAINOVIC A,3,3 - 2,34,SRB,0:34,Saved,0
Action shot,12.0,6,2,ESP,2.0,GARCIA X,3,3 - 2,13,ESP,0:13,Saved,0
Centre shot,6.0,6,7,ESP,ET1,MINGUELL M,7,7 - 7,53,ESP,0:53,Goal,1
Action shot,12.0,6,7,ESP,ET1,MITROVIC S,7,7 - 7,10,SRB,0:10,Blocked,0
Centre shot,11.0,6,7,ESP,ET1,PRLAINOVIC A,8,8 - 7,9,SRB,0:09,Goal,1
5m shot,6.0,6,7,ESP,ET1,MINGUELL M,8,8 - 7,1,ESP,0:01,Saved,0
Action shot,6.0,6,8,ESP,ET2,MINGUELL M,8,8 - 8,99,ESP,1:39,Goal,1
Action shot,4.0,6,8,ESP,ET2,UDOVICIC V,8,8 - 8,45,SRB,0:45,Saved,0
Action shot,5.0,6,8,ESP,ET2,MOLINA G,8,8 - 8,22,ESP,0:22,Saved,0
Action shot,12.0,6,8,ESP,ET2,GARCIA X,8,8 - 8,1,ESP,0:01,Saved,0
Extra player shot,5.0,6,8,ESP,3,MOLINA G,8,8 - 8,391,ESP,6:31,Post,0
Action shot,6.0,6,8,ESP,3,MINGUELL M,8,8 - 8,341,ESP,5:41,Blocked,0
Action shot,5.0,6,8,ESP,3,CUK M,8,8 - 8,313,SRB,5:13,Saved,0
Extra player shot,8.0,6,3,ESP,3,ESPANOL A,3,3 - 3,281,ESP,4:41,Goal,1
Action shot,4.0,6,3,ESP,3,UDOVICIC V,3,3 - 3,213,SRB,3:33,Blocked,0
5m shot,5.0,6,3,ESP,3,MOLINA G,3,3 - 3,185,ESP,3:05,Saved,0
Action shot,2.0,6,3,ESP,3,MANDIC D,4,4 - 3,169,SRB,2:49,Goal,1
Action shot,2.0,6,4,ESP,3,MUNARRIZ A,4,4 - 4,141,ESP,2:21,Goal,1
5m shot,2.0,6,4,ESP,3,MANDIC D,4,4 - 4,115,SRB,1:55,Missed,0
Extra player shot,2.0,6,5,ESP,3,MUNARRIZ A,4,4 - 5,82,ESP,1:22,Goal,1
Centre shot,6.0,6,5,ESP,3,PIJETLOVIC D,5,5 - 5,60,SRB,1:00,Goal,1
Extra player shot,6.0,6,5,ESP,3,MINGUELL M,5,5 - 5,14,ESP,0:14,Saved,0
5m shot,10.0,6,5,ESP,3,FILIPOVIC F,5,5 - 5,2,SRB,0:02,Saved,0
Action shot,10.0,6,6,ESP,4,PERRONE F,5,5 - 6,456,ESP,7:36,Goal,1
Action shot,5.0,6,6,ESP,4,CUK M,6,6 - 6,419,SRB,6:59,Goal,1
Action shot,7.0,6,6,ESP,4,NIKIC S,6,6 - 6,362,SRB,6:02,Saved,0
Action shot,6.0,6,6,ESP,4,MINGUELL M,6,6 - 6,291,ESP,4:51,Saved,0
Counter attack,7.0,6,6,ESP,4,NIKIC S,6,6 - 6,273,SRB,4:33,Saved,0
Action shot,2.0,6,6,ESP,4,MANDIC D,6,6 - 6,244,SRB,4:04,Saved,0
Action shot,5.0,6,6,ESP,4,MOLINA G,6,6 - 6,216,ESP,3:36,Blocked,0
5m shot,10.0,6,6,ESP,4,FILIPOVIC F,6,6 - 6,191,SRB,3:11,Missed,0
Extra player shot,12.0,6,6,ESP,4,GARCIA X,6,6 - 6,150,ESP,2:30,Blocked,0
Centre shot,6.0,6,6,ESP,4,PIJETLOVIC D,6,6 - 6,122,SRB,2:02,Saved,0
Action shot,8.0,6,6,ESP,4,ESPANOL A,6,6 - 6,104,ESP,1:44,Saved,0
Action shot,10.0,6,6,ESP,4,PERRONE F,6,6 - 6,82,ESP,1:22,Saved,0
5m shot,11.0,6,6,ESP,4,PRLAINOVIC A,6,6 - 6,50,SRB,0:50,Saved,0
Extra player shot,12.0,6,6,ESP,4,MITROVIC S,6,6 - 6,2,SRB,0:02,Post,0
Action shot,5.0,6,6,ESP,ET1,MOLINA G,6,6 - 6,154,ESP,2:34,Saved,0
5m shot,8.0,6,6,ESP,ET1,ESPANOL A,6,6 - 6,132,ESP,2:12,Saved,0
Action shot,10.0,6,6,ESP,ET1,FILIPOVIC F,7,7 - 6,99,SRB,1:39,Goal,1
Action shot,9.0,6,6,ESP,ET1,VALLES X,7,7 - 6,55,ESP,0:55,Post,0
Extra player shot,6.0,7,0,AUS,1.0,PIJETLOVIC D,0,0 - 0,444,SRB,7:24,Saved,0
Extra player shot,4.0,7,0,AUS,1.0,UDOVICIC V,0,0 - 0,376,SRB,6:16,Blocked,0
Centre shot,9.0,7,0,AUS,1.0,SWIFT J,0,0 - 0,348,AUS,5:48,Saved,0
Centre shot,3.0,7,0,AUS,1.0,GOCIC Z,0,0 - 0,324,SRB,5:24,Saved,0
Centre shot,9.0,7,1,AUS,1.0,SWIFT J,0,1 - 0,295,AUS,4:55,Goal,1
Extra player shot,10.0,7,1,AUS,1.0,FILIPOVIC F,1,1 - 1,267,SRB,4:27,Goal,1
Extra player shot,4.0,7,1,AUS,1.0,COTTERILL J,1,1 - 1,222,AUS,3:42,Blocked,0
Action shot,11.0,7,2,AUS,1.0,HOWDEN R,1,2 - 1,221,AUS,3:41,Goal,1
5m shot,10.0,7,2,AUS,1.0,FILIPOVIC F,2,2 - 2,203,SRB,3:23,Goal,1
5m shot,3.0,7,2,AUS,1.0,GOCIC Z,2,2 - 2,152,SRB,2:32,Post,0
Action shot,12.0,7,2,AUS,1.0,MILLER W,2,2 - 2,123,AUS,2:03,Blocked,0
Action shot,4.0,7,2,AUS,1.0,COTTERILL J,2,2 - 2,74,AUS,1:14,Saved,0
Centre shot,8.0,7,2,AUS,1.0,YOUNGER A,2,2 - 2,67,AUS,1:07,Post,0
Penalty shot,10.0,7,2,AUS,1.0,FILIPOVIC F,2,2 - 2,44,SRB,0:44,Saved,0
Counter attack,3.0,7,2,AUS,1.0,GOCIC Z,3,2 - 3,9,SRB,0:09,Goal,1
5m shot,12.0,7,2,AUS,1.0,MILLER W,3,2 - 3,1,AUS,0:01,Missed,0
Action shot,11.0,7,2,AUS,2.0,HOWDEN R,3,2 - 3,452,AUS,7:32,Saved,0
Action shot,11.0,7,2,AUS,2.0,HOWDEN R,3,2 - 3,406,AUS,6:46,Saved,0
Action shot,11.0,7,2,AUS,2.0,PRLAINOVIC A,3,2 - 3,313,SRB,5:13,Saved,0
5m shot,8.0,7,3,AUS,2.0,YOUNGER A,3,3 - 3,286,AUS,4:46,Goal,1
Counter attack,11.0,7,3,AUS,2.0,PRLAINOVIC A,3,3 - 3,247,SRB,4:07,Post,0
Action shot,9.0,7,3,AUS,2.0,RADEN N,3,3 - 3,187,SRB,3:07,Missed,0
5m shot,8.0,7,3,AUS,2.0,YOUNGER A,3,3 - 3,164,AUS,2:44,Saved,0
Action shot,9.0,7,3,AUS,2.0,RADEN N,4,3 - 4,145,SRB,2:25,Goal,1
Action shot,5.0,7,3,AUS,2.0,CUK M,4,3 - 4,96,SRB,1:36,Saved,0
Action shot,3.0,7,3,AUS,2.0,GOCIC Z,5,3 - 5,46,SRB,0:46,Goal,1
Extra player shot,9.0,7,4,AUS,2.0,SWIFT J,5,4 - 5,13,AUS,0:13,Goal,1
Centre shot,11.0,7,4,AUS,2.0,PRLAINOVIC A,5,4 - 5,1,SRB,0:01,Saved,0
Action shot,2.0,7,4,AUS,3.0,CAMPBELL R,5,4 - 5,454,AUS,7:34,Blocked,0
Action shot,2.0,7,4,AUS,3.0,MANDIC D,5,4 - 5,409,SRB,6:49,Saved,0
Centre shot,9.0,7,4,AUS,3.0,SWIFT J,5,4 - 5,379,AUS,6:19,Saved,0
Centre shot,11.0,7,4,AUS,3.0,PRLAINOVIC A,5,4 - 5,331,SRB,5:31,Saved,0
Action shot,10.0,7,4,AUS,3.0,FILIPOVIC F,6,4 - 6,328,SRB,5:28,Goal,1
Extra player shot,8.0,7,4,AUS,3.0,YOUNGER A,6,4 - 6,296,AUS,4:56,Blocked,0
Extra player shot,6.0,7,4,AUS,3.0,PIJETLOVIC D,7,4 - 7,259,SRB,4:19,Goal,1
Action shot,7.0,7,5,AUS,3.0,ROACH A,7,5 - 7,155,AUS,2:35,Goal,1
5m shot,10.0,7,5,AUS,3.0,FILIPOVIC F,8,5 - 8,140,SRB,2:20,Goal,1
5m shot,2.0,7,5,AUS,3.0,CAMPBELL R,8,5 - 8,115,AUS,1:55,Missed,0
5m shot,12.0,7,5,AUS,3.0,MITROVIC S,9,5 - 9,98,SRB,1:38,Goal,1
Action shot,12.0,7,6,AUS,3.0,MILLER W,9,6 - 9,25,AUS,0:25,Goal,1
5m shot,4.0,7,6,AUS,3.0,COTTERILL J,9,6 - 9,3,AUS,0:03,Saved,0
Action shot,2.0,7,6,AUS,4.0,MANDIC D,9,6 - 9,460,SRB,7:40,Saved,0
Centre shot,11.0,7,7,AUS,4.0,HOWDEN R,9,7 - 9,437,AUS,7:17,Goal,1
Centre shot,6.0,7,7,AUS,4.0,PIJETLOVIC D,10,7 - 10,400,SRB,6:40,Goal,1
Action shot,11.0,7,7,AUS,4.0,HOWDEN R,10,7 - 10,371,AUS,6:11,Blocked,0
Action shot,8.0,7,7,AUS,4.0,YOUNGER A,10,7 - 10,350,AUS,5:50,Saved,0
5m shot,4.0,7,7,AUS,4.0,UDOVICIC V,10,7 - 10,324,SRB,5:24,Blocked,0
Action shot,10.0,7,7,AUS,4.0,FILIPOVIC F,11,7 - 11,246,SRB,4:06,Goal,1
Centre shot,9.0,7,7,AUS,4.0,SWIFT J,11,7 - 11,226,AUS,3:46,Saved,0
5m shot,4.0,7,7,AUS,4.0,UDOVICIC V,12,7 - 12,199,SRB,3:19,Goal,1
Action shot,11.0,7,7,AUS,4.0,HOWDEN R,12,7 - 12,170,AUS,2:50,Saved,0
Centre shot,7.0,7,7,AUS,4.0,NIKIC S,13,7 - 13,85,SRB,1:25,Goal,1
Extra player shot,6.0,7,7,AUS,4.0,GILCHRIST J,13,7 - 13,25,AUS,0:25,Saved,0
5m shot,6.0,7,7,AUS,4.0,PIJETLOVIC D,13,7 - 13,8,SRB,0:08,Blocked,0
5m shot,3.0,7,7,AUS,4.0,MARTIN M,13,7 - 13,1,AUS,0:01,Saved,0
