Action,CAN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,2,9.0,3,7,ESP,2.0,EGGENS C,2 - 7,90,CAN,1:30
20 sec. exclusion in centre,2,7.0,3,7,ESP,2.0,BEKHAZI J,2 - 7,90,CAN,1:30
Extra player shot - Goal,2,8.0,3,8,ESP,2.0,PENA P,2 - 8,86,ESP,1:26
Turnover foul,2,11.0,3,8,ESP,2.0,VALIN S,2 - 8,67,CAN,1:07
Action shot - Blocked,2,12.0,3,8,ESP,2.0,LOPEZ L,2 - 8,54,ESP,0:54
Penalty foul,2,3.0,3,8,ESP,2.0,MONTON K,2 - 8,28,CAN,0:28
Penalty shot - Goal,2,6.0,3,9,ESP,2.0,PAREJA J,2 - 9,28,ESP,0:28
Turnover foul,2,2.0,3,9,ESP,2.0,BACH M,2 - 9,2,ESP,0:02
20 sec. exclusion in centre,2,2.0,3,9,ESP,2.0,BACH M,2 - 9,1,ESP,0:01
Extra player shot - Goal,3,8.0,3,9,ESP,2.0,FOURNIER S,3 - 9,1,CAN,0:01
Starting goalkeeper,3,13.0,3,9,ESP,3.0,COLTERJOHN N,3 - 9,480,CAN,8:00
Starting goalkeeper,3,13.0,3,9,ESP,3.0,HERRERA P,3 - 9,480,ESP,8:00
Goalkeeper substitution,3,1.0,3,9,ESP,3.0,ESTER L,3 - 9,480,ESP,8:00
Sprint won possession,3,12.0,3,9,ESP,3.0,PERREAULT D,3 - 9,480,CAN,8:00
5m shot - Blocked,3,8.0,3,9,ESP,3.0,FOURNIER S,3 - 9,436,CAN,7:16
Turnover foul,3,7.0,3,9,ESP,3.0,ESPAR C,3 - 9,418,ESP,6:58
5m shot - Goal,4,5.0,3,9,ESP,3.0,EGGENS M,4 - 9,411,CAN,6:51
Turnover foul,4,12.0,3,9,ESP,3.0,LOPEZ L,4 - 9,386,ESP,6:26
20 sec. exclusion in centre,4,11.0,3,9,ESP,3.0,GARCIA M,4 - 9,380,ESP,6:20
Action shot - Missed,4,5.0,3,9,ESP,3.0,EGGENS M,4 - 9,352,CAN,5:52
Action shot - Blocked,4,9.0,3,9,ESP,3.0,FORCA J,4 - 9,331,ESP,5:31
Action shot - Blocked,4,5.0,3,9,ESP,3.0,EGGENS M,4 - 9,304,CAN,5:04
5m shot - Goal,4,7.0,3,10,ESP,3.0,ESPAR C,4 - 10,278,ESP,4:38
Goalkeeper substitution,4,1.0,3,10,ESP,3.0,GAUDREAULT J,4 - 10,270,CAN,4:30
Action shot - Saved,4,12.0,3,10,ESP,3.0,PERREAULT D,4 - 10,262,CAN,4:22
20 sec. exclusion in centre,4,2.0,3,10,ESP,3.0,BACH M,4 - 10,253,ESP,4:13
Extra player shot - Goal,5,5.0,3,10,ESP,3.0,EGGENS M,5 - 10,235,CAN,3:55
20 sec. exclusion in centre,5,9.0,3,10,ESP,3.0,EGGENS C,5 - 10,212,CAN,3:32
Extra player shot - Goal,5,3.0,3,11,ESP,3.0,ESPAR A,5 - 11,199,ESP,3:19
Goalkeeper substitution,5,13.0,3,11,ESP,3.0,COLTERJOHN N,5 - 11,174,CAN,2:54
Turnover foul,5,7.0,3,11,ESP,3.0,ESPAR C,5 - 11,136,ESP,2:16
Steal,5,10.0,3,11,ESP,3.0,ROBINSON C,5 - 11,136,CAN,2:16
20 sec. exclusion in centre,5,10.0,3,11,ESP,3.0,TARRAGO R,5 - 11,114,ESP,1:54
Action shot - Saved,5,7.0,3,11,ESP,3.0,BEKHAZI J,5 - 11,100,CAN,1:40
20 sec. exclusion in centre,5,2.0,3,11,ESP,3.0,ALOGBO K,5 - 11,71,CAN,1:11
Extra player shot - Saved,5,12.0,3,11,ESP,3.0,LOPEZ L,5 - 11,48,ESP,0:48
20 sec. exclusion in centre,5,7.0,3,11,ESP,3.0,ESPAR C,5 - 11,26,ESP,0:26
Time-Out,5,,3,11,ESP,3.0,,5 - 11,26,CAN,0:26
Turnover foul,5,5.0,3,11,ESP,3.0,EGGENS M,5 - 11,8,CAN,0:08
Steal,5,6.0,3,11,ESP,3.0,PAREJA J,5 - 11,8,ESP,0:08
Time-Out,5,,3,11,ESP,3.0,,5 - 11,8,ESP,0:08
Starting goalkeeper,5,13.0,3,11,ESP,4.0,COLTERJOHN N,5 - 11,480,CAN,8:00
Starting goalkeeper,5,1.0,3,11,ESP,4.0,ESTER L,5 - 11,480,ESP,8:00
Sprint won possession,5,6.0,3,11,ESP,4.0,PAREJA J,5 - 11,480,ESP,8:00
Turnover foul,5,6.0,3,11,ESP,4.0,PAREJA J,5 - 11,462,ESP,7:42
20 sec. exclusion in centre,5,9.0,3,11,ESP,4.0,FORCA J,5 - 11,444,ESP,7:24
Extra player shot - Post,5,6.0,3,11,ESP,4.0,MCKEE K,5 - 11,427,CAN,7:07
Action shot - Missed,5,7.0,3,11,ESP,4.0,BEKHAZI J,5 - 11,418,CAN,6:58
Penalty foul,5,6.0,3,11,ESP,4.0,MCKEE K,5 - 11,394,CAN,6:34
Penalty shot - Saved,5,6.0,3,11,ESP,4.0,PAREJA J,5 - 11,394,ESP,6:34
Centre shot - Post,5,11.0,3,11,ESP,4.0,GARCIA M,5 - 11,375,ESP,6:15
Action shot - Saved,5,4.0,3,11,ESP,4.0,WRIGHT E,5 - 11,349,CAN,5:49
Centre shot - Saved,5,11.0,3,11,ESP,4.0,GARCIA M,5 - 11,320,ESP,5:20
20 sec. exclusion in centre,5,11.0,3,11,ESP,4.0,GARCIA M,5 - 11,296,ESP,4:56
Extra player shot - Goal,6,4.0,3,11,ESP,4.0,WRIGHT E,6 - 11,281,CAN,4:41
Action shot - Post,6,11.0,3,11,ESP,4.0,VALIN S,6 - 11,232,CAN,3:52
Action shot - Post,6,9.0,3,11,ESP,4.0,FORCA J,6 - 11,216,ESP,3:36
Turnover foul,6,8.0,3,11,ESP,4.0,FOURNIER S,6 - 11,178,CAN,2:58
20 sec. exclusion in centre,6,9.0,3,11,ESP,4.0,EGGENS C,6 - 11,153,CAN,2:33
Exclusion with substitution,6,9.0,3,11,ESP,4.0,EGGENS C,6 - 11,153,CAN,2:33
Time-Out,6,,3,11,ESP,4.0,,6 - 11,153,ESP,2:33
Extra player shot - Saved,6,4.0,3,11,ESP,4.0,LEITON P,6 - 11,132,ESP,2:12
Action shot - Saved,6,12.0,3,11,ESP,4.0,PERREAULT D,6 - 11,107,CAN,1:47
Turnover foul,6,9.0,3,11,ESP,4.0,FORCA J,6 - 11,79,ESP,1:19
Steal,6,10.0,3,11,ESP,4.0,ROBINSON C,6 - 11,74,CAN,1:14
Turnover foul,6,11.0,3,11,ESP,4.0,VALIN S,6 - 11,61,CAN,1:01
20 sec. exclusion in centre,6,2.0,3,11,ESP,4.0,ALOGBO K,6 - 11,45,CAN,0:45
Extra player shot - Goal,6,3.0,3,12,ESP,4.0,ESPAR A,6 - 12,21,ESP,0:21
Time-Out,6,,3,12,ESP,4.0,,6 - 12,21,CAN,0:21
Action shot - Saved,6,4.0,3,12,ESP,4.0,WRIGHT E,6 - 12,4,CAN,0:04
Starting goalkeeper,0,13.0,4,0,GRE,1.0,COLTERJOHN N,0 - 0,480,CAN,8:00
Starting goalkeeper,0,1.0,4,0,GRE,1.0,KOUVDOU E,0 - 0,480,GRE,8:00
Sprint won possession,0,5.0,4,0,GRE,1.0,EGGENS M,0 - 0,480,CAN,8:00
5m shot - Goal,1,11.0,4,0,GRE,1.0,VALIN S,1 - 0,452,CAN,7:32
Turnover foul,1,2.0,4,0,GRE,1.0,TSOUKALA C,1 - 0,437,GRE,7:17
Action shot - Post,1,11.0,4,0,GRE,1.0,VALIN S,1 - 0,421,CAN,7:01
5m shot - Saved,1,10.0,4,0,GRE,1.0,MANOLIOUDAKI T,1 - 0,393,GRE,6:33
Action shot - Goal,1,4.0,4,1,GRE,1.0,KOTSIA C,1 - 1,339,GRE,5:39
5m shot - Missed,1,10.0,4,1,GRE,1.0,ROBINSON C,1 - 1,314,CAN,5:14
Action shot - Saved,1,10.0,4,1,GRE,1.0,MANOLIOUDAKI T,1 - 1,292,GRE,4:52
5m shot - Saved,1,10.0,4,1,GRE,1.0,ROBINSON C,1 - 1,260,CAN,4:20
Turnover foul,1,2.0,4,1,GRE,1.0,TSOUKALA C,1 - 1,247,GRE,4:07
Counter attack - Blocked,1,5.0,4,1,GRE,1.0,EGGENS M,1 - 1,235,CAN,3:55
Action shot - Post,1,6.0,4,1,GRE,1.0,AVRAMIDOU A,1 - 1,213,GRE,3:33
20 sec. exclusion in centre,1,8.0,4,1,GRE,1.0,ROUMPESI A,1 - 1,196,GRE,3:16
Extra player shot - Goal,2,10.0,4,1,GRE,1.0,ROBINSON C,2 - 1,181,CAN,3:01
Turnover foul,2,4.0,4,1,GRE,1.0,KOTSIA C,2 - 1,167,GRE,2:47
Action shot - Post,2,7.0,4,1,GRE,1.0,BEKHAZI J,2 - 1,151,CAN,2:31
Action shot - Goal,2,3.0,4,2,GRE,1.0,CHARALAMPIDI S,2 - 2,137,GRE,2:17
Action shot - Saved,2,4.0,4,2,GRE,1.0,WRIGHT E,2 - 2,115,CAN,1:55
20 sec. exclusion in centre,2,5.0,4,2,GRE,1.0,PLEVRITOU M,2 - 2,87,GRE,1:27
5m shot - Blocked,2,6.0,4,2,GRE,1.0,MCKEE K,2 - 2,61,CAN,1:01
Action shot - Goal,2,11.0,4,3,GRE,1.0,PLEVRITOU E,2 - 3,33,GRE,0:33
5m shot - Goal,3,4.0,4,3,GRE,1.0,WRIGHT E,3 - 3,10,CAN,0:10
Time-Out,3,,4,3,GRE,1.0,,3 - 3,10,GRE,0:10
5m shot - Missed,3,11.0,4,3,GRE,1.0,PLEVRITOU E,3 - 3,2,GRE,0:02
Starting goalkeeper,3,13.0,4,3,GRE,2.0,COLTERJOHN N,3 - 3,480,CAN,8:00
Starting goalkeeper,3,1.0,4,3,GRE,2.0,KOUVDOU E,3 - 3,480,GRE,8:00
Sprint won possession,3,5.0,4,3,GRE,2.0,EGGENS M,3 - 3,480,CAN,8:00
Turnover foul,3,10.0,4,3,GRE,2.0,ROBINSON C,3 - 3,451,CAN,7:31
Turnover foul,3,2.0,4,3,GRE,2.0,TSOUKALA C,3 - 3,432,GRE,7:12
Steal,3,10.0,4,3,GRE,2.0,ROBINSON C,3 - 3,432,CAN,7:12
Goalkeeper substitution,3,13.0,4,3,GRE,2.0,DIAMANTOPOULOU C,3 - 3,416,GRE,6:56
Turnover foul,3,2.0,4,3,GRE,2.0,ALOGBO K,3 - 3,416,CAN,6:56
Turnover foul,3,11.0,4,3,GRE,2.0,PLEVRITOU E,3 - 3,404,GRE,6:44
Steal,3,5.0,4,3,GRE,2.0,EGGENS M,3 - 3,404,CAN,6:44
5m shot - Goal,4,11.0,4,3,GRE,2.0,VALIN S,4 - 3,382,CAN,6:22
20 sec. exclusion in centre,4,10.0,4,3,GRE,2.0,ROBINSON C,4 - 3,364,CAN,6:04
Extra player shot - Goal,4,8.0,4,4,GRE,2.0,ROUMPESI A,4 - 4,345,GRE,5:45
Turnover foul,4,2.0,4,4,GRE,2.0,ALOGBO K,4 - 4,319,CAN,5:19
Steal,4,10.0,4,4,GRE,2.0,MANOLIOUDAKI T,4 - 4,319,GRE,5:19
20 sec. exclusion in centre,4,11.0,4,4,GRE,2.0,VALIN S,4 - 4,317,CAN,5:17
Action shot - Saved,4,5.0,4,4,GRE,2.0,EGGENS M,4 - 4,259,CAN,4:19
Action shot - Saved,4,6.0,4,4,GRE,2.0,AVRAMIDOU A,4 - 4,241,GRE,4:01
Action shot - Blocked,4,5.0,4,4,GRE,2.0,EGGENS M,4 - 4,209,CAN,3:29
Turnover foul,4,8.0,4,4,GRE,2.0,ROUMPESI A,4 - 4,184,GRE,3:04
Turnover foul,4,7.0,4,4,GRE,2.0,BEKHAZI J,4 - 4,160,CAN,2:40
5m shot - Saved,4,6.0,4,4,GRE,2.0,AVRAMIDOU A,4 - 4,134,GRE,2:14
5m shot - Saved,4,9.0,4,4,GRE,2.0,EGGENS C,4 - 4,112,CAN,1:52
Centre shot - Missed,4,7.0,4,4,GRE,2.0,ASIMAKI A,4 - 4,90,GRE,1:30
Time-Out,4,,4,4,GRE,2.0,,4 - 4,89,CAN,1:29
Turnover foul,4,10.0,4,4,GRE,2.0,ROBINSON C,4 - 4,62,CAN,1:02
5m shot - Saved,4,8.0,4,4,GRE,2.0,ROUMPESI A,4 - 4,46,GRE,0:46
Action shot - Saved,4,4.0,4,4,GRE,2.0,WRIGHT E,4 - 4,18,CAN,0:18
Time-Out,4,,4,4,GRE,2.0,,4 - 4,17,GRE,0:17
Action shot - Saved,4,3.0,4,4,GRE,2.0,CHARALAMPIDI S,4 - 4,2,GRE,0:02
Starting goalkeeper,4,13.0,4,4,GRE,3.0,COLTERJOHN N,4 - 4,480,CAN,8:00
Starting goalkeeper,4,13.0,4,4,GRE,3.0,DIAMANTOPOULOU C,4 - 4,480,GRE,8:00
Sprint won possession,4,6.0,4,4,GRE,3.0,AVRAMIDOU A,4 - 4,480,GRE,8:00
Turnover foul,4,6.0,4,4,GRE,3.0,AVRAMIDOU A,4 - 4,451,GRE,7:31
Steal,4,8.0,4,4,GRE,3.0,FOURNIER S,4 - 4,451,CAN,7:31
Turnover foul,4,4.0,4,4,GRE,3.0,WRIGHT E,4 - 4,423,CAN,7:03
Steal,4,11.0,4,4,GRE,3.0,PLEVRITOU E,4 - 4,423,GRE,7:03
Turnover foul,4,2.0,4,4,GRE,3.0,TSOUKALA C,4 - 4,406,GRE,6:46
20 sec. exclusion in centre,4,5.0,4,4,GRE,3.0,PLEVRITOU M,4 - 4,382,GRE,6:22
Action shot - Blocked,4,8.0,4,4,GRE,3.0,FOURNIER S,4 - 4,358,CAN,5:58
Action shot - Goal,4,10.0,4,5,GRE,3.0,MANOLIOUDAKI T,4 - 5,346,GRE,5:46
Turnover foul,4,10.0,4,5,GRE,3.0,ROBINSON C,4 - 5,315,CAN,5:15
Penalty foul,4,6.0,4,5,GRE,3.0,MCKEE K,4 - 5,303,CAN,5:03
Penalty shot - Post,4,8.0,4,5,GRE,3.0,ROUMPESI A,4 - 5,303,GRE,5:03
Action shot - Missed,4,12.0,4,5,GRE,3.0,PERREAULT D,4 - 5,276,CAN,4:36
Action shot - Blocked,4,6.0,4,5,GRE,3.0,AVRAMIDOU A,4 - 5,255,GRE,4:15
Centre shot - Saved,4,8.0,4,5,GRE,3.0,FOURNIER S,4 - 5,226,CAN,3:46
5m shot - Saved,4,8.0,4,5,GRE,3.0,FOURNIER S,4 - 5,196,CAN,3:16
Action shot - Post,4,6.0,4,5,GRE,3.0,AVRAMIDOU A,4 - 5,167,GRE,2:47
Action shot - Missed,4,10.0,4,5,GRE,3.0,ROBINSON C,4 - 5,137,CAN,2:17
Penalty foul,4,2.0,4,5,GRE,3.0,ALOGBO K,4 - 5,115,CAN,1:55
Penalty shot - Goal,4,3.0,4,6,GRE,3.0,CHARALAMPIDI S,4 - 6,115,GRE,1:55
20 sec. exclusion in centre,4,12.0,4,6,GRE,3.0,XENAKI E,4 - 6,100,GRE,1:40
Turnover foul,4,11.0,4,6,GRE,3.0,VALIN S,4 - 6,72,CAN,1:12
Turnover foul,4,3.0,4,6,GRE,3.0,CHARALAMPIDI S,4 - 6,50,GRE,0:50
Turnover foul,4,5.0,4,6,GRE,3.0,EGGENS M,4 - 6,24,CAN,0:24
Steal,4,3.0,4,6,GRE,3.0,CHARALAMPIDI S,4 - 6,24,GRE,0:24
Time-Out,4,,4,6,GRE,3.0,,4 - 6,24,GRE,0:24
5m shot - Post,4,10.0,4,6,GRE,3.0,MANOLIOUDAKI T,4 - 6,2,GRE,0:02
Starting goalkeeper,4,13.0,4,6,GRE,4.0,COLTERJOHN N,4 - 6,480,CAN,8:00
Starting goalkeeper,4,13.0,4,6,GRE,4.0,DIAMANTOPOULOU C,4 - 6,480,GRE,8:00
Sprint won possession,4,3.0,4,6,GRE,4.0,CHARALAMPIDI S,4 - 6,480,GRE,8:00
20 sec. exclusion in centre,4,10.0,4,6,GRE,4.0,ROBINSON C,4 - 6,450,CAN,7:30
Extra player shot - Saved,4,7.0,4,6,GRE,4.0,ASIMAKI A,4 - 6,450,GRE,7:30
Action shot - Blocked,4,2.0,4,6,GRE,4.0,ALOGBO K,4 - 6,420,CAN,7:00
Action shot - Goal,4,10.0,4,7,GRE,4.0,MANOLIOUDAKI T,4 - 7,397,GRE,6:37
Action shot - Blocked,4,4.0,4,7,GRE,4.0,WRIGHT E,4 - 7,372,CAN,6:12
5m shot - Goal,4,3.0,4,8,GRE,4.0,CHARALAMPIDI S,4 - 8,348,GRE,5:48
5m shot - Saved,4,7.0,4,8,GRE,4.0,BEKHAZI J,4 - 8,324,CAN,5:24
Action shot - Saved,4,4.0,4,8,GRE,4.0,WRIGHT E,4 - 8,294,CAN,4:54
Turnover foul,4,11.0,4,8,GRE,4.0,PLEVRITOU E,4 - 8,262,GRE,4:22
5m shot - Missed,4,4.0,4,8,GRE,4.0,WRIGHT E,4 - 8,249,CAN,4:09
Yellow card,4,,4,8,GRE,4.0,Team Official,4 - 8,249,GRE,4:09
Action shot - Saved,4,4.0,4,8,GRE,4.0,WRIGHT E,4 - 8,223,CAN,3:43
5m shot - Saved,4,10.0,4,8,GRE,4.0,MANOLIOUDAKI T,4 - 8,197,GRE,3:17
Action shot - Blocked,4,5.0,4,8,GRE,4.0,EGGENS M,4 - 8,167,CAN,2:47
Turnover foul,4,10.0,4,8,GRE,4.0,MANOLIOUDAKI T,4 - 8,137,GRE,2:17
Steal,4,8.0,4,8,GRE,4.0,FOURNIER S,4 - 8,137,CAN,2:17
Action shot - Saved,4,7.0,4,8,GRE,4.0,BEKHAZI J,4 - 8,120,CAN,2:00
5m shot - Saved,4,8.0,4,8,GRE,4.0,ROUMPESI A,4 - 8,94,GRE,1:34
Time-Out,4,,4,8,GRE,4.0,,4 - 8,94,CAN,1:34
5m shot - Goal,5,7.0,4,8,GRE,4.0,BEKHAZI J,5 - 8,75,CAN,1:15
Turnover foul,5,12.0,4,8,GRE,4.0,XENAKI E,5 - 8,43,GRE,0:43
20 sec. exclusion in centre,5,5.0,4,8,GRE,4.0,PLEVRITOU M,5 - 8,37,GRE,0:37
Exclusion with substitution,5,5.0,4,8,GRE,4.0,PLEVRITOU M,5 - 8,37,GRE,0:37
Extra player shot - Saved,5,3.0,4,8,GRE,4.0,MONTON K,5 - 8,17,CAN,0:17
Counter attack - Post,5,12.0,4,8,GRE,4.0,XENAKI E,5 - 8,2,GRE,0:02
Starting goalkeeper,0,1.0,5,0,HUN,1.0,GAUDREAULT J,0 - 0,480,CAN,8:00
Starting goalkeeper,0,1.0,5,0,HUN,1.0,BOLONYAI F,0 - 0,480,HUN,8:00
Sprint won possession,0,4.0,5,0,HUN,1.0,KISTELEKI D,0 - 0,480,HUN,8:00
Action shot - Saved,0,10.0,5,0,HUN,1.0,BUJKA B,0 - 0,454,HUN,7:34
Action shot - Saved,0,4.0,5,0,HUN,1.0,KISTELEKI D,0 - 0,409,HUN,6:49
5m shot - Goal,0,5.0,5,1,HUN,1.0,SZUCS G,0 - 1,396,HUN,6:36
Turnover foul,0,10.0,5,1,HUN,1.0,ROBINSON C,0 - 1,366,CAN,6:06
5m shot - Saved,0,4.0,5,1,HUN,1.0,KISTELEKI D,0 - 1,333,HUN,5:33
Turnover foul,0,10.0,5,1,HUN,1.0,ROBINSON C,0 - 1,308,CAN,5:08
Steal,0,8.0,5,1,HUN,1.0,KESZTHELYI R,0 - 1,308,HUN,5:08
Turnover foul,0,11.0,5,1,HUN,1.0,GARDA K,0 - 1,284,HUN,4:44
Steal,0,6.0,5,1,HUN,1.0,MCKEE K,0 - 1,284,CAN,4:44
Turnover foul,0,5.0,5,1,HUN,1.0,SZUCS G,0 - 1,230,HUN,3:50
Time-Out,0,,5,1,HUN,1.0,,0 - 1,224,CAN,3:44
20 sec. exclusion in centre,0,5.0,5,1,HUN,1.0,SZUCS G,0 - 1,208,HUN,3:28
Extra player shot - Goal,1,11.0,5,1,HUN,1.0,VALIN S,1 - 1,203,CAN,3:23
20 sec. exclusion in centre,1,9.0,5,1,HUN,1.0,EGGENS C,1 - 1,196,CAN,3:16
Action shot - Post,1,2.0,5,1,HUN,1.0,CZIGANY D,1 - 1,172,HUN,2:52
Turnover foul,1,9.0,5,1,HUN,1.0,TOTH I,1 - 1,164,HUN,2:44
Steal,1,9.0,5,1,HUN,1.0,EGGENS C,1 - 1,160,CAN,2:40
Turnover foul,1,6.0,5,1,HUN,1.0,MCKEE K,1 - 1,142,CAN,2:22
Centre shot - Saved,1,9.0,5,1,HUN,1.0,TOTH I,1 - 1,106,HUN,1:46
5m shot - Saved,1,8.0,5,1,HUN,1.0,FOURNIER S,1 - 1,77,CAN,1:17
Counter attack - Goal,1,4.0,5,2,HUN,1.0,KISTELEKI D,1 - 2,70,HUN,1:10
Time-Out,1,,5,2,HUN,1.0,,1 - 2,5,HUN,0:05
5m shot - Missed,1,8.0,5,2,HUN,1.0,KESZTHELYI R,1 - 2,1,HUN,0:01
Starting goalkeeper,1,1.0,5,2,HUN,2.0,GAUDREAULT J,1 - 2,480,CAN,8:00
Starting goalkeeper,1,1.0,5,2,HUN,2.0,BOLONYAI F,1 - 2,480,HUN,8:00
Sprint won possession,1,8.0,5,2,HUN,2.0,KESZTHELYI R,1 - 2,480,HUN,8:00
Turnover foul,1,8.0,5,2,HUN,2.0,KESZTHELYI R,1 - 2,450,HUN,7:30
Turnover foul,1,1.0,5,2,HUN,2.0,GAUDREAULT J,1 - 2,424,CAN,7:04
20 sec. exclusion in centre,1,4.0,5,2,HUN,2.0,WRIGHT E,1 - 2,423,CAN,7:03
Turnover foul,1,8.0,5,2,HUN,2.0,KESZTHELYI R,1 - 2,393,HUN,6:33
20 sec. exclusion in centre,1,6.0,5,2,HUN,2.0,TAKACS O,1 - 2,383,HUN,6:23
Extra player shot - Goal,2,5.0,5,2,HUN,2.0,EGGENS M,2 - 2,366,CAN,6:06
20 sec. exclusion in centre,2,10.0,5,2,HUN,2.0,ROBINSON C,2 - 2,342,CAN,5:42
Centre shot - Missed,2,3.0,5,2,HUN,2.0,ANTAL D,2 - 2,342,HUN,5:42
Extra player shot - Goal,2,8.0,5,3,HUN,2.0,KESZTHELYI R,2 - 3,322,HUN,5:22
Turnover foul,2,3.0,5,3,HUN,2.0,MONTON K,2 - 3,300,CAN,5:00
Turnover foul,2,5.0,5,3,HUN,2.0,SZUCS G,2 - 3,284,HUN,4:44
Action shot - Saved,2,12.0,5,3,HUN,2.0,PERREAULT D,2 - 3,261,CAN,4:21
Turnover foul,2,7.0,5,3,HUN,2.0,BEKHAZI J,2 - 3,243,CAN,4:03
Steal,2,2.0,5,3,HUN,2.0,CZIGANY D,2 - 3,243,HUN,4:03
Action shot - Blocked,2,11.0,5,3,HUN,2.0,GARDA K,2 - 3,220,HUN,3:40
Action shot - Goal,3,9.0,5,3,HUN,2.0,EGGENS C,3 - 3,201,CAN,3:21
5m shot - Post,3,5.0,5,3,HUN,2.0,SZUCS G,3 - 3,171,HUN,2:51
Action shot - Goal,3,8.0,5,4,HUN,2.0,KESZTHELYI R,3 - 4,171,HUN,2:51
Turnover foul,3,6.0,5,4,HUN,2.0,MCKEE K,3 - 4,151,CAN,2:31
Centre shot - Blocked,3,3.0,5,4,HUN,2.0,ANTAL D,3 - 4,122,HUN,2:02
Action shot - Missed,3,11.0,5,4,HUN,2.0,VALIN S,3 - 4,92,CAN,1:32
20 sec. exclusion in centre,3,8.0,5,4,HUN,2.0,FOURNIER S,3 - 4,47,CAN,0:47
Time-Out,3,,5,4,HUN,2.0,,3 - 4,47,HUN,0:47
5m shot - Missed,3,5.0,5,4,HUN,2.0,SZUCS G,3 - 4,47,HUN,0:47
Time-Out,3,,5,4,HUN,2.0,,3 - 4,18,CAN,0:18
Turnover foul,3,10.0,5,4,HUN,2.0,ROBINSON C,3 - 4,12,CAN,0:12
5m shot - Blocked,3,7.0,5,4,HUN,2.0,ILLES A,3 - 4,2,HUN,0:02
Starting goalkeeper,3,1.0,5,4,HUN,3.0,GAUDREAULT J,3 - 4,480,CAN,8:00
Starting goalkeeper,3,1.0,5,4,HUN,3.0,BOLONYAI F,3 - 4,480,HUN,8:00
Sprint won possession,3,12.0,5,4,HUN,3.0,PERREAULT D,3 - 4,480,CAN,8:00
Turnover foul,3,9.0,5,4,HUN,3.0,EGGENS C,3 - 4,443,CAN,7:23
5m shot - Missed,3,5.0,5,4,HUN,3.0,SZUCS G,3 - 4,438,HUN,7:18
Action shot - Blocked,3,9.0,5,4,HUN,3.0,EGGENS C,3 - 4,420,CAN,7:00
5m shot - Saved,3,8.0,5,4,HUN,3.0,KESZTHELYI R,3 - 4,403,HUN,6:43
Turnover foul,3,4.0,5,4,HUN,3.0,KISTELEKI D,3 - 4,382,HUN,6:22
Turnover foul,3,12.0,5,4,HUN,3.0,PERREAULT D,3 - 4,365,CAN,6:05
20 sec. exclusion in centre,3,8.0,5,4,HUN,3.0,FOURNIER S,3 - 4,361,CAN,6:01
Extra player shot - Goal,3,4.0,5,5,HUN,3.0,KISTELEKI D,3 - 5,352,HUN,5:52
Turnover foul,3,6.0,5,5,HUN,3.0,MCKEE K,3 - 5,335,CAN,5:35
Turnover foul,3,12.0,5,5,HUN,3.0,MENCZINGER K,3 - 5,315,HUN,5:15
20 sec. exclusion in centre,3,7.0,5,5,HUN,3.0,ILLES A,3 - 5,294,HUN,4:54
Extra player shot - Goal,4,10.0,5,5,HUN,3.0,ROBINSON C,4 - 5,273,CAN,4:33
Turnover foul,4,8.0,5,5,HUN,3.0,KESZTHELYI R,4 - 5,260,HUN,4:20
Centre shot - Saved,4,2.0,5,5,HUN,3.0,ALOGBO K,4 - 5,230,CAN,3:50
20 sec. exclusion in field,4,2.0,5,5,HUN,3.0,ALOGBO K,4 - 5,222,CAN,3:42
Time-Out,4,,5,5,HUN,3.0,,4 - 5,222,HUN,3:42
Extra player shot - Goal,4,8.0,5,6,HUN,3.0,KESZTHELYI R,4 - 6,199,HUN,3:19
Action shot - Missed,4,9.0,5,6,HUN,3.0,EGGENS C,4 - 6,180,CAN,3:00
Action shot - Saved,4,3.0,5,6,HUN,3.0,ANTAL D,4 - 6,149,HUN,2:29
5m shot - Goal,5,7.0,5,6,HUN,3.0,BEKHAZI J,5 - 6,125,CAN,2:05
Turnover foul,5,8.0,5,6,HUN,3.0,KESZTHELYI R,5 - 6,116,HUN,1:56
20 sec. exclusion in centre,5,8.0,5,6,HUN,3.0,KESZTHELYI R,5 - 6,98,HUN,1:38
Time-Out,5,,5,6,HUN,3.0,,5 - 6,98,CAN,1:38
Action shot - Goal,6,4.0,5,6,HUN,3.0,WRIGHT E,6 - 6,75,CAN,1:15
5m shot - Saved,6,4.0,5,6,HUN,3.0,KISTELEKI D,6 - 6,44,HUN,0:44
Turnover foul,6,12.0,5,6,HUN,3.0,PERREAULT D,6 - 6,26,CAN,0:26
Action shot - Saved,6,8.0,5,6,HUN,3.0,KESZTHELYI R,6 - 6,13,HUN,0:13
Starting goalkeeper,6,1.0,5,6,HUN,4.0,GAUDREAULT J,6 - 6,480,CAN,8:00
Starting goalkeeper,6,1.0,5,6,HUN,4.0,BOLONYAI F,6 - 6,480,HUN,8:00
Sprint won possession,6,8.0,5,6,HUN,4.0,KESZTHELYI R,6 - 6,480,HUN,8:00
Turnover foul,6,10.0,5,6,HUN,4.0,ROBINSON C,6 - 6,435,CAN,7:15
20 sec. exclusion in centre,6,6.0,5,6,HUN,4.0,MCKEE K,6 - 6,425,CAN,7:05
Extra player shot - Goal,6,8.0,5,7,HUN,4.0,KESZTHELYI R,6 - 7,421,HUN,7:01
