Action,CHN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Centre shot - Saved,1,4.0,3,4,CRO,2.0,LONCAR L,4 - 1,370,CRO,6:10
Turnover foul,1,12.0,3,4,CRO,2.0,LIANG N,4 - 1,355,CHN,5:55
Turnover foul,1,12.0,3,4,CRO,2.0,OBRADOVIC P,4 - 1,330,CRO,5:30
Steal,1,5.0,3,4,CRO,2.0,LU W,4 - 1,327,CHN,5:27
Turnover foul,1,2.0,3,4,CRO,2.0,TAN F,4 - 1,298,CHN,4:58
Steal,1,8.0,3,4,CRO,2.0,BUSLJE A,4 - 1,298,CRO,4:58
Counter attack - Post,1,8.0,3,4,CRO,2.0,BUSLJE A,4 - 1,286,CRO,4:46
Time-Out,1,,3,4,CRO,2.0,,4 - 1,286,CHN,4:46
Turnover foul,1,9.0,3,4,CRO,2.0,XIE Z,4 - 1,272,CHN,4:32
Steal,1,6.0,3,4,CRO,2.0,BUKIC L,4 - 1,272,CRO,4:32
Counter attack - Saved,1,5.0,3,4,CRO,2.0,JOKOVIC M,4 - 1,266,CRO,4:26
Action shot - Missed,1,11.0,3,4,CRO,2.0,ZHANG C,4 - 1,249,CHN,4:09
Counter attack - Goal,1,5.0,3,5,CRO,2.0,JOKOVIC M,5 - 1,241,CRO,4:01
Action shot - Saved,1,8.0,3,5,CRO,2.0,LI L,5 - 1,219,CHN,3:39
Action shot - Goal,1,3.0,3,6,CRO,2.0,PETKOVIC A,6 - 1,193,CRO,3:13
Turnover foul,1,11.0,3,6,CRO,2.0,ZHANG C,6 - 1,162,CHN,2:42
20 sec. exclusion in field,1,7.0,3,6,CRO,2.0,CHEN Z,6 - 1,159,CHN,2:39
Time-Out,1,,3,6,CRO,2.0,,6 - 1,159,CRO,2:39
Extra player shot - Goal,1,2.0,3,7,CRO,2.0,BURIC D,7 - 1,140,CRO,2:20
20 sec. exclusion in centre,1,2.0,3,7,CRO,2.0,BURIC D,7 - 1,118,CRO,1:58
Action shot - Saved,1,11.0,3,7,CRO,2.0,ZHANG C,7 - 1,91,CHN,1:31
Counter attack - Goal,1,3.0,3,8,CRO,2.0,PETKOVIC A,8 - 1,77,CRO,1:17
Action shot - Post,1,9.0,3,8,CRO,4.0,SUKNO S,8 - 1,121,CRO,2:01
Turnover foul,1,8.0,3,8,CRO,4.0,BUSLJE A,8 - 1,117,CRO,1:57
Action shot - Post,1,10.0,3,8,CRO,4.0,CHEN J,8 - 1,94,CHN,1:34
Turnover foul,1,3.0,3,8,CRO,4.0,PETKOVIC A,8 - 1,67,CRO,1:07
Steal,1,10.0,3,8,CRO,4.0,CHEN J,8 - 1,67,CHN,1:07
Turnover foul,1,2.0,3,8,CRO,4.0,TAN F,8 - 1,38,CHN,0:38
Turnover foul,1,12.0,3,8,CRO,2.0,LIANG N,8 - 1,67,CHN,1:07
Counter attack - Goal,1,12.0,3,9,CRO,2.0,OBRADOVIC P,9 - 1,55,CRO,0:55
Turnover foul,1,6.0,3,9,CRO,2.0,LI L,9 - 1,37,CHN,0:37
Steal,1,11.0,3,9,CRO,2.0,SETKA A,9 - 1,37,CRO,0:37
20 sec. exclusion in centre,1,6.0,3,9,CRO,2.0,LI L,9 - 1,17,CHN,0:17
5m shot - Saved,1,11.0,3,9,CRO,2.0,SETKA A,9 - 1,1,CRO,0:01
Starting goalkeeper,1,13.0,3,9,CRO,3.0,BIJAC M,9 - 1,480,CRO,8:00
Starting goalkeeper,1,1.0,3,9,CRO,3.0,WU H,9 - 1,480,CHN,8:00
Sprint won possession,1,4.0,3,9,CRO,3.0,DONG T,9 - 1,480,CHN,8:00
Turnover foul,1,2.0,3,9,CRO,3.0,TAN F,9 - 1,442,CHN,7:22
Steal,1,13.0,3,9,CRO,3.0,BIJAC M,9 - 1,442,CRO,7:22
20 sec. exclusion in centre,1,8.0,3,9,CRO,3.0,LI L,9 - 1,420,CHN,7:00
Action shot - Goal,1,12.0,3,10,CRO,3.0,OBRADOVIC P,10 - 1,399,CRO,6:39
Turnover foul,1,6.0,3,10,CRO,3.0,LI L,10 - 1,371,CHN,6:11
Steal,1,12.0,3,10,CRO,3.0,OBRADOVIC P,10 - 1,371,CRO,6:11
Counter attack - Goal,1,12.0,3,11,CRO,3.0,OBRADOVIC P,11 - 1,366,CRO,6:06
Turnover foul,1,6.0,3,11,CRO,3.0,LI L,11 - 1,336,CHN,5:36
Steal,1,8.0,3,11,CRO,3.0,BUSLJE A,11 - 1,336,CRO,5:36
20 sec. exclusion in centre,1,2.0,3,11,CRO,3.0,TAN F,11 - 1,321,CHN,5:21
Extra player shot - Goal,1,7.0,3,12,CRO,3.0,MUSLIM P,12 - 1,305,CRO,5:05
20 sec. exclusion in centre,1,8.0,3,12,CRO,3.0,BUSLJE A,12 - 1,283,CRO,4:43
Extra player shot - Post,1,3.0,3,12,CRO,3.0,HU Z,12 - 1,265,CHN,4:25
Turnover foul,1,10.0,3,12,CRO,3.0,PASKVALIN F,12 - 1,240,CRO,4:00
Time-Out,1,,3,12,CRO,3.0,,12 - 1,235,CHN,3:55
Turnover foul,1,6.0,3,12,CRO,3.0,LI L,12 - 1,217,CHN,3:37
Steal,1,13.0,3,12,CRO,3.0,BIJAC M,12 - 1,217,CRO,3:37
20 sec. exclusion in centre,1,7.0,3,12,CRO,3.0,CHEN Z,12 - 1,214,CHN,3:34
Action shot - Goal,1,7.0,3,13,CRO,3.0,MUSLIM P,13 - 1,191,CRO,3:11
5m shot - Saved,1,11.0,3,13,CRO,3.0,ZHANG C,13 - 1,170,CHN,2:50
Centre shot - Goal,1,4.0,3,14,CRO,3.0,LONCAR L,14 - 1,149,CRO,2:29
Turnover foul,1,6.0,3,14,CRO,3.0,LI L,14 - 1,123,CHN,2:03
Steal,1,9.0,3,14,CRO,3.0,SUKNO S,14 - 1,123,CRO,2:03
20 sec. exclusion in field,1,4.0,3,14,CRO,3.0,DONG T,14 - 1,122,CHN,2:02
Time-Out,1,,3,14,CRO,3.0,,14 - 1,122,CRO,2:02
Action shot - Goal,1,5.0,3,15,CRO,3.0,JOKOVIC M,15 - 1,100,CRO,1:40
Turnover foul,1,2.0,3,15,CRO,3.0,TAN F,15 - 1,75,CHN,1:15
Steal,1,6.0,3,15,CRO,3.0,BUKIC L,15 - 1,75,CRO,1:15
5m shot - Goal,1,9.0,3,16,CRO,3.0,SUKNO S,16 - 1,60,CRO,1:00
Action shot - Missed,1,12.0,3,16,CRO,3.0,LIANG N,16 - 1,33,CHN,0:33
5m shot - Missed,1,9.0,3,16,CRO,3.0,SUKNO S,16 - 1,16,CRO,0:16
20 sec. exclusion in field,1,12.0,3,16,CRO,3.0,OBRADOVIC P,16 - 1,15,CRO,0:15
Extra player shot - Missed,1,6.0,3,16,CRO,3.0,LI L,16 - 1,1,CHN,0:01
Starting goalkeeper,1,13.0,3,16,CRO,4.0,BIJAC M,16 - 1,480,CRO,8:00
Starting goalkeeper,1,1.0,3,16,CRO,4.0,WU H,16 - 1,480,CHN,8:00
Sprint won possession,1,6.0,3,16,CRO,4.0,BUKIC L,16 - 1,480,CRO,8:00
Turnover foul,1,5.0,3,16,CRO,4.0,JOKOVIC M,16 - 1,454,CRO,7:34
Steal,1,1.0,3,16,CRO,4.0,WU H,16 - 1,454,CHN,7:34
Action shot - Saved,1,5.0,3,16,CRO,4.0,LU W,16 - 1,432,CHN,7:12
Turnover foul,1,12.0,3,16,CRO,4.0,OBRADOVIC P,16 - 1,420,CRO,7:00
5m shot - Saved,1,9.0,3,16,CRO,4.0,SUKNO S,16 - 1,384,CRO,6:24
Turnover foul,1,5.0,3,16,CRO,4.0,LU W,16 - 1,356,CHN,5:56
20 sec. exclusion in centre,1,4.0,3,16,CRO,4.0,DONG T,16 - 1,350,CHN,5:50
Action shot - Goal,1,5.0,3,17,CRO,4.0,JOKOVIC M,17 - 1,326,CRO,5:26
20 sec. exclusion in centre,1,2.0,3,17,CRO,4.0,BURIC D,17 - 1,302,CRO,5:02
Extra player shot - Missed,1,11.0,3,17,CRO,4.0,ZHANG C,17 - 1,283,CHN,4:43
Turnover foul,1,9.0,3,17,CRO,4.0,SUKNO S,17 - 1,257,CRO,4:17
Steal,1,8.0,3,17,CRO,4.0,LI L,17 - 1,257,CHN,4:17
Turnover foul,1,8.0,3,17,CRO,4.0,LI L,17 - 1,239,CHN,3:59
Steal,1,13.0,3,17,CRO,4.0,BIJAC M,17 - 1,239,CRO,3:59
Time-Out,1,,3,17,CRO,4.0,,17 - 1,239,CRO,3:59
20 sec. exclusion in centre,1,6.0,3,17,CRO,4.0,LI L,17 - 1,226,CHN,3:46
Extra player shot - Missed,1,9.0,3,17,CRO,4.0,SUKNO S,17 - 1,222,CRO,3:42
5m shot - Post,1,3.0,3,17,CRO,4.0,HU Z,17 - 1,191,CHN,3:11
5m shot - Saved,1,7.0,3,17,CRO,4.0,MUSLIM P,17 - 1,174,CRO,2:54
Steal,1,13.0,3,17,CRO,4.0,BIJAC M,17 - 1,38,CRO,0:38
Time-Out,1,,3,17,CRO,4.0,,17 - 1,32,CHN,0:32
Turnover foul,1,11.0,3,17,CRO,4.0,ZHANG C,17 - 1,8,CHN,0:08
Steal,1,9.0,3,17,CRO,4.0,SUKNO S,17 - 1,8,CRO,0:08
5m shot - Missed,1,9.0,3,17,CRO,4.0,SUKNO S,17 - 1,0,CRO,0:00
Starting goalkeeper,0,1.0,4,0,RUS,1.0,WU H,0 - 0,480,CHN,8:00
Starting goalkeeper,0,1.0,4,0,RUS,1.0,ANTONOV A,0 - 0,480,RUS,8:00
Sprint won possession,0,10.0,4,0,RUS,1.0,KHOLOD D,0 - 0,480,RUS,8:00
Centre shot - Post,0,11.0,4,0,RUS,1.0,LISUNOV S,0 - 0,454,RUS,7:34
Counter attack - Goal,1,2.0,4,0,RUS,1.0,TAN F,1 - 0,437,CHN,7:17
Centre shot - Saved,1,11.0,4,0,RUS,1.0,LISUNOV S,1 - 0,408,RUS,6:48
Counter attack - Post,1,11.0,4,0,RUS,1.0,ZHANG C,1 - 0,397,CHN,6:37
Turnover foul,1,2.0,4,0,RUS,1.0,BUGAYCHUK A,1 - 0,376,RUS,6:16
Action shot - Blocked,1,5.0,4,0,RUS,1.0,LU W,1 - 0,355,CHN,5:55
20 sec. exclusion in centre,1,11.0,4,0,RUS,1.0,ZHANG C,1 - 0,350,CHN,5:50
Extra player shot - Goal,1,10.0,4,1,RUS,1.0,KHOLOD D,1 - 1,330,RUS,5:30
5m shot - Post,1,4.0,4,1,RUS,1.0,DONG T,1 - 1,311,CHN,5:11
Turnover foul,1,10.0,4,1,RUS,1.0,KHOLOD D,1 - 1,284,RUS,4:44
Steal,1,6.0,4,1,RUS,1.0,LI L,1 - 1,284,CHN,4:44
Turnover foul,1,12.0,4,1,RUS,1.0,LIANG N,1 - 1,259,CHN,4:19
Steal,1,9.0,4,1,RUS,1.0,STEPANIUK K,1 - 1,259,RUS,4:19
Turnover foul,1,2.0,4,1,RUS,1.0,BUGAYCHUK A,1 - 1,231,RUS,3:51
Steal,1,12.0,4,1,RUS,1.0,LIANG N,1 - 1,231,CHN,3:51
20 sec. exclusion in centre,1,9.0,4,1,RUS,1.0,STEPANIUK K,1 - 1,210,RUS,3:30
Time-Out,1,,4,1,RUS,1.0,,1 - 1,210,CHN,3:30
Turnover foul,1,2.0,4,1,RUS,1.0,TAN F,1 - 1,185,CHN,3:05
Action shot - Goal,1,10.0,4,2,RUS,1.0,KHOLOD D,1 - 2,162,RUS,2:42
Turnover foul,1,2.0,4,2,RUS,1.0,TAN F,1 - 2,131,CHN,2:11
Steal,1,4.0,4,2,RUS,1.0,BYCHKOV I,1 - 2,131,RUS,2:11
Action shot - Blocked,1,9.0,4,2,RUS,1.0,STEPANIUK K,1 - 2,103,RUS,1:43
Starting goalkeeper,1,1.0,4,2,RUS,2.0,WU H,1 - 2,480,CHN,8:00
Starting goalkeeper,1,1.0,4,2,RUS,2.0,ANTONOV A,1 - 2,480,RUS,8:00
Sprint won possession,1,10.0,4,2,RUS,2.0,KHOLOD D,1 - 2,480,RUS,8:00
Steal,1,9.0,4,2,RUS,2.0,STEPANIUK K,1 - 2,480,RUS,8:00
Turnover foul,1,2.0,4,2,RUS,2.0,TAN F,1 - 2,480,CHN,8:00
Steal,1,10.0,4,2,RUS,2.0,KHOLOD D,1 - 2,480,RUS,8:00
20 sec. exclusion in centre,1,8.0,4,2,RUS,2.0,LI L,1 - 2,461,CHN,7:41
Extra player shot - Goal,1,7.0,4,3,RUS,2.0,TIMAKOV V,1 - 3,460,RUS,7:40
Turnover foul,1,8.0,4,3,RUS,2.0,LI L,1 - 3,450,CHN,7:30
Penalty shot - Goal,1,9.0,4,4,RUS,2.0,STEPANIUK K,1 - 4,445,RUS,7:25
Penalty foul,1,9.0,4,4,RUS,2.0,XIE Z,1 - 4,445,CHN,7:25
Turnover foul,1,3.0,4,4,RUS,2.0,ODINTSOV A,1 - 4,370,RUS,6:10
20 sec. exclusion in centre,1,3.0,4,4,RUS,2.0,ODINTSOV A,1 - 4,368,RUS,6:08
Action shot - Saved,1,4.0,4,4,RUS,2.0,DONG T,1 - 4,352,CHN,5:52
Action shot - Goal,2,2.0,4,4,RUS,2.0,TAN F,2 - 4,348,CHN,5:48
Action shot - Missed,2,7.0,4,4,RUS,2.0,TIMAKOV V,2 - 4,334,RUS,5:34
Counter attack - Saved,2,10.0,4,4,RUS,2.0,CHEN J,2 - 4,324,CHN,5:24
Action shot - Saved,2,5.0,4,4,RUS,2.0,LU W,2 - 4,299,CHN,4:59
Turnover foul,2,8.0,4,4,RUS,2.0,NAGAEV I,2 - 4,272,RUS,4:32
Action shot - Goal,3,4.0,4,4,RUS,2.0,DONG T,3 - 4,251,CHN,4:11
Centre shot - Goal,3,11.0,4,5,RUS,2.0,LISUNOV S,3 - 5,225,RUS,3:45
Turnover foul,3,12.0,4,5,RUS,2.0,LIANG N,3 - 5,202,CHN,3:22
Steal,3,1.0,4,5,RUS,2.0,ANTONOV A,3 - 5,202,RUS,3:22
Action shot - Post,3,4.0,4,5,RUS,2.0,BYCHKOV I,3 - 5,188,RUS,3:08
Counter attack - Goal,4,6.0,4,5,RUS,2.0,LI L,4 - 5,174,CHN,2:54
20 sec. exclusion in centre,4,8.0,4,5,RUS,2.0,LI L,4 - 5,150,CHN,2:30
Extra player shot - Goal,4,3.0,4,6,RUS,2.0,ODINTSOV A,4 - 6,142,RUS,2:22
Action shot - Post,4,11.0,4,6,RUS,2.0,ZHANG C,4 - 6,111,CHN,1:51
Turnover foul,4,10.0,4,6,RUS,2.0,KHOLOD D,4 - 6,87,RUS,1:27
Steal,4,8.0,4,6,RUS,2.0,LI L,4 - 6,87,CHN,1:27
Time-Out,4,,4,6,RUS,2.0,,4 - 6,87,CHN,1:27
Turnover foul,4,2.0,4,6,RUS,2.0,TAN F,4 - 6,67,CHN,1:07
Steal,4,1.0,4,6,RUS,2.0,ANTONOV A,4 - 6,67,RUS,1:07
Turnover foul,4,3.0,4,6,RUS,2.0,ODINTSOV A,4 - 6,62,RUS,1:02
20 sec. exclusion in centre,4,11.0,4,6,RUS,2.0,LISUNOV S,4 - 6,54,RUS,0:54
Extra player shot - Goal,5,11.0,4,6,RUS,2.0,ZHANG C,5 - 6,34,CHN,0:34
Turnover foul,5,9.0,4,6,RUS,2.0,STEPANIUK K,5 - 6,13,RUS,0:13
5m shot - Saved,5,5.0,4,6,RUS,2.0,LU W,5 - 6,0,CHN,0:00
Starting goalkeeper,5,1.0,4,6,RUS,3.0,WU H,5 - 6,480,CHN,8:00
Turnover foul,5,2.0,4,6,RUS,4.0,BUGAYCHUK A,5 - 6,63,RUS,1:03
5m shot - Saved,5,11.0,4,6,RUS,4.0,ZHANG C,5 - 6,35,CHN,0:35
20 sec. exclusion in centre,5,10.0,4,6,RUS,4.0,KHOLOD D,5 - 6,20,RUS,0:20
Extra player shot - Goal,10,4.0,4,10,RUS,4.0,DONG T,10 - 10,1,CHN,0:01
5m shot - Blocked,10,9.0,4,10,RUS,4.0,STEPANIUK K,10 - 10,0,RUS,0:00
Starting goalkeeper,10,1.0,4,10,RUS,3.0,ANTONOV A,10 - 10,480,RUS,8:00
Sprint won possession,10,10.0,4,10,RUS,3.0,KHOLOD D,10 - 10,480,RUS,8:00
20 sec. exclusion in centre,10,5.0,4,10,RUS,3.0,LU W,10 - 10,460,CHN,7:40
Extra player shot - Saved,10,2.0,4,10,RUS,3.0,BUGAYCHUK A,10 - 10,448,RUS,7:28
5m shot - Missed,10,6.0,4,10,RUS,3.0,LI L,10 - 10,425,CHN,7:05
Turnover foul,10,9.0,4,10,RUS,3.0,STEPANIUK K,10 - 10,404,RUS,6:44
Counter attack - Post,10,10.0,4,10,RUS,3.0,CHEN J,10 - 10,389,CHN,6:29
Action shot - Missed,10,4.0,4,10,RUS,3.0,DONG T,10 - 10,372,CHN,6:12
5m shot - Saved,10,2.0,4,10,RUS,3.0,BUGAYCHUK A,10 - 10,341,RUS,5:41
5m shot - Blocked,10,5.0,4,10,RUS,3.0,LU W,10 - 10,313,CHN,5:13
20 sec. exclusion in centre,10,4.0,4,10,RUS,3.0,DONG T,10 - 10,294,CHN,4:54
Extra player shot - Goal,5,3.0,4,7,RUS,3.0,ODINTSOV A,5 - 7,283,RUS,4:43
5m shot - Missed,5,6.0,4,7,RUS,3.0,LI L,5 - 7,257,CHN,4:17
5m shot - Post,5,8.0,4,7,RUS,3.0,NAGAEV I,5 - 7,227,RUS,3:47
Action shot - Blocked,5,11.0,4,7,RUS,3.0,ZHANG C,5 - 7,213,CHN,3:33
20 sec. exclusion in centre,5,3.0,4,7,RUS,3.0,HU Z,5 - 7,195,CHN,3:15
Time-Out,5,,4,7,RUS,3.0,,5 - 7,195,RUS,3:15
Yellow card,5,,4,7,RUS,3.0,Team Official,5 - 7,195,CHN,3:15
Extra player shot - Saved,5,10.0,4,7,RUS,3.0,KHOLOD D,5 - 7,172,RUS,2:52
Turnover foul,5,10.0,4,7,RUS,3.0,CHEN J,5 - 7,141,CHN,2:21
Action shot - Saved,5,10.0,4,7,RUS,3.0,CHEN J,5 - 7,136,CHN,2:16
Turnover foul,5,8.0,4,7,RUS,3.0,NAGAEV I,5 - 7,124,RUS,2:04
Time-Out,5,,4,7,RUS,3.0,,5 - 7,124,CHN,2:04
20 sec. exclusion in centre,5,5.0,4,7,RUS,3.0,ZINNATULLIN A,5 - 7,99,RUS,1:39
Extra player shot - Missed,5,4.0,4,7,RUS,3.0,DONG T,5 - 7,92,CHN,1:32
Turnover foul,5,8.0,4,7,RUS,3.0,NAGAEV I,5 - 7,77,RUS,1:17
20 sec. exclusion in centre,5,7.0,4,7,RUS,3.0,TIMAKOV V,5 - 7,66,RUS,1:06
Extra player shot - Goal,6,5.0,4,7,RUS,3.0,LU W,6 - 7,54,CHN,0:54
20 sec. exclusion in centre,6,2.0,4,7,RUS,3.0,TAN F,6 - 7,37,CHN,0:37
20 sec. exclusion in centre,6,10.0,4,7,RUS,3.0,CHEN J,6 - 7,35,CHN,0:35
Turnover foul,6,4.0,4,7,RUS,3.0,BYCHKOV I,6 - 7,25,RUS,0:25
Steal,6,5.0,4,7,RUS,3.0,LU W,6 - 7,25,CHN,0:25
Counter attack - Goal,7,2.0,4,7,RUS,3.0,TAN F,7 - 7,2,CHN,0:02
5m shot - Missed,7,9.0,4,7,RUS,3.0,STEPANIUK K,7 - 7,0,RUS,0:00
Starting goalkeeper,7,1.0,4,7,RUS,4.0,WU H,7 - 7,480,CHN,8:00
Starting goalkeeper,7,1.0,4,7,RUS,4.0,ANTONOV A,7 - 7,480,RUS,8:00
Sprint won possession,7,7.0,4,7,RUS,4.0,CHEN Z,7 - 7,480,CHN,8:00
Centre shot - Saved,7,11.0,4,7,RUS,4.0,ZHANG C,7 - 7,456,CHN,7:36
Action shot - Goal,7,8.0,4,8,RUS,4.0,NAGAEV I,7 - 8,434,RUS,7:14
Turnover foul,7,6.0,4,8,RUS,4.0,LI L,7 - 8,408,CHN,6:48
Steal,7,1.0,4,8,RUS,4.0,ANTONOV A,7 - 8,408,RUS,6:48
Counter attack - Post,7,8.0,4,8,RUS,4.0,NAGAEV I,7 - 8,387,RUS,6:27
Turnover foul,7,6.0,4,8,RUS,4.0,ASHAEV A,7 - 8,377,RUS,6:17
Steal,7,2.0,4,8,RUS,4.0,TAN F,7 - 8,377,CHN,6:17
Counter attack - Goal,8,2.0,4,8,RUS,4.0,TAN F,8 - 8,364,CHN,6:04
20 sec. exclusion in centre,8,7.0,4,8,RUS,4.0,CHEN Z,8 - 8,339,CHN,5:39
Extra player shot - Goal,8,11.0,4,9,RUS,4.0,LISUNOV S,8 - 9,330,RUS,5:30
5m shot - Saved,8,3.0,4,9,RUS,4.0,HU Z,8 - 9,301,CHN,5:01
Turnover foul,8,10.0,4,9,RUS,4.0,KHOLOD D,8 - 9,273,RUS,4:33
Steal,8,6.0,4,9,RUS,4.0,LI L,8 - 9,273,CHN,4:33
Action shot - Missed,8,6.0,4,9,RUS,4.0,LI L,8 - 9,250,CHN,4:10
Turnover foul,8,9.0,4,9,RUS,4.0,STEPANIUK K,8 - 9,232,RUS,3:52
Time-Out,8,,4,9,RUS,4.0,,8 - 9,232,CHN,3:52
5m shot - Missed,8,3.0,4,9,RUS,4.0,HU Z,8 - 9,214,CHN,3:34
Turnover foul,8,6.0,4,9,RUS,4.0,ASHAEV A,8 - 9,194,RUS,3:14
Steal,8,7.0,4,9,RUS,4.0,CHEN Z,8 - 9,194,CHN,3:14
Turnover foul,8,7.0,4,9,RUS,4.0,CHEN Z,8 - 9,178,CHN,2:58
Steal,8,10.0,4,9,RUS,4.0,KHOLOD D,8 - 9,178,RUS,2:58
20 sec. exclusion in centre,8,2.0,4,9,RUS,4.0,TAN F,8 - 9,155,CHN,2:35
Time-Out,8,,4,9,RUS,4.0,,8 - 9,155,RUS,2:35
Extra player shot - Goal,8,9.0,4,10,RUS,4.0,STEPANIUK K,8 - 10,138,RUS,2:18
20 sec. exclusion in centre,8,8.0,4,10,RUS,4.0,NAGAEV I,8 - 10,124,RUS,2:04
Action shot - Saved,8,4.0,4,10,RUS,4.0,DONG T,8 - 10,101,CHN,1:41
Action shot - Goal,9,4.0,4,10,RUS,4.0,DONG T,9 - 10,91,CHN,1:31
Starting goalkeeper,0,1.0,5,0,ARG,1.0,WU H,0 - 0,480,CHN,8:00
Starting goalkeeper,0,1.0,5,0,ARG,1.0,MALNERO D,0 - 0,480,ARG,8:00
Sprint won possession,0,5.0,5,0,ARG,1.0,LU W,0 - 0,480,CHN,8:00
Turnover foul,0,10.0,5,0,ARG,1.0,CHEN J,0 - 0,454,CHN,7:34
Turnover foul,0,12.0,5,0,ARG,1.0,YANEZ G,0 - 0,426,ARG,7:06
Turnover foul,0,5.0,5,0,ARG,1.0,LU W,0 - 0,411,CHN,6:51
Steal,0,8.0,5,0,ARG,1.0,CORSI E,0 - 0,411,ARG,6:51
Turnover foul,0,11.0,5,0,ARG,1.0,DEMARCHI F,0 - 0,396,ARG,6:36
Steal,0,4.0,5,0,ARG,1.0,DONG T,0 - 0,396,CHN,6:36
20 sec. exclusion in field,0,11.0,5,0,ARG,1.0,DEMARCHI F,0 - 0,396,ARG,6:36
Action shot - Goal,1,11.0,5,0,ARG,1.0,ZHANG C,1 - 0,370,CHN,6:10
Turnover foul,1,2.0,5,0,ARG,1.0,VEICH R,1 - 0,344,ARG,5:44
Steal,1,2.0,5,0,ARG,1.0,TAN F,1 - 0,344,CHN,5:44
20 sec. exclusion in centre,1,10.0,5,0,ARG,1.0,DASZCZYK J,1 - 0,323,ARG,5:23
Extra player shot - Goal,2,6.0,5,0,ARG,1.0,LI L,2 - 0,305,CHN,5:05
20 sec. exclusion in centre,2,6.0,5,0,ARG,1.0,LI L,2 - 0,277,CHN,4:37
Turnover foul,2,2.0,5,0,ARG,1.0,VEICH R,2 - 0,254,ARG,4:14
Action shot - Goal,3,12.0,5,0,ARG,1.0,LIANG N,3 - 0,227,CHN,3:47
Time-Out,3,,5,0,ARG,1.0,,3 - 0,227,ARG,3:47
5m shot - Saved,3,9.0,5,0,ARG,1.0,CARABANTES I,3 - 0,202,ARG,3:22
5m shot - Goal,4,11.0,5,0,ARG,1.0,ZHANG C,4 - 0,184,CHN,3:04
Action shot - Saved,4,11.0,5,0,ARG,1.0,DEMARCHI F,4 - 0,162,ARG,2:42
Counter attack - Goal,5,9.0,5,0,ARG,1.0,XIE Z,5 - 0,151,CHN,2:31
5m shot - Goal,5,12.0,5,1,ARG,1.0,YANEZ G,5 - 1,137,ARG,2:17
Action shot - Saved,5,4.0,5,1,ARG,1.0,DONG T,5 - 1,111,CHN,1:51
20 sec. exclusion in centre,5,8.0,5,1,ARG,1.0,LI L,5 - 1,95,CHN,1:35
Extra player shot - Goal,5,12.0,5,2,ARG,1.0,YANEZ G,5 - 2,89,ARG,1:29
20 sec. exclusion in centre,5,2.0,5,2,ARG,1.0,VEICH R,5 - 2,65,ARG,1:05
Action shot - Post,5,9.0,5,2,ARG,1.0,XIE Z,5 - 2,41,CHN,0:41
5m shot - Blocked,5,11.0,5,2,ARG,1.0,ZHANG C,5 - 2,26,CHN,0:26
Centre shot - Goal,6,12.0,5,2,ARG,1.0,LIANG N,6 - 2,12,CHN,0:12
5m shot - Saved,6,2.0,5,2,ARG,1.0,VEICH R,6 - 2,0,ARG,0:00
Starting goalkeeper,6,1.0,5,2,ARG,2.0,WU H,6 - 2,480,CHN,8:00
Starting goalkeeper,6,1.0,5,2,ARG,2.0,MALNERO D,6 - 2,480,ARG,8:00
Sprint won possession,6,8.0,5,2,ARG,2.0,CORSI E,6 - 2,480,ARG,8:00
20 sec. exclusion in centre,6,5.0,5,2,ARG,2.0,LU W,6 - 2,455,CHN,7:35
Centre shot - Goal,6,2.0,5,3,ARG,2.0,VEICH R,6 - 3,442,ARG,7:22
Action shot - Blocked,6,10.0,5,3,ARG,2.0,CHEN J,6 - 3,422,CHN,7:02
5m shot - Goal,7,5.0,5,3,ARG,2.0,LU W,7 - 3,375,CHN,6:15
20 sec. exclusion in centre,7,12.0,5,3,ARG,2.0,LIANG N,7 - 3,347,CHN,5:47
5m shot - Goal,7,9.0,5,4,ARG,2.0,CARABANTES I,7 - 4,325,ARG,5:25
5m shot - Blocked,7,2.0,5,4,ARG,2.0,TAN F,7 - 4,302,CHN,5:02
5m shot - Saved,7,12.0,5,4,ARG,2.0,YANEZ G,7 - 4,280,ARG,4:40
Turnover foul,7,2.0,5,4,ARG,2.0,VEICH R,7 - 4,263,ARG,4:23
Counter attack - Missed,7,5.0,5,4,ARG,2.0,LU W,7 - 4,254,CHN,4:14
Turnover foul,7,2.0,5,4,ARG,2.0,VEICH R,7 - 4,235,ARG,3:55
Steal,7,2.0,5,4,ARG,2.0,TAN F,7 - 4,235,CHN,3:55
Counter attack - Saved,7,2.0,5,4,ARG,2.0,TAN F,7 - 4,224,CHN,3:44
5m shot - Saved,7,6.0,5,4,ARG,2.0,LI L,7 - 4,204,CHN,3:24
20 sec. exclusion in field,7,6.0,5,4,ARG,2.0,LI L,7 - 4,195,CHN,3:15
Extra player shot - Goal,7,12.0,5,5,ARG,2.0,YANEZ G,7 - 5,190,ARG,3:10
Turnover foul,7,10.0,5,5,ARG,2.0,CHEN J,7 - 5,163,CHN,2:43
20 sec. exclusion in centre,7,5.0,5,5,ARG,2.0,LU W,7 - 5,139,CHN,2:19
Time-Out,7,,5,5,ARG,2.0,,7 - 5,139,ARG,2:19
Turnover foul,7,2.0,5,5,ARG,2.0,VEICH R,7 - 5,127,ARG,2:07
Counter attack - Goal,8,4.0,5,5,ARG,2.0,DONG T,8 - 5,114,CHN,1:54
