Action,Cap,GRE,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Action shot,2.0,1,6,0,HUN,1.0,GENIDOUNIAS K,1 - 0,358,GRE,5:58,Goal,1
Extra player shot,9.0,1,6,1,HUN,1.0,ERDELYI B,1 - 1,322,HUN,5:22,Goal,1
Action shot,4.0,1,6,1,HUN,1.0,ZALANKI G,1 - 1,272,HUN,4:32,Post,0
Action shot,4.0,1,6,1,HUN,1.0,ZALANKI G,1 - 1,201,HUN,3:21,Missed,0
Action shot,4.0,1,6,1,HUN,1.0,ZALANKI G,1 - 1,161,HUN,2:41,Missed,0
5m shot,6.0,1,6,2,HUN,1.0,HOSNYANSZKY N,1 - 2,110,HUN,1:50,Goal,1
Action shot,6.0,1,6,2,HUN,1.0,KAPOTSIS M,1 - 2,84,GRE,1:24,Saved,0
Action shot,3.0,1,6,2,HUN,1.0,MANHERCZ K,1 - 2,55,HUN,0:55,Saved,0
Extra player shot,3.0,1,6,2,HUN,1.0,MANHERCZ K,1 - 2,9,HUN,0:09,Blocked,0
5m shot,3.0,1,6,2,HUN,1.0,MANHERCZ K,1 - 2,9,HUN,0:09,Missed,0
5m shot,2.0,1,6,2,HUN,1.0,GENIDOUNIAS K,1 - 2,1,GRE,0:01,Saved,0
Extra player shot,5.0,2,6,2,HUN,2.0,FOUNTOULIS I,2 - 2,425,GRE,7:05,Goal,1
Extra player shot,9.0,2,6,2,HUN,2.0,ERDELYI B,2 - 2,392,HUN,6:32,Saved,0
5m shot,2.0,2,6,2,HUN,2.0,GENIDOUNIAS K,2 - 2,365,GRE,6:05,Missed,0
Extra player shot,2.0,2,6,2,HUN,2.0,TOROK B,2 - 2,333,HUN,5:33,Saved,0
5m shot,5.0,2,6,3,HUN,2.0,VAMOS M,2 - 3,318,HUN,5:18,Goal,1
Extra player shot,2.0,3,6,3,HUN,2.0,GENIDOUNIAS K,3 - 3,281,GRE,4:41,Goal,1
Action shot,3.0,3,6,3,HUN,2.0,MANHERCZ K,3 - 3,251,HUN,4:11,Missed,0
5m shot,2.0,4,6,3,HUN,2.0,GENIDOUNIAS K,4 - 3,222,GRE,3:42,Goal,1
Action shot,9.0,4,6,3,HUN,2.0,ERDELYI B,4 - 3,194,HUN,3:14,Missed,0
5m shot,10.0,4,6,3,HUN,2.0,VARGA D,4 - 3,156,HUN,2:36,Post,0
5m shot,12.0,4,6,3,HUN,2.0,VLACHOPOULOS A,4 - 3,126,GRE,2:06,Blocked,0
Action shot,6.0,4,6,3,HUN,2.0,HOSNYANSZKY N,4 - 3,107,HUN,1:47,Missed,0
Action shot,5.0,4,6,3,HUN,4.0,VAMOS M,4 - 3,53,HUN,0:53,Saved,0
Action shot,2.0,4,6,3,HUN,4.0,GENIDOUNIAS K,4 - 3,39,GRE,0:39,Saved,0
Action shot,8.0,4,6,4,HUN,2.0,GOR-NAGY M,4 - 4,71,HUN,1:11,Goal,1
Action shot,11.0,4,6,4,HUN,2.0,GOUNAS A,4 - 4,25,GRE,0:25,Missed,0
Centre shot,12.0,4,6,5,HUN,2.0,HARAI B,4 - 5,5,HUN,0:05,Goal,1
5m shot,5.0,4,6,5,HUN,2.0,FOUNTOULIS I,4 - 5,1,GRE,0:01,Missed,0
5m shot,10.0,4,6,5,HUN,3.0,VARGA D,4 - 5,451,HUN,7:31,Missed,0
5m shot,11.0,4,6,5,HUN,3.0,GOUNAS A,4 - 5,423,GRE,7:03,Saved,0
5m shot,5.0,4,6,5,HUN,3.0,FOUNTOULIS I,4 - 5,374,GRE,6:14,Post,0
Action shot,5.0,4,6,6,HUN,3.0,VAMOS M,4 - 6,329,HUN,5:29,Goal,1
Action shot,12.0,4,6,6,HUN,3.0,VLACHOPOULOS A,4 - 6,305,GRE,5:05,Post,0
5m shot,2.0,4,6,6,HUN,3.0,TOROK B,4 - 6,278,HUN,4:38,Missed,0
Centre shot,9.0,4,6,6,HUN,3.0,MOURIKIS K,4 - 6,250,GRE,4:10,Saved,0
5m shot,2.0,4,6,6,HUN,3.0,GENIDOUNIAS K,4 - 6,221,GRE,3:41,Post,0
Action shot,4.0,4,6,6,HUN,3.0,ZALANKI G,4 - 6,178,HUN,2:58,Saved,0
5m shot,2.0,4,6,6,HUN,3.0,TOROK B,4 - 6,147,HUN,2:27,Saved,0
5m shot,10.0,4,6,6,HUN,3.0,VARGA D,4 - 6,129,HUN,2:09,Saved,0
Action shot,11.0,4,6,6,HUN,3.0,GOUNAS A,4 - 6,84,GRE,1:24,Post,0
Action shot,9.0,4,6,6,HUN,3.0,ERDELYI B,4 - 6,30,HUN,0:30,Saved,0
Action shot,2.0,4,6,6,HUN,3.0,GENIDOUNIAS K,4 - 6,2,GRE,0:02,Saved,0
5m shot,6.0,4,6,7,HUN,4.0,HOSNYANSZKY N,4 - 7,426,HUN,7:06,Goal,1
5m shot,12.0,4,6,7,HUN,4.0,VLACHOPOULOS A,4 - 7,397,GRE,6:37,Saved,0
5m shot,5.0,4,6,7,HUN,4.0,FOUNTOULIS I,4 - 7,339,GRE,5:39,Saved,0
5m shot,11.0,4,6,7,HUN,4.0,GOUNAS A,4 - 7,309,GRE,5:09,Saved,0
Action shot,5.0,4,6,7,HUN,4.0,FOUNTOULIS I,4 - 7,285,GRE,4:45,Saved,0
5m shot,4.0,4,6,7,HUN,4.0,ZALANKI G,4 - 7,260,HUN,4:20,Blocked,0
Action shot,5.0,4,6,7,HUN,4.0,FOUNTOULIS I,4 - 7,230,GRE,3:50,Blocked,0
Action shot,2.0,4,6,7,HUN,4.0,GENIDOUNIAS K,4 - 7,159,GRE,2:39,Post,0
Action shot,5.0,4,6,7,HUN,4.0,VAMOS M,4 - 7,152,HUN,2:32,Missed,0
Extra player shot,10.0,4,6,7,HUN,4.0,VARGA D,4 - 7,108,HUN,1:48,Post,0
Action shot,2.0,4,6,7,HUN,4.0,GENIDOUNIAS K,4 - 7,18,GRE,0:18,Saved,0
Extra player shot,10.0,4,6,7,HUN,4.0,KOLOMVOS C,4 - 7,4,GRE,0:04,Saved,0
Extra player shot,5.0,5,6,7,HUN,4.0,FOUNTOULIS I,5 - 7,2,GRE,0:02,Goal,1
Action shot,2.0,0,7,1,SRB,1.0,MANDIC D,0 - 1,446,SRB,7:26,Goal,1
Centre shot,4.0,0,7,2,SRB,1.0,RANDELOVIC S,0 - 2,403,SRB,6:43,Goal,1
Action shot,6.0,0,7,3,SRB,1.0,PIJETLOVIC D,0 - 3,361,SRB,6:01,Goal,1
5m shot,5.0,1,7,3,SRB,1.0,FOUNTOULIS I,1 - 3,343,GRE,5:43,Goal,1
5m shot,5.0,2,7,3,SRB,1.0,FOUNTOULIS I,2 - 3,296,GRE,4:56,Goal,1
Centre shot,10.0,2,7,3,SRB,1.0,KOLOMVOS C,2 - 3,263,GRE,4:23,Saved,0
Extra player shot,6.0,2,7,4,SRB,1.0,PIJETLOVIC D,2 - 4,189,SRB,3:09,Goal,1
5m shot,6.0,2,7,4,SRB,1.0,KAPOTSIS M,2 - 4,165,GRE,2:45,Blocked,0
Centre shot,7.0,2,7,5,SRB,1.0,UBOVIC N,2 - 5,136,SRB,2:16,Goal,1
Action shot,11.0,2,7,5,SRB,1.0,GOUNAS A,2 - 5,92,GRE,1:32,Post,0
Extra player shot,12.0,3,7,5,SRB,1.0,VLACHOPOULOS A,3 - 5,55,GRE,0:55,Goal,1
Action shot,11.0,3,7,5,SRB,1.0,PRLAINOVIC A,3 - 5,4,SRB,0:04,Post,0
Action shot,10.0,3,7,5,SRB,2.0,FILIPOVIC F,3 - 5,431,SRB,7:11,Saved,0
Extra player shot,12.0,3,7,5,SRB,2.0,VLACHOPOULOS A,3 - 5,396,GRE,6:36,Saved,0
Extra player shot,8.0,3,7,6,SRB,2.0,ALEKSIC M,3 - 6,360,SRB,6:00,Goal,1
Extra player shot,5.0,3,7,6,SRB,2.0,FOUNTOULIS I,3 - 6,315,GRE,5:15,Saved,0
Extra player shot,12.0,3,7,6,SRB,2.0,MITROVIC S,3 - 6,289,SRB,4:49,Missed,0
Extra player shot,10.0,3,7,6,SRB,2.0,FILIPOVIC F,3 - 6,223,SRB,3:43,Blocked,0
5m shot,4.0,3,7,6,SRB,2.0,DERVISIS G,3 - 6,197,GRE,3:17,Saved,0
Action shot,2.0,3,7,6,SRB,2.0,MANDIC D,3 - 6,163,SRB,2:43,Saved,0
5m shot,5.0,3,7,7,SRB,2.0,CUK M,3 - 7,118,SRB,1:58,Goal,1
Extra player shot,2.0,4,7,7,SRB,2.0,GENIDOUNIAS K,4 - 7,81,GRE,1:21,Goal,1
Extra player shot,4.0,4,7,7,SRB,2.0,DERVISIS G,4 - 7,23,GRE,0:23,Missed,0
Action shot,10.0,4,7,7,SRB,2.0,FILIPOVIC F,4 - 7,5,SRB,0:05,Saved,0
5m shot,4.0,4,7,7,SRB,2.0,DERVISIS G,4 - 7,1,GRE,0:01,Saved,0
5m shot,5.0,4,7,7,SRB,4.0,FOUNTOULIS I,4 - 7,8,GRE,0:08,Saved,0
Action shot,3.0,4,7,8,SRB,3.0,RASOVIC V,4 - 8,436,SRB,7:16,Goal,1
Action shot,6.0,4,7,8,SRB,3.0,KAPOTSIS M,4 - 8,409,GRE,6:49,Saved,0
Penalty shot,5.0,5,7,8,SRB,3.0,FOUNTOULIS I,5 - 8,393,GRE,6:33,Goal,1
Extra player shot,2.0,5,7,8,SRB,3.0,MANDIC D,5 - 8,353,SRB,5:53,Missed,0
5m shot,5.0,5,7,8,SRB,3.0,FOUNTOULIS I,5 - 8,324,GRE,5:24,Post,0
Action shot,3.0,5,7,8,SRB,3.0,RASOVIC V,5 - 8,251,SRB,4:11,Saved,0
Extra player shot,10.0,5,7,8,SRB,3.0,KOLOMVOS C,5 - 8,249,GRE,4:09,Saved,0
Extra player shot,3.0,6,7,8,SRB,3.0,DELAKAS E,6 - 8,236,GRE,3:56,Goal,1
Action shot,10.0,6,7,9,SRB,3.0,FILIPOVIC F,6 - 9,196,SRB,3:16,Goal,1
Centre shot,7.0,7,7,9,SRB,3.0,PONTIKEAS K,7 - 9,146,GRE,2:26,Goal,1
5m shot,11.0,7,7,9,SRB,3.0,PRLAINOVIC A,7 - 9,130,SRB,2:10,Saved,0
5m shot,2.0,7,7,9,SRB,3.0,GENIDOUNIAS K,7 - 9,81,GRE,1:21,Post,0
Action shot,10.0,7,7,9,SRB,3.0,FILIPOVIC F,7 - 9,53,SRB,0:53,Saved,0
Extra player shot,4.0,7,7,10,SRB,3.0,RANDELOVIC S,7 - 10,7,SRB,0:07,Goal,1
5m shot,5.0,7,7,10,SRB,3.0,FOUNTOULIS I,7 - 10,1,GRE,0:01,Saved,0
Extra player shot,11.0,7,7,11,SRB,4.0,PRLAINOVIC A,7 - 11,443,SRB,7:23,Goal,1
Action shot,5.0,7,7,11,SRB,4.0,FOUNTOULIS I,7 - 11,419,GRE,6:59,Post,0
Action shot,11.0,7,7,11,SRB,4.0,GOUNAS A,7 - 11,356,GRE,5:56,Blocked,0
Extra player shot,11.0,7,7,11,SRB,4.0,GOUNAS A,7 - 11,342,GRE,5:42,Blocked,0
Action shot,12.0,8,7,11,SRB,4.0,VLACHOPOULOS A,8 - 11,291,GRE,4:51,Goal,1
Action shot,11.0,8,7,11,SRB,4.0,PRLAINOVIC A,8 - 11,244,SRB,4:04,Saved,0
5m shot,6.0,8,7,11,SRB,4.0,PIJETLOVIC D,8 - 11,187,SRB,3:07,Saved,0
Action shot,6.0,8,7,11,SRB,4.0,KAPOTSIS M,8 - 11,158,GRE,2:38,Saved,0
5m shot,12.0,8,7,11,SRB,4.0,MITROVIC S,8 - 11,129,SRB,2:09,Blocked,0
5m shot,2.0,8,7,11,SRB,4.0,GENIDOUNIAS K,8 - 11,101,GRE,1:41,Blocked,0
5m shot,10.0,8,7,11,SRB,4.0,FILIPOVIC F,8 - 11,74,SRB,1:14,Missed,0
Action shot,12.0,8,7,11,SRB,4.0,VLACHOPOULOS A,8 - 11,49,GRE,0:49,Post,0
5m shot,11.0,8,7,11,SRB,4.0,PRLAINOVIC A,8 - 11,23,SRB,0:23,Missed,0
