Action,CAN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Action shot,2,6.0,5,7,RUS,2.0,BELOVA O,7 - 2,210,RUS,3:30,Blocked,0
Action shot,3,4.0,5,7,RUS,2.0,WRIGHT E,7 - 3,184,CAN,3:04,Goal,1
Centre shot,3,7.0,5,8,RUS,2.0,TANKEEVA E,8 - 3,163,RUS,2:43,Goal,1
Action shot,3,7.0,5,8,RUS,2.0,BEKHAZI J,8 - 3,139,CAN,2:19,Blocked,0
Centre shot,3,12.0,5,8,RUS,2.0,ZELENTSOVA E,8 - 3,126,RUS,2:06,Saved,0
5m shot,3,10.0,5,8,RUS,2.0,ROBINSON C,8 - 3,97,CAN,1:37,Post,0
Extra player shot,3,10.0,5,8,RUS,2.0,BELIAEVA O,8 - 3,60,RUS,1:00,Saved,0
5m shot,3,3.0,5,8,RUS,2.0,PROKOFYEVA E,8 - 3,10,RUS,0:10,Blocked,0
Extra player shot,4,5.0,5,8,RUS,3.0,EGGENS M,8 - 4,452,CAN,7:32,Goal,1
Action shot,4,12.0,5,8,RUS,3.0,ZELENTSOVA E,8 - 4,428,RUS,7:08,Saved,0
Extra player shot,4,10.0,5,9,RUS,3.0,BELIAEVA O,9 - 4,407,RUS,6:47,Goal,1
Counter attack,4,6.0,5,10,RUS,3.0,BELOVA O,10 - 4,331,RUS,5:31,Goal,1
Action shot,4,4.0,5,10,RUS,3.0,KARIMOVA E,10 - 4,288,RUS,4:48,Blocked,0
Penalty shot,5,7.0,5,10,RUS,3.0,BEKHAZI J,10 - 5,268,CAN,4:28,Goal,1
5m shot,5,8.0,5,10,RUS,3.0,GRINEVA A,10 - 5,239,RUS,3:59,Saved,0
5m shot,5,11.0,5,11,RUS,3.0,IVANOVA E,11 - 5,221,RUS,3:41,Goal,1
Centre shot,6,3.0,5,11,RUS,3.0,MONTON K,11 - 6,192,CAN,3:12,Goal,1
5m shot,6,5.0,5,12,RUS,3.0,ANTONOVA A,12 - 6,164,RUS,2:44,Goal,1
Extra player shot,6,7.0,5,12,RUS,3.0,BEKHAZI J,12 - 6,129,CAN,2:09,Saved,0
Action shot,6,5.0,5,12,RUS,3.0,EGGENS M,12 - 6,120,CAN,2:00,Missed,0
Action shot,6,2.0,5,12,RUS,3.0,ANTONOVA D,12 - 6,93,RUS,1:33,Blocked,0
Counter attack,7,7.0,5,12,RUS,3.0,BEKHAZI J,12 - 7,17,CAN,0:17,Goal,1
Action shot,7,5.0,5,12,RUS,4.0,ANTONOVA A,12 - 7,426,RUS,7:06,Post,0
Action shot,7,3.0,5,13,RUS,4.0,PROKOFYEVA E,13 - 7,376,RUS,6:16,Goal,1
Centre shot,8,2.0,5,13,RUS,4.0,ALOGBO K,13 - 8,363,CAN,6:03,Goal,1
Centre shot,8,6.0,5,13,RUS,4.0,BELOVA O,13 - 8,346,RUS,5:46,Post,0
5m shot,8,11.0,5,13,RUS,4.0,VALIN S,13 - 8,272,CAN,4:32,Saved,0
Extra player shot,8,11.0,5,14,RUS,4.0,IVANOVA E,14 - 8,233,RUS,3:53,Goal,1
5m shot,8,5.0,5,14,RUS,4.0,EGGENS M,14 - 8,217,CAN,3:37,Post,0
Extra player shot,8,3.0,5,14,RUS,4.0,PROKOFYEVA E,14 - 8,182,RUS,3:02,Saved,0
Extra player shot,8,4.0,5,15,RUS,4.0,KARIMOVA E,15 - 8,180,RUS,3:00,Goal,1
Extra player shot,8,12.0,5,15,RUS,4.0,RADU M,15 - 8,149,CAN,2:29,Blocked,0
Action shot,9,7.0,5,15,RUS,4.0,BEKHAZI J,15 - 9,142,CAN,2:22,Goal,1
5m shot,9,3.0,5,16,RUS,4.0,PROKOFYEVA E,16 - 9,117,RUS,1:57,Goal,1
Centre shot,9,6.0,5,16,RUS,4.0,BARON la SALLE S,16 - 9,95,CAN,1:35,Saved,0
Centre shot,9,4.0,5,17,RUS,4.0,KARIMOVA E,17 - 9,68,RUS,1:08,Goal,1
5m shot,9,5.0,5,17,RUS,4.0,EGGENS M,17 - 9,49,CAN,0:49,Blocked,0
5m shot,9,12.0,5,17,RUS,4.0,ZELENTSOVA E,17 - 9,26,RUS,0:26,Missed,0
5m shot,9,5.0,5,17,RUS,4.0,EGGENS M,17 - 9,2,CAN,0:02,Missed,0
Extra player shot,0,8.0,6,0,GRE,1.0,PERREAULT D,0 - 0,453,CAN,7:33,Missed,0
Extra player shot,0,7.0,6,1,GRE,1.0,ASIMAKI A,0 - 1,415,GRE,6:55,Goal,1
Centre shot,0,2.0,6,1,GRE,1.0,ALOGBO K,0 - 1,403,CAN,6:43,Missed,0
Action shot,0,4.0,6,1,GRE,1.0,WRIGHT E,0 - 1,372,CAN,6:12,Blocked,0
Action shot,0,10.0,6,1,GRE,1.0,MANOLIOUDAKI T,0 - 1,348,GRE,5:48,Missed,0
Action shot,0,8.0,6,1,GRE,1.0,PERREAULT D,0 - 1,322,CAN,5:22,Saved,0
Extra player shot,0,6.0,6,2,GRE,1.0,AVRAMIDOU A,0 - 2,301,GRE,5:01,Goal,1
Extra player shot,1,12.0,6,2,GRE,1.0,RADU M,1 - 2,273,CAN,4:33,Goal,1
Action shot,1,10.0,6,3,GRE,1.0,MANOLIOUDAKI T,1 - 3,245,GRE,4:05,Goal,1
Action shot,1,4.0,6,3,GRE,1.0,WRIGHT E,1 - 3,228,CAN,3:48,Missed,0
Action shot,1,2.0,6,4,GRE,1.0,TSOUKALA C,1 - 4,207,GRE,3:27,Goal,1
Action shot,1,8.0,6,5,GRE,1.0,ROUMPESI A,1 - 5,190,GRE,3:10,Goal,1
5m shot,1,2.0,6,5,GRE,1.0,TSOUKALA C,1 - 5,135,GRE,2:15,Saved,0
Action shot,1,8.0,6,5,GRE,1.0,PERREAULT D,1 - 5,68,CAN,1:08,Missed,0
5m shot,1,6.0,6,5,GRE,1.0,AVRAMIDOU A,1 - 5,41,GRE,0:41,Post,0
5m shot,1,8.0,6,5,GRE,1.0,ROUMPESI A,1 - 5,3,GRE,0:03,Saved,0
Action shot,2,10.0,6,5,GRE,2.0,ROBINSON C,2 - 5,445,CAN,7:25,Goal,1
5m shot,2,10.0,6,5,GRE,2.0,MANOLIOUDAKI T,2 - 5,421,GRE,7:01,Post,0
Centre shot,2,7.0,6,6,GRE,2.0,ASIMAKI A,2 - 6,336,GRE,5:36,Goal,1
Extra player shot,3,5.0,6,6,GRE,2.0,EGGENS M,3 - 6,247,CAN,4:07,Goal,1
Extra player shot,3,2.0,6,6,GRE,2.0,TSOUKALA C,3 - 6,217,GRE,3:37,Saved,0
Centre shot,3,7.0,6,6,GRE,2.0,ASIMAKI A,3 - 6,171,GRE,2:51,Missed,0
Action shot,3,11.0,6,6,GRE,2.0,VALIN S,3 - 6,159,CAN,2:39,Saved,0
5m shot,3,5.0,6,6,GRE,2.0,EGGENS M,3 - 6,140,CAN,2:20,Saved,0
Action shot,3,2.0,6,6,GRE,2.0,TSOUKALA C,3 - 6,112,GRE,1:52,Post,0
Action shot,4,5.0,6,6,GRE,2.0,EGGENS M,4 - 6,85,CAN,1:25,Goal,1
Extra player shot,4,6.0,6,6,GRE,2.0,AVRAMIDOU A,4 - 6,45,GRE,0:45,Saved,0
Extra player shot,7,8.0,6,12,GRE,4.0,ROUMPESI A,7 - 12,104,GRE,1:44,Goal,1
Extra player shot,8,4.0,6,12,GRE,4.0,WRIGHT E,8 - 12,22,CAN,0:22,Goal,1
Centre shot,8,7.0,6,12,GRE,2.0,ASIMAKI A,8 - 12,2,GRE,0:02,Missed,0
Extra player shot,5,4.0,6,6,GRE,3.0,WRIGHT E,5 - 6,443,CAN,7:23,Goal,1
Extra player shot,5,8.0,6,6,GRE,3.0,ROUMPESI A,5 - 6,407,GRE,6:47,Saved,0
Action shot,5,2.0,6,6,GRE,3.0,TSOUKALA C,5 - 6,379,GRE,6:19,Saved,0
Action shot,5,3.0,6,7,GRE,3.0,DIAMANTOPOULOU V,5 - 7,361,GRE,6:01,Goal,1
Extra player shot,5,5.0,6,7,GRE,3.0,EGGENS M,5 - 7,342,CAN,5:42,Blocked,0
Action shot,5,4.0,6,7,GRE,3.0,PSOUNI I,5 - 7,317,GRE,5:17,Post,0
Action shot,5,2.0,6,7,GRE,3.0,TSOUKALA C,5 - 7,274,GRE,4:34,Missed,0
Penalty shot,5,6.0,6,8,GRE,3.0,AVRAMIDOU A,5 - 8,230,GRE,3:50,Goal,1
Action shot,5,10.0,6,8,GRE,3.0,ROBINSON C,5 - 8,206,CAN,3:26,Saved,0
Action shot,5,2.0,6,9,GRE,3.0,TSOUKALA C,5 - 9,180,GRE,3:00,Goal,1
Action shot,5,6.0,6,9,GRE,3.0,BARON la SALLE S,5 - 9,155,CAN,2:35,Saved,0
5m shot,5,5.0,6,9,GRE,3.0,EGGENS M,5 - 9,105,CAN,1:45,Post,0
Action shot,5,2.0,6,10,GRE,3.0,TSOUKALA C,5 - 10,84,GRE,1:24,Goal,1
Action shot,5,8.0,6,10,GRE,3.0,ROUMPESI A,5 - 10,40,GRE,0:40,Saved,0
Extra player shot,5,2.0,6,11,GRE,3.0,TSOUKALA C,5 - 11,9,GRE,0:09,Goal,1
Action shot,5,7.0,6,11,GRE,4.0,BEKHAZI J,5 - 11,469,CAN,7:49,Missed,0
Extra player shot,5,2.0,6,11,GRE,4.0,TSOUKALA C,5 - 11,432,GRE,7:12,Blocked,0
Extra player shot,5,7.0,6,11,GRE,4.0,BEKHAZI J,5 - 11,407,CAN,6:47,Post,0
Centre shot,5,10.0,6,11,GRE,4.0,ROBINSON C,5 - 11,352,CAN,5:52,Missed,0
Extra player shot,6,7.0,6,11,GRE,4.0,BEKHAZI J,6 - 11,330,CAN,5:30,Goal,1
Action shot,6,6.0,6,11,GRE,4.0,AVRAMIDOU A,6 - 11,293,GRE,4:53,Post,0
Counter attack,7,11.0,6,11,GRE,4.0,VALIN S,7 - 11,276,CAN,4:36,Goal,1
Action shot,7,4.0,6,11,GRE,4.0,PSOUNI I,7 - 11,249,GRE,4:09,Post,0
Action shot,7,2.0,6,11,GRE,4.0,TSOUKALA C,7 - 11,203,GRE,3:23,Post,0
Action shot,7,11.0,6,11,GRE,4.0,VALIN S,7 - 11,125,CAN,2:05,Post,0
Extra player shot,7,4.0,6,11,GRE,4.0,WRIGHT E,7 - 11,2,CAN,0:02,Blocked,0
Action shot,0,2.0,7,1,NED,1.0,SMIT Y,0 - 1,454,NED,7:34,Goal,1
Penalty shot,0,11.0,7,2,NED,1.0,KLAASSEN L,0 - 2,400,NED,6:40,Goal,1
Action shot,0,8.0,7,2,NED,1.0,PERREAULT D,0 - 2,383,CAN,6:23,Saved,0
Action shot,0,11.0,7,2,NED,1.0,VALIN S,0 - 2,359,CAN,5:59,Blocked,0
Action shot,0,7.0,7,2,NED,1.0,van BELKUM I,0 - 2,329,NED,5:29,Missed,0
Action shot,1,7.0,7,2,NED,1.0,BEKHAZI J,1 - 2,307,CAN,5:07,Goal,1
Action shot,1,11.0,7,2,NED,1.0,KLAASSEN L,1 - 2,286,NED,4:46,Saved,0
Action shot,1,7.0,7,2,NED,1.0,BEKHAZI J,1 - 2,261,CAN,4:21,Saved,0
Action shot,1,2.0,7,3,NED,1.0,SMIT Y,1 - 3,242,NED,4:02,Goal,1
Action shot,1,9.0,7,3,NED,1.0,EGGENS C,1 - 3,227,CAN,3:47,Saved,0
Action shot,1,4.0,7,4,NED,1.0,HAKHVERDIAN B,1 - 4,198,NED,3:18,Goal,1
Action shot,1,2.0,7,5,NED,1.0,SMIT Y,1 - 5,148,NED,2:28,Goal,1
Action shot,1,9.0,7,5,NED,1.0,EGGENS C,1 - 5,123,CAN,2:03,Missed,0
Extra player shot,1,5.0,7,5,NED,1.0,EGGENS M,1 - 5,90,CAN,1:30,Saved,0
Action shot,1,7.0,7,5,NED,1.0,van BELKUM I,1 - 5,63,NED,1:03,Missed,0
5m shot,1,5.0,7,5,NED,1.0,EGGENS M,1 - 5,1,CAN,0:01,Post,0
Extra player shot,1,8.0,7,6,NED,2.0,SEVENICH V,1 - 6,453,NED,7:33,Goal,1
Extra player shot,2,8.0,7,6,NED,2.0,PERREAULT D,2 - 6,437,CAN,7:17,Goal,1
Action shot,2,2.0,7,6,NED,2.0,SMIT Y,2 - 6,416,NED,6:56,Missed,0
Centre shot,2,7.0,7,6,NED,2.0,van BELKUM I,2 - 6,382,NED,6:22,Post,0
Action shot,2,7.0,7,6,NED,2.0,BEKHAZI J,2 - 6,323,CAN,5:23,Post,0
Action shot,3,11.0,7,6,NED,2.0,VALIN S,3 - 6,264,CAN,4:24,Goal,1
Action shot,3,6.0,7,7,NED,2.0,STOMPHORST N,3 - 7,242,NED,4:02,Goal,1
Action shot,3,6.0,7,7,NED,2.0,BARON la SALLE S,3 - 7,213,CAN,3:33,Post,0
Penalty shot,3,11.0,7,8,NED,2.0,KLAASSEN L,3 - 8,185,NED,3:05,Goal,1
Action shot,3,9.0,7,8,NED,2.0,SLAGTER C,3 - 8,145,NED,2:25,Saved,0
Action shot,3,9.0,7,8,NED,2.0,EGGENS C,3 - 8,115,CAN,1:55,Saved,0
Extra player shot,3,5.0,7,8,NED,2.0,EGGENS M,3 - 8,64,CAN,1:04,Saved,0
Action shot,3,8.0,7,8,NED,2.0,PERREAULT D,3 - 8,53,CAN,0:53,Blocked,0
5m shot,3,7.0,7,8,NED,2.0,van BELKUM I,3 - 8,25,NED,0:25,Saved,0
Centre shot,3,2.0,7,8,NED,2.0,ALOGBO K,3 - 8,8,CAN,0:08,Missed,0
5m shot,3,9.0,7,8,NED,2.0,SLAGTER C,3 - 8,1,NED,0:01,Missed,0
Centre shot,3,2.0,7,8,NED,3.0,SMIT Y,3 - 8,456,NED,7:36,Saved,0
5m shot,3,5.0,7,8,NED,3.0,EGGENS M,3 - 8,430,CAN,7:10,Blocked,0
Action shot,3,6.0,7,8,NED,3.0,STOMPHORST N,3 - 8,402,NED,6:42,Saved,0
Extra player shot,3,7.0,7,8,NED,3.0,BEKHAZI J,3 - 8,377,CAN,6:17,Saved,0
Action shot,3,4.0,7,8,NED,3.0,WRIGHT E,3 - 8,367,CAN,6:07,Saved,0
Action shot,3,10.0,7,8,NED,3.0,GENEE D,3 - 8,340,NED,5:40,Blocked,0
5m shot,4,10.0,7,8,NED,3.0,ROBINSON C,4 - 8,302,CAN,5:02,Goal,1
Action shot,4,9.0,7,8,NED,3.0,SLAGTER C,4 - 8,281,NED,4:41,Blocked,0
Extra player shot,5,8.0,7,8,NED,3.0,PERREAULT D,5 - 8,250,CAN,4:10,Goal,1
Action shot,5,2.0,7,8,NED,3.0,SMIT Y,5 - 8,237,NED,3:57,Saved,0
5m shot,5,10.0,7,8,NED,3.0,GENEE D,5 - 8,191,NED,3:11,Saved,0
Extra player shot,6,11.0,7,8,NED,3.0,VALIN S,6 - 8,155,CAN,2:35,Goal,1
Action shot,6,7.0,7,8,NED,3.0,van BELKUM I,6 - 8,136,NED,2:16,Saved,0
Centre shot,6,4.0,7,9,NED,3.0,HAKHVERDIAN B,6 - 9,108,NED,1:48,Goal,1
5m shot,6,10.0,7,9,NED,3.0,ROBINSON C,6 - 9,90,CAN,1:30,Post,0
Action shot,6,5.0,7,10,NED,3.0,van der SLOOT S,6 - 10,62,NED,1:02,Goal,1
Action shot,6,4.0,7,10,NED,3.0,WRIGHT E,6 - 10,35,CAN,0:35,Saved,0
Counter attack,6,5.0,7,11,NED,3.0,van der SLOOT S,6 - 11,17,NED,0:17,Goal,1
Extra player shot,7,7.0,7,11,NED,3.0,BEKHAZI J,7 - 11,2,CAN,0:02,Goal,1
5m shot,7,5.0,7,11,NED,3.0,van der SLOOT S,7 - 11,1,NED,0:01,Saved,0
Extra player shot,7,11.0,7,11,NED,4.0,KLAASSEN L,7 - 11,441,NED,7:21,Blocked,0
Action shot,7,5.0,7,11,NED,4.0,EGGENS M,7 - 11,412,CAN,6:52,Blocked,0
Extra player shot,8,11.0,7,11,NED,4.0,VALIN S,8 - 11,357,CAN,5:57,Goal,1
Action shot,8,7.0,7,11,NED,4.0,van BELKUM I,8 - 11,344,NED,5:44,Saved,0
Action shot,8,5.0,7,11,NED,4.0,EGGENS M,8 - 11,316,CAN,5:16,Blocked,0
Extra player shot,8,11.0,7,11,NED,4.0,KLAASSEN L,8 - 11,240,NED,4:00,Saved,0
Centre shot,8,8.0,7,11,NED,4.0,SEVENICH V,8 - 11,229,NED,3:49,Saved,0
Action shot,8,10.0,7,11,NED,4.0,ROBINSON C,8 - 11,202,CAN,3:22,Post,0
Action shot,8,2.0,7,11,NED,4.0,SMIT Y,8 - 11,173,NED,2:53,Blocked,0
Action shot,8,8.0,7,11,NED,4.0,PERREAULT D,8 - 11,143,CAN,2:23,Saved,0
Action shot,9,11.0,7,11,NED,4.0,VALIN S,9 - 11,130,CAN,2:10,Goal,1
Action shot,9,11.0,7,11,NED,4.0,VALIN S,9 - 11,80,CAN,1:20,Missed,0
Penalty shot,9,11.0,7,12,NED,4.0,KLAASSEN L,9 - 12,52,NED,0:52,Goal,1
